symbol,first,last,change,change_percentage
PRO,5.2,7.4,0.42,42
VCP,29.39,39.94,0.36,36
HKP,4.93,6.57,0.33,33
VTD,9.45,12.44,0.32,32
SPB,14.6,19.28,0.32,32
NVT,7.25,9.49,0.31,31
MCG,1.9,2.48,0.31,31
CLG,3.02,3.94,0.3,30
HBD,9.0,11.63,0.29,29
NS2,9.13,11.53,0.26,26
HU6,4.77,5.92,0.24,24
CC4,8.24,9.96,0.21,21
BAL,8.8,10.6,0.2,20
TIG,3.08,3.68,0.19,19
CDC,8.14,9.57,0.18,18
VHG,0.6,0.7,0.17,17
SAF,31.76,36.88,0.16,16
PNT,5.84,6.78,0.16,16
HAM,10.73,12.43,0.16,16
COM,42.86,49.6,0.16,16
TTP,24.04,27.64,0.15,15
SIG,4.7,5.4,0.15,15
SGD,8.07,9.32,0.15,15
PXS,5.4,6.2,0.15,15
AMS,6.64,7.64,0.15,15
ACE,16.58,19.05,0.15,15
VPC,0.7,0.8,0.14,14
VCX,2.1,2.4,0.14,14
PCN,2.8,3.2,0.14,14
HSM,7.88,8.99,0.14,14
CAT,5.91,6.74,0.14,14
TA6,4.5,5.09,0.13,13
HVG,5.62,6.36,0.13,13
DNC,11.72,13.19,0.13,13
APG,5.35,6.02,0.13,13
VLC,14.15,15.88,0.12,12
VC3,10.66,11.9,0.12,12
SFC,18.53,20.68,0.12,12
POV,7.39,8.3,0.12,12
PHS,8.52,9.55,0.12,12
C69,11.87,13.29,0.12,12
VLG,4.42,4.9,0.11,11
NLS,8.64,9.59,0.11,11
MAC,5.12,5.67,0.11,11
EIB,13.75,15.33,0.11,11
DST,0.9,1.0,0.11,11
CDP,5.58,6.22,0.11,11
CC1,5.98,6.65,0.11,11
VNT,34.1,37.48,0.1,10
PXI,1.98,2.18,0.1,10
L18,7.33,8.07,0.1,10
GDW,23.84,26.22,0.1,10
FID,1.0,1.1,0.1,10
BRC,7.76,8.53,0.1,10
BHA,10.14,11.11,0.1,10
VIM,13.79,15.1,0.09,9
VC6,6.12,6.65,0.09,9
SPV,8.17,8.88,0.09,9
RCL,12.74,13.9,0.09,9
RCC,11.44,12.47,0.09,9
PVO,3.46,3.76,0.09,9
PRT,13.44,14.61,0.09,9
KVC,1.1,1.2,0.09,9
IVS,10.1,11.0,0.09,9
IDJ,2.6,2.84,0.09,9
HAR,3.45,3.75,0.09,9
DID,4.81,5.26,0.09,9
ANT,6.6,7.2,0.09,9
VSI,16.11,17.38,0.08,8
TV4,10.62,11.43,0.08,8
SMB,27.24,29.3,0.08,8
SJS,14.6,15.75,0.08,8
MBG,35.99,38.92,0.08,8
