symbol,first,last,change,change_percentage
VHG,2.94,7.38,1.51,151
DTC,2.51,6.23,1.48,148
HTL,2.11,5.05,1.39,139
PMS,3.73,7.21,0.93,93
CYC,2.9,5.3,0.83,83
AME,1.78,3.13,0.76,76
PVT,2.76,4.78,0.73,73
HHS,5.83,9.96,0.71,71
DCL,3.5,5.96,0.7,70
IDV,1.2,1.91,0.59,59
ADP,1.4,2.17,0.55,55
BBC,18.34,28.17,0.54,54
PGT,3.4,5.1,0.5,50
CAD,0.8,1.2,0.5,50
SCL,4.03,6.01,0.49,49
OCH,16.27,24.0,0.48,48
KLF,9.57,14.0,0.46,46
SPC,9.51,13.79,0.45,45
NDC,8.59,12.38,0.44,44
AMC,6.49,9.27,0.43,43
MHC,1.33,1.86,0.4,40
PVD,19.94,27.73,0.39,39
NHA,0.72,1.0,0.39,39
HBD,3.05,4.25,0.39,39
SAF,6.82,9.4,0.38,38
BHC,1.6,2.2,0.38,38
HAT,13.22,18.16,0.37,37
DRH,1.03,1.41,0.37,37
TKU,1.99,2.71,0.36,36
STS,9.79,13.35,0.36,36
GMC,3.84,5.22,0.36,36
SJE,3.91,5.29,0.35,35
HPP,8.51,11.51,0.35,35
CMI,4.34,5.85,0.35,35
TPH,3.24,4.32,0.33,33
SCD,12.78,16.93,0.32,32
FIT,3.95,5.22,0.32,32
VSC,6.61,8.67,0.31,31
LO5,2.81,3.69,0.31,31
IHK,2.83,3.7,0.31,31
HPG,1.94,2.54,0.31,31
TLG,6.55,8.49,0.3,30
SVT,4.07,5.31,0.3,30
INC,1.32,1.71,0.3,30
DMC,12.8,16.6,0.3,30
TCM,5.96,7.71,0.29,29
SJC,4.16,5.36,0.29,29
NTP,9.85,12.67,0.29,29
VCT,4.7,6.0,0.28,28
RAL,17.83,22.86,0.28,28
PGS,7.13,9.1,0.28,28
DHG,32.05,41.05,0.28,28
HDA,1.55,1.97,0.27,27
BVN,4.39,5.59,0.27,27
PTB,4.16,5.26,0.26,26
PGD,7.14,8.99,0.26,26
SGH,16.98,21.23,0.25,25
SC5,7.9,9.84,0.25,25
NET,6.9,8.58,0.24,24
PGC,3.17,3.9,0.23,23
CNG,11.11,13.62,0.23,23
WCS,25.93,31.68,0.22,22
VIR,3.63,4.44,0.22,22
VFR,4.27,5.22,0.22,22
LHC,3.88,4.73,0.22,22
FCN,6.57,8.04,0.22,22
CLC,5.11,6.25,0.22,22
VMD,5.42,6.58,0.21,21
NDN,1.13,1.37,0.21,21
L62,3.17,3.85,0.21,21
COM,12.78,15.48,0.21,21
BTT,12.51,15.16,0.21,21
VGP,9.1,10.9,0.2,20
RIC,5.5,6.6,0.2,20
NT2,1.96,2.36,0.2,20
LBM,3.16,3.8,0.2,20
BMP,20.29,24.42,0.2,20
TPP,3.68,4.38,0.19,19
PSP,5.32,6.32,0.19,19
C32,5.17,6.14,0.19,19
VNS,15.62,18.5,0.18,18
VDN,5.61,6.64,0.18,18
SDT,4.22,4.96,0.18,18
PDR,2.27,2.68,0.18,18
ICI,4.17,4.92,0.18,18
CAN,16.77,19.81,0.18,18
SRF,3.98,4.65,0.17,17
MKV,5.97,6.97,0.17,17
L44,5.08,5.94,0.17,17
KMR,1.9,2.23,0.17,17
DC2,3.86,4.53,0.17,17
CKV,5.02,5.85,0.17,17
VCC,3.86,4.46,0.16,16
TBC,6.69,7.77,0.16,16
POV,2.33,2.7,0.16,16
LCC,3.8,4.4,0.16,16
