symbol,first,last,change,change_percentage
AVF,0.7,1.1,0.57,57
CTX,3.34,4.61,0.38,38
VIX,1.77,2.41,0.36,36
DC2,1.53,1.93,0.26,26
SRB,2.0,2.5,0.25,25
SHA,3.57,4.42,0.24,24
KMR,3.54,4.36,0.23,23
SHN,5.35,6.53,0.22,22
MCC,9.92,11.97,0.21,21
DRH,3.08,3.72,0.21,21
DHM,2.71,3.27,0.21,21
BED,9.46,11.4,0.21,21
MIM,5.7,6.86,0.2,20
EMC,5.1,6.13,0.2,20
CMX,3.22,3.87,0.2,20
VTI,6.2,7.4,0.19,19
VKC,5.77,6.86,0.19,19
TCM,13.3,15.82,0.19,19
SHS,1.52,1.81,0.19,19
PSB,7.0,8.3,0.19,19
ICI,5.68,6.76,0.19,19
DXG,4.65,5.53,0.19,19
HCM,7.02,8.29,0.18,18
VLA,4.03,4.73,0.17,17
PTC,2.87,3.36,0.17,17
LCG,3.21,3.75,0.17,17
VDS,2.5,2.91,0.16,16
PNC,7.95,9.2,0.16,16
IDI,3.39,3.92,0.16,16
CMG,5.9,6.87,0.16,16
VHG,8.0,9.2,0.15,15
VGS,2.39,2.76,0.15,15
SHI,4.13,4.75,0.15,15
S99,6.56,7.52,0.15,15
MCG,4.8,5.5,0.15,15
KSD,4.0,4.6,0.15,15
ITQ,7.03,8.06,0.15,15
HLG,2.7,3.1,0.15,15
GSM,5.97,6.85,0.15,15
VND,1.6,1.82,0.14,14
VMD,11.89,13.53,0.14,14
TTF,9.0,10.3,0.14,14
TIG,3.54,4.02,0.14,14
SDP,6.02,6.84,0.14,14
S96,1.4,1.6,0.14,14
PDC,5.8,6.6,0.14,14
HKB,4.53,5.16,0.14,14
HHS,12.11,13.81,0.14,14
FLC,6.52,7.45,0.14,14
BT6,7.9,9.0,0.14,14
LSS,5.57,6.27,0.13,13
HVG,13.67,15.42,0.13,13
HAI,6.96,7.83,0.13,13
FCM,3.78,4.28,0.13,13
CX8,4.28,4.83,0.13,13
VTB,6.15,6.91,0.12,12
TNG,6.12,6.83,0.12,12
SSI,7.28,8.16,0.12,12
SKG,12.8,14.34,0.12,12
PVT,6.01,6.71,0.12,12
PVB,26.25,29.34,0.12,12
KDH,6.04,6.74,0.12,12
DLG,6.62,7.44,0.12,12
BVH,27.22,30.62,0.12,12
BSI,5.18,5.81,0.12,12
ASM,3.22,3.61,0.12,12
AGR,4.92,5.51,0.12,12
VTJ,3.08,3.42,0.11,11
UDC,3.44,3.83,0.11,11
TNT,3.73,4.13,0.11,11
SMA,3.0,3.32,0.11,11
SDD,2.7,3.0,0.11,11
SBS,1.8,2.0,0.11,11
S55,19.39,21.61,0.11,11
PVX,3.5,3.9,0.11,11
PPI,5.92,6.58,0.11,11
KLF,6.4,7.1,0.11,11
IVS,11.63,12.92,0.11,11
FMC,7.49,8.31,0.11,11
DNP,4.05,4.48,0.11,11
DIC,6.15,6.84,0.11,11
DCS,3.5,3.9,0.11,11
CVT,6.97,7.72,0.11,11
BVS,9.39,10.38,0.11,11
WSS,6.3,6.9,0.1,10
TMC,6.45,7.1,0.1,10
TL4,4.1,4.5,0.1,10
STS,24.8,27.2,0.1,10
SJC,4.2,4.6,0.1,10
SDU,10.84,11.91,0.1,10
PVD,25.96,28.61,0.1,10
PVC,12.68,13.93,0.1,10
NDC,18.32,20.09,0.1,10
NAV,3.66,4.01,0.1,10
LCM,2.0,2.2,0.1,10
KSQ,3.9,4.3,0.1,10
HTL,22.89,25.07,0.1,10
HTC,8.59,9.42,0.1,10
GAS,40.17,44.33,0.1,10
CVN,1.34,1.47,0.1,10
CMI,10.5,11.6,0.1,10
CDC,3.35,3.69,0.1,10
ADP,4.15,4.56,0.1,10
VCB,20.18,22.06,0.09,9
SJS,14.82,16.22,0.09,9
SGT,3.17,3.44,0.09,9
SAM,4.84,5.26,0.09,9
SAF,13.49,14.71,0.09,9
QTC,9.81,10.65,0.09,9
QBS,7.2,7.83,0.09,9
PVS,14.95,16.28,0.09,9
PVE,6.33,6.88,0.09,9
NFC,8.4,9.18,0.09,9
NDN,3.95,4.29,0.09,9
LAF,12.0,13.1,0.09,9
KHL,2.3,2.5,0.09,9
KAC,9.63,10.52,0.09,9
JVC,20.3,22.1,0.09,9
HPG,3.26,3.54,0.09,9
HAR,5.96,6.5,0.09,9
DST,6.95,7.59,0.09,9
BXH,6.69,7.31,0.09,9
BPC,7.14,7.76,0.09,9
APS,3.17,3.44,0.09,9
ANV,3.12,3.4,0.09,9
