symbol,first,last,change,change_percentage
BMC,14.03,126.28,8.0,800
S99,11.64,61.96,4.32,432
ILC,22.93,100.14,3.37,337
SDA,38.44,160.71,3.18,318
S55,4.77,19.26,3.04,304
TLT,24.72,94.46,2.82,282
SD9,14.07,52.75,2.75,275
SD7,32.6,118.0,2.62,262
CID,12.67,45.08,2.56,256
DTC,7.14,23.82,2.34,234
SJE,6.33,20.75,2.28,228
MCO,25.0,77.2,2.09,209
SD5,3.56,10.8,2.03,203
LTC,33.03,99.89,2.02,202
SD6,13.97,41.75,1.99,199
HLY,16.75,48.57,1.9,190
BBS,3.94,10.98,1.79,179
HAP,8.39,23.36,1.78,178
VC2,16.69,46.22,1.77,177
SD3,22.06,59.69,1.71,171
TPH,10.98,28.33,1.58,158
DAC,14.5,36.1,1.49,149
VTS,19.8,48.1,1.43,143
PTS,6.68,16.16,1.42,142
TXM,14.12,33.6,1.38,138
HRC,86.09,198.87,1.31,131
DRC,3.24,7.44,1.3,130
PTC,14.2,31.76,1.24,124
VTL,9.04,20.19,1.23,123
SAP,21.48,46.94,1.19,119
CTN,35.58,77.88,1.19,119
REE,10.67,23.25,1.18,118
MEC,25.9,55.32,1.14,114
BCC,11.58,24.73,1.14,114
SFC,9.52,20.3,1.13,113
SDY,30.0,63.5,1.12,112
CMC,32.1,67.5,1.1,110
SDT,8.42,17.58,1.09,109
SDC,14.49,30.18,1.08,108
NBC,2.44,5.08,1.08,108
STB,48.59,100.58,1.07,107
EBS,13.15,27.09,1.06,106
VNC,10.97,22.28,1.03,103
CTB,3.83,7.78,1.03,103
HTV,7.76,15.1,0.95,95
HTP,15.71,30.5,0.94,94
BTS,16.05,30.68,0.91,91
KHA,11.86,22.36,0.89,89
SMC,8.0,14.93,0.87,87
SCC,25.5,47.8,0.87,87
VNR,8.92,16.59,0.86,86
TTC,7.21,13.37,0.85,85
VTC,19.21,35.18,0.83,83
MHC,12.29,22.35,0.82,82
STP,4.86,8.76,0.8,80
DNP,5.6,10.02,0.79,79
HJS,6.18,10.93,0.77,77
LAF,13.6,23.9,0.76,76
PSC,7.24,12.64,0.75,75
NAV,34.1,59.67,0.75,75
KHP,5.09,8.88,0.74,74
BBT,14.5,25.3,0.74,74
DAE,8.12,14.07,0.73,73
SGD,13.78,23.67,0.72,72
HAS,39.21,67.63,0.72,72
COM,11.46,19.64,0.71,71
NST,9.57,16.3,0.7,70
TKU,7.98,13.48,0.69,69
ACB,8.12,13.74,0.69,69
VTA,20.9,34.6,0.66,66
TS4,10.6,17.61,0.66,66
SFI,26.99,44.36,0.64,64
GIL,6.39,10.4,0.63,63
SGH,11.21,18.19,0.62,62
VFC,19.68,31.77,0.61,61
BMI,25.31,40.38,0.6,60
SSC,27.02,43.08,0.59,59
ITA,81.82,130.0,0.59,59
BBC,29.39,46.59,0.59,59
PPC,15.03,23.78,0.58,58
NTP,12.67,19.97,0.58,58
VIP,19.14,30.1,0.57,57
SIC,11.45,18.01,0.57,57
LGC,13.81,21.69,0.57,57
PNC,16.02,25.02,0.56,56
PJC,3.87,6.05,0.56,56
BVS,101.81,159.11,0.56,56
VNM,6.12,9.49,0.55,55
DCT,26.7,41.3,0.55,55
VTV,4.96,7.64,0.54,54
VSH,13.53,20.77,0.54,54
DPC,15.14,23.28,0.54,54
BMP,10.3,15.87,0.54,54
SSI,8.65,13.14,0.52,52
