symbol,first,last,change,change_percentage
BIO,13.1,57.01,3.35,335
SSG,2.4,10.0,3.17,317
TGG,2.57,9.67,2.76,276
ATA,0.5,1.8,2.6,260
CBI,7.5,23.0,2.07,207
LMH,2.9,8.8,2.03,203
BTH,4.1,12.1,1.95,195
VTQ,10.0,29.01,1.9,190
HKP,7.15,20.29,1.84,184
THS,6.59,18.52,1.81,181
JOS,1.0,2.8,1.8,180
SCG,18.48,51.53,1.79,179
IME,15.0,40.0,1.67,167
KMR,3.53,9.18,1.6,160
ECI,13.99,35.62,1.55,155
CCR,12.28,30.72,1.5,150
DTL,13.9,34.3,1.47,147
VNA,6.5,16.0,1.46,146
VPA,3.0,7.3,1.43,143
TOP,0.6,1.4,1.33,133
FTS,12.46,28.76,1.31,131
EVS,14.6,33.2,1.27,127
BLN,2.11,4.79,1.27,127
BMN,6.77,15.27,1.26,126
MVN,12.7,28.6,1.25,125
HLB,70.9,155.77,1.2,120
DDM,1.0,2.2,1.2,120
VND,8.14,17.65,1.17,117
CYC,1.3,2.8,1.15,115
DRG,7.0,15.0,1.14,114
AGM,13.9,29.6,1.13,113
DCR,3.2,6.7,1.09,109
DAC,4.3,8.9,1.07,107
MEC,1.6,3.3,1.06,106
NBC,6.91,14.01,1.03,103
NVL,46.03,92.37,1.01,101
PLA,3.2,6.4,1.0,100
ORS,12.68,25.4,1.0,100
CAD,0.7,1.4,1.0,100
ASA,2.0,4.0,1.0,100
HAF,14.3,27.9,0.95,95
KCB,4.4,8.5,0.93,93
TCI,6.4,12.29,0.92,92
NDF,1.0,1.9,0.9,90
SBS,8.3,15.6,0.88,88
BVL,14.5,27.1,0.87,87
VIE,4.3,7.9,0.84,84
VOS,4.08,7.43,0.82,82
CSC,29.31,52.68,0.8,80
NDT,6.7,11.88,0.77,77
VPC,1.2,2.1,0.75,75
SHI,10.56,18.43,0.75,75
HSA,42.2,74.0,0.75,75
ATG,0.8,1.4,0.75,75
BMS,6.8,11.81,0.74,74
VGP,27.19,47.07,0.73,73
LPB,12.22,21.03,0.72,72
SCO,4.2,7.2,0.71,71
PND,10.5,18.0,0.71,71
PBC,13.09,22.34,0.71,71
MEL,7.42,12.67,0.71,71
DAH,6.52,11.1,0.7,70
ISG,3.2,5.4,0.69,69
DIH,13.01,21.95,0.69,69
BVB,13.7,23.2,0.69,69
SPB,9.59,16.11,0.68,68
CQN,16.95,28.56,0.68,68
VC5,0.9,1.5,0.67,67
HAM,8.88,14.79,0.67,67
AAS,9.9,16.4,0.66,66
SSI,20.61,34.04,0.65,65
PDR,41.52,68.53,0.65,65
BSG,6.2,10.2,0.65,65
TDN,6.61,10.79,0.63,63
KSV,19.66,32.05,0.63,63
VST,0.8,1.3,0.62,62
TTS,7.3,11.8,0.62,62
STL,0.8,1.3,0.62,62
THT,6.91,11.13,0.61,61
VCI,23.92,38.3,0.6,60
SGO,0.5,0.8,0.6,60
HLA,0.5,0.8,0.6,60
HCM,23.63,37.71,0.6,60
G20,0.5,0.8,0.6,60
ADS,11.37,18.14,0.6,60
VBB,11.93,19.0,0.59,59
HSG,21.97,34.91,0.59,59
DCL,29.0,46.0,0.59,59
MDC,6.66,10.5,0.58,58
KKC,14.67,23.2,0.58,58
TC6,4.69,7.36,0.57,57
SCC,3.0,4.7,0.57,57
NOS,0.7,1.1,0.57,57
KHL,0.7,1.1,0.57,57
VDS,9.96,15.55,0.56,56
MVB,13.06,20.36,0.56,56
ABB,10.01,15.58,0.56,56
TSC,6.52,10.07,0.54,54
SIG,4.5,6.9,0.53,53
PMW,21.28,32.37,0.52,52
VSA,19.17,29.01,0.51,51
VNP,9.7,14.6,0.51,51
DTG,9.26,14.0,0.51,51
SKN,8.27,12.41,0.5,50
MHC,7.46,11.2,0.5,50
DCS,1.0,1.5,0.5,50
CTN,1.4,2.1,0.5,50
MBB,18.02,26.76,0.49,49
EIB,16.92,25.25,0.49,49
VPB,17.0,25.08,0.48,48
VC2,10.39,15.34,0.48,48
NKG,16.09,23.8,0.48,48
HTP,17.0,25.1,0.48,48
CNT,5.8,8.6,0.48,48
PNP,16.17,23.73,0.47,47
NAB,10.41,15.3,0.47,47
ILC,4.5,6.6,0.47,47
HDC,28.29,41.52,0.47,47
C22,10.45,15.34,0.47,47
BSI,14.39,21.17,0.47,47
BMI,19.89,29.3,0.47,47
ANV,21.82,32.16,0.47,47
AAT,11.14,16.41,0.47,47
SSB,19.02,27.75,0.46,46
