symbol,first,last,change,change_percentage
HFB,2.94,5.77,0.96,96
VFR,6.6,12.0,0.82,82
KPF,3.07,5.17,0.68,68
KCE,12.6,21.08,0.67,67
VIX,2.09,3.47,0.66,66
CKD,5.63,9.3,0.65,65
CC4,5.09,8.39,0.65,65
PPY,10.4,16.6,0.6,60
UPC,10.31,16.4,0.59,59
HU4,2.38,3.79,0.59,59
H11,4.4,7.0,0.59,59
ATS,25.1,39.5,0.57,57
DAT,12.11,18.66,0.54,54
CTT,5.01,7.74,0.54,54
PVP,2.74,4.15,0.51,51
CMG,10.66,16.05,0.51,51
VIG,1.8,2.7,0.5,50
VWS,9.83,14.68,0.49,49
SAC,6.27,9.27,0.48,48
KHD,4.71,6.91,0.47,47
HVG,5.52,7.96,0.44,44
VE1,8.6,12.3,0.43,43
TTG,6.65,9.35,0.41,41
IHK,7.85,11.1,0.41,41
BHN,93.09,131.28,0.41,41
VEC,4.61,6.45,0.4,40
TIE,7.09,9.75,0.38,38
VHL,31.16,42.68,0.37,37
HVN,17.85,24.38,0.37,37
CVN,3.19,4.34,0.36,36
TTZ,2.65,3.54,0.34,34
NBE,3.51,4.72,0.34,34
DBM,17.64,23.65,0.34,34
PXM,0.3,0.4,0.33,33
VCG,15.93,21.02,0.32,32
IDI,5.17,6.85,0.32,32
HKB,2.2,2.9,0.32,32
GMX,11.07,14.63,0.32,32
DTA,8.1,10.67,0.32,32
BMP,49.59,65.34,0.32,32
VFC,7.0,9.2,0.31,31
HAF,7.46,9.75,0.31,31
BWS,8.93,11.74,0.31,31
VXB,8.39,10.91,0.3,30
HCM,12.11,15.71,0.3,30
SNZ,13.07,16.86,0.29,29
SBS,1.7,2.2,0.29,29
NBB,13.36,17.26,0.29,29
LIC,7.5,9.7,0.29,29
CTG,14.02,18.12,0.29,29
SP2,7.8,10.0,0.28,28
PXT,3.72,4.78,0.28,28
NS2,13.29,17.0,0.28,28
HT1,9.23,11.8,0.28,28
BWA,6.21,7.96,0.28,28
VIC,43.05,54.73,0.27,27
VGC,16.74,21.22,0.27,27
DIG,8.33,10.55,0.27,27
TSJ,17.86,22.51,0.26,26
THS,3.81,4.77,0.25,25
NOS,0.4,0.5,0.25,25
ICI,6.49,8.11,0.25,25
GTT,0.4,0.5,0.25,25
D2D,14.79,18.43,0.25,25
VND,3.23,4.0,0.24,24
TDM,14.76,18.37,0.24,24
