symbol,first,last,change,change_percentage
REE,1.78,2.04,0.15,15
SSC,11.64,13.23,0.14,14
TS4,6.02,6.63,0.1,10
DHA,5.93,6.5,0.1,10
TMS,5.23,5.64,0.08,8
GIL,4.01,4.26,0.06,6
SAM,2.71,2.83,0.04,4
KHA,11.76,12.19,0.04,4
SFC,4.51,4.65,0.03,3
HAS,18.85,19.36,0.03,3
GMD,6.88,7.08,0.03,3
LAF,31.5,31.9,0.01,1
HAP,5.7,5.73,0.01,1
SGH,2.98,2.94,-0.01,-1
SAV,7.52,7.45,-0.01,-1
BT6,29.05,28.77,-0.01,-1
BBT,10.4,10.2,-0.02,-2
BBC,12.04,11.83,-0.02,-2
AGF,16.8,16.18,-0.04,-4
MHC,7.32,6.59,-0.1,-10
VTL,8.29,0.0,-1.0,-100
CID,9.87,0.0,-1.0,-100
