stock_code,name_vn,name_en,name_short,post_to,C
SVT,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông,Sai Gon Vien Dong Technology Joint Stock Company,SVT Joint Stock Company,HOSE,1
SWC,Tổng CTCP Đường sông Miền Nam,Tổng Công ty cổ phần Đường Sông Miền Nam,SWC Joint Stock Company,UPCOM,3
SZB,Công ty cổ phần Sonadezi Long Bình,Sonadezi Long Binh Shareholding Company,SZB Joint Stock Company,HNX,2
SZC,Công ty cổ phần Sonadezi Châu Đức,Sonadezi Chau Duc Shareholding Company,SZC Joint Stock Company,HOSE,1
SZE,CTCP Môi trường Sonadezi,Sonadezi Environment Joint Stock Company,SZE Joint Stock Company,UPCOM,3
SZG,Công ty cổ phần Sonadezi Giang Điền,Sonadezi Giang Dien Shareholding Company,SZG Joint Stock Company,UPCOM,3
SZL,Công ty CP Sonadezi Long Thành,Sonadezi Long Thanh shareholding Company,SZL Joint Stock Company,HOSE,1
TA3,CTCP Đầu tư và Xây lắp Thành An 386,386 Thanh An Construction and Investment Joint Stock Company,TA3 Joint Stock Company,UPCOM,3
TA6,CTCP Đầu tư và Xây lắp Thành An 665,"Thanh An 665 Investment, Installation And Construction Joint Stock Company",TA6 Joint Stock Company,UPCOM,3
TA9,Công ty cổ phần Xây lắp Thành An 96,Thanh An 96 Installation and Construction Joint Stock Company,TA9 Joint Stock Company,HNX,2
TAG,C? phi?u CTCP Th? gi?i s? Tr?n Anh,Tran Anh Digital World Joint Stock Company,TAG,UPCOM,3
TAN,Công ty cổ phần Cà phê Thuận An,Thuan An Coffee Joint Stock Company,TAN Joint Stock Company,UPCOM,3
TAR,Công ty cổ phần Nông nghiệp Công nghệ cao Trung An,Trung An Hi - Tech Farming Joint Stock Company,TAR Joint Stock Company,HNX,2
TAW,CTCP Cấp nước Trung An,Trung An Water Supply Joint Stock Company,TAW Joint Stock Company,UPCOM,3
TB8,Công ty cổ phần Sản xuất và kinh doanh Vật tư Thiết bị - VVMI,VVMI – Manufacturing and Materials Equipment Trading Joint Stock Company,TB8 Joint Stock Company,UPCOM,3
TBC,Công ty Cổ phần Thủy điện Thác Bà,Thac Ba Hydropower Joint Stock Company,TBC Joint Stock Company,HOSE,1
TBD,Tổng Công ty Thiết bị điện Đông Anh – Công ty cổ phần,Dong Anh Electrical Equipment Manufacturing Joint Stock Company,TBD Joint Stock Company,UPCOM,3
TBH,Công ty cổ phần Tổng Bách Hóa,CTCP Tong Bach Hoa,TBH Joint Stock Company,UPCOM,3
TBR,Công ty cổ phần Địa ốc Tân Bình,Tan Binh Real Estate Joint Stock Company,TBR Joint Stock Company,UPCOM,3
TBT,CTCP Xây Dựng Công Trình Giao Thông Bến Tre,CTCP Xây Dựng Công Trình Giao Thông Bến Tre,TBT Joint Stock Company,UPCOM,3
TBX,CTCP Xi măng Thái Bình,Thai Binh Cement JSC,TBX Joint Stock Company,HNX,2
TC6,CTCP Than Cọc Sáu - Vinacomin,Vinacomin Coc Sau Coal JSC,TC6 Joint Stock Company,HNX,2
TCB,Ngân hàng Thương mại cổ phần Kỹ thương Việt Nam,Vietnam Technological and Commercial Joint Stock Bank,TCB Joint Stock Company,HOSE,1
TCD,Công ty Cổ phần Đầu tư Phát triển Công nghiệp và Vận tải,Transport & Industry Development Investment JSC,TCD Joint Stock Company,HOSE,1
TCD12101,BOND.TCD.2021.001,BOND.TCD.2021.001,TCD12101,HNX,2
TCH,Công ty cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,Hoang Huy Investment Financial Services Joint Stock Company,TCH Joint Stock Company,HOSE,1
TCI,Công ty cổ phần Chứng khoán Thành Công,ThanhCong Securities Company,TCI Joint Stock Company,UPCOM,3
TCJ,CTCP Tô Châu,To Chau Joint Stock Company,TCJ Joint Stock Company,UPCOM,3
TCK,Tổng công ty cơ khí xây dựng - CTCP,Construction Machinery Corporation - JSC,TCK Joint Stock Company,UPCOM,3
TCL,CTCP Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,TAN CANG LOGISTICS AND STEVEDORING JOINT STOCK COMPANY,TCL Joint Stock Company,HOSE,1
TCM,CTCP Dệt may- Đầu tư- Thương mại Thành Công,Thanh Cong Textile Garment Investerment Trading Joint Stock Company,TCM Joint Stock Company,HOSE,1
TCO,Công ty Cổ phần Vận tải Đa phương thức Duyên Hải,Duyen Hai Multi Modal Transport Joint Stock Company,TCO Joint Stock Company,HOSE,1
TCR,Công ty Cổ phần Công nghiệp Gốm sứ TAICERA,Taicera Enterprise Company,TCR Joint Stock Company,HOSE,1
TCT,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,Tay Ninh Cable Car Tour JSC,TCT Joint Stock Company,HOSE,1
TCW,CTCP Kho vận Tân Cảng,Tan Cang Warehouse Joint Stock Company,TCW Joint Stock Company,UPCOM,3
TD1424204,Trái phiếu Chính phủ đấu thầu đợt 113/2014,Trái phiếu Chính phủ đấu thầu đợt 113/2014,TD1424204,HNX,2
TD1732405,Trái phiếu Chính phủ đấu thầu đợt 105/2017,Government bonds to be auctioned for the period 105/2017,TD1732405,HNX,2
TD1747432,Trái phiếu Chính phủ đấu thầu đợt 109/2017,Government bond auction 109/2017,TD1747432,HNX,2
TD1823089,Trái phiếu Chính phủ đấu thầu đợt 163/2018,Trái phiếu Chính phủ đấu thầu đợt 163/2018,TD1823089,HNX,2
TD1828116,Trái phiếu Chính phủ đấu thầu đợt 104/2018,Government bond auction phase 104/2018,TD1828116,HNX,2
TD1828118,Trái phiếu Chính phủ đấu thầu đợt 142/2018- TD1828118,Government bond auction phase 142/2018,TD1828118,HNX,2
TD1828119,Trái phiếu Chính phủ đấu thầu đợt 171/2018,Trái phiếu Chính phủ đấu thầu đợt 171/2018,TD1828119,HNX,2
TD1828121,Trái phiếu Chính phủ đấu thầu đợt 188/2018 TD1828121,TD1828121,TD1828121,HNX,2
TD1833127,Trái phiếu Chính phủ đấu thầu đợt 138/2018 -TD1833127,Government bond auction phase 138/2018,TD1833127,HNX,2
TD1833128,Trái phiếu Chính phủ đấu thầu đợt 172/2018,Trái phiếu Chính phủ đấu thầu đợt 172/2018,TD1833128,HNX,2
TD1833130,Trái phiếu Chính phủ đấu thầu đợt 189/2018 TD1833130,TD1833130,TD1833130,HNX,2
TD1924164,Trái phiếu Chính phủ đấu thầu đợt 127/2019-  TD1924164,Government bond auction phase 127/2019,TD1924164,HNX,2
TD1929181,Trái phiếu Chính phủ đấu thầu đợt 167/2019 TD1929181,TD1929181,TD1929181,HNX,2
TD1934193,Trái phiếu Chính phủ đấu thầu đợt 174/2019,TD1934193,TD1934193,HNX,2
TD2025006,Trái phiếu Chính phủ đấu thầu đợt 123/2020,Trái phiếu Chính phủ đấu thầu đợt 123/2020,TD2025006,HNX,2
TD2027010,Trái phiếu Chính phủ đấu thầu đợt 156/2020,Government bonds bidding phase 156/2020,TD2027010,HNX,2
TD2126002,Trái phiếu Chính phủ đấu thầu đợt 53/2021,TD2126002,TD2126002,HNX,2
TD2126003,Trái phiếu Chính phủ đấu thầu đợt 103/2021,Government bond auction 103/2021,TD2126003,HNX,2
TD2126162,Trái phiếu Chính phủ kỳ hạn 20 năm 2015 - TD2126162,Government bonds with term 20 years 2015,TD2126162,HNX,2
TD2232107,Trái phiếu Chính phủ đấu thầu đợt 46/2022,TD2232107,TD2232107,HNX,2
TD2232109,Trái phiếu Chính phủ đấu thầu đợt 89/2022,Government bonds to be auctioned for the 89/2022 phase,TD2232109,HNX,2
TD2232112,Trái phiếu Chính phủ đấu thầu đợt 145/2022,TD2232112,TD2232112,HNX,2
TD2232113,Trái phiếu Chính phủ đấu thầu đợt 147/2022,TPCP,TD2232113,HNX,2
TD2232114,Trái phiếu Chính phủ đấu thầu đợt 151/2022,TD2232114,TD2232114,HNX,2
TD2237020,Trái phiếu Chính phủ đấu thầu đợt 67/2022,Government bond auction phase 67/2022,TD2237020,HNX,2
TD2237126,Trái phiếu Chính phủ đấu thầu đợt 146/2022,TD2237126,TD2237126,HNX,2
TD2328098,Trái phiếu Chính phủ đấu thầu đợt 15/2023,TD2328098,TD2328098,HNX,2
TD2330107,Trái phiếu Chính phủ đấu thầu đợt 12/2023. TD2330107,TD2330107,TD2330107,HNX,2
TD2333116,Trái phiếu Chính phủ đấu thầu đợt 01/2023,Trái phiếu Chính phủ đấu thầu đợt 01/2023,TD2333116,HNX,2
TD2333118,Trái phiếu Chính phủ đấu thầu đợt 19/2023,Government bonds to be auctioned for the 19/2023 phase,TD2333118,HNX,2
TD2333119,Trái phiếu Chính phủ đấu thầu đợt 45/2023,Government bonds to be auctioned for the 45/2023 phase,TD2333119,HNX,2
TD2333121,Trái phiếu Chính phủ đấu thầu đợt 125/2023,Trái phiếu Chính phủ đấu thầu đợt 125/2023,TD2333121,HNX,2
TD2338131,Trái phiếu Chính phủ đấu thầu đợt 02/2023,Trái phiếu Chính phủ đấu thầu đợt 02/2023,TD2338131,HNX,2
TD2338132,Trái phiếu Chính phủ đấu thầu đợt 11/2023,Trái phiếu Chính phủ đấu thầu đợt 11/2023,TD2338132,HNX,2
TD2338137,Trái phiếu Chính phủ đấu thầu đợt 143/2023 -TD2338137,Government bonds bidding phase 143/2023,TD2338137,HNX,2
TD2343146,Trái phiếu Chính phủ đấu thầu đợt 38/2023,Government bonds to be auctioned for the period 38/2023,TD2343146,HNX,2
TDB,CTCP Thủy điện Định Bình,Cong ty co phan Thuy dien Dinh Binh,TDB Joint Stock Company,UPCOM,3
TDC,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Binh Duong Trade and Development Joint Stock Company,TDC Joint Stock Company,HOSE,1
TDF,Công ty cổ phần Trung Đô,TDF,TDF Joint Stock Company,UPCOM,3
TDG,Công ty cổ phần Đầu tư TDG Global,TDG Global Investment Joint Stock Company,TDG Joint Stock Company,HOSE,1
TDH,Công ty Cổ phần Phát triển Nhà Thủ Đức,Thu Duc Housing Development Corporation,TDH Joint Stock Company,HOSE,1
TDI,Công ty cổ phần Tập đoàn TDI,Thanh Doan Construction Investment and Technology Transfer Joint Stock Company,TDI,UPCOM,3
TDM,CTCP Nước Thủ Dầu Một,Thu Dau Mot Water Joint Stock Company,TDM Joint Stock Company,HOSE,1
TDN,CTCP Than Đèo Nai - Vinacomin,Vinacomin - DeoNai Coal JSC,TDN Joint Stock Company,HNX,2
TDP,Công ty cổ phần Thuận Đức,Cong ty co phan Thuan Duc,TDP Joint Stock Company,HOSE,1
TDS,CTCP Thép Thủ Đức - VNSTEEL,Thu Duc Steel Joint Stock Company,TDS Joint Stock Company,UPCOM,3
TDT,Công ty cổ phần Đầu tư và Phát triển TDT,Cong ty co phan Dau tu va Phat trien TDT,TDT Joint Stock Company,HNX,2
TDW,Công ty Cổ phần Cấp nước Thủ Đức,Thu Duc Water Supply Joint Stock Company,TDW Joint Stock Company,HOSE,1
TED,Tổng Công ty tư vấn thiết kế giao thông vận tải - CTCP,The Transport Engineering Design Inc,TED Joint Stock Company,UPCOM,3
TEG,Công ty cổ phần Năng lượng và Bất động sản Trường Thành,"TECGROUP., JSC",TEG Joint Stock Company,HOSE,1
TEL,CTCP Phát triển công trình Viễn thông,Cong ty co phan Phat trien cong trinh Vien thong,TEL Joint Stock Company,UPCOM,3
TET,CTCP Vải sợi may mặc miền Bắc,Northern Textiles and garments Joint stock Company,TET Joint Stock Company,HNX,2
TFC,Công ty Cổ phần Trang,Trang Corporation Joint Stock Company,TFC Joint Stock Company,HNX,2
TGG,Công ty Cổ phần The Golden Group,The Golden Group Joint Stock Company,TGG Joint Stock Company,HOSE,1
TGP,CTCP Trường Phú,TruongPhu JSC,TGP Joint Stock Company,UPCOM,3
TH1,CTCP Xuất nhập khẩu Tổng hợp I Việt Nam,The Vietnam National General Export - Import JSC No.1,TH1 Joint Stock Company,UPCOM,3
THB,Công ty cổ phần Bia Hà Nội – Thanh Hóa,Thanh Hoa Beer JSC,THB Joint Stock Company,HNX,2
THD,Công ty cổ phần Thaiholdings,Thaiholdings Joint Stock Company,THD Joint Stock Company,HNX,2
THG,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,Tien Giang Investment and Construction Joint Stock Company,THG Joint Stock Company,HOSE,1
THI,Công ty Cổ phần Thiết Bị Điện,Electronical Equipment Joint Stock Company,THI,HOSE,1
THM,Công ty cổ phần Tứ Hải Hà Nam,Tu Hai Ha Nam Joint Stock Company,THM Joint Stock Company,UPCOM,3
THN,CTCP Cấp nước Thanh Hóa,Cong ty co phan Cap nuoc Thanh Hoa,THN Joint Stock Company,UPCOM,3
THP,Công ty cổ phần Thủy sản và Thương mại Thuận Phước,Thuan Phuoc Seafoods and Trading Corporation,THP Joint Stock Company,UPCOM,3
THS,CTCP Thanh Hoa - Sông Đà,Song Da - Thanh Hoa JSC,THS Joint Stock Company,HNX,2
THT,CTCP Than Hà Tu - Vinacomin,Vinacomin - Ha Tu Coal JSC,THT Joint Stock Company,HNX,2
THU,CTCP Môi trường và Công trình Đô thị Thanh Hóa,Cong ty co phan Moi truong va Cong trinh do thi Thanh Hoa,THU Joint Stock Company,UPCOM,3
THW,CTCP Cấp nước Tân Hòa,CTCP Cap nuoc Tan Hoa,THW Joint Stock Company,UPCOM,3
TID,Công ty cổ phần Tổng công ty Tín Nghĩa,Tin Nghia Corporation,TID Joint Stock Company,UPCOM,3
TIE,Công ty Cổ phần TIE,Telecommunications Industry Electronics Joint Stock Company,TIE Joint Stock Company,UPCOM,3
TIG,CTCP Tập đoàn Đầu tư Thăng Long,Thang Long Investment Group Joint Stock Company,TIG Joint Stock Company,HNX,2
TIN,Công ty Tài chính Cổ phần Tín Việt,CT TAI CHINH CP TIN VIET,TIN Joint Stock Company,UPCOM,3
TIP,Công ty Cổ phần Phát triển Khu Công nghiệp Tín Nghĩa,Tin Nghia Industrial Park Development Joint Stock Company,TIP Joint Stock Company,HOSE,1
TIS,CTCP Gang thép Thái Nguyên,Thai Nguyen Iron and Steel Joint Stock Corporation,TIS Joint Stock Company,UPCOM,3
TIX,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,TAN BINH IMPORT-EXPORT JOINT STOCK CORPORATION,TIX Joint Stock Company,HOSE,1
TJC,CTCP Dịch vụ Vận tải và Thương mại,Transportation and Trading Services Joint Stock Company,TJC Joint Stock Company,HNX,2
TKA,Công ty cổ phần Bao bì Tân Khánh An,TAN KHANH AN JSC,TKA Joint Stock Company,UPCOM,3
TKC,CTCP Xây Dựng và Kinh doanh Địa Ốc Tân Kỷ,Tan Ky construction and real estate trading corporation,TKC Joint Stock Company,HNX,2
TKG,Công ty cổ phần Sản xuất và Thương mại Tùng Khánh,Tung Khanh Trading and Manufacturing Joint Stock Company,TKG Joint Stock Company,HNX,2
TKU,CTCP Công nghiệp Tung Kuang,Tung Kuang Industrial Joint Stock Company,TKU Joint Stock Company,HNX,2
TL1535299,Trái phiếu Chính phủ kỳ hạn 20 năm đợt 01/2015,Government bonds with term of 20 years January 2015,TL1535299,HNX,2
TL1535302,Trái phiếu Chính phủ kỳ hạn 20 năm 2015,Government bonds with term 20 years 2015,TL1535302,HNX,2
TL4,Tổng công ty Xây dựng Thủy lợi 4 - CTCP,Tong cong ty Xay dung Thuy loi 4 - CTCP,TL4 Joint Stock Company,UPCOM,3
TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Thang Long Urban Development And Construction Investment JSC,TLD Joint Stock Company,HOSE,1
TLG,Công ty Cổ phần Tập đoàn Thiên Long,Thien Long Group Corporation,TLG Joint Stock Company,HOSE,1
TLH,Công ty Cổ phần Tập đoàn Thép Tiến Lên,Tien Len Steel Corporation Joint - Stock Company,TLH Joint Stock Company,HOSE,1
TLI,Công ty cổ phần May Quốc Tế Thắng Lợi,Thang Loi International Garment Joint Stock Company,TLI Joint Stock Company,UPCOM,3
TLP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,THANH LE CORPORATION,TLP Joint Stock Company,UPCOM,3
TLT,CTCP Viglacera Thăng Long,TLT,TLT Joint Stock Company,UPCOM,3
TMB,Công ty cổ phần Kinh doanh Than Miền Bắc - Vinacomin,Vinacomin – Northern Coal Trading Joint Stock Company,TMB Joint Stock Company,HNX,2
TMC,Công ty cổ phần Thương mại Xuất nhập khẩu Thủ Đức,THUDUC TRADING AND IMPORT EXPORT JOINT STOCK COMPANY,TMC Joint Stock Company,HNX,2
TMG,CTCP Kim loại màu Thái Nguyên - Vimico,Cong ty co phan Kim loai mau Thai Nguyen - Vimico,TMG Joint Stock Company,UPCOM,3
TMP,Công ty Cổ phần Thủy điện Thác Mơ,Thac Mo Hydro Power Joint Stock Company,TMP Joint Stock Company,HOSE,1
TMS,Công ty Cổ phần Transimex,Transimex-Saigon Corporation,TMS Joint Stock Company,HOSE,1
TMT,Công ty Cổ phần Ô tô TMT,TMT Motor Joint Stock Company,TMT Joint Stock Company,HOSE,1
TMW,CTCP Tổng hợp Gỗ Tân Mai,CTCP Tổng hợp Gỗ Tân Mai,TMW Joint Stock Company,UPCOM,3
TMX,CTCP Vicem Thương mại xi măng,VICEM CEMENT TRADING JOINT STOCK COMPANY,TMX Joint Stock Company,HNX,2
TN1,Công ty cổ phần Thương mại Dịch vụ TNS Holdings,CTCP TNS HOLDINGS,TN1 Joint Stock Company,HOSE,1
TN1122016,Trái phiếu Công ty cổ phần Thương mại Dịch vụ TNS Holdings 2021,TN1122016,TN1122016,HNX,2
TNA,Công ty cổ phần Thương mại Xuất nhập khẩu Thiên Nam,THIEN NAM TRADING & IMPORT EXPORT CORPORATION,TNA Joint Stock Company,HOSE,1
TNB,CTCP Thép Nhà Bè -VNSTEEL,VNSTEEL - Nha Be Steel Joint Stock Company,TNB Joint Stock Company,UPCOM,3
TNC,Công ty Cổ phần Cao su Thống Nhất,Thong Nhat Rubber Joint Stock Company,TNC Joint Stock Company,HOSE,1
TNG,CTCP Đầu tư và Thương mại TNG,TNG Investment and Trading JSC,TNG Joint Stock Company,HNX,2
TNG122017,Trái phiếu Công ty cổ phần Đầu tư và Thương mại TNG năm 2021,TPDN,TNG122017,HNX,2
TNH,Công ty cổ phần Bệnh viện Quốc tế Thái Nguyên,Thai Nguyen International Hospital Joint Stock Company,TNH Joint Stock Company,HOSE,1
TNI,Công ty Cổ phần Tập đoàn Thành Nam,Thanh Nam Group Joint Stock Company,TNI Joint Stock Company,HOSE,1
TNM,CTCP Xuất nhập khẩu và Xây dựng Công trình,Transportation Import Export And Construction Joint Stock Company,TNM Joint Stock Company,UPCOM,3
TNP,CTCP Cảng Thị Nại,Cong ty co phan Cang Thi Nai,TNP Joint Stock Company,UPCOM,3
TNS,CTCP Thép Tấm lá Thống Nhất,Thong Nhat Flat Steel Joint Stock Company,TNS Joint Stock Company,UPCOM,3
TNT,Công ty cổ phần Tập đoàn TNT,Tai Nguyen Corporation,TNT Joint Stock Company,HOSE,1
TNW,CTCP Nước sạch Thái Nguyên,Cong ty co phan Nuoc sach Thai Nguyen,TNW Joint Stock Company,UPCOM,3
TOP,Công ty Cổ phần Phân phối Top One,CTCP Phan phoi Top One,TOP Joint Stock Company,UPCOM,3
TOS,Công ty cổ phần Dịch vụ biển Tân Cảng,Tan Cang Offshore Services Joint Stock Company,TOS Joint Stock Company,UPCOM,3
TOT,CTCP Transimex Logistics,Shares of Transimex Logistics Corporation,TOT Joint Stock Company,HNX,2
TOW,Công ty cổ phần Cấp nước Trà Nóc - Ô Môn,TraNoc - Omon Water Supply Joint Stock Company,TOW Joint Stock Company,UPCOM,3
TPB,Ngân hàng Thương mại Cổ phần Tiên Phong,Ngan hang Thuong mai co phan Tien Phong,TPB Joint Stock Company,HOSE,1
TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,Tan Dai Hung Plastic Joint Stock Company,TPC Joint Stock Company,HOSE,1
TPH,Công ty Cổ phần In Sách Giáo khoa tại Tp.Hà Nội,Ha Noi Textbooks Pringting Joint-Stock Company,TPH Joint Stock Company,HNX,2
TPP,Công ty cổ phần Tân Phú Việt Nam,Tan Phu Viet Nam Joint stock company,TPP Joint Stock Company,HNX,2
TPS,CTCP Bến bãi Vận tải Sài Gòn,CTCP Ben bai Van tai Sai Gon,TPS Joint Stock Company,UPCOM,3
TQN,CTCP Thông Quảng Ninh,CTCP Thong Quang Ninh,TQN Joint Stock Company,UPCOM,3
TQW,Công ty cổ phần cấp thoát nước Tuyên Quang,Tuyen Quang Water Supply and Sewerage Joint Stock Company,TQW Joint Stock Company,UPCOM,3
TR1,Công ty cổ phần Vận tải 1 Traco,Traco Transport Joint Stock Corporation No.1,TR1 Joint Stock Company,UPCOM,3
TRA,Công ty Cổ phần TRAPHACO,Traphaco Joint Stock Company,TRA Joint Stock Company,HOSE,1
TRC,Công ty Cổ phần Cao su Tây Ninh,Tay Ninh Rubber Joint Stock Company,TRC Joint Stock Company,HOSE,1
TRS,CTCP Vận tải và Dịch vụ Hàng Hải,CTCP Vận tải và Dịch vụ Hàng Hải,TRS Joint Stock Company,UPCOM,3
TRT,Công ty cổ phần RedstarCera,Cong ty co phan Truc Thon,TRT Joint Stock Company,UPCOM,3
TS3,Công ty cổ phần Trường Sơn 532,Truong Son 532 Joint Stock Company,TS3 Joint Stock Company,UPCOM,3
TS4,CTCP Thủy sản số 4,Seafood Joint Stock Company No 4,TS4 Joint Stock Company,UPCOM,3
TSB,CTCP Ắc quy Tia Sáng,Tiasang Battery Joint stock company,TSB Joint Stock Company,HNX,2
TSC,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Techno - Agricultural Supplying Joint Stock Company,TSC Joint Stock Company,HOSE,1
TSD,CTCP Du lịch Trường Sơn COECCO,Cong ty co phan Du lich Truong Son COECCO,TSD Joint Stock Company,UPCOM,3
TSG,CTCP Thông tin Tín hiệu Đường sắt Sài Gòn,Sai Gon Railway of Telecommunication – Signalization Joint Stock Company,TSG Joint Stock Company,UPCOM,3
TSJ,CTCP Du lịch Dịch vụ Hà Nội,Cong ty co phan Du lich Dich vu Ha Noi,TSJ Joint Stock Company,UPCOM,3
TST,CTCP Dịch vụ Kỹ thuật Viễn thông,Telecommunication Technical Service Joint Stock Company,TST Joint Stock Company,UPCOM,3
TTA,Công ty cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,Truong Thanh Development and Construction Investment Joint Stock Company,TTA Joint Stock Company,HOSE,1
TTB,CTCP Tập đoàn Tiến Bộ,Tien Bo Group Joint Stock Company,TTB Joint Stock Company,HOSE,1
TTC,CTCP Gạch men Thanh Thanh,Thanh Thanh Joint Stock Company,TTC Joint Stock Company,HNX,2
TTD,CTCP Bệnh viện tim Tâm Đức,Tam Duc Cardiology Hospital Joint Stock Company,TTD Joint Stock Company,UPCOM,3
TTE,Công ty cổ phần Đầu tư Năng lượng Trường Thịnh,Truong Thinh Energy Investment Joint Stock Company,TTE Joint Stock Company,HOSE,1
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Truong Thanh Furniture Corporation,TTF Joint Stock Company,HOSE,1
TTG,CTCP May Thanh Trì,Shares of Thanh Tri Garment Joint Stock Company,TTG Joint Stock Company,UPCOM,3
TTH,CTCP Thương mại và Dịch vụ Tiến Thành, Tien Thanh Service and Trading Joint Stock Company,TTH Joint Stock Company,HNX,2
TTL,Tổng Công ty Thăng Long - CTCP,Thang Long Joint Stock Corporation,TTL Joint Stock Company,HNX,2
TTN,CTCP Công nghệ và Truyền thông Việt Nam,Viet Nam Technology and Telecommunication Joint Stock Company,TTN Joint Stock Company,UPCOM,3
TTP,Công ty Cổ phần Bao Bì Tân Tiến,Tan Tien Packaging Joint Stock Company,TTP Joint Stock Company,UPCOM,3
TTS,CTCP Cán thép Thái Trung,CTCP Can thep Thai Trung,TTS Joint Stock Company,UPCOM,3
TTT,Công ty cổ phần Du lịch – Thương mại Tây Ninh,Tay Ninh Tourist – Trading Joint Stock Company,TTT Joint Stock Company,HNX,2
TTZ,Công ty cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,Tien Trung Investment Construction And Technology Joint Stock Company,TTZ Joint Stock Company,HNX,2
TUG,CTCP Lai dắt và Vận tải Cảng Hải Phòng,Cong ty co phan Lai dat va van tai Cang Hai Phong,TUG Joint Stock Company,UPCOM,3
TV1,Công ty Cổ phần Tư vấn Xây dựng Điện 1,Power Engineering Consulting Joint Stock Company 1,TV1 Joint Stock Company,UPCOM,3
TV2,CTCP Tư vấn Xây dựng Điện 2,Power Engineering Consulting JSC No.2,TV2 Joint Stock Company,HOSE,1
TV3,Công ty cổ phần Tư vấn Xây dựng điện 3,Power Engineering Consulting Joint Stock Company,TV3 Joint Stock Company,HNX,2
TV4,CTCP Tư vấn Xây dựng điện 4,Power Engineering Consulting JSC No.4,TV4 Joint Stock Company,HNX,2
TV6,Công ty cổ phần Thương mại Đầu tư xây lắp điện Thịnh Vượng,Thinh Vuong Electric Construction Investment and Trading Joint Stock Company,TV6 Joint Stock Company,UPCOM,3
TVA,CTCP Sứ Viglacera Thanh Trì,Cong ty co phan Su Viglacera Thanh Tri,TVA Joint Stock Company,UPCOM,3
TVB,Công ty Cổ phần Chứng khoán Trí Việt,CTCP Chung khoan Tri Viet,TVB Joint Stock Company,HOSE,1
TVC,CTCP Tập đoàn Quản lý Tài sản Trí Việt,Tri Viet Management investment Joint Stock Company,TVC Joint Stock Company,HNX,2
TVD,CTCP Than Vàng Danh - Vinacomin,Vinacomin - Vang Danh Coal Joint Stock Company,TVD Joint Stock Company,HNX,2
TVG,CTCP Tư vấn Đầu tư và Xây dựng Giao thông vận tải,CTCP Tư vấn Đầu tư và Xây dựng Giao thông vận tải,TVG Joint Stock Company,UPCOM,3
TVH,Công ty cổ phần Tư vấn xây dựng  công trình Hàng hải,CTCP tu van Xay dung cong trinh Hang hai,TVH Joint Stock Company,UPCOM,3
TVM,CTCP Tư vấn đầu tư mỏ và công nghiệp - Vinacomin,CTCP Tu van dau tu mo va cong nghiep - Vinacomin,TVM Joint Stock Company,UPCOM,3
TVN,Tổng Công ty Thép Việt Nam - CTCP,Tong cong ty Thep Viet Nam - CTCP,TVN Joint Stock Company,UPCOM,3
TVP,CTCP Dược phẩm TV.Pharm,TV.Pharm Pharmaceutical Joint-Stock Company,TVP,UPCOM,3
TVS,Công ty Cổ phần Chứng khoán Thiên Việt,Thien Viet Securities Joint Stock Company,TVS Joint Stock Company,HOSE,1
TVT,Tổng Công ty Việt Thắng - CTCP,Viet Thang Corporation,TVT Joint Stock Company,HOSE,1
TVW,CTCP Cấp thoát nước Trà Vinh,TraVinh Water Supply& Drainage Joint Stock Company,TVW,UPCOM,3
TW3,CTCP Dược Trung ương 3,Cong ty co phan Duoc Trung uong 3,TW3 Joint Stock Company,UPCOM,3
TXM,CTCP Vicem Thạch cao Xi măng,Vicem Gypsum and Cement Joint Stock Company,TXM Joint Stock Company,HNX,2
TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Taya (Vietnam) Electric Wire And Cable Joint Stock Company,TYA Joint Stock Company,HOSE,1
UCT,CTCP Đô thị Cần Thơ,Can Tho Urban Joint Stock Company,UCT Joint Stock Company,UPCOM,3
UDC,Công ty Cổ phần Xây dựng và Phát triển Đô thị tỉnh Bà Rịa - Vũng Tàu,Urban Development and Construction Corporation,UDC Joint Stock Company,UPCOM,3
UDJ,Công ty cổ phần Phát triển Đô Thị,Becamex Urban Development JSC,UDJ Joint Stock Company,UPCOM,3
UDL,Công ty cổ phần Đô thị và Môi trường Đắk Lắk,DAKLAK Urban and Enviroment Limited Company,UDL Joint Stock Company,UPCOM,3
UEM,CTCP Cơ điện Uông Bí - Vinacomin,CTCP Co dien Uong Bi - Vinacomin,UEM Joint Stock Company,UPCOM,3
