symbol,year,month,date,quarter,week,weekday_index,weekday,full_date,open,high,low,close,volume,timestamp,trend
ORS,2010,7,12,3,28,1,Monday,2010-07-12,9.67,9.67,8.61,8.81,1577100.0,1278892800.0,DOWNTREND
ORS,2010,7,13,3,28,2,Tuesday,2010-07-13,9.01,9.01,8.21,8.87,1131600.0,1278979200.0,DOWNTREND
ORS,2010,7,14,3,28,3,Wednesday,2010-07-14,9.01,9.34,9.01,9.34,971700.0,1279065600.0,UPTREND
ORS,2010,7,15,3,28,4,Thursday,2010-07-15,9.87,9.87,9.07,9.07,581300.0,1279152000.0,DOWNTREND
ORS,2010,7,16,3,28,5,Friday,2010-07-16,9.14,9.14,8.74,8.87,676600.0,1279238400.0,DOWNTREND
ORS,2010,7,19,3,29,1,Monday,2010-07-19,8.67,8.87,8.61,8.81,338500.0,1279497600.0,UPTREND
ORS,2010,7,20,3,29,2,Tuesday,2010-07-20,8.67,8.81,8.4,8.47,380700.0,1279584000.0,DOWNTREND
ORS,2010,7,21,3,29,3,Wednesday,2010-07-21,8.4,8.67,8.27,8.54,534700.0,1279670400.0,UPTREND
ORS,2010,7,22,3,29,4,Thursday,2010-07-22,8.61,8.74,8.4,8.54,434000.0,1279756800.0,DOWNTREND
ORS,2010,7,23,3,29,5,Friday,2010-07-23,8.67,8.67,8.47,8.54,239900.0,1279843200.0,DOWNTREND
ORS,2010,7,26,3,30,1,Monday,2010-07-26,8.61,8.61,8.27,8.34,210600.0,1280102400.0,DOWNTREND
ORS,2010,7,27,3,30,2,Tuesday,2010-07-27,8.21,8.54,8.21,8.34,348400.0,1280188800.0,UPTREND
ORS,2010,7,28,3,30,3,Wednesday,2010-07-28,8.4,8.4,7.87,7.94,399700.0,1280275200.0,DOWNTREND
ORS,2010,7,29,3,30,4,Thursday,2010-07-29,8.07,8.14,7.94,8.07,212000.0,1280361600.0,SIDEWAY
ORS,2010,7,30,3,30,5,Friday,2010-07-30,8.07,8.27,8.01,8.07,236700.0,1280448000.0,SIDEWAY
ORS,2010,8,2,3,31,1,Monday,2010-08-02,8.07,8.07,7.87,7.87,63500.0,1280707200.0,DOWNTREND
ORS,2010,8,3,3,31,2,Tuesday,2010-08-03,8.01,8.01,7.74,7.87,319100.0,1280793600.0,DOWNTREND
ORS,2010,8,4,3,31,3,Wednesday,2010-08-04,7.87,7.87,7.61,7.67,310600.0,1280880000.0,DOWNTREND
ORS,2010,8,5,3,31,4,Thursday,2010-08-05,7.74,7.87,7.74,7.8,200300.0,1280966400.0,UPTREND
ORS,2010,8,6,3,31,5,Friday,2010-08-06,7.74,7.74,7.54,7.54,236300.0,1281052800.0,DOWNTREND
ORS,2010,8,9,3,32,1,Monday,2010-08-09,7.61,7.61,7.21,7.27,147200.0,1281312000.0,DOWNTREND
