,id,fund_id,created,modified,stock,sector_vi,sector_en,bourse_vi,bourse_en,per_nav,data_index_id,shares,market_value,foreign_ownership
16,7150,1,2023-01-31 00:00:00,2023-02-13 03:12:48,CTG,Ngân Hàng,Banks,Ho Chi Minh,HOSE,3.08,5932,0,0.00,0.00
17,7151,1,2023-01-31 00:00:00,2023-02-13 03:12:48,VPB,Ngân Hàng,Banks,Ho Chi Minh,HOSE,3.01,5932,0,0.00,0.00
18,7152,1,2023-01-31 00:00:00,2023-02-13 03:12:48,BID,Ngân Hàng,Banks,Ho Chi Minh,HOSE,2.92,5932,0,0.00,0.00
19,7153,1,2023-01-31 00:00:00,2023-02-13 03:12:48,HDG,Hàng Hóa Công Nghiệp,Capital Goods,Ho Chi Minh,HOSE,2.20,5932,0,0.00,0.00
20,6998,1,2022-12-31 00:00:00,2023-01-17 02:51:37,MWG,Bán Lẻ,Retailing,Ho Chi Minh,HOSE,6.38,5872,0,0.00,0.00
21,6999,1,2022-12-31 00:00:00,2023-01-17 02:51:37,STB,Ngân Hàng,Banks,Ho Chi Minh,HOSE,4.94,5872,0,0.00,0.00
22,7000,1,2022-12-31 00:00:00,2023-01-17 02:51:37,HDG,Hàng Hóa Công Nghiệp,Capital Goods,Ho Chi Minh,HOSE,3.62,5872,0,0.00,0.00
23,7001,1,2022-12-31 00:00:00,2023-01-17 02:51:37,CTG,Ngân Hàng,Banks,Ho Chi Minh,HOSE,3.12,5872,0,0.00,0.00
24,7002,1,2022-12-31 00:00:00,2023-01-17 02:51:37,REE,Bất Động Sản,Real Estate,Ho Chi Minh,HOSE,3.04,5872,0,0.00,0.00
25,7003,1,2022-12-31 00:00:00,2023-01-17 02:51:37,PVT,Năng Lượng,Energy,Ho Chi Minh,HOSE,3.00,5872,0,0.00,0.00
26,7004,1,2022-12-31 00:00:00,2023-01-17 02:51:37,DGC,Vật Liệu,Materials,Ho Chi Minh,HOSE,2.95,5872,0,0.00,0.00
27,7005,1,2022-12-31 00:00:00,2023-01-17 02:51:37,VPB,Ngân Hàng,Banks,Ho Chi Minh,HOSE,2.95,5872,0,0.00,0.00
28,7006,1,2022-12-31 00:00:00,2023-01-17 02:51:37,NLG,Bất Động Sản,Real Estate,Ho Chi Minh,HOSE,2.85,5872,0,0.00,0.00
29,7007,1,2022-12-31 00:00:00,2023-01-17 02:51:37,VHM,Bất Động Sản,Real Estate,Ho Chi Minh,HOSE,2.72,5872,0,0.00,0.00
30,6870,1,2022-11-30 00:00:00,2022-12-15 07:58:21,MWG,Bán Lẻ,Retailing,Ho Chi Minh,HOSE,6.31,5629,0,0.00,0.00
31,6871,1,2022-11-30 00:00:00,2022-12-15 07:58:21,VCB,Ngân Hàng,Banks,Ho Chi Minh,HOSE,5.16,5629,0,0.00,0.00
32,6872,1,2022-11-30 00:00:00,2022-12-15 07:58:21,REE,Bất Động Sản,Real Estate,Ho Chi Minh,HOSE,4.56,5629,0,0.00,0.00
33,6873,1,2022-11-30 00:00:00,2022-12-15 07:58:21,VHM,Bất Động Sản,Real Estate,Ho Chi Minh,HOSE,3.89,5629,0,0.00,0.00
34,6874,1,2022-11-30 00:00:00,2022-12-15 07:58:21,VNM,"Thực Phẩm, Nước Giải Khát & Thuốc Lá",Food Beverage & Tobacco,Ho Chi Minh,HOSE,3.62,5629,0,0.00,0.00
35,6875,1,2022-11-30 00:00:00,2022-12-15 07:58:21,PVS,Năng Lượng,Energy,Hanoi Equities,HNX,3.07,5629,0,0.00,0.00
36,6876,1,2022-11-30 00:00:00,2022-12-15 07:58:21,CTG,Ngân Hàng,Banks,Ho Chi Minh,HOSE,3.03,5629,0,0.00,0.00
37,6877,1,2022-11-30 00:00:00,2022-12-15 07:58:21,FPT,Phần Mềm & Dịch Vụ Phần Mềm,Software & Services,Ho Chi Minh,HOSE,3.01,5629,0,0.00,0.00
38,6878,1,2022-11-30 00:00:00,2022-12-15 07:58:21,KDH,Bất Động Sản,Real Estate,Ho Chi Minh,HOSE,2.84,5629,0,0.00,0.00
39,6879,1,2022-11-30 00:00:00,2022-12-15 07:58:21,BID,Ngân Hàng,Banks,Ho Chi Minh,HOSE,2.72,5629,0,0.00,0.00
40,6643,1,2022-10-31 00:00:00,2022-11-10 08:08:40,MWG,Bán Lẻ,Retailing,Ho Chi Minh,HOSE,10.84,5445,0,0.00,0.00
41,6644,1,2022-10-31 00:00:00,2022-11-10 08:08:40,VCB,Ngân Hàng,Banks,Ho Chi Minh,HOSE,5.63,5445,0,0.00,0.00
42,6645,1,2022-10-31 00:00:00,2022-11-10 08:08:40,VNM,"Thực Phẩm, Nước Giải Khát & Thuốc Lá",Food Beverage & Tobacco,Ho Chi Minh,HOSE,4.30,5445,0,0.00,0.00
43,6646,1,2022-10-31 00:00:00,2022-11-10 08:08:40,FPT,Phần Mềm & Dịch Vụ Phần Mềm,Software & Services,Ho Chi Minh,HOSE,3.30,5445,0,0.00,0.00
44,6647,1,2022-10-31 00:00:00,2022-11-10 08:08:40,SAB,"Thực Phẩm, Nước Giải Khát & Thuốc Lá",Food Beverage & Tobacco,Ho Chi Minh,HOSE,3.08,5445,0,0.00,0.00
45,6648,1,2022-10-31 00:00:00,2022-11-10 08:08:40,FRT,Bán Lẻ,Retailing,Ho Chi Minh,HOSE,2.75,5445,0,0.00,0.00
46,6649,1,2022-10-31 00:00:00,2022-11-10 08:08:40,BID,Ngân Hàng,Banks,Ho Chi Minh,HOSE,2.57,5445,0,0.00,0.00
47,6650,1,2022-10-31 00:00:00,2022-11-10 08:08:40,HDC,Bất Động Sản,Real Estate,Ho Chi Minh,HOSE,2.51,5445,0,0.00,0.00
48,6651,1,2022-10-31 00:00:00,2022-11-10 08:08:40,STB,Ngân Hàng,Banks,Ho Chi Minh,HOSE,2.46,5445,0,0.00,0.00
49,6652,1,2022-10-31 00:00:00,2022-11-10 08:08:40,GAS,Tiện Ích Công Cộng,Utilities,Ho Chi Minh,HOSE,2.05,5445,0,0.00,0.00
50,6564,1,2022-09-30 00:00:00,2022-10-13 06:46:38,MWG,Bán Lẻ,Retailing,Ho Chi Minh,HOSE,12.88,5331,0,0.00,0.00
51,6565,1,2022-09-30 00:00:00,2022-10-13 06:46:38,FPT,Phần Mềm & Dịch Vụ Phần Mềm,Software & Services,Ho Chi Minh,HOSE,4.09,5331,0,0.00,0.00
52,6566,1,2022-09-30 00:00:00,2022-10-13 06:46:38,DPM,Vật Liệu,Materials,Ho Chi Minh,HOSE,3.96,5331,0,0.00,0.00
53,6567,1,2022-09-30 00:00:00,2022-10-13 06:46:38,VCB,Ngân Hàng,Banks,Ho Chi Minh,HOSE,3.65,5331,0,0.00,0.00
54,6568,1,2022-09-30 00:00:00,2022-10-13 06:46:38,BID,Ngân Hàng,Banks,Ho Chi Minh,HOSE,3.34,5331,0,0.00,0.00
55,6569,1,2022-09-30 00:00:00,2022-10-13 06:46:38,GAS,Tiện Ích Công Cộng,Utilities,Ho Chi Minh,HOSE,2.97,5331,0,0.00,0.00
56,6570,1,2022-09-30 00:00:00,2022-10-13 06:46:38,VNM,"Thực Phẩm, Nước Giải Khát & Thuốc Lá",Food Beverage & Tobacco,Ho Chi Minh,HOSE,2.91,5331,0,0.00,0.00
57,6571,1,2022-09-30 00:00:00,2022-10-13 06:46:38,SAB,"Thực Phẩm, Nước Giải Khát & Thuốc Lá",Food Beverage & Tobacco,Ho Chi Minh,HOSE,2.59,5331,0,0.00,0.00
58,6572,1,2022-09-30 00:00:00,2022-10-13 06:46:38,HDG,Hàng Hóa Công Nghiệp,Capital Goods,Ho Chi Minh,HOSE,2.57,5331,0,0.00,0.00
59,6573,1,2022-09-30 00:00:00,2022-10-13 06:46:38,FRT,Bán Lẻ,Retailing,Ho Chi Minh,HOSE,2.39,5331,0,0.00,0.00
60,6434,1,2022-08-31 00:00:00,2022-09-09 08:44:39,MWG,Bán Lẻ,Retailing,HOSE,HOSE,9.90,5185,0,0.00,0.00
61,6435,1,2022-08-31 00:00:00,2022-09-09 08:44:39,MBB,Ngân Hàng,Banks,HOSE,HOSE,5.50,5185,0,0.00,0.00
62,6436,1,2022-08-31 00:00:00,2022-09-09 08:44:39,VCB,Ngân Hàng,Banks,HOSE,HOSE,5.50,5185,0,0.00,0.00
63,6437,1,2022-08-31 00:00:00,2022-09-09 08:44:39,TCB,Ngân Hàng,Banks,HOSE,HOSE,5.20,5185,0,0.00,0.00
64,6438,1,2022-08-31 00:00:00,2022-09-09 08:44:39,PNJ,Dệt May & Thiết Bị Tiêu Dùng,Consumer Durables & Apparel,HOSE,HOSE,5.00,5185,0,0.00,0.00
65,6439,1,2022-08-31 00:00:00,2022-09-09 08:44:39,FPT,Thiết Bị và Phần Cứng Công Nghệ,Technology Hardware & Equipment,HOSE,HOSE,4.80,5185,0,0.00,0.00
66,6440,1,2022-08-31 00:00:00,2022-09-09 08:44:39,GAS,Tiện ích Công Cộng,Utilities,HOSE,HOSE,3.70,5185,0,0.00,0.00
67,6441,1,2022-08-31 00:00:00,2022-09-09 08:44:39,VHC,"Thực Phẩm, NGK & Thuốc Lá","Food, Beverage & Tobacco",HOSE,HOSE,2.90,5185,0,0.00,0.00
68,6442,1,2022-08-31 00:00:00,2022-09-09 08:44:39,BID,Ngân Hàng,Banks,HOSE,HOSE,2.80,5185,0,0.00,0.00
69,6443,1,2022-08-31 00:00:00,2022-09-09 08:44:39,VPB,Ngân Hàng,Banks,HOSE,HOSE,2.60,5185,0,0.00,0.00
70,6414,1,2022-07-31 00:00:00,2022-08-11 02:36:34,PNJ,Bán Lẻ,Retailing,HOSE,HOSE,6.90,5105,0,0.00,0.00
71,6415,1,2022-07-31 00:00:00,2022-08-11 02:36:34,MBB,Ngân Hàng,Banks,HOSE,HOSE,6.00,5105,0,0.00,0.00
72,6416,1,2022-07-31 00:00:00,2022-08-11 02:36:34,TCB,Ngân Hàng,Banks,HOSE,HOSE,6.00,5105,0,0.00,0.00
73,6417,1,2022-07-31 00:00:00,2022-08-11 02:36:34,MWG,Bán Lẻ,Retailing,HOSE,HOSE,4.80,5105,0,0.00,0.00
74,6418,1,2022-07-31 00:00:00,2022-08-11 02:36:34,VCB,Ngân Hàng,Banks,HOSE,HOSE,4.00,5105,0,0.00,0.00
75,6419,1,2022-07-31 00:00:00,2022-08-11 02:36:34,GAS,Tiện ích Công Cộng,Utilities,HOSE,HOSE,4.00,5105,0,0.00,0.00
76,6420,1,2022-07-31 00:00:00,2022-08-11 02:36:34,FPT,Phần Mềm & Dịch Vụ Phần Mềm,Software & Services,HOSE,HOSE,3.40,5105,0,0.00,0.00
77,6421,1,2022-07-31 00:00:00,2022-08-11 02:36:34,VHC,"Thực Phẩm, NGK & Thuốc Lá","Food, Beverage & Tobacco",HOSE,HOSE,3.10,5105,0,0.00,0.00
78,6422,1,2022-07-31 00:00:00,2022-08-11 02:36:34,STB,Ngân Hàng,Banks,HOSE,HOSE,3.00,5105,0,0.00,0.00
79,6423,1,2022-07-31 00:00:00,2022-08-11 02:36:34,HDG,Hàng Hóa Công Nghiệp,Capital Goods,HOSE,HOSE,2.90,5105,0,0.00,0.00
80,6274,1,2022-06-30 00:00:00,2022-07-11 03:11:44,PNJ,Bán Lẻ,Retailing,HOSE,HOSE,7.20,4997,0,0.00,0.00
81,6275,1,2022-06-30 00:00:00,2022-07-11 03:11:44,TCB,Ngân Hàng,Banks,HOSE,HOSE,6.80,4997,0,0.00,0.00
82,6276,1,2022-06-30 00:00:00,2022-07-11 03:11:44,MBB,Ngân Hàng,Banks,HOSE,HOSE,6.20,4997,0,0.00,0.00
83,6277,1,2022-06-30 00:00:00,2022-07-11 03:11:44,HDG,Hàng Hóa Công Nghiệp,Capital Goods,HOSE,HOSE,4.90,4997,0,0.00,0.00
84,6278,1,2022-06-30 00:00:00,2022-07-11 03:11:44,FPT,Phần Mềm & Dịch Vụ Phần Mềm,Software & Services,HOSE,HOSE,4.40,4997,0,0.00,0.00
85,6279,1,2022-06-30 00:00:00,2022-07-11 03:11:44,GAS,Tiện ích Công Cộng,Utilities,HOSE,HOSE,3.80,4997,0,0.00,0.00
86,6280,1,2022-06-30 00:00:00,2022-07-11 03:11:44,BSR,Năng Lượng,Energy,UpCOM,UpCOM,3.70,4997,0,0.00,0.00
87,6281,1,2022-06-30 00:00:00,2022-07-11 03:11:44,VHC,"Thực Phẩm, NGK & Thuốc Lá","Food, Beverage & Tobacco",HOSE,HOSE,3.20,4997,0,0.00,0.00
88,6282,1,2022-06-30 00:00:00,2022-07-11 03:11:44,MWG,Bán Lẻ,Retailing,HOSE,HOSE,3.00,4997,0,0.00,0.00
89,6283,1,2022-06-30 00:00:00,2022-07-11 03:11:44,VPB,Ngân Hàng,Banks,HOSE,HOSE,3.00,4997,0,0.00,0.00
90,6184,1,2022-05-31 00:00:00,2022-06-09 06:52:37,MBB,Ngân Hàng,Banks,HOSE,HOSE,8.70,4889,0,0.00,0.00
91,6185,1,2022-05-31 00:00:00,2022-06-09 06:52:37,MWG,Bán Lẻ,Retailing,HOSE,HOSE,6.80,4889,0,0.00,0.00
92,6186,1,2022-05-31 00:00:00,2022-06-09 06:52:37,VPB,Ngân Hàng,Banks,HOSE,HOSE,6.70,4889,0,0.00,0.00
93,6187,1,2022-05-31 00:00:00,2022-06-09 06:52:37,TCB,Ngân Hàng,Banks,HOSE,HOSE,6.00,4889,0,0.00,0.00
94,6188,1,2022-05-31 00:00:00,2022-06-09 06:52:37,HPG,Vật Liệu,Materials,HOSE,HOSE,4.60,4889,0,0.00,0.00
95,6189,1,2022-05-31 00:00:00,2022-06-09 06:52:37,KDH,Bất Động Sản,Real Estate,HOSE,HOSE,3.30,4889,0,0.00,0.00
96,6190,1,2022-05-31 00:00:00,2022-06-09 06:52:37,NLG,Bất Động Sản,Real Estate,HOSE,HOSE,3.20,4889,0,0.00,0.00
97,6191,1,2022-05-31 00:00:00,2022-06-09 06:52:37,ASM,Bất Động Sản,Real Estate,HOSE,HOSE,2.90,4889,0,0.00,0.00
98,6192,1,2022-05-31 00:00:00,2022-06-09 06:52:37,DGC,Vật Liệu,Materials,HOSE,HOSE,2.60,4889,0,0.00,0.00
99,6193,1,2022-05-31 00:00:00,2022-06-09 06:52:37,HDG,Hàng Hóa Công Nghiệp,Capital Goods,HOSE,HOSE,2.60,4889,0,0.00,0.00
100,6104,1,2022-04-30 00:00:00,2022-05-12 03:50:50,MBB,Ngân Hàng,Banks,HOSE,HOSE,7.40,4787,0,0.00,0.00
101,6105,1,2022-04-30 00:00:00,2022-05-12 03:50:50,VPB,Ngân Hàng,Banks,HOSE,HOSE,6.80,4787,0,0.00,0.00
102,6106,1,2022-04-30 00:00:00,2022-05-12 03:50:50,TCB,Ngân Hàng,Banks,HOSE,HOSE,6.40,4787,0,0.00,0.00
103,6107,1,2022-04-30 00:00:00,2022-05-12 03:50:50,MWG,Bán Lẻ,Retailing,HOSE,HOSE,5.70,4787,0,0.00,0.00
104,6108,1,2022-04-30 00:00:00,2022-05-12 03:50:50,HPG,Vật Liệu,Materials,HOSE,HOSE,5.00,4787,0,0.00,0.00
105,6109,1,2022-04-30 00:00:00,2022-05-12 03:50:50,KDH,Bất Động Sản,Real Estate,HOSE,HOSE,3.90,4787,0,0.00,0.00
106,6110,1,2022-04-30 00:00:00,2022-05-12 03:50:50,STB,Ngân Hàng,Banks,HOSE,HOSE,3.70,4787,0,0.00,0.00
107,6111,1,2022-04-30 00:00:00,2022-05-12 03:50:50,NLG,Bất Động Sản,Real Estate,HOSE,HOSE,3.30,4787,0,0.00,0.00
108,6112,1,2022-04-30 00:00:00,2022-05-12 03:50:50,ASM,Bất Động Sản,Real Estate,HOSE,HOSE,3.30,4787,0,0.00,0.00
109,6113,1,2022-04-30 00:00:00,2022-05-12 03:50:50,DXG,Bất Động Sản,Real Estate,HOSE,HOSE,3.20,4787,0,0.00,0.00
110,6084,1,2022-03-31 00:00:00,2022-04-18 03:18:25,TCB,Ngân Hàng,Banks,HOSE,HOSE,8.10,4722,0,0.00,0.00
111,6085,1,2022-03-31 00:00:00,2022-04-18 03:18:25,MWG,Bán Lẻ,Retailing,HOSE,HOSE,6.30,4722,0,0.00,0.00
112,6086,1,2022-03-31 00:00:00,2022-04-18 03:18:25,MBB,Ngân Hàng,Banks,HOSE,HOSE,5.40,4722,0,0.00,0.00
113,6087,1,2022-03-31 00:00:00,2022-04-18 03:18:25,HPG,Vật Liệu,Materials,HOSE,HOSE,4.90,4722,0,0.00,0.00
114,6088,1,2022-03-31 00:00:00,2022-04-18 03:18:25,VPB,Ngân Hàng,Banks,HOSE,HOSE,4.90,4722,0,0.00,0.00
115,6089,1,2022-03-31 00:00:00,2022-04-18 03:18:25,STB,Ngân Hàng,Banks,HOSE,HOSE,4.30,4722,0,0.00,0.00
116,6090,1,2022-03-31 00:00:00,2022-04-18 03:18:25,KDH,Bất Động Sản,Real Estate,HOSE,HOSE,4.30,4722,0,0.00,0.00
117,6091,1,2022-03-31 00:00:00,2022-04-18 03:18:25,TNG,Dệt May & Thiết Bị Tiêu Dùng,Consumer Durables & Apparel,HNX,HNX,2.50,4722,0,0.00,0.00
118,6092,1,2022-03-31 00:00:00,2022-04-18 03:18:25,ASM,Bất Động Sản,Real Estate,HOSE,HOSE,2.40,4722,0,0.00,0.00
119,6093,1,2022-03-31 00:00:00,2022-04-18 03:18:25,KBC,Bất Động Sản,Real Estate,HOSE,HOSE,2.30,4722,0,0.00,0.00
120,5953,1,2022-02-28 00:00:00,2022-03-14 03:58:36,TCB,Ngân Hàng,Banks,HOSE,HOSE,8.60,4597,0,0.00,0.00
121,5954,1,2022-02-28 00:00:00,2022-03-14 03:58:36,VPB,Ngân Hàng,Banks,HOSE,HOSE,6.90,4597,0,0.00,0.00
122,5955,1,2022-02-28 00:00:00,2022-03-14 03:58:36,MWG,Bán Lẻ,Retailing,HOSE,HOSE,6.00,4597,0,0.00,0.00
123,5956,1,2022-02-28 00:00:00,2022-03-14 03:58:37,STB,Ngân Hàng,Banks,HOSE,HOSE,4.40,4597,0,0.00,0.00
124,5957,1,2022-02-28 00:00:00,2022-03-14 03:58:37,MBB,Ngân Hàng,Banks,HOSE,HOSE,4.30,4597,0,0.00,0.00
125,5958,1,2022-02-28 00:00:00,2022-03-14 03:58:37,KDH,Bất Động Sản,Real Estate,HOSE,HOSE,4.10,4597,0,0.00,0.00
126,5959,1,2022-02-28 00:00:00,2022-03-14 03:58:37,HPG,Vật Liệu,Materials,HOSE,HOSE,3.70,4597,0,0.00,0.00
127,5960,1,2022-02-28 00:00:00,2022-03-14 03:58:37,VND,Bán Lẻ,Retailing,HOSE,HOSE,2.60,4597,0,0.00,0.00
128,5961,1,2022-02-28 00:00:00,2022-03-14 03:58:37,TNG,Dệt May & Thiết Bị Tiêu Dùng,Consumer Durables & Apparel,HNX,HNX,2.30,4597,0,0.00,0.00
129,5962,1,2022-02-28 00:00:00,2022-03-14 03:58:37,KBC,Bất Động Sản,Real Estate,HOSE,HOSE,2.20,4597,0,0.00,0.00
130,5856,1,2022-01-31 00:00:00,2022-02-18 03:50:19,TCB,Ngân Hàng,Banks,HOSE,HOSE,9.50,4502,0,0.00,0.00
131,5857,1,2022-01-31 00:00:00,2022-02-18 03:50:19,VPB,Ngân Hàng,Banks,HOSE,HOSE,7.10,4502,0,0.00,0.00
132,5858,1,2022-01-31 00:00:00,2022-02-18 03:50:19,MWG,Bán Lẻ,Retailing,HOSE,HOSE,6.20,4502,0,0.00,0.00
133,5859,1,2022-01-31 00:00:00,2022-02-18 03:50:19,STB,Ngân Hàng,Banks,HOSE,HOSE,5.00,4502,0,0.00,0.00
134,5860,1,2022-01-31 00:00:00,2022-02-18 03:50:19,MBB,Ngân Hàng,Banks,HOSE,HOSE,4.20,4502,0,0.00,0.00
135,5861,1,2022-01-31 00:00:00,2022-02-18 03:50:19,KDH,Bất Động Sản,Real Estate,HOSE,HOSE,4.10,4502,0,0.00,0.00
136,5862,1,2022-01-31 00:00:00,2022-02-18 03:50:19,HPG,Vật Liệu,Materials,HOSE,HOSE,3.90,4502,0,0.00,0.00
137,5863,1,2022-01-31 00:00:00,2022-02-18 03:50:19,VND,Dịch Vụ Tài Chính,Diversified Financial,HOSE,HOSE,2.60,4502,0,0.00,0.00
138,5864,1,2022-01-31 00:00:00,2022-02-18 03:50:19,KBC,Bất Động Sản,Real Estate,HOSE,HOSE,2.20,4502,0,0.00,0.00
139,5865,1,2022-01-31 00:00:00,2022-02-18 03:50:19,VCB,Ngân Hàng,Banks,HOSE,HOSE,2.00,4502,0,0.00,0.00
140,5695,1,2021-12-31 00:00:00,2022-01-12 07:52:53,TCB,Ngân Hàng,Banks,HOSE,HOSE,8.20,4404,0,0.00,0.00
141,5696,1,2021-12-31 00:00:00,2022-01-12 07:52:53,MWG,Bán Lẻ,Retailing,HOSE,HOSE,6.60,4404,0,0.00,0.00
142,5697,1,2021-12-31 00:00:00,2022-01-12 07:52:53,VPB,Ngân Hàng,Banks,HOSE,HOSE,6.50,4404,0,0.00,0.00
143,5698,1,2021-12-31 00:00:00,2022-01-12 07:52:53,HPG,Vật Liệu,Materials,HOSE,HOSE,4.50,4404,0,0.00,0.00
144,5699,1,2021-12-31 00:00:00,2022-01-12 07:52:53,VND,Dịch Vụ Tài Chính,Diversified Financial,HOSE,HOSE,4.00,4404,0,0.00,0.00
145,5700,1,2021-12-31 00:00:00,2022-01-12 07:52:53,STB,Ngân Hàng,Banks,HOSE,HOSE,3.80,4404,0,0.00,0.00
146,5701,1,2021-12-31 00:00:00,2022-01-12 07:52:53,DPM,Vật Liệu,Materials,HOSE,HOSE,3.80,4404,0,0.00,0.00
147,5702,1,2021-12-31 00:00:00,2022-01-12 07:52:53,MBB,Ngân Hàng,Banks,HOSE,HOSE,3.30,4404,0,0.00,0.00
148,5703,1,2021-12-31 00:00:00,2022-01-12 07:52:53,VCI,Dịch Vụ Tài Chính,Diversified Financials,HOSE,HOSE,2.70,4404,0,0.00,0.00
149,5704,1,2021-12-31 00:00:00,2022-01-12 07:52:53,KBC,Bất Động Sản,Real Estate,HOSE,HOSE,2.60,4404,0,0.00,0.00
150,5626,1,2021-11-30 00:00:00,2021-12-08 09:08:15,TCB,Ngân Hàng,Banks,HOSE,HOSE,8.70,4289,0,0.00,0.00
151,5627,1,2021-11-30 00:00:00,2021-12-08 09:08:15,MWG,Bán Lẻ,Retailing,HOSE,HOSE,7.10,4289,0,0.00,0.00
152,5628,1,2021-11-30 00:00:00,2021-12-08 09:08:15,HPG,Vật Liệu,Materials,HOSE,HOSE,5.50,4289,0,0.00,0.00
153,5629,1,2021-11-30 00:00:00,2021-12-08 09:08:15,VPB,Ngân Hàng,Banks,HOSE,HOSE,5.40,4289,0,0.00,0.00
154,5630,1,2021-11-30 00:00:00,2021-12-08 09:08:15,DPM,Vật Liệu,Materials,HOSE,HOSE,4.90,4289,0,0.00,0.00
155,5631,1,2021-11-30 00:00:00,2021-12-08 09:08:15,VND,Dịch Vụ Tài Chính,Diversified Financials,HOSE,HOSE,4.60,4289,0,0.00,0.00
156,5632,1,2021-11-30 00:00:00,2021-12-08 09:08:15,MBB,Ngân Hàng,Banks,HOSE,HOSE,3.70,4289,0,0.00,0.00
157,5633,1,2021-11-30 00:00:00,2021-12-08 09:08:15,STB,Ngân Hàng,Banks,HOSE,HOSE,3.70,4289,0,0.00,0.00
158,5634,1,2021-11-30 00:00:00,2021-12-08 09:08:15,VCI,Dịch Vụ Tài Chính,Diversified Financials,HOSE,HOSE,3.60,4289,0,0.00,0.00
159,5635,1,2021-11-30 00:00:00,2021-12-08 09:08:15,SHS,Dịch Vụ Tài Chính,Diversified Financials,HNX,HNX,2.50,4289,0,0.00,0.00
160,5478,1,2021-10-31 00:00:00,2021-11-08 09:39:58,HPG,Vật Liệu,Materials,HOSE,HOSE,17.10,4182,0,0.00,0.00
161,5479,1,2021-10-31 00:00:00,2021-11-08 09:39:58,TCB,Ngân Hàng,Banks,HOSE,HOSE,7.30,4182,0,0.00,0.00
162,5480,1,2021-10-31 00:00:00,2021-11-08 09:39:58,VPB,Ngân Hàng,Banks,HOSE,HOSE,4.20,4182,0,0.00,0.00
163,5481,1,2021-10-31 00:00:00,2021-11-08 09:39:58,NKG,Vật Liệu,Materials,HOSE,HOSE,4.20,4182,0,0.00,0.00
164,5482,1,2021-10-31 00:00:00,2021-11-08 09:39:58,MWG,Bán Lẻ,Retailing,HOSE,HOSE,3.50,4182,0,0.00,0.00
165,5483,1,2021-10-31 00:00:00,2021-11-08 09:39:58,VND,Dịch Vụ Tài Chính,Diversified Financial,HOSE,HOSE,3.50,4182,0,0.00,0.00
166,5484,1,2021-10-31 00:00:00,2021-11-08 09:39:58,DPM,Vật Liệu,Materials,HOSE,HOSE,3.00,4182,0,0.00,0.00
167,5485,1,2021-10-31 00:00:00,2021-11-08 09:39:58,MBB,Ngân Hàng,Banks,HOSE,HOSE,2.80,4182,0,0.00,0.00
