symbol,first,last,change,change_percentage
TVA,11.9,15.9,0.34,34
BDG,23.7,31.5,0.33,33
VMS,14.1,18.6,0.32,32
DM7,14.2,18.7,0.32,32
BCP,8.2,10.8,0.32,32
YBC,4.9,6.4,0.31,31
HMG,7.8,10.2,0.31,31
TVW,8.8,11.4,0.3,30
KKC,6.8,8.8,0.29,29
TLI,5.4,6.9,0.28,28
KIP,7.8,10.0,0.28,28
CQT,9.5,12.1,0.27,27
PRC,38.0,48.0,0.26,26
NAU,5.0,6.3,0.26,26
BVL,11.1,14.0,0.26,26
SHN,9.5,11.9,0.25,25
VIG,4.7,5.8,0.23,23
DSG,4.3,5.3,0.23,23
ST8,8.93,10.9,0.22,22
TVD,8.9,10.8,0.21,21
VSM,16.9,20.3,0.2,20
VC3,25.9,31.2,0.2,20
MVC,5.5,6.6,0.2,20
BLT,30.0,36.0,0.2,20
DIH,26.8,32.0,0.19,19
SAS,23.38,27.51,0.18,18
NBC,8.2,9.7,0.18,18
KHS,12.6,14.9,0.18,18
HVA,5.1,6.0,0.18,18
HDM,21.7,25.5,0.18,18
FHS,27.8,32.8,0.18,18
ELC,10.1,11.9,0.18,18
DRI,6.5,7.7,0.18,18
API,8.8,10.4,0.18,18
VFG,33.33,38.93,0.17,17
PDV,9.0,10.5,0.17,17
PCE,23.1,27.1,0.17,17
DPG,30.2,35.4,0.17,17
CEO,19.4,22.7,0.17,17
VCC,13.4,15.5,0.16,16
THT,8.9,10.3,0.16,16
TDN,7.3,8.5,0.16,16
QHW,16.6,19.3,0.16,16
HLC,8.2,9.5,0.16,16
TTD,62.1,71.2,0.15,15
TMT,9.38,10.75,0.15,15
TIG,8.1,9.3,0.15,15
SKH,22.0,25.2,0.15,15
SDK,22.0,25.3,0.15,15
PMS,21.2,24.4,0.15,15
NTT,5.5,6.3,0.15,15
NJC,15.0,17.3,0.15,15
MRF,40.6,46.5,0.15,15
LKW,39.9,45.8,0.15,15
IDJ,8.1,9.3,0.15,15
GH3,12.8,14.7,0.15,15
XDH,12.5,14.2,0.14,14
VHG,2.2,2.5,0.14,14
VAF,8.47,9.69,0.14,14
USC,8.8,10.0,0.14,14
SJG,14.0,15.9,0.14,14
SB1,7.3,8.3,0.14,14
PVM,10.3,11.7,0.14,14
NHA,11.2,12.75,0.14,14
NDT,8.4,9.6,0.14,14
MTP,9.5,10.8,0.14,14
LDG,4.06,4.62,0.14,14
L14,49.7,56.6,0.14,14
KHD,6.5,7.4,0.14,14
IPA,12.7,14.5,0.14,14
HCD,6.19,7.08,0.14,14
CMV,9.1,10.4,0.14,14
APS,9.4,10.7,0.14,14
