symbol,first,last,change,change_percentage
DBM,13.85,18.32,0.32,32
HVX,3.5,4.41,0.26,26
KLF,14.0,17.52,0.25,25
AVF,4.75,5.81,0.22,22
VNI,2.0,2.4,0.2,20
SDB,1.0,1.2,0.2,20
AGF,13.59,16.25,0.2,20
QCC,1.17,1.39,0.19,19
SMB,5.26,6.21,0.18,18
CSC,1.05,1.24,0.18,18
GGG,0.6,0.7,0.17,17
TMS,9.37,10.88,0.16,16
HAX,0.79,0.92,0.16,16
CMX,2.86,3.33,0.16,16
SCJ,3.11,3.59,0.15,15
HDM,3.69,4.26,0.15,15
CIG,2.0,2.3,0.15,15
LHG,3.22,3.67,0.14,14
IHK,3.6,4.11,0.14,14
CTA,2.2,2.5,0.14,14
AMV,1.69,1.92,0.14,14
PVE,4.27,4.82,0.13,13
LCM,6.2,7.0,0.13,13
HNM,6.7,7.58,0.13,13
CLG,7.23,8.2,0.13,13
ADP,2.17,2.45,0.13,13
VE8,1.09,1.22,0.12,12
SHP,3.62,4.06,0.12,12
SD1,1.7,1.9,0.12,12
FBA,4.2,4.7,0.12,12
BLF,6.55,7.36,0.12,12
TLH,3.42,3.81,0.11,11
TIX,7.15,7.97,0.11,11
PXM,0.9,1.0,0.11,11
LBM,3.8,4.21,0.11,11
HVT,4.81,5.32,0.11,11
TKU,2.51,2.75,0.1,10
SPM,16.36,17.92,0.1,10
S12,2.93,3.21,0.1,10
PXA,0.86,0.95,0.1,10
PSP,6.32,6.94,0.1,10
KTS,8.56,9.45,0.1,10
HVG,11.72,12.95,0.1,10
DTA,1.91,2.1,0.1,10
CTD,21.8,23.95,0.1,10
VLA,2.73,2.97,0.09,9
TJC,1.16,1.27,0.09,9
SD2,3.5,3.81,0.09,9
NTW,5.96,6.49,0.09,9
NGC,3.56,3.89,0.09,9
GTA,3.69,4.04,0.09,9
FCM,4.37,4.76,0.09,9
ATA,3.2,3.5,0.09,9
AMC,8.35,9.12,0.09,9
SDT,4.96,5.34,0.08,8
NKG,2.18,2.35,0.08,8
LHC,4.73,5.1,0.08,8
LCS,4.36,4.7,0.08,8
KMR,2.23,2.4,0.08,8
ITC,3.98,4.29,0.08,8
IJC,3.46,3.75,0.08,8
ICI,5.34,5.75,0.08,8
DXG,2.8,3.02,0.08,8
DHC,1.6,1.73,0.08,8
ASM,1.95,2.11,0.08,8
AAA,3.82,4.13,0.08,8
WCS,31.68,33.8,0.07,7
VNS,18.5,19.73,0.07,7
VC7,1.2,1.28,0.07,7
TVD,3.15,3.37,0.07,7
SWC,1.24,1.33,0.07,7
STS,13.35,14.24,0.07,7
SFC,7.42,7.92,0.07,7
