symbol,first,last,change,change_percentage
KSH,5.8,13.1,1.26,126
VCS,2.48,5.09,1.05,105
DBM,10.93,19.75,0.81,81
STS,8.5,13.5,0.59,59
TMT,5.35,8.42,0.57,57
DNC,2.21,3.47,0.57,57
PVC,13.81,21.24,0.54,54
KSQ,5.9,9.0,0.53,53
PVE,6.06,9.02,0.49,49
DBT,6.64,9.69,0.46,46
BMJ,1.47,2.12,0.44,44
PIV,5.77,8.26,0.43,43
SJS,14.43,20.28,0.41,41
CVT,3.51,4.93,0.4,40
KBC,7.23,10.04,0.39,39
PXI,4.52,6.25,0.38,38
FMC,4.81,6.65,0.38,38
FDC,12.95,17.86,0.38,38
NHC,8.27,11.29,0.37,37
VTS,9.8,13.3,0.36,36
SPH,2.06,2.79,0.35,35
PET,7.22,9.76,0.35,35
NHA,1.18,1.59,0.35,35
KLF,8.91,12.02,0.35,35
VDS,2.86,3.82,0.34,34
PVB,31.56,42.32,0.34,34
HHG,3.16,4.23,0.34,34
WSB,11.1,14.67,0.32,32
NDC,17.88,23.63,0.32,32
TNB,1.73,2.26,0.31,31
PXS,14.62,19.13,0.31,31
MWG,5.58,7.31,0.31,31
KDC,19.89,26.0,0.31,31
SCL,11.59,15.02,0.3,30
CTS,3.77,4.89,0.3,30
BLF,5.18,6.73,0.3,30
TCM,13.15,16.92,0.29,29
PVT,7.76,10.04,0.29,29
PTD,11.14,14.36,0.29,29
PDR,2.38,3.06,0.29,29
MHC,4.92,6.34,0.29,29
TNT,1.84,2.35,0.28,28
SDN,12.66,16.2,0.28,28
DQC,16.66,21.35,0.28,28
DLG,7.64,9.8,0.28,28
BVS,9.24,11.82,0.28,28
VIP,4.44,5.62,0.27,27
QCC,1.76,2.24,0.27,27
PVX,4.5,5.7,0.27,27
NT2,3.31,4.19,0.27,27
MTH,9.94,12.67,0.27,27
LGL,2.73,3.48,0.27,27
KMR,5.62,7.11,0.27,27
SCR,5.23,6.6,0.26,26
LCD,5.99,7.57,0.26,26
ALV,4.67,5.9,0.26,26
TSC,6.53,8.14,0.25,25
SD7,9.6,12.0,0.25,25
RIC,8.0,10.0,0.25,25
HAT,26.31,32.76,0.25,25
CDC,2.39,2.97,0.24,24
VNE,4.22,5.18,0.23,23
TMX,4.15,5.1,0.23,23
TJC,4.53,5.58,0.23,23
SHS,2.03,2.49,0.23,23
SDU,8.49,10.45,0.23,23
SD9,8.14,10.02,0.23,23
HBD,5.13,6.32,0.23,23
VHL,8.07,9.81,0.22,22
SFI,9.68,11.85,0.22,22
PXA,3.05,3.71,0.22,22
PAN,14.52,17.74,0.22,22
MPC,10.01,12.24,0.22,22
MAS,30.07,36.8,0.22,22
DCS,5.5,6.7,0.22,22
TNG,2.99,3.63,0.21,21
SAF,11.21,13.61,0.21,21
NAV,3.15,3.8,0.21,21
MCG,6.3,7.6,0.21,21
DHT,5.31,6.45,0.21,21
DGC,5.92,7.16,0.21,21
DCL,7.49,9.03,0.21,21
CMC,4.3,5.2,0.21,21
THB,8.84,10.57,0.2,20
SMB,6.74,8.12,0.2,20
SGH,23.59,28.31,0.2,20
SDA,3.86,4.63,0.2,20
SAP,13.8,16.5,0.2,20
PVS,21.14,25.43,0.2,20
CCL,2.07,2.49,0.2,20
WCS,56.43,67.05,0.19,19
NTW,7.77,9.23,0.19,19
ITQ,7.78,9.27,0.19,19
ITD,2.32,2.76,0.19,19
ITA,7.7,9.2,0.19,19
IDI,4.84,5.74,0.19,19
HLD,4.5,5.35,0.19,19
CMX,3.45,4.11,0.19,19
BMI,6.43,7.65,0.19,19
AAA,5.43,6.48,0.19,19
VIG,4.4,5.2,0.18,18
VIC,21.2,25.12,0.18,18
PXT,3.3,3.9,0.18,18
PTL,3.4,4.0,0.18,18
NBW,10.93,12.86,0.18,18
HTP,4.74,5.61,0.18,18
HT1,7.77,9.17,0.18,18
HLY,6.62,7.79,0.18,18
FPT,11.9,14.0,0.18,18
DNL,3.79,4.47,0.18,18
VTV,4.36,5.1,0.17,17
VPH,1.91,2.24,0.17,17
TC6,3.49,4.07,0.17,17
SCC,3.0,3.5,0.17,17
S74,8.03,9.4,0.17,17
PVR,3.6,4.2,0.17,17
PVD,44.41,52.18,0.17,17
PV2,3.0,3.5,0.17,17
PLC,8.42,9.87,0.17,17
PGS,13.61,15.87,0.17,17
PDC,3.5,4.1,0.17,17
HMH,7.79,9.12,0.17,17
HDG,6.23,7.27,0.17,17
DXG,4.61,5.4,0.17,17
DHC,3.76,4.39,0.17,17
WSS,4.4,5.1,0.16,16
VTA,3.7,4.3,0.16,16
VBC,6.94,8.03,0.16,16
SSI,7.7,8.9,0.16,16
SPC,5.02,5.81,0.16,16
SHI,2.12,2.46,0.16,16
SHA,1.79,2.08,0.16,16
HCM,8.65,10.01,0.16,16
BSI,4.8,5.56,0.16,16
APS,5.21,6.05,0.16,16
VCR,2.7,3.1,0.15,15
SJD,6.97,8.05,0.15,15
PVG,9.49,10.94,0.15,15
PSP,6.01,6.94,0.15,15
PSB,4.1,4.7,0.15,15
NKG,2.4,2.75,0.15,15
HUT,6.13,7.08,0.15,15
DLR,4.6,5.29,0.15,15
VNG,7.59,8.66,0.14,14
VMD,8.52,9.68,0.14,14
VIR,8.07,9.21,0.14,14
VCC,6.01,6.84,0.14,14
SFN,8.36,9.56,0.14,14
PXL,4.2,4.8,0.14,14
PVL,3.5,4.0,0.14,14
PTI,7.01,7.99,0.14,14
PPI,8.75,10.0,0.14,14
PMS,3.65,4.17,0.14,14
ECI,8.62,9.82,0.14,14
CTC,6.5,7.39,0.14,14
CTA,3.5,4.0,0.14,14
