symbol,first,last,change,change_percentage
SCJ,35.64,43.08,0.21,21
PET,7.92,9.35,0.18,18
MCO,34.2,40.0,0.17,17
SIC,10.42,11.81,0.13,13
STB,38.4,43.16,0.12,12
SD5,10.34,11.56,0.12,12
GTA,15.29,17.06,0.12,12
CJC,12.57,14.09,0.12,12
TLT,51.25,56.68,0.11,11
SGD,11.65,12.93,0.11,11
NST,8.3,9.23,0.11,11
COM,19.37,21.55,0.11,11
VNC,11.14,12.29,0.1,10
VIC,4.88,5.35,0.1,10
SAP,27.98,30.69,0.1,10
TTP,63.37,68.9,0.09,9
STP,7.81,8.5,0.09,9
PTS,10.78,11.8,0.09,9
LTC,29.1,31.62,0.09,9
ILC,37.13,40.53,0.09,9
BBC,63.07,68.45,0.09,9
VMC,11.22,12.07,0.08,8
TKU,6.88,7.43,0.08,8
HTP,15.4,16.57,0.08,8
DTC,11.71,12.7,0.08,8
DAC,19.5,21.0,0.08,8
TPH,13.28,14.17,0.07,7
STC,10.76,11.47,0.07,7
SMC,11.41,12.16,0.07,7
SD3,48.48,51.95,0.07,7
REE,16.62,17.75,0.07,7
PSC,7.94,8.46,0.07,7
CMC,43.5,46.5,0.07,7
ACB,8.96,9.63,0.07,7
VSH,14.05,14.89,0.06,6
VFC,30.39,32.26,0.06,6
MHC,15.37,16.3,0.06,6
VID,25.4,26.57,0.05,5
TNA,4.52,4.74,0.05,5
SFI,46.94,49.29,0.05,5
SD9,20.16,21.15,0.05,5
PAC,5.64,5.91,0.05,5
NBC,3.61,3.79,0.05,5
LGC,21.39,22.43,0.05,5
HAX,11.15,11.71,0.05,5
DIC,28.73,30.16,0.05,5
VGP,14.51,15.15,0.04,4
TS4,15.72,16.41,0.04,4
TCT,48.13,50.25,0.04,4
RCL,36.63,37.96,0.04,4
MEC,22.85,23.81,0.04,4
KHP,6.3,6.58,0.04,4
ICF,27.1,28.3,0.04,4
FMC,7.6,7.88,0.04,4
BMC,123.98,128.83,0.04,4
VTL,14.51,14.92,0.03,3
SDA,59.33,61.07,0.03,3
SD7,155.0,159.0,0.03,3
SAM,20.65,21.22,0.03,3
RAL,34.55,35.51,0.03,3
PMS,7.75,7.98,0.03,3
PLC,4.8,4.95,0.03,3
PJT,11.61,12.01,0.03,3
NSC,20.48,21.04,0.03,3
MPC,6.96,7.14,0.03,3
GMC,5.37,5.53,0.03,3
GIL,6.18,6.39,0.03,3
BMI,27.12,28.02,0.03,3
VTA,24.1,24.5,0.02,2
VNR,10.34,10.52,0.02,2
VFR,27.54,28.01,0.02,2
VC2,24.79,25.22,0.02,2
TYA,14.15,14.43,0.02,2
TMS,10.49,10.65,0.02,2
TMC,9.85,10.06,0.02,2
SJD,7.25,7.42,0.02,2
SGH,31.3,31.94,0.02,2
PTC,14.2,14.51,0.02,2
POT,24.6,25.12,0.02,2
PJC,2.98,3.03,0.02,2
NTP,9.64,9.81,0.02,2
KHA,13.79,14.03,0.02,2
KDC,24.56,25.17,0.02,2
ITA,120.91,123.64,0.02,2
HBD,8.38,8.53,0.02,2
HAI,19.18,19.65,0.02,2
GMD,33.31,34.09,0.02,2
FPT,13.22,13.46,0.02,2
DPC,15.84,16.09,0.02,2
DHA,15.98,16.26,0.02,2
CLC,7.92,8.08,0.02,2
CAN,15.45,15.79,0.02,2
BVS,179.95,182.79,0.02,2
BTS,29.39,30.11,0.02,2
AGF,45.69,46.64,0.02,2
ABT,16.6,16.93,0.02,2
VTS,27.0,27.2,0.01,1
VTC,24.0,24.24,0.01,1
TXM,19.55,19.7,0.01,1
TRC,41.56,41.94,0.01,1
TDH,59.92,60.62,0.01,1
SSI,13.13,13.29,0.01,1
SSC,22.68,22.86,0.01,1
SJS,187.96,189.52,0.01,1
SJE,7.25,7.29,0.01,1
SFN,9.28,9.4,0.01,1
SFC,14.84,14.96,0.01,1
S55,12.84,13.03,0.01,1
PVS,36.64,36.93,0.01,1
PNC,19.43,19.7,0.01,1
LBM,9.35,9.44,0.01,1
HMC,7.93,7.99,0.01,1
HBC,6.81,6.87,0.01,1
DTT,18.41,18.67,0.01,1
DNP,8.59,8.65,0.01,1
DHG,18.66,18.76,0.01,1
DCT,30.1,30.3,0.01,1
BCC,19.82,20.05,0.01,1
ALT,42.16,42.4,0.01,1
ACL,10.45,10.52,0.01,1
VNM,8.65,8.65,0.0,0
VNE,31.1,31.03,-0.0,0
SJ1,6.39,6.41,0.0,0
SDN,10.63,10.63,0.0,0
SCC,28.0,27.9,-0.0,0
RIC,113.0,113.0,0.0,0
PVI,27.64,27.74,0.0,0
PGC,7.51,7.52,0.0,0
NHC,6.38,6.39,0.0,0
NAV,32.83,32.83,0.0,0
IFS,39.18,39.18,0.0,0
HTV,17.13,17.13,0.0,0
HRC,81.56,81.56,0.0,0
DRC,6.46,6.46,0.0,0
CTB,5.3,5.3,0.0,0
CID,22.63,22.63,0.0,0
BBS,6.37,6.37,0.0,0
VIP,25.2,25.03,-0.01,-1
TTC,11.53,11.44,-0.01,-1
TNC,17.28,17.1,-0.01,-1
SDT,9.49,9.42,-0.01,-1
SD6,24.3,24.09,-0.01,-1
SCD,28.97,28.62,-0.01,-1
LAF,20.4,20.1,-0.01,-1
IMP,31.6,31.4,-0.01,-1
HNM,34.76,34.26,-0.01,-1
EBS,12.13,11.95,-0.01,-1
DMC,41.72,41.44,-0.01,-1
CYC,15.5,15.4,-0.01,-1
BT6,64.55,63.62,-0.01,-1
BPC,11.61,11.45,-0.01,-1
BMP,12.98,12.91,-0.01,-1
BBT,21.9,21.7,-0.01,-1
TCR,25.09,24.57,-0.02,-2
SDC,19.01,18.56,-0.02,-2
SAV,15.04,14.67,-0.02,-2
SAF,4.95,4.84,-0.02,-2
HJS,5.28,5.19,-0.02,-2
CII,28.61,28.16,-0.02,-2
