symbol,first,last,change,change_percentage
SJM,9.2,16.1,0.75,75
S55,2.66,3.69,0.39,39
DRC,1.07,1.48,0.38,38
ONE,1.84,2.46,0.34,34
THT,1.36,1.81,0.33,33
SSM,5.19,6.82,0.31,31
ABT,3.9,5.06,0.3,30
VE9,2.89,3.73,0.29,29
PPC,6.72,8.61,0.28,28
KMR,4.63,5.87,0.27,27
TTP,10.71,13.35,0.25,25
LTC,7.71,9.67,0.25,25
DC4,2.94,3.67,0.25,25
SDJ,11.9,14.7,0.24,24
NSC,8.49,10.56,0.24,24
TDH,10.49,12.75,0.22,22
MPC,1.62,1.98,0.22,22
HEV,2.93,3.56,0.22,22
SFI,8.57,10.35,0.21,21
NBB,6.72,7.9,0.18,18
PVC,5.74,6.74,0.17,17
PIT,10.58,12.42,0.17,17
DCL,7.93,9.31,0.17,17
REE,3.66,4.25,0.16,16
HJS,2.34,2.71,0.16,16
HAX,1.97,2.27,0.15,15
VCC,2.16,2.46,0.14,14
TNC,2.94,3.35,0.14,14
VDL,5.84,6.59,0.13,13
VCS,1.81,2.05,0.13,13
SD6,8.51,9.53,0.12,12
SAV,3.63,4.07,0.12,12
VNR,5.03,5.58,0.11,11
S99,9.88,10.96,0.11,11
CTB,2.07,2.29,0.11,11
XMC,6.16,6.77,0.1,10
PNJ,3.15,3.45,0.1,10
KHP,1.86,2.04,0.1,10
BBS,2.82,3.1,0.1,10
VC7,2.54,2.77,0.09,9
STL,16.4,17.9,0.09,9
ACB,4.46,4.84,0.09,9
VHC,2.48,2.69,0.08,8
TLT,4.88,5.27,0.08,8
STC,3.03,3.26,0.08,8
SSC,6.8,7.37,0.08,8
VSH,8.34,8.91,0.07,7
HAS,7.41,7.92,0.07,7
CNT,10.3,11.0,0.07,7
VID,4.33,4.61,0.06,6
LAF,9.5,10.1,0.06,6
RIC,17.1,18.0,0.05,5
TRC,9.72,10.1,0.04,4
SCC,14.0,14.5,0.04,4
SAM,2.46,2.57,0.04,4
RCL,4.83,5.0,0.04,4
PJC,1.31,1.36,0.04,4
DAC,27.0,28.0,0.04,4
CLC,2.33,2.42,0.04,4
VTL,5.6,5.76,0.03,3
SC5,7.04,7.24,0.03,3
LGC,6.43,6.64,0.03,3
HDC,1.75,1.8,0.03,3
HCT,6.32,6.54,0.03,3
TPC,1.8,1.83,0.02,2
TKU,2.48,2.53,0.02,2
SFC,11.85,12.11,0.02,2
PAC,4.4,4.5,0.02,2
LBM,2.39,2.43,0.02,2
HRC,12.28,12.54,0.02,2
