symbol,first,last,change,change_percentage
GER,5.69,25.2,3.43,343
LCM,5.13,11.95,1.33,133
POB,34.94,72.88,1.09,109
DLD,14.8,27.9,0.89,89
KLM,10.0,18.8,0.88,88
CEO,38.4,70.9,0.85,85
TTE,11.55,21.0,0.82,82
SPB,22.05,39.69,0.8,80
VRC,17.5,31.0,0.77,77
PFL,8.7,15.2,0.75,75
BAF,13.04,22.34,0.71,71
TVW,10.31,17.41,0.69,69
CI5,9.0,15.2,0.69,69
LBC,10.4,17.49,0.68,68
E29,8.96,15.06,0.68,68
PIS,10.98,18.36,0.67,67
HFX,2.4,4.0,0.67,67
PVR,3.3,5.4,0.64,64
FRT,40.85,66.55,0.63,63
CII,28.9,46.4,0.61,61
HEV,16.91,26.83,0.59,59
BTV,21.5,34.0,0.58,58
TBH,61.9,97.0,0.57,57
LDG,13.09,20.1,0.54,54
TLI,7.3,11.2,0.53,53
HAG,8.7,13.3,0.53,53
RCC,9.38,14.25,0.52,52
YEG,16.9,25.5,0.51,51
TIN,21.2,32.0,0.51,51
SZG,15.82,23.87,0.51,51
VTI,3.6,5.4,0.5,50
TA6,10.5,15.7,0.5,50
VBH,9.3,13.9,0.49,49
SGH,36.9,55.0,0.49,49
NHV,15.57,22.98,0.48,48
DIG,53.61,79.27,0.48,48
S27,5.1,7.5,0.47,47
FIC,23.1,34.0,0.47,47
SDU,10.6,15.5,0.46,46
PLO,4.6,6.7,0.46,46
CSI,38.4,56.0,0.46,46
VHH,7.1,10.3,0.45,45
TSD,8.6,12.5,0.45,45
NHA,37.13,53.66,0.45,45
DST,8.4,12.2,0.45,45
BVL,30.0,42.8,0.43,43
BLF,5.3,7.5,0.42,42
TIG,16.1,22.66,0.41,41
PXI,6.33,8.88,0.4,40
DWC,18.3,25.6,0.4,40
LDP,26.9,37.5,0.39,39
VCC,24.16,33.34,0.38,38
HNG,8.89,12.25,0.38,38
CTD,80.0,109.5,0.37,37
VHG,7.0,9.5,0.36,36
SNZ,35.01,47.36,0.35,35
HAR,10.5,14.2,0.35,35
VC1,16.8,22.5,0.34,34
SSN,11.3,15.1,0.34,34
PTI,44.0,59.0,0.34,34
VMC,19.44,25.83,0.33,33
PVE,4.2,5.6,0.33,33
LLM,13.06,17.41,0.33,33
FTM,6.06,8.05,0.33,33
BSC,16.54,21.99,0.33,33
YTC,41.8,55.0,0.32,32
QBS,6.3,8.32,0.32,32
HQC,6.65,8.8,0.32,32
FCN,20.48,27.01,0.32,32
DCF,15.2,20.0,0.32,32
CAD,2.5,3.3,0.32,32
VWS,12.45,16.32,0.31,31
QNU,11.25,14.75,0.31,31
QCG,11.95,15.65,0.31,31
HBD,12.11,15.92,0.31,31
DLG,7.16,9.36,0.31,31
TOT,9.41,12.26,0.3,30
SAL,10.97,14.31,0.3,30
PVC,12.72,16.51,0.3,30
PTC,16.56,21.56,0.3,30
DTB,9.45,12.32,0.3,30
ACC,25.02,32.49,0.3,30
TNM,3.5,4.5,0.29,29
STL,3.5,4.5,0.29,29
SAM,18.42,23.72,0.29,29
TVS,47.35,60.5,0.28,28
NGC,11.2,14.3,0.28,28
HTP,32.0,40.9,0.28,28
HAV,5.4,6.9,0.28,28
BT6,7.1,9.1,0.28,28
VNE,12.15,15.45,0.27,27
KPF,14.38,18.3,0.27,27
KLF,6.4,8.1,0.27,27
KAC,8.1,10.3,0.27,27
HLS,13.31,16.94,0.27,27
DTL,35.5,45.0,0.27,27
CT3,7.15,9.07,0.27,27
CID,8.1,10.3,0.27,27
VXB,19.8,25.0,0.26,26
