"system_id","link","main_link"
"a7b3a750-b759-54bf-8f9c-bcbe2d86c0e4","https://www.facebook.com/groups/chomuabandogialai/posts/3652914134944122/",""
"896ea677-2198-5ba1-a0cd-fe24aed20fed","https://www.facebook.com/groups/chotot81gialai/posts/1511402706322564/",""
"4b7fd9ae-cb0d-570d-814a-48115a8a78ff","https://www.facebook.com/groups/gialaichomuaban/posts/873072461058536/",""
"e8876296-f83b-5166-89e2-5f375b401ee5","https://www.facebook.com/groups/tintucgialai/posts/826036229274639/",""
"8640de35-fea1-5944-a18a-e080e1fdb863","https://www.facebook.com/groups/chomuaban81gialai/posts/2582451118590091/",""
"be51d25b-1e5d-5055-a67d-2faa291f214d","https://www.facebook.com/groups/854276492132615/posts/1385707412322851/",""
"ba0bf056-315c-5a1b-97ae-c0057ac5ee22","https://www.facebook.com/groups/467734193300925/posts/24170549385926073/",""
"5a4f1344-515c-5ba8-ab0c-1de12eb3e588","https://www.facebook.com/groups/671120714490359/posts/910795290522899/",""
"fcd52fd5-6679-5979-a0a3-68f46f09b44c","https://www.facebook.com/groups/1990396391102385/posts/2933962386745776/?notif_id=1700958375692396&notif_t=group_post_approved&ref=notif",""
"139a975b-0984-56b8-b80f-c7983be3a23f","https://www.facebook.com/groups/472229266447513/posts/2233444936992595/",""
"2e7d9191-3cdd-5d08-bcaf-2fcb60b0c4cf","https://www.facebook.com/groups/1004875817140792/permalink/1199345007693871/?mibextid=oMANbw",""
"eabfd344-db9c-5698-97f4-42ed238e9064","https://www.facebook.com/groups/chotot81gialai/permalink/1516144505848384/",""
"49538a98-c8fc-5dee-a131-79c23cc026ce","https://www.facebook.com/groups/gialaichomuaban/permalink/877596957272753/",""
"e3179a83-ce70-509e-8fb9-c5639ec5549e","https://www.facebook.com/groups/chogialaitaynguyen/permalink/864641868474415/",""
"0c76d7df-c9a7-59ec-a768-6d28f9843ef8","https://www.facebook.com/groups/902296154423081/permalink/1063975248255170/",""
"6bd5d650-ceb1-5199-944b-6d74091a6263","https://www.facebook.com/groups/gialaimuabanthanhlydo/permalink/1142818367092659/",""
"365d261f-6683-5e2a-93e8-f5c3bbaca078","https://www.facebook.com/groups/956595892216085/permalink/1027815545094119/",""
"a87372f3-e3c4-53ad-ad94-fc01be78d1b5","https://www.facebook.com/groups/2639912802708489/permalink/7312085438824512/",""
"c70dc30e-fc88-585f-ab59-4cae9d5395db","https://www.facebook.com/groups/2331662393753097/permalink/3446979795554679/",""
"5630fdd3-aa28-5116-a50e-3758fd15a219","https://www.facebook.com/groups/chomuabandogialai/permalink/3658358657733003/",""
"d953f9aa-f490-5a4b-bc30-8ed011d8be2c","https://www.facebook.com/groups/2331662393753097/posts/3442168322702493/",""
"56262942-8f86-5523-bb21-ec25ed27b55b","https://www.facebook.com/groups/522310628997786/posts/1023588392203338/",""
"96d1d7f9-dfcf-5292-afac-a388438f024d","https://www.facebook.com/groups/2639912802708489/posts/7282381481794908/",""
"a748a29b-9a64-5014-854b-9e1f3698ec36","https://www.facebook.com/groups/931764957001106/posts/2714646368712947/",""
"63b30ce8-0293-55eb-8d6c-dcde508ae581","https://www.facebook.com/groups/956595892216085/posts/1023750842167256/",""
"d53827d0-d7a1-5fa5-beaa-9540f45ddc8b","https://www.facebook.com/groups/gialaimuabanthanhlydo/posts/1138543024186860/",""
"716c23c5-33a8-52ab-826d-741f86649b65","https://www.facebook.com/groups/902296154423081/posts/1059678868684808/",""
"c955094d-cb6a-5f7b-b2fc-00bf5ecae3c1","https://www.facebook.com/groups/chogialaitaynguyen/posts/860531562218779/",""
"8bf2228e-82e1-5158-bda5-58047e47debf","https://www.facebook.com/groups/gialaichomuaban/posts/873354284363687/",""
"73474942-3bca-5704-97dc-70798a344451","https://www.facebook.com/groups/chotot81gialai/posts/1511723842957117/",""
"5e086ee8-93b5-5fec-9d6b-8578cce8d828","https://www.facebook.com/groups/956595892216085/posts/1023980885477585/",""
"5dbc4fdf-3d3c-5b23-bce5-50d44602d340","https://www.facebook.com/groups/293553604398980/posts/1843883996032592/",""
"a1f29855-d135-5178-8493-463998f0f500","https://www.facebook.com/groups/522310628997786/posts/1023834685512042/",""
"423aa4f9-69d5-5967-abb5-96a0ed25e688","https://www.facebook.com/groups/931764957001106/posts/2714985355345715/",""
"7079a7a7-1d8e-5a77-9cb7-690802a4d266","https://www.facebook.com/groups/2639912802708489/posts/7284160581616998/",""
"140a39d9-5c63-512d-b046-5d58ce6f87d7","https://www.facebook.com/groups/123117144917726/posts/1533310087231751/",""
"cbe81ad7-40c2-569e-bff6-83c4928afe0b","https://www.facebook.com/groups/1939681386391622/posts/2067561206936972/",""
"e8bbac09-8296-5910-a7ec-30af2ab2e0a0","https://www.facebook.com/groups/1004875817140792/posts/1199661594328879/",""
"a7016d5a-e0ce-502e-a0a3-36edaf459362","https://www.facebook.com/groups/854276492132615/posts/1386258922267700/",""
"7884fafc-e4d9-5ac6-95e7-d4e72a3cf2ea","https://www.facebook.com/groups/671120714490359/posts/911401457128949/",""
"2631ffc9-1f9f-555a-97ad-5724a5beb4de","https://web.facebook.com/groups/chomuabandogialai/posts/3653286298240239/",""
"12a55150-9612-5b69-bdc3-dbbb25a5f585","https://web.facebook.com/groups/chotot81gialai/posts/1511717886291046/",""
"b8046019-8878-5864-9b87-416532a2c151","https://web.facebook.com/groups/gialaichomuaban/posts/873351534363962/",""
"53b92369-5237-583d-af99-30d7bf0b4754","https://web.facebook.com/groups/tintucgialai/posts/826307735914155/",""
"e3f09164-e4f4-50c0-931a-c86688bff191","https://www.facebook.com/groups/123117144917726/posts/1533314363897990/",""
"912089a5-fc59-5105-9f04-b4458be4c0c9","https://web.facebook.com/groups/854276492132615/posts/1386013678958891/",""
"c0be3a71-2103-53f0-9c3e-1bb0a43acb58","https://web.facebook.com/groups/467734193300925/posts/24173969015584110/",""
"0ef4d599-4ad3-5adc-897f-513906f538cb","https://web.facebook.com/groups/671120714490359/posts/911108827158212/",""
"610da0f5-f6ef-53fd-915a-73ef69c5d4f7","https://web.facebook.com/groups/2639912802708489/posts/7282375631795493/",""
"b7ab799b-c305-5350-9782-a2a2421ce167","https://web.facebook.com/groups/472229266447513/posts/2233789266958162/",""
