symbol,first,last,change,change_percentage
TBD,4.23,10.05,1.38,138
MIC,6.2,9.5,0.53,53
TSC,11.65,17.74,0.52,52
SCC,3.0,4.5,0.5,50
CTC,5.34,7.3,0.37,37
SGS,3.11,4.19,0.35,35
DVC,7.71,10.29,0.33,33
DTC,10.04,13.39,0.33,33
HOT,18.6,24.28,0.31,31
TTG,8.08,10.52,0.3,30
PMT,3.8,4.9,0.29,29
TPH,7.11,9.08,0.28,28
PJC,4.02,5.02,0.25,25
VHF,9.61,11.9,0.24,24
PDC,3.5,4.3,0.23,23
NTW,8.01,9.83,0.23,23
NGC,9.84,12.13,0.23,23
NNT,4.65,5.66,0.22,22
NHP,10.5,12.79,0.22,22
VIE,3.3,4.0,0.21,21
VCX,3.3,4.0,0.21,21
SIC,2.78,3.36,0.21,21
DCT,1.9,2.3,0.21,21
CMG,4.5,5.46,0.21,21
VNG,9.73,11.68,0.2,20
VIN,5.41,6.49,0.2,20
TNT,2.53,3.04,0.2,20
TLT,4.8,5.75,0.2,20
QPH,3.51,4.21,0.2,20
PNJ,8.84,10.61,0.2,20
DDN,5.06,6.07,0.2,20
CJC,11.13,13.41,0.2,20
VTC,3.18,3.77,0.19,19
TXM,7.07,8.42,0.19,19
TET,14.16,16.88,0.19,19
VCM,6.22,7.32,0.18,18
HCT,7.67,9.08,0.18,18
PNC,9.29,10.88,0.17,17
MDC,4.79,5.6,0.17,17
CTD,36.01,42.31,0.17,17
CKV,6.9,8.09,0.17,17
VPH,2.84,3.29,0.16,16
UNI,8.15,9.44,0.16,16
TTB,7.76,9.03,0.16,16
SVN,3.1,3.6,0.16,16
L62,4.69,5.46,0.16,16
GDW,9.93,11.56,0.16,16
AGF,14.27,16.59,0.16,16
TIS,6.0,6.9,0.15,15
LGL,3.64,4.18,0.15,15
L35,3.83,4.41,0.15,15
HDM,11.55,13.25,0.15,15
DZM,5.0,5.75,0.15,15
DGC,5.11,5.88,0.15,15
YBC,2.8,3.2,0.14,14
LM7,3.7,4.2,0.14,14
DHA,6.78,7.71,0.14,14
VNT,22.79,25.82,0.13,13
VNE,8.41,9.54,0.13,13
THT,3.83,4.32,0.13,13
LIG,5.69,6.44,0.13,13
HVX,5.16,5.83,0.13,13
H11,10.84,12.21,0.13,13
ELC,8.6,9.69,0.13,13
BPC,7.59,8.56,0.13,13
TV2,2.23,2.49,0.12,12
PIV,13.47,15.07,0.12,12
NBC,4.73,5.32,0.12,12
ITD,3.88,4.36,0.12,12
HBC,3.6,4.02,0.12,12
EFI,6.7,7.5,0.12,12
VNI,3.6,4.0,0.11,11
VC9,5.48,6.07,0.11,11
PCT,5.54,6.15,0.11,11
NT2,8.78,9.76,0.11,11
NAG,3.21,3.57,0.11,11
FMC,7.68,8.54,0.11,11
CDO,12.3,13.67,0.11,11
VCF,108.71,119.53,0.1,10
TBT,4.1,4.5,0.1,10
SVC,5.31,5.82,0.1,10
SNC,11.57,12.76,0.1,10
SHI,2.82,3.09,0.1,10
SDY,4.2,4.6,0.1,10
SD1,3.1,3.4,0.1,10
QST,3.75,4.11,0.1,10
PLC,14.4,15.89,0.1,10
HTP,6.47,7.12,0.1,10
HTL,13.8,15.15,0.1,10
GDT,9.22,10.16,0.1,10
DST,10.42,11.45,0.1,10
DNL,6.32,6.95,0.1,10
DNC,3.77,4.13,0.1,10
DAC,6.1,6.7,0.1,10
ALT,7.45,8.16,0.1,10
VIR,6.86,7.51,0.09,9
SHA,2.77,3.03,0.09,9
SFG,8.67,9.46,0.09,9
S27,2.2,2.4,0.09,9
PXM,1.3,1.42,0.09,9
MPC,19.78,21.55,0.09,9
MIM,3.92,4.28,0.09,9
KHA,19.45,21.22,0.09,9
HDA,3.91,4.26,0.09,9
HCC,4.0,4.35,0.09,9
