symbol,first,last,change,change_percentage
GTH,2.54,6.61,1.6,160
IJC,3.27,5.51,0.69,69
HCT,4.35,7.18,0.65,65
TTG,2.18,3.57,0.64,64
HDM,3.01,4.73,0.57,57
VIR,5.31,8.27,0.56,56
VDT,1.73,2.68,0.55,55
ANV,1.54,2.37,0.54,54
ND2,1.97,2.98,0.51,51
STG,2.94,4.37,0.49,49
POT,5.23,7.78,0.49,49
V21,11.85,17.31,0.46,46
MAS,2.22,3.24,0.46,46
LCM,14.77,21.48,0.45,45
KSH,17.1,24.8,0.45,45
VIE,8.0,11.5,0.44,44
PXL,4.7,6.7,0.43,43
BHT,10.71,15.19,0.42,42
LCD,3.77,5.33,0.41,41
PVL,5.7,7.5,0.32,32
PNJ,4.91,6.36,0.3,30
LCC,2.3,3.0,0.3,30
TDC,2.37,3.04,0.28,28
SVN,19.3,24.8,0.28,28
NDN,1.52,1.95,0.28,28
SJ1,3.32,4.22,0.27,27
IFS,4.26,5.36,0.26,26
GDT,2.43,3.02,0.24,24
PTC,3.89,4.78,0.23,23
PPS,2.63,3.24,0.23,23
FBA,2.6,3.2,0.23,23
TTP,18.84,23.07,0.22,22
IVS,5.08,6.2,0.22,22
ECI,1.86,2.27,0.22,22
CTC,5.71,6.95,0.22,22
SRB,5.2,6.3,0.21,21
MKV,5.8,7.0,0.21,21
JVC,8.34,10.08,0.21,21
BCE,2.14,2.59,0.21,21
ACL,4.25,5.12,0.2,20
UDC,5.59,6.67,0.19,19
LM7,5.37,6.4,0.19,19
HTL,1.65,1.96,0.19,19
BXH,5.35,6.29,0.18,18
LHG,9.96,11.64,0.17,17
LGC,8.59,10.09,0.17,17
PXT,5.7,6.6,0.16,16
PXA,4.76,5.52,0.16,16
MIC,15.7,18.2,0.16,16
SHC,2.7,3.1,0.15,15
SD1,7.2,8.3,0.15,15
NDC,1.71,1.96,0.15,15
MKP,36.42,41.89,0.15,15
IDI,3.14,3.61,0.15,15
CT6,4.97,5.74,0.15,15
BT6,9.04,10.42,0.15,15
HOT,9.64,10.95,0.14,14
CMX,4.35,4.94,0.14,14
CAN,12.38,14.14,0.14,14
BVH,45.09,51.21,0.14,14
VDL,6.04,6.85,0.13,13
IDJ,2.19,2.48,0.13,13
DHG,20.23,22.8,0.13,13
WSS,5.0,5.6,0.12,12
VSI,2.16,2.41,0.12,12
VID,2.83,3.16,0.12,12
VHG,4.18,4.7,0.12,12
UDJ,2.59,2.9,0.12,12
STT,4.84,5.4,0.12,12
PTP,2.47,2.77,0.12,12
NBW,16.0,17.86,0.12,12
MCP,4.66,5.21,0.12,12
HHG,2.75,3.09,0.12,12
TTC,1.29,1.43,0.11,11
SJD,2.03,2.25,0.11,11
PVT,2.44,2.71,0.11,11
LTC,5.82,6.45,0.11,11
KMT,3.09,3.42,0.11,11
GMC,1.9,2.1,0.11,11
DLR,7.78,8.64,0.11,11
VQC,6.56,7.21,0.1,10
TMC,5.42,5.94,0.1,10
SVC,3.77,4.16,0.1,10
PPP,2.93,3.22,0.1,10
PHC,2.56,2.81,0.1,10
MCF,2.98,3.29,0.1,10
GDW,7.24,7.95,0.1,10
DNP,0.98,1.08,0.1,10
BTH,8.7,9.6,0.1,10
ASM,7.44,8.18,0.1,10
VST,5.4,5.9,0.09,9
SPM,33.5,36.61,0.09,9
SDB,4.6,5.0,0.09,9
SCO,9.2,10.0,0.09,9
PTI,4.84,5.26,0.09,9
NBC,1.62,1.77,0.09,9
MDG,3.21,3.49,0.09,9
HVG,5.09,5.53,0.09,9
DXV,4.32,4.71,0.09,9
DAC,15.6,17.0,0.09,9
D11,7.84,8.55,0.09,9
KSD,5.1,5.5,0.08,8
HLG,10.32,11.17,0.08,8
HIG,8.56,9.26,0.08,8
GIL,4.77,5.17,0.08,8
DCL,3.98,4.28,0.08,8
ASP,2.65,2.86,0.08,8
APG,2.63,2.85,0.08,8
ABI,2.77,2.98,0.08,8
VIG,4.3,4.6,0.07,7
TV3,2.15,2.31,0.07,7
TPP,1.22,1.3,0.07,7
TNM,2.48,2.65,0.07,7
SGH,20.09,21.49,0.07,7
SDG,5.32,5.71,0.07,7
PVE,7.16,7.67,0.07,7
PTB,1.19,1.27,0.07,7
PGS,7.01,7.47,0.07,7
NHC,5.0,5.34,0.07,7
NGC,2.91,3.1,0.07,7
MSN,57.65,61.77,0.07,7
KAC,12.25,13.13,0.07,7
INN,2.67,2.86,0.07,7
HTP,2.71,2.9,0.07,7
HPP,10.38,11.06,0.07,7
HAT,8.94,9.6,0.07,7
GLT,3.29,3.52,0.07,7
DTT,4.21,4.49,0.07,7
CTB,4.14,4.43,0.07,7
BLF,3.82,4.09,0.07,7
VNG,15.09,15.96,0.06,6
VNE,3.59,3.8,0.06,6
VHC,5.38,5.71,0.06,6
VGP,5.67,5.99,0.06,6
VE2,2.2,2.34,0.06,6
VC1,5.33,5.65,0.06,6
TNT,6.26,6.66,0.06,6
SD4,3.16,3.35,0.06,6
PXM,7.2,7.6,0.06,6
NST,4.52,4.78,0.06,6
NBB,14.59,15.4,0.06,6
ICI,3.13,3.31,0.06,6
ICG,7.33,7.79,0.06,6
HTC,2.23,2.37,0.06,6
HLY,13.65,14.49,0.06,6
DXG,3.73,3.95,0.06,6
DRH,3.21,3.4,0.06,6
CMT,6.9,7.3,0.06,6
CJC,7.8,8.23,0.06,6
CII,10.49,11.13,0.06,6
CAP,0.99,1.05,0.06,6
ACC,4.98,5.28,0.06,6
AAA,3.47,3.67,0.06,6
VTB,2.58,2.7,0.05,5
VNS,5.95,6.23,0.05,5
VMD,7.26,7.62,0.05,5
