symbol,first,last,change,change_percentage
EFI,14.37,31.68,1.2,120
SJM,27.6,55.9,1.03,103
SZL,8.71,16.59,0.9,90
TKU,3.58,6.58,0.84,84
KSH,47.0,84.0,0.79,79
CTN,24.81,42.79,0.72,72
S96,57.7,98.5,0.71,71
SD9,20.07,33.53,0.67,67
C92,9.96,16.57,0.66,66
BPC,6.73,11.04,0.64,64
CID,16.38,26.7,0.63,63
B82,10.76,17.29,0.61,61
VIP,6.77,10.73,0.58,58
VHL,6.46,10.23,0.58,58
MCG,31.6,50.0,0.58,58
VE1,11.1,17.4,0.57,57
STP,6.48,10.12,0.56,56
SDP,21.63,33.52,0.55,55
SRC,9.43,14.52,0.54,54
VE9,4.82,7.36,0.53,53
MKV,10.41,15.88,0.53,53
LGL,19.28,28.91,0.5,50
CDC,13.95,20.86,0.5,50
S55,6.38,9.48,0.49,49
HUT,15.52,23.11,0.49,49
VTB,4.46,6.45,0.45,45
ITC,15.36,22.34,0.45,45
HTP,8.63,12.51,0.45,45
HAI,9.53,13.84,0.45,45
S12,26.35,38.06,0.44,44
S99,15.38,22.05,0.43,43
HCC,1.9,2.72,0.43,43
VID,5.64,7.97,0.41,41
TCM,5.23,7.37,0.41,41
S74,23.51,33.2,0.41,41
DTC,29.25,41.32,0.41,41
SD8,24.0,33.7,0.4,40
MAS,6.58,9.21,0.4,40
VC7,6.84,9.45,0.38,38
TPP,2.42,3.35,0.38,38
MCO,17.3,23.9,0.38,38
PTS,5.31,7.25,0.37,37
POT,7.8,10.68,0.37,37
NHC,5.43,7.45,0.37,37
HEV,3.78,5.17,0.37,37
VC2,12.75,17.28,0.36,36
TCO,3.74,5.1,0.36,36
SCD,14.38,19.61,0.36,36
SAV,8.88,12.06,0.36,36
DQC,5.7,7.75,0.36,36
DNP,3.11,4.23,0.36,36
DC4,6.57,8.96,0.36,36
VHG,8.49,11.5,0.35,35
CAP,0.71,0.96,0.35,35
VIC,5.7,7.63,0.34,34
SVI,4.97,6.67,0.34,34
SRA,2.41,3.23,0.34,34
SCC,20.9,28.1,0.34,34
HLC,3.52,4.72,0.34,34
DHC,2.27,3.04,0.34,34
BMP,10.98,14.71,0.34,34
ATA,28.8,38.7,0.34,34
NTP,8.59,11.42,0.33,33
HIG,23.34,31.12,0.33,33
VGP,8.45,11.13,0.32,32
TMS,5.9,7.72,0.31,31
SDD,21.0,27.6,0.31,31
TST,22.79,29.57,0.3,30
TLT,11.26,14.64,0.3,30
NAV,4.74,6.16,0.3,30
YBC,24.2,31.1,0.29,29
ST8,2.19,2.83,0.29,29
MIC,107.2,138.7,0.29,29
ICF,15.5,20.0,0.29,29
HVT,3.79,4.88,0.29,29
VTS,64.0,82.0,0.28,28
VSG,12.7,16.2,0.28,28
SC5,20.57,26.33,0.28,28
PLC,3.24,4.16,0.28,28
BT6,47.95,61.32,0.28,28
THB,5.45,6.91,0.27,27
TGP,4.1,5.21,0.27,27
SAF,3.08,3.92,0.27,27
CTB,3.21,4.07,0.27,27
VC1,14.98,18.88,0.26,26
TDN,2.12,2.68,0.26,26
SED,4.48,5.63,0.26,26
SD6,24.19,30.51,0.26,26
QST,2.25,2.83,0.26,26
NBC,2.46,3.11,0.26,26
HBD,4.04,5.11,0.26,26
D2D,7.08,8.92,0.26,26
BBS,6.77,8.5,0.26,26
VTV,4.65,5.8,0.25,25
SRB,8.9,11.1,0.25,25
SEB,1.82,2.28,0.25,25
SDY,41.5,51.7,0.25,25
L43,18.89,23.67,0.25,25
GMC,3.26,4.06,0.25,25
V11,20.7,25.7,0.24,24
TS4,14.02,17.43,0.24,24
QTC,2.15,2.67,0.24,24
L62,13.72,16.95,0.24,24
SJD,3.41,4.21,0.23,23
MDC,4.1,5.05,0.23,23
LTC,17.22,21.16,0.23,23
SDC,10.5,12.8,0.22,22
QNC,32.35,39.55,0.22,22
CJC,12.09,14.74,0.22,22
TV4,3.63,4.39,0.21,21
FMC,2.9,3.52,0.21,21
DST,6.69,8.1,0.21,21
SRF,2.82,3.39,0.2,20
PJC,2.41,2.89,0.2,20
MTG,12.05,14.44,0.2,20
HLY,35.26,42.46,0.2,20
HCM,6.08,7.27,0.2,20
DAE,4.05,4.86,0.2,20
CAN,8.73,10.47,0.2,20
VST,19.7,23.4,0.19,19
VPH,15.14,18.05,0.19,19
SSI,10.16,12.04,0.19,19
SJ1,3.6,4.27,0.19,19
SD5,8.02,9.52,0.19,19
SD4,18.05,21.4,0.19,19
SD3,32.91,39.14,0.19,19
L61,12.52,14.86,0.19,19
HJS,3.67,4.37,0.19,19
BST,3.42,4.08,0.19,19
VNC,7.6,8.94,0.18,18
VBH,11.53,13.55,0.18,18
PVX,27.1,32.0,0.18,18
ILC,16.13,19.07,0.18,18
ICG,16.73,19.68,0.18,18
HDC,5.75,6.77,0.18,18
CII,27.48,32.48,0.18,18
CCM,27.29,32.2,0.18,18
VTA,11.3,13.2,0.17,17
TNG,2.61,3.05,0.17,17
TC6,3.72,4.34,0.17,17
SFN,7.08,8.3,0.17,17
SDA,30.73,36.0,0.17,17
RCL,16.25,19.07,0.17,17
LUT,20.0,23.5,0.17,17
DCS,19.0,22.3,0.17,17
VNA,17.5,20.3,0.16,16
TJC,7.8,9.05,0.16,16
THT,3.18,3.7,0.16,16
SJE,9.06,10.54,0.16,16
SD7,54.7,63.6,0.16,16
SD2,23.39,27.23,0.16,16
SAP,13.81,15.98,0.16,16
LBE,2.08,2.42,0.16,16
IFS,10.51,12.2,0.16,16
HHC,12.68,14.66,0.16,16
GIL,4.07,4.71,0.16,16
ECI,3.0,3.47,0.16,16
CYC,10.2,11.8,0.16,16
CTC,10.76,12.5,0.16,16
VCG,24.51,28.16,0.15,15
LAF,21.8,25.0,0.15,15
L18,5.89,6.76,0.15,15
KMR,11.24,12.97,0.15,15
KHP,4.33,4.98,0.15,15
VTO,5.0,5.7,0.14,14
VTC,6.92,7.92,0.14,14
UNI,36.08,41.01,0.14,14
TPC,3.41,3.9,0.14,14
TBX,22.87,26.03,0.14,14
PVG,17.59,20.04,0.14,14
ONE,4.09,4.66,0.14,14
NTL,12.37,14.16,0.14,14
LBM,2.88,3.29,0.14,14
DAD,3.38,3.87,0.14,14
DAC,60.5,69.0,0.14,14
ABT,12.57,14.3,0.14,14
VFC,8.5,9.6,0.13,13
VCC,5.97,6.73,0.13,13
VC5,18.92,21.29,0.13,13
TXM,8.69,9.78,0.13,13
SFI,10.09,11.43,0.13,13
RDP,5.89,6.67,0.13,13
HBC,1.98,2.23,0.13,13
GTA,4.69,5.32,0.13,13
EID,5.76,6.49,0.13,13
DHT,3.13,3.55,0.13,13
XMC,18.79,21.06,0.12,12
PTC,4.14,4.63,0.12,12
PMS,4.51,5.07,0.12,12
PJT,2.74,3.06,0.12,12
HTV,7.12,7.97,0.12,12
DBC,4.52,5.07,0.12,12
COM,14.19,15.96,0.12,12
CLC,4.26,4.77,0.12,12
VSC,4.65,5.18,0.11,11
VFR,17.95,19.84,0.11,11
TYA,4.26,4.74,0.11,11
SAM,6.07,6.72,0.11,11
PVE,12.72,14.06,0.11,11
HPG,2.23,2.48,0.11,11
DZM,31.46,34.8,0.11,11
CMC,22.7,25.3,0.11,11
BVS,33.38,36.94,0.11,11
BHC,14.9,16.6,0.11,11
AGF,15.28,16.99,0.11,11
VNS,14.45,15.87,0.1,10
TPH,5.22,5.75,0.1,10
TCR,8.33,9.19,0.1,10
SIC,12.23,13.42,0.1,10
SGT,17.34,19.1,0.1,10
SFC,12.34,13.53,0.1,10
DIC,15.15,16.59,0.1,10
DDN,6.55,7.2,0.1,10
AAM,20.28,22.4,0.1,10
VGS,14.68,15.97,0.09,9
STC,4.11,4.47,0.09,9
PSC,5.21,5.69,0.09,9
DPC,12.92,14.03,0.09,9
VCS,3.87,4.18,0.08,8
TRC,26.37,28.4,0.08,8
TNC,6.06,6.54,0.08,8
TMP,6.52,7.01,0.08,8
SDT,8.06,8.74,0.08,8
MPC,5.38,5.79,0.08,8
MEC,34.95,37.68,0.08,8
MCP,5.81,6.26,0.08,8
ITA,37.09,40.0,0.08,8
HAS,11.44,12.3,0.08,8
DXV,10.14,10.92,0.08,8
DCT,17.8,19.2,0.08,8
BLF,14.27,15.36,0.08,8
ACL,4.75,5.14,0.08,8
VTL,11.65,12.44,0.07,7
SSC,23.24,24.94,0.07,7
LCG,15.01,16.02,0.07,7
HSI,13.0,13.9,0.07,7
HOM,11.53,12.38,0.07,7
UIC,8.54,9.01,0.06,6
SDU,68.82,73.12,0.06,6
PVC,9.81,10.4,0.06,6
NBB,21.92,23.17,0.06,6
HCT,11.72,12.48,0.06,6
DHA,8.9,9.47,0.06,6
VHC,7.42,7.79,0.05,5
TNA,2.01,2.12,0.05,5
PVI,10.61,11.1,0.05,5
LGC,9.44,9.91,0.05,5
HAD,12.34,12.94,0.05,5
DHG,15.84,16.64,0.05,5
CAD,17.3,18.1,0.05,5
ASP,8.26,8.64,0.05,5
ALT,12.95,13.66,0.05,5
TCT,10.18,10.57,0.04,4
SGD,4.41,4.6,0.04,4
SGC,8.1,8.44,0.04,4
PIT,13.75,14.33,0.04,4
PHR,8.79,9.11,0.04,4
PGC,4.07,4.23,0.04,4
NST,7.84,8.12,0.04,4
NGC,9.56,9.98,0.04,4
IMP,15.02,15.6,0.04,4
HAP,6.47,6.72,0.04,4
BCC,9.71,10.05,0.04,4
SDN,8.29,8.52,0.03,3
SDJ,27.2,28.0,0.03,3
RAL,9.63,9.88,0.03,3
PNC,8.04,8.25,0.03,3
PGS,6.26,6.42,0.03,3
KHA,14.08,14.52,0.03,3
VNE,12.03,12.3,0.02,2
TMC,11.82,12.09,0.02,2
TDH,35.88,36.58,0.02,2
SJS,144.29,146.63,0.02,2
REE,9.32,9.5,0.02,2
OPC,4.92,5.0,0.02,2
L10,8.2,8.37,0.02,2
KDC,11.86,12.06,0.02,2
HRC,22.4,22.86,0.02,2
HNM,15.95,16.25,0.02,2
GTH,10.82,11.02,0.02,2
DMC,16.55,16.83,0.02,2
DCL,16.36,16.74,0.02,2
SCJ,33.09,33.3,0.01,1
PNJ,6.19,6.24,0.01,1
PAC,12.94,13.07,0.01,1
HT1,8.32,8.37,0.01,1
FPT,8.05,8.14,0.01,1
BTH,17.1,17.3,0.01,1
VNT,7.96,7.96,0.0,0
VMC,13.78,13.84,0.0,0
SBT,4.52,4.52,0.0,0
DPR,17.05,17.05,0.0,0
BVH,25.2,25.27,0.0,0
BMC,18.88,18.88,0.0,0
VNM,9.51,9.46,-0.01,-1
VCB,14.21,14.08,-0.01,-1
VC6,8.23,8.11,-0.01,-1
TTF,33.14,32.95,-0.01,-1
SGH,15.02,14.91,-0.01,-1
MHC,6.09,6.03,-0.01,-1
HLA,41.4,41.0,-0.01,-1
EBS,5.58,5.52,-0.01,-1
BTS,10.77,10.7,-0.01,-1
ACB,7.72,7.62,-0.01,-1
VKP,12.9,12.7,-0.02,-2
TRA,10.52,10.26,-0.02,-2
SMC,8.11,7.96,-0.02,-2
PVS,11.55,11.37,-0.02,-2
HLG,36.07,35.22,-0.02,-2
DTT,8.98,8.84,-0.02,-2
DIG,18.99,18.53,-0.02,-2
VSH,11.68,11.37,-0.03,-3
PVD,27.78,27.05,-0.03,-3
PPC,9.41,9.1,-0.03,-3
EIB,12.12,11.79,-0.03,-3
DXP,8.41,8.17,-0.03,-3
VNR,5.58,5.35,-0.04,-4
VNL,7.84,7.54,-0.04,-4
TSC,9.03,8.64,-0.04,-4
STB,21.95,21.07,-0.04,-4
SSM,21.88,21.09,-0.04,-4
PET,7.91,7.57,-0.04,-4
HSG,4.81,4.61,-0.04,-4
HAG,98.44,94.47,-0.04,-4
CTG,10.64,10.17,-0.04,-4
SHB,7.38,7.01,-0.05,-5
PVT,9.43,8.92,-0.05,-5
LSS,18.68,17.76,-0.05,-5
DRC,11.44,10.9,-0.05,-5
CNT,34.9,33.0,-0.05,-5
BBC,26.88,25.44,-0.05,-5
RIC,38.0,35.8,-0.06,-6
NAG,9.7,9.15,-0.06,-6
DPM,12.69,11.96,-0.06,-6
ANV,5.35,5.01,-0.06,-6
SVC,9.71,8.99,-0.07,-7
SHS,5.7,5.29,-0.07,-7
STL,84.0,77.5,-0.08,-8
NSC,19.54,18.04,-0.08,-8
CSM,18.32,16.84,-0.08,-8
BMI,8.86,8.16,-0.08,-8
HAX,3.39,3.09,-0.09,-9
VC3,7.18,6.43,-0.1,-10
TNM,8.54,7.68,-0.1,-10
DNT,10.96,9.91,-0.1,-10
GMD,26.46,23.55,-0.11,-11
CTS,10.65,9.46,-0.11,-11
TTP,36.91,32.61,-0.12,-12
SHC,20.5,18.1,-0.12,-12
DDM,15.6,13.8,-0.12,-12
TBC,10.23,8.88,-0.13,-13
HMC,4.46,3.9,-0.13,-13
VMG,20.8,17.9,-0.14,-14
TV2,0.96,0.83,-0.14,-14
NBP,10.9,9.39,-0.14,-14
