symbol,first,last,change,change_percentage
NBW,5.93,19.22,2.24,224
DGT,6.95,17.21,1.48,148
TNB,9.09,17.82,0.96,96
SRB,9.0,17.0,0.89,89
L35,9.3,15.9,0.71,71
VBC,5.72,9.07,0.59,59
LM3,14.4,22.7,0.58,58
LTC,31.38,48.84,0.56,56
DLR,12.03,18.65,0.55,55
DHT,4.57,6.8,0.49,49
CAN,9.71,14.39,0.48,48
SRA,6.81,9.95,0.46,46
TLT,14.56,21.1,0.45,45
DBM,13.66,19.87,0.45,45
PTS,8.35,11.93,0.43,43
DTT,8.22,11.72,0.43,43
DIC,18.38,26.14,0.42,42
STG,4.5,6.35,0.41,41
L43,19.76,27.41,0.39,39
VSG,10.0,13.8,0.38,38
VE9,13.05,18.02,0.38,38
MHL,20.59,28.48,0.38,38
VHG,15.35,20.51,0.34,34
CTI,13.38,17.97,0.34,34
L62,12.46,16.56,0.33,33
VID,6.71,8.87,0.32,32
VES,20.4,27.0,0.32,32
PGS,4.2,5.54,0.32,32
VTA,8.4,11.0,0.31,31
VNG,12.26,16.06,0.31,31
MKV,17.67,23.13,0.31,31
GDW,7.8,10.14,0.3,30
SEB,1.91,2.47,0.29,29
VKP,9.2,11.8,0.28,28
VNT,6.5,8.23,0.27,27
VNC,8.86,11.28,0.27,27
HRC,19.89,25.17,0.27,27
L10,7.72,9.76,0.26,26
CX8,11.38,14.38,0.26,26
BLF,10.91,13.73,0.26,26
VGP,8.14,10.17,0.25,25
FDC,18.13,22.61,0.25,25
TTC,4.39,5.45,0.24,24
SD2,17.89,22.27,0.24,24
DXV,20.36,24.99,0.23,23
VE1,20.8,25.4,0.22,22
TGP,4.1,4.99,0.22,22
PNC,7.75,9.49,0.22,22
TLG,4.34,5.25,0.21,21
CCM,24.47,29.56,0.21,21
SJM,24.5,29.3,0.2,20
SHI,7.36,8.82,0.2,20
LIG,9.83,11.8,0.2,20
L44,15.2,18.17,0.2,20
V21,40.15,47.61,0.19,19
TPH,4.87,5.8,0.19,19
LUT,19.7,23.5,0.19,19
DBC,5.1,6.05,0.19,19
VC5,25.09,29.7,0.18,18
OGC,30.64,36.16,0.18,18
SGT,14.46,16.87,0.17,17
LO5,14.46,16.89,0.17,17
L61,11.38,13.28,0.17,17
GTH,10.15,11.89,0.17,17
DC4,6.64,7.78,0.17,17
INN,3.66,4.24,0.16,16
HTV,5.29,6.15,0.16,16
DNC,1.91,2.22,0.16,16
VNE,15.14,17.42,0.15,15
PIT,15.84,18.25,0.15,15
LCC,10.5,12.1,0.15,15
VCC,5.52,6.3,0.14,14
SHN,47.62,54.42,0.14,14
SDY,43.0,49.0,0.14,14
MHC,4.08,4.65,0.14,14
BST,3.27,3.72,0.14,14
VMG,14.9,16.8,0.13,13
VFC,8.01,9.05,0.13,13
SDD,32.6,37.0,0.13,13
SDB,29.1,32.8,0.13,13
PVI,11.23,12.66,0.13,13
PGT,11.2,12.7,0.13,13
ICF,16.3,18.4,0.13,13
ACE,6.33,7.16,0.13,13
VTB,4.61,5.16,0.12,12
TV2,0.74,0.83,0.12,12
TST,24.96,28.07,0.12,12
PVT,7.32,8.17,0.12,12
L18,6.86,7.71,0.12,12
DID,15.04,16.89,0.12,12
CSC,4.33,4.86,0.12,12
VBH,12.01,13.36,0.11,11
TBX,28.82,32.08,0.11,11
SAP,14.44,16.07,0.11,11
RDP,4.28,4.77,0.11,11
PJC,3.48,3.85,0.11,11
MTG,22.96,25.54,0.11,11
CTB,3.51,3.9,0.11,11
BBS,6.53,7.26,0.11,11
VTC,6.98,7.69,0.1,10
TV4,4.74,5.23,0.1,10
TPP,2.58,2.85,0.1,10
STP,11.71,12.84,0.1,10
SDG,6.42,7.09,0.1,10
S96,40.5,44.6,0.1,10
PXI,25.1,27.7,0.1,10
HCT,18.61,20.4,0.1,10
PET,6.31,6.85,0.09,9
MCP,4.71,5.12,0.09,9
DBT,3.39,3.69,0.09,9
BTH,15.3,16.7,0.09,9
VIC,10.27,11.06,0.08,8
VC1,17.4,18.8,0.08,8
TIX,8.24,8.9,0.08,8
SGD,3.85,4.17,0.08,8
SDT,7.54,8.15,0.08,8
PMC,10.34,11.13,0.08,8
PJT,2.44,2.63,0.08,8
IN4,12.01,12.96,0.08,8
DCT,12.7,13.7,0.08,8
COM,16.04,17.25,0.08,8
BHC,13.4,14.5,0.08,8
VCB,11.39,12.23,0.07,7
V15,38.0,40.5,0.07,7
TNC,6.67,7.15,0.07,7
PDC,15.3,16.3,0.07,7
HAS,10.72,11.44,0.07,7
DPM,8.24,8.83,0.07,7
VND,4.0,4.23,0.06,6
VFR,13.77,14.62,0.06,6
VC6,10.11,10.69,0.06,6
TPC,3.85,4.07,0.06,6
THT,3.0,3.18,0.06,6
SDP,23.56,24.87,0.06,6
MDC,3.75,3.96,0.06,6
HAX,2.35,2.49,0.06,6
HAP,5.09,5.38,0.06,6
DL1,5.17,5.49,0.06,6
CAP,0.77,0.82,0.06,6
VCM,9.28,9.71,0.05,5
TNG,2.35,2.47,0.05,5
POT,14.78,15.5,0.05,5
ONE,3.67,3.86,0.05,5
NBP,8.07,8.49,0.05,5
KKC,11.63,12.26,0.05,5
FPT,8.51,8.9,0.05,5
EBS,4.67,4.92,0.05,5
DCS,28.0,29.4,0.05,5
DAD,3.23,3.38,0.05,5
CKV,8.04,8.46,0.05,5
AMV,5.48,5.77,0.05,5
