symbol,first,last,change,change_percentage
SSF,8.6,29.4,2.42,242
KTS,20.23,64.63,2.19,219
LM3,1.1,3.4,2.09,209
STT,3.7,11.4,2.08,208
TDM,5.69,14.8,1.6,160
HAS,4.08,9.46,1.32,132
L14,4.85,10.99,1.27,127
BDG,3.19,7.01,1.2,120
DP3,9.34,19.88,1.13,113
NHA,2.19,4.52,1.06,106
SIC,2.25,4.61,1.05,105
RCD,4.85,9.69,1.0,100
BHC,1.1,2.2,1.0,100
H11,4.79,9.48,0.98,98
NKG,3.9,7.62,0.95,95
TDW,16.19,31.17,0.93,93
SSN,8.1,15.5,0.91,91
FID,10.84,20.56,0.9,90
SLS,29.14,55.02,0.89,89
LSS,7.23,13.54,0.87,87
HAX,4.17,7.81,0.87,87
AAA,8.1,15.07,0.86,86
HSG,7.03,13.03,0.85,85
BPC,8.13,15.01,0.85,85
TMX,2.58,4.75,0.84,84
DRH,20.93,38.51,0.84,84
KSB,14.56,26.51,0.82,82
ICN,4.92,8.86,0.8,80
QCC,2.4,4.3,0.79,79
DNL,4.79,8.56,0.79,79
LDP,12.89,22.9,0.78,78
QHD,22.23,39.13,0.76,76
MDG,5.23,9.22,0.76,76
VNH,1.2,2.1,0.75,75
CIG,1.9,3.3,0.74,74
SVC,9.54,16.52,0.73,73
VHC,10.82,18.63,0.72,72
PSL,11.43,19.66,0.72,72
ITD,8.26,14.17,0.72,72
SD2,5.11,8.75,0.71,71
PAC,14.96,25.51,0.71,71
CLM,7.45,12.63,0.7,70
TYA,4.97,8.35,0.68,68
DNC,5.92,9.9,0.67,67
MWG,8.69,14.44,0.66,66
KCB,3.4,5.6,0.65,65
TA9,8.33,13.67,0.64,64
PXT,4.2,6.9,0.64,64
PNJ,15.38,25.05,0.63,63
HTC,9.81,15.98,0.63,63
VTO,3.26,5.29,0.62,62
TTF,23.4,37.8,0.62,62
HNF,6.37,10.3,0.62,62
DAC,5.6,9.1,0.62,62
CNC,12.67,20.45,0.61,61
HLG,5.0,8.0,0.6,60
VQC,4.96,7.84,0.58,58
SGN,27.78,43.85,0.58,58
KKC,6.0,9.46,0.58,58
HDA,5.57,8.69,0.56,56
GLT,15.59,24.27,0.56,56
TNA,7.98,12.36,0.55,55
SGR,1.66,2.57,0.55,55
VDN,7.93,12.17,0.53,53
SFN,12.17,18.49,0.52,52
GIL,12.34,18.71,0.52,52
VCS,17.09,25.74,0.51,51
VCG,6.65,10.07,0.51,51
GAS,31.03,46.74,0.51,51
TTC,9.8,14.72,0.5,50
MHL,4.3,6.46,0.5,50
HD2,3.26,4.88,0.5,50
VEF,55.6,82.9,0.49,49
TRA,51.19,76.15,0.49,49
TV2,4.65,6.82,0.47,47
HBC,5.7,8.36,0.47,47
TV3,8.94,13.09,0.46,46
ADP,6.92,10.08,0.46,46
VGS,4.74,6.87,0.45,45
STG,7.8,11.28,0.45,45
CJC,17.53,25.35,0.45,45
VC7,6.24,8.96,0.44,44
PAN,16.3,23.55,0.44,44
HNB,25.14,36.26,0.44,44
CAP,13.27,19.06,0.44,44
SMC,3.99,5.69,0.43,43
SDV,8.71,12.43,0.43,43
VBC,13.16,18.71,0.42,42
SDC,7.64,10.83,0.42,42
MCC,8.55,12.11,0.42,42
DTL,10.0,14.2,0.42,42
DC4,3.88,5.5,0.42,42
CVT,8.68,12.34,0.42,42
NET,18.01,25.34,0.41,41
DHA,13.7,19.29,0.41,41
VNG,11.1,15.57,0.4,40
DNP,10.7,14.94,0.4,40
APG,3.12,4.38,0.4,40
TLG,26.33,36.72,0.39,39
LTC,4.6,6.4,0.39,39
IDV,6.73,9.33,0.39,39
DMC,43.15,59.86,0.39,39
DCL,11.75,16.31,0.39,39
CTI,15.03,20.85,0.39,39
VKC,9.8,13.5,0.38,38
TIX,11.82,16.34,0.38,38
TC6,3.5,4.83,0.38,38
LBM,8.21,11.3,0.38,38
HPB,6.17,8.54,0.38,38
VAT,10.82,14.82,0.37,37
PTB,21.93,30.08,0.37,37
DHM,8.6,11.78,0.37,37
CAV,26.9,36.8,0.37,37
BMJ,2.72,3.73,0.37,37
TLH,3.82,5.2,0.36,36
SDA,5.8,7.9,0.36,36
HPG,3.82,5.21,0.36,36
CTT,3.45,4.7,0.36,36
VTJ,6.33,8.55,0.35,35
PVT,5.95,8.05,0.35,35
HFC,8.51,11.46,0.35,35
GDT,15.04,20.36,0.35,35
VTV,10.0,13.38,0.34,34
TLT,12.04,16.14,0.34,34
PMC,36.26,48.71,0.34,34
KCE,7.89,10.6,0.34,34
DCS,3.2,4.3,0.34,34
DBC,7.63,10.23,0.34,34
AMC,13.57,18.14,0.34,34
THG,11.86,15.73,0.33,33
SRF,7.89,10.48,0.33,33
EVE,18.45,24.63,0.33,33
SGS,3.22,4.24,0.32,32
PTT,3.04,4.0,0.32,32
LIX,30.43,40.18,0.32,32
CSM,15.96,21.02,0.32,32
VFG,18.19,23.82,0.31,31
UIC,10.88,14.23,0.31,31
SKG,30.95,40.4,0.31,31
PVD,14.78,19.41,0.31,31
PTI,16.89,22.09,0.31,31
DQC,39.58,51.71,0.31,31
NNC,20.22,26.22,0.3,30
WTC,2.28,2.93,0.29,29
VSC,16.49,21.2,0.29,29
THS,3.21,4.13,0.29,29
SDX,8.6,11.1,0.29,29
PCT,6.78,8.75,0.29,29
SGC,28.71,36.89,0.28,28
SDK,11.22,14.37,0.28,28
PSD,3.62,4.63,0.28,28
LDG,3.71,4.74,0.28,28
HHG,5.58,7.16,0.28,28
DHG,44.08,56.37,0.28,28
DBT,8.74,11.21,0.28,28
BII,13.2,16.9,0.28,28
VCX,2.6,3.3,0.27,27
DTV,0.63,0.8,0.27,27
CAN,20.71,26.23,0.27,27
SEB,9.58,12.09,0.26,26
KMR,4.7,5.9,0.26,26
HJS,8.62,10.89,0.26,26
HCC,7.9,9.96,0.26,26
DIG,3.39,4.28,0.26,26
PHR,6.33,7.93,0.25,25
HPT,2.97,3.72,0.25,25
ACE,11.17,13.96,0.25,25
ABI,8.99,11.27,0.25,25
VCC,8.89,11.04,0.24,24
PVE,5.18,6.41,0.24,24
PMB,5.7,7.06,0.24,24
NHP,11.92,14.81,0.24,24
NFC,6.86,8.53,0.24,24
KDC,17.21,21.3,0.24,24
KBC,8.78,10.88,0.24,24
HVT,8.38,10.36,0.24,24
STC,12.47,15.28,0.23,23
SMA,3.38,4.15,0.23,23
PNC,9.54,11.71,0.23,23
GSM,6.85,8.41,0.23,23
DRC,21.57,26.47,0.23,23
CCR,7.18,8.85,0.23,23
BIC,15.77,19.45,0.23,23
AGP,10.59,13.05,0.23,23
OCH,6.8,8.3,0.22,22
INN,19.06,23.29,0.22,22
HPP,25.55,31.24,0.22,22
BVH,42.32,51.44,0.22,22
AMD,9.42,11.48,0.22,22
S55,23.03,27.88,0.21,21
PTP,4.83,5.86,0.21,21
PHH,6.2,7.5,0.21,21
PGD,25.79,31.2,0.21,21
NTP,22.35,27.1,0.21,21
NDX,4.17,5.04,0.21,21
MDC,3.88,4.69,0.21,21
LUT,2.8,3.4,0.21,21
CTC,7.13,8.64,0.21,21
TNT,23.4,28.0,0.2,20
SZL,12.74,15.28,0.2,20
ST8,6.58,7.88,0.2,20
SDY,8.1,9.7,0.2,20
PSC,6.05,7.24,0.2,20
PIS,7.81,9.34,0.2,20
MTL,12.36,14.84,0.2,20
HAR,4.01,4.83,0.2,20
CLC,18.63,22.31,0.2,20
VTB,6.5,7.76,0.19,19
TCR,8.61,10.24,0.19,19
SPM,13.24,15.74,0.19,19
PMT,3.63,4.31,0.19,19
MDF,4.21,4.99,0.19,19
MCP,9.2,10.97,0.19,19
VNS,18.78,22.07,0.18,18
SJM,1.7,2.0,0.18,18
RAL,42.0,49.43,0.18,18
QTC,11.2,13.21,0.18,18
QST,4.49,5.28,0.18,18
PVS,10.19,12.04,0.18,18
NT2,14.88,17.54,0.18,18
NCS,27.75,32.73,0.18,18
KST,1.07,1.26,0.18,18
DPC,22.36,26.4,0.18,18
TVB,2.76,3.23,0.17,17
PDN,20.67,24.14,0.17,17
PDB,13.04,15.27,0.17,17
DGC,8.71,10.18,0.17,17
CSC,4.53,5.3,0.17,17
BFC,12.84,15.02,0.17,17
BDB,3.04,3.55,0.17,17
VIC,25.5,29.62,0.16,16
VCB,21.84,25.26,0.16,16
TCO,5.95,6.9,0.16,16
SSM,12.37,14.33,0.16,16
LHC,9.09,10.58,0.16,16
ITC,4.91,5.72,0.16,16
HT1,14.03,16.33,0.16,16
HJC,7.43,8.6,0.16,16
HAD,14.77,17.07,0.16,16
DTT,5.48,6.35,0.16,16
DIH,5.93,6.87,0.16,16
DIC,5.62,6.52,0.16,16
VIP,4.57,5.24,0.15,15
PTL,2.0,2.3,0.15,15
PMP,7.47,8.59,0.15,15
PHC,2.62,3.0,0.15,15
NDC,18.54,21.29,0.15,15
MCF,6.19,7.09,0.15,15
IVS,14.99,17.27,0.15,15
DXV,3.6,4.15,0.15,15
DVP,38.63,44.33,0.15,15
DLD,6.0,6.9,0.15,15
CT3,6.5,7.5,0.15,15
BDW,7.82,8.98,0.15,15
VPS,9.56,10.86,0.14,14
VNR,10.88,12.45,0.14,14
VHL,17.13,19.54,0.14,14
TCT,38.2,43.54,0.14,14
SMB,9.83,11.16,0.14,14
QPH,4.47,5.11,0.14,14
QBS,7.7,8.8,0.14,14
PCE,6.5,7.4,0.14,14
NAG,2.6,2.96,0.14,14
L62,4.0,4.54,0.14,14
L43,4.9,5.6,0.14,14
HTL,50.41,57.44,0.14,14
GTH,3.67,4.18,0.14,14
EMC,10.1,11.47,0.14,14
DHT,9.37,10.64,0.14,14
C47,6.14,6.98,0.14,14
