symbol,first,last,change,change_percentage
SFC,5.46,5.93,0.09,9
DHA,6.47,6.89,0.06,6
SGH,2.92,3.07,0.05,5
SSC,13.38,13.91,0.04,4
MHC,7.47,7.78,0.04,4
PNC,10.91,11.18,0.02,2
HAS,18.56,18.92,0.02,2
BT6,27.2,27.66,0.02,2
LAF,32.9,33.1,0.01,1
TS4,6.32,6.29,-0.0,0
SAM,2.84,2.83,-0.0,0
REE,2.02,1.99,-0.01,-1
HAP,5.54,5.46,-0.01,-1
GMD,7.18,7.11,-0.01,-1
BBC,11.32,11.25,-0.01,-1
GIL,3.85,3.78,-0.02,-2
TMS,5.11,4.97,-0.03,-3
SAV,7.35,7.1,-0.03,-3
KHA,12.63,12.14,-0.04,-4
BBT,11.9,11.4,-0.04,-4
AGF,15.18,14.52,-0.04,-4
TNA,2.58,1.83,-0.29,-29
VTL,8.29,0.0,-1.0,-100
CID,10.77,0.0,-1.0,-100
