symbol,first,last,change,change_percentage
PVC,7.85,18.91,1.41,141
CVT,1.81,4.01,1.22,122
HJS,3.42,7.33,1.14,114
PVE,10.29,21.22,1.06,106
TNA,1.99,4.08,1.05,105
HHC,16.55,33.21,1.01,101
LTC,15.34,30.2,0.97,97
DCS,24.1,47.2,0.96,96
PDC,11.1,21.4,0.93,93
SHN,33.29,63.58,0.91,91
POT,8.3,15.75,0.9,90
PVA,61.4,115.9,0.89,89
PTC,3.43,6.48,0.89,89
HCT,9.97,18.38,0.84,84
VC5,17.97,32.82,0.83,83
SRA,2.32,4.24,0.83,83
MAC,11.57,21.22,0.83,83
HLG,23.2,41.19,0.78,78
DST,5.79,10.23,0.77,77
TKC,7.1,12.45,0.75,75
VC6,6.74,11.76,0.74,74
KKC,9.48,16.12,0.7,70
PIT,12.33,20.84,0.69,69
VMG,11.7,19.7,0.68,68
CMC,24.4,40.4,0.66,66
MTG,11.38,18.56,0.63,63
VNA,16.4,26.3,0.6,60
L35,7.3,11.68,0.6,60
PGT,8.3,13.2,0.59,59
TJC,8.58,13.56,0.58,58
TV4,3.86,6.05,0.57,57
L43,16.97,26.7,0.57,57
SDY,37.9,59.3,0.56,56
EBS,3.52,5.49,0.56,56
TLT,11.02,16.85,0.53,53
DHC,2.46,3.76,0.53,53
L44,11.47,17.27,0.51,51
ILC,12.33,18.33,0.49,49
HCC,2.37,3.53,0.49,49
SD3,30.78,45.55,0.48,48
CPC,5.19,7.64,0.47,47
ACL,4.19,6.14,0.47,47
PJC,2.51,3.66,0.46,46
CT3,15.76,23.01,0.46,46
TPP,1.96,2.84,0.45,45
DIC,13.86,20.11,0.45,45
SDU,65.41,93.72,0.43,43
NST,6.0,8.61,0.43,43
VNC,7.27,10.29,0.42,42
SD5,6.53,9.29,0.42,42
PSP,5.7,8.09,0.42,42
PSB,7.1,10.1,0.42,42
HGM,12.22,17.33,0.42,42
MCG,40.0,56.0,0.4,40
VC1,14.57,20.25,0.39,39
TMT,13.16,18.34,0.39,39
DBM,9.94,13.79,0.39,39
HMC,3.71,5.11,0.38,38
HDC,6.72,9.24,0.38,38
S74,23.36,32.11,0.37,37
PHH,37.1,50.85,0.37,37
CTN,26.92,36.92,0.37,37
TV2,0.58,0.79,0.36,36
THT,2.76,3.76,0.36,36
NBP,6.99,9.52,0.36,36
LGL,16.6,22.22,0.34,34
VES,16.9,22.5,0.33,33
L18,5.69,7.58,0.33,33
B82,10.58,14.05,0.33,33
STL,66.5,88.0,0.32,32
SD2,16.53,21.83,0.32,32
MHC,3.63,4.79,0.32,32
LO5,12.33,16.31,0.32,32
L10,6.22,8.24,0.32,32
EID,4.03,5.31,0.32,32
YBC,30.8,40.4,0.31,31
VNT,6.39,8.37,0.31,31
VIT,3.19,4.19,0.31,31
V11,20.5,26.8,0.31,31
LM3,13.0,17.0,0.31,31
L62,10.77,14.15,0.31,31
VQC,10.75,14.01,0.3,30
VC2,12.84,16.73,0.3,30
VFR,11.96,15.48,0.29,29
TV3,3.6,4.65,0.29,29
PHC,4.96,6.38,0.29,29
NBB,23.01,29.67,0.29,29
L61,10.12,13.02,0.29,29
D2D,7.14,9.21,0.29,29
HIG,18.28,23.34,0.28,28
DZM,31.96,41.05,0.28,28
CDC,9.8,12.5,0.28,28
UDJ,5.18,6.59,0.27,27
TS4,13.74,17.43,0.27,27
STC,4.09,5.21,0.27,27
DXG,6.81,8.68,0.27,27
DPC,10.46,13.33,0.27,27
XMC,20.52,25.81,0.26,26
VMC,11.18,14.06,0.26,26
VCC,4.88,6.14,0.26,26
SDJ,19.1,24.1,0.26,26
RCL,16.66,21.02,0.26,26
HUT,20.73,26.04,0.26,26
CSC,4.37,5.52,0.26,26
CMG,10.26,12.88,0.26,26
TTC,3.83,4.8,0.25,25
STP,8.61,10.73,0.25,25
SAP,10.83,13.54,0.25,25
NAV,4.54,5.66,0.25,25
MHL,20.3,25.37,0.25,25
DNP,2.56,3.19,0.25,25
BTT,11.52,14.35,0.25,25
BMI,6.15,7.68,0.25,25
V12,5.32,6.62,0.24,24
UIC,6.34,7.83,0.24,24
SJE,8.1,10.03,0.24,24
HTP,7.7,9.55,0.24,24
ASP,6.33,7.82,0.24,24
ASM,3.99,4.94,0.24,24
VIC,8.22,10.15,0.23,23
TTF,30.91,38.08,0.23,23
TNG,2.11,2.6,0.23,23
SIC,10.39,12.78,0.23,23
PVG,12.63,15.53,0.23,23
LIX,7.23,8.9,0.23,23
DID,12.08,14.81,0.23,23
SRB,7.4,9.0,0.22,22
PLC,6.5,7.91,0.22,22
ONE,3.77,4.59,0.22,22
APG,7.61,9.26,0.22,22
VND,3.01,3.63,0.21,21
V15,27.1,32.9,0.21,21
TC6,3.48,4.21,0.21,21
SD9,25.56,30.81,0.21,21
RIC,29.0,35.0,0.21,21
MKV,10.16,12.29,0.21,21
IME,3.95,4.77,0.21,21
HDG,6.46,7.84,0.21,21
HAS,9.5,11.51,0.21,21
DHT,3.23,3.9,0.21,21
VIP,6.68,8.0,0.2,20
TNC,5.46,6.55,0.2,20
SDG,6.31,7.57,0.2,20
NAG,5.48,6.58,0.2,20
KDH,11.37,13.59,0.2,20
DXV,16.9,20.28,0.2,20
DCL,13.72,16.49,0.2,20
VID,5.87,6.99,0.19,19
TMX,9.66,11.48,0.19,19
SVI,5.34,6.37,0.19,19
SDA,30.86,36.58,0.19,19
HVT,3.32,3.95,0.19,19
HAD,9.06,10.75,0.19,19
AGR,11.93,14.22,0.19,19
VGP,7.38,8.74,0.18,18
VE9,4.97,5.87,0.18,18
VC7,8.78,10.39,0.18,18
SJM,25.1,29.7,0.18,18
SDD,23.4,27.6,0.18,18
LUT,20.0,23.6,0.18,18
HAX,2.35,2.77,0.18,18
GGG,16.0,18.8,0.18,18
VTA,8.9,10.4,0.17,17
VST,20.2,23.6,0.17,17
SZL,13.52,15.8,0.17,17
SMC,6.77,7.93,0.17,17
SHI,7.74,9.08,0.17,17
SGD,3.67,4.28,0.17,17
SD4,15.47,18.11,0.17,17
PVI,10.16,11.89,0.17,17
PPC,6.3,7.4,0.17,17
NTL,15.26,17.91,0.17,17
LGC,8.94,10.45,0.17,17
ITC,20.28,23.71,0.17,17
IFS,9.03,10.61,0.17,17
ICG,14.93,17.4,0.17,17
HBC,2.08,2.43,0.17,17
HAP,5.11,5.96,0.17,17
CTI,12.66,14.77,0.17,17
C92,8.83,10.33,0.17,17
BTP,4.11,4.8,0.17,17
VNS,14.45,16.72,0.16,16
SJ1,3.98,4.62,0.16,16
SDT,7.8,9.07,0.16,16
SD7,52.5,60.9,0.16,16
RAL,9.4,10.88,0.16,16
PGS,4.41,5.11,0.16,16
HSI,14.7,17.1,0.16,16
DTT,7.06,8.22,0.16,16
VC9,17.74,20.41,0.15,15
THB,5.07,5.83,0.15,15
TGP,3.38,3.88,0.15,15
STS,20.23,23.26,0.15,15
S55,7.85,9.03,0.15,15
CJC,12.18,14.04,0.15,15
BHC,13.0,14.9,0.15,15
WSS,18.4,21.0,0.14,14
VHG,8.62,9.8,0.14,14
TXM,7.24,8.26,0.14,14
TMC,10.45,11.89,0.14,14
TCL,8.12,9.26,0.14,14
SJS,60.05,68.63,0.14,14
SCC,21.5,24.5,0.14,14
PVL,31.6,36.0,0.14,14
PSC,5.25,5.97,0.14,14
NHC,6.04,6.87,0.14,14
MIC,97.0,110.5,0.14,14
HAI,11.63,13.21,0.14,14
DC4,6.83,7.81,0.14,14
CAP,0.7,0.8,0.14,14
BVH,29.77,33.92,0.14,14
BPC,6.97,7.94,0.14,14
APS,13.78,15.73,0.14,14
SHC,12.7,14.4,0.13,13
SCJ,14.1,15.96,0.13,13
SAF,3.84,4.33,0.13,13
S12,29.28,33.15,0.13,13
PJT,2.24,2.54,0.13,13
PHR,8.16,9.21,0.13,13
CCM,24.41,27.69,0.13,13
BED,4.8,5.43,0.13,13
ATA,28.0,31.6,0.13,13
VNR,4.27,4.77,0.12,12
VE1,15.7,17.6,0.12,12
UNI,36.98,41.5,0.12,12
TCM,5.05,5.68,0.12,12
SSC,17.61,19.71,0.12,12
SRF,2.29,2.57,0.12,12
SDP,25.64,28.81,0.12,12
SCD,17.1,19.2,0.12,12
QTC,2.59,2.9,0.12,12
PVS,9.04,10.15,0.12,12
MSN,19.05,21.26,0.12,12
HTV,5.3,5.92,0.12,12
HPG,2.06,2.31,0.12,12
DVP,7.36,8.26,0.12,12
BT6,61.78,69.16,0.12,12
ACE,5.99,6.68,0.12,12
ABI,4.53,5.06,0.12,12
VTB,4.36,4.86,0.11,11
VNM,9.35,10.4,0.11,11
VFG,7.66,8.52,0.11,11
VC3,5.8,6.46,0.11,11
TTP,29.47,32.74,0.11,11
TST,27.5,30.61,0.11,11
TBX,24.18,26.96,0.11,11
SDB,33.8,37.5,0.11,11
S99,18.03,20.1,0.11,11
QNC,27.32,30.27,0.11,11
NBC,2.91,3.24,0.11,11
MEC,18.84,20.93,0.11,11
ECI,3.16,3.5,0.11,11
VNL,5.29,5.84,0.1,10
TIE,18.34,20.26,0.1,10
