country,requirement
South Korea,eTA/30 days
Sri Lanka,eTA/30 days
Antigua and Barbuda,eVisa
Australia,eVisa
Bahamas,eVisa
Bahrain,eVisa
Benin,eVisa
Bhutan,eVisa
Botswana,eVisa
Burkina Faso,eVisa
Djibouti,eVisa
Egypt,eVisa
Mongolia,eVisa
Myanmar [Burma],eVisa
Oman,eVisa
Pakistan,eVisa
Saint Kitts and Nevis,eVisa
Sao Tome and Principe,eVisa
South Sudan,eVisa
Tajikistan,eVisa
Uganda,eVisa
Lesotho,eVisa/14 days
Azerbaijan,eVisa/30 days
India,eVisa/30 days
Iran,eVisa/30 days
Taiwan,eVisa/30 days
Viet Nam,eVisa/30 days
Congo (Dem. Rep.),eVisa/90 days
Ethiopia,eVisa/90 days
Gabon,eVisa/90 days
Guinea,eVisa/90 days
Kenya,eVisa/90 days
Cote d'Ivoire (Ivory Coast),pre-enrollment/90 days
Angola,pre-visa on arrival
Guyana,pre-visa on arrival
Nigeria,pre-visa on arrival
Sierra Leone,pre-visa on arrival
Seychelles,tourist registration/90 days
Jordan,visa on arrival
Mauritania,visa on arrival
Cape Verde,visa on arrival (EASE)
Tanzania,visa on arrival / eVisa
Armenia,visa on arrival / eVisa/120 days
Cambodia,visa on arrival / eVisa/30 days
Indonesia,visa on arrival / eVisa/30 days
Laos,visa on arrival / eVisa/30 days
Malawi,visa on arrival / eVisa/30 days
Mozambique,visa on arrival / eVisa/30 days
Rwanda,visa on arrival / eVisa/30 days
Bolivia,visa on arrival / eVisa/90 days
Zambia,visa on arrival / eVisa/90 days
Togo,visa on arrival/15 days
Nepal,visa on arrival/150 days
Bangladesh,visa on arrival/30 days
Burundi,visa on arrival/30 days
Jamaica,visa on arrival/30 days
Maldives,visa on arrival/30 days
Palau,visa on arrival/30 days
Somalia,visa on arrival/30 days
Timor-Leste,visa on arrival/30 days
Tuvalu,visa on arrival/30 days
Comoros,visa on arrival/45 days
Mauritius,visa on arrival/60 days
Madagascar,visa on arrival/90 days
Samoa,visa on arrival/90 days
Zimbabwe,visa on arrival/90 days
Afghanistan,visa required
Algeria,visa required
Argentina,visa required
Barbados,visa required
Belize,visa required
Brunei,visa required
Cameroon,visa required
Canada,visa required
Central African Republic,visa required
Chad,visa required
Congo,visa required
Costa Rica,visa required
El Salvador,visa required
Equatorial Guinea,visa required
Eritrea,visa required
Fiji,visa required
Ghana,visa required
Grenada,visa required
Guatemala,visa required
Guinea-Bissau,visa required
Honduras,visa required
Iraq,visa required
Ireland,visa required
Israel,visa required
Japan,visa required
Kazakhstan,visa required
Kiribati,visa required
Kosovo,visa required
Kuwait,visa required
Lebanon,visa required
Liberia,visa required
Libya,visa required
Mali,visa required
Marshall Islands,visa required
Mexico,visa required
Morocco,visa required
Namibia,visa required
Nauru,visa required
New Zealand,visa required
Nicaragua,visa required
Niger,visa required
North Korea,visa required
Papua New Guinea,visa required
Paraguay,visa required
Peru,visa required
Philippines,visa required
Qatar,visa required
Saudi Arabia,visa required
Senegal,visa required
Solomon Islands,visa required
South Africa,visa required
Sudan,visa required
Syria,visa required
Thailand,visa required
Tonga,visa required
Turkmenistan,visa required
United Arab Emirates,visa required
United Kingdom,visa required
United States of America,visa required
Uruguay,visa required
Vanuatu,visa required
Venezuela,visa required
Yemen,visa required
Denmark,visa-free
Dominican Republic,visa-free
Palestinian Territories,visa-free
Hong Kong,visa-free/14 days
Dominica,visa-free/21 days
Belarus,visa-free/30 days
Eswatini,visa-free/30 days
Micronesia,visa-free/30 days
Russian Federation,visa-free/30 days
Singapore,visa-free/30 days
Trinidad and Tobago,visa-free/30 days
Ukraine,visa-free/30 days
Uzbekistan,visa-free/30 days
Georgia,visa-free/360 days
Saint Lucia,visa-free/42 days
Kyrgyzstan,visa-free/60 days
Albania,visa-free/90 days
Andorra,visa-free/90 days
Austria,visa-free/90 days
Belgium,visa-free/90 days
Brazil,visa-free/90 days
Bulgaria,visa-free/90 days
Chile,visa-free/90 days
China,visa-free/90 days
Colombia,visa-free/90 days
Croatia,visa-free/90 days
Cuba,visa-free/90 days
Cyprus,visa-free/90 days
Czech Republic,visa-free/90 days
Ecuador,visa-free/90 days
Estonia,visa-free/90 days
Finland,visa-free/90 days
France,visa-free/90 days
Gambia,visa-free/90 days
Germany,visa-free/90 days
Greece,visa-free/90 days
Haiti,visa-free/90 days
Hungary,visa-free/90 days
Iceland,visa-free/90 days
Italy,visa-free/90 days
Latvia,visa-free/90 days
Liechtenstein,visa-free/90 days
Lithuania,visa-free/90 days
Luxembourg,visa-free/90 days
Macao,visa-free/90 days
Malaysia,visa-free/90 days
Malta,visa-free/90 days
Moldova,visa-free/90 days
Monaco,visa-free/90 days
Montenegro,visa-free/90 days
Netherlands,visa-free/90 days
North Macedonia,visa-free/90 days
Norway,visa-free/90 days
Panama,visa-free/90 days
Poland,visa-free/90 days
Portugal,visa-free/90 days
Romania,visa-free/90 days
San Marino,visa-free/90 days
Serbia,visa-free/90 days
Slovakia,visa-free/90 days
Slovenia,visa-free/90 days
Spain,visa-free/90 days
St. Vincent and the Grenadines,visa-free/90 days
Suriname,visa-free/90 days
Sweden,visa-free/90 days
Switzerland,visa-free/90 days
Tunisia,visa-free/90 days
Türkiye,visa-free/90 days
Vatican City,visa-free/90 days
