country,requirement
Sri Lanka,eTA/30 days
Albania,eVisa
Antigua and Barbuda,eVisa
Australia,eVisa
Bahrain,eVisa
Bhutan,eVisa
Botswana,eVisa
Colombia,eVisa
Djibouti,eVisa
Georgia,eVisa
Kyrgyzstan,eVisa
Moldova,eVisa
Mongolia,eVisa
Oman,eVisa
Pakistan,eVisa
Saint Kitts and Nevis,eVisa
South Sudan,eVisa
Tajikistan,eVisa
Uganda,eVisa
Lesotho,eVisa/14 days
India,eVisa/30 days
Iran,eVisa/30 days
Uzbekistan,eVisa/30 days
Congo (Dem. Rep.),eVisa/90 days
Ethiopia,eVisa/90 days
Gabon,eVisa/90 days
Kenya,eVisa/90 days
Türkiye,eVisa/90 days
Guyana,pre-visa on arrival
Cuba,tourist card/30 days
Seychelles,tourist registration/90 days
Jordan,visa on arrival
Mauritania,visa on arrival
Tanzania,visa on arrival / eVisa
Cambodia,visa on arrival / eVisa/30 days
Laos,visa on arrival / eVisa/30 days
Malawi,visa on arrival / eVisa/30 days
Mozambique,visa on arrival / eVisa/30 days
Rwanda,visa on arrival / eVisa/30 days
Bolivia,visa on arrival / eVisa/90 days
Madagascar,visa on arrival / eVisa/90 days
Zambia,visa on arrival / eVisa/90 days
Nepal,visa on arrival/150 days
Bangladesh,visa on arrival/30 days
Burundi,visa on arrival/30 days
Maldives,visa on arrival/30 days
Nicaragua,visa on arrival/30 days
Palau,visa on arrival/30 days
Somalia,visa on arrival/30 days
Tuvalu,visa on arrival/30 days
Saint Lucia,visa on arrival/42 days
Comoros,visa on arrival/45 days
Marshall Islands,visa on arrival/90 days
Namibia,visa on arrival/90 days
Samoa,visa on arrival/90 days
Zimbabwe,visa on arrival/90 days
Afghanistan,visa required
Algeria,visa required
Andorra,visa required
Argentina,visa required
Armenia,visa required
Austria,visa required
Azerbaijan,visa required
Belarus,visa required
Belgium,visa required
Belize,visa required
Bosnia and Herzegovina,visa required
Brazil,visa required
Brunei,visa required
Bulgaria,visa required
Cameroon,visa required
Canada,visa required
Central African Republic,visa required
Chad,visa required
Chile,visa required
China,visa required
Congo,visa required
Costa Rica,visa required
Croatia,visa required
Cyprus,visa required
Czech Republic,visa required
Denmark,visa required
Dominican Republic,visa required
Egypt,visa required
El Salvador,visa required
Equatorial Guinea,visa required
Eritrea,visa required
Estonia,visa required
Eswatini,visa required
Fiji,visa required
Finland,visa required
France,visa required
Germany,visa required
Greece,visa required
Grenada,visa required
Guatemala,visa required
Honduras,visa required
Hungary,visa required
Iceland,visa required
Indonesia,visa required
Iraq,visa required
Ireland,visa required
Israel,visa required
Italy,visa required
Jamaica,visa required
Japan,visa required
Kazakhstan,visa required
Kiribati,visa required
Kosovo,visa required
Kuwait,visa required
Latvia,visa required
Lebanon,visa required
Libya,visa required
Liechtenstein,visa required
Lithuania,visa required
Luxembourg,visa required
Malta,visa required
Mexico,visa required
Monaco,visa required
Montenegro,visa required
Morocco,visa required
Myanmar [Burma],visa required
Nauru,visa required
Netherlands,visa required
New Zealand,visa required
North Korea,visa required
North Macedonia,visa required
Norway,visa required
Papua New Guinea,visa required
Paraguay,visa required
Peru,visa required
Poland,visa required
Portugal,visa required
Qatar,visa required
Romania,visa required
San Marino,visa required
Saudi Arabia,visa required
Serbia,visa required
Slovakia,visa required
Slovenia,visa required
Solomon Islands,visa required
South Korea,visa required
Spain,visa required
Sudan,visa required
Sweden,visa required
Switzerland,visa required
Syria,visa required
Taiwan,visa required
Thailand,visa required
Tonga,visa required
Trinidad and Tobago,visa required
Turkmenistan,visa required
Ukraine,visa required
United Arab Emirates,visa required
United Kingdom,visa required
United States of America,visa required
Uruguay,visa required
Vanuatu,visa required
Vatican City,visa required
Venezuela,visa required
Viet Nam,visa required
Yemen,visa required
Burkina Faso,visa-free
Gambia,visa-free
Ghana,visa-free
Guinea,visa-free
Guinea-Bissau,visa-free
Liberia,visa-free
Mali,visa-free
Niger,visa-free
Nigeria,visa-free
Palestinian Territories,visa-free
Sao Tome and Principe,visa-free
Sierra Leone,visa-free
Togo,visa-free
Dominica,visa-free/21 days
Angola,visa-free/30 days
Hong Kong,visa-free/30 days
Malaysia,visa-free/30 days
Micronesia,visa-free/30 days
Philippines,visa-free/30 days
Singapore,visa-free/30 days
South Africa,visa-free/30 days
Timor-Leste,visa-free/30 days
Russian Federation,visa-free/60 days
Bahamas,visa-free/90 days
Barbados,visa-free/90 days
Benin,visa-free/90 days
Cote d'Ivoire (Ivory Coast),visa-free/90 days
Ecuador,visa-free/90 days
Haiti,visa-free/90 days
Macao,visa-free/90 days
Mauritius,visa-free/90 days
Panama,visa-free/90 days
Senegal,visa-free/90 days
St. Vincent and the Grenadines,visa-free/90 days
Suriname,visa-free/90 days
Tunisia,visa-free/90 days
