country,requirement
Afghanistan,visa required
Albania,visa-free/90 days
Algeria,visa required
Andorra,visa-free/90 days
Angola,visa required
Antigua and Barbuda,eVisaApply now
Argentina,visa-free/90 days
Armenia,eVisa/120 daysApply now
Australia,eVisaApply now
Austria,visa-free/90 days
Azerbaijan,eVisa/30 daysApply now
Bahamas,visa-free/90 days
Bahrain,eVisaApply now
Bangladesh,visa on arrival/30 days
Barbados,visa-free/90 days
Belarus,visa required
Belgium,visa-free/90 days
Belize,visa-free/30 days
Benin,eVisaApply now
Bhutan,eVisaApply now
Bolivia,visa on arrival / eVisa/90 daysApply now
Bosnia and Herzegovina,visa-free/90 days
Botswana,eVisaApply now
Brazil,visa-free/90 days
Brunei,visa required
Bulgaria,visa-free/90 days
Burkina Faso,eVisaApply now
Burundi,visa on arrival/30 days
Cambodia,visa on arrival / eVisa/30 daysApply now
Cameroon,eVisaApply now
Canada,visa required
Cape Verde,visa on arrival (EASE)Apply now
Central African Republic,visa required
Chad,visa required
Chile,visa-free/90 days
China,visa required
Colombia,visa-free/90 days
Comoros,visa on arrival/45 days
Congo,visa required
Congo (Dem. Rep.),eVisa/90 daysApply now
Costa Rica,visa-free/30 days
Cote d'Ivoire (Ivory Coast),pre-enrollment/90 daysApply now
Croatia,visa-free/90 days
Cuba,tourist card/30 days
Cyprus,visa-free/90 days
Czech Republic,visa-free/90 days
Denmark,visa-free/90 days
Djibouti,eVisaApply now
Dominica,visa-free/21 days
Dominican Republic,visa-free
Ecuador,visa-free/90 days
Egypt,visa required
El Salvador,visa-free/90 days
Equatorial Guinea,eVisaApply now
Eritrea,visa required
Estonia,visa-free/90 days
Eswatini,visa required
Ethiopia,eVisa/90 daysApply now
Fiji,visa required
Finland,visa-free/90 days
France,visa-free/90 days
Gabon,eVisa/90 daysApply now
Gambia,visa required
Georgia,eVisaApply now
Germany,visa-free/90 days
Ghana,visa required
Greece,visa-free/90 days
Grenada,visa required
Guinea,eVisa/90 daysApply now
Guinea-Bissau,visa on arrival/90 days
Guyana,visa required
Haiti,visa-free/90 days
Honduras,visa-free/90 days
Hong Kong,visa-free/30 days
Hungary,visa-free/90 days
Iceland,visa-free/90 days
India,eVisa/30 daysApply now
Indonesia,visa on arrival / eVisa/30 daysApply now
Iran,eVisa/30 daysApply now
Iraq,visa required
Ireland,visa-free/90 days
Israel,visa-free/90 days
Italy,visa-free/90 days
Jamaica,visa-free/30 days
Japan,visa-free/90 days
Jordan,visa on arrival / eVisaApply now
Kazakhstan,eVisaApply now
Kenya,eVisa/90 daysApply now
Kiribati,visa-free/90 days
Kosovo,visa-free/90 days
Kuwait,visa required
Kyrgyzstan,eVisaApply now
Laos,visa on arrival / eVisa/30 daysApply now
Latvia,visa-free/90 days
Lebanon,visa required
Lesotho,eVisa/14 days
Liberia,visa required
Libya,visa required
Liechtenstein,visa-free/90 days
Lithuania,visa-free/90 days
Luxembourg,visa-free/90 days
Macao,visa on arrival/30 days
Madagascar,visa on arrival/90 days
Malawi,visa on arrival / eVisa/30 daysApply now
Malaysia,visa-free/30 days
Maldives,visa on arrival/30 days
Mali,visa required
Malta,visa-free/90 days
Marshall Islands,visa on arrival/90 days
Mauritania,visa on arrival
Mauritius,visa on arrival/60 days
Mexico,visa required
Micronesia,visa-free/30 days
Moldova,visa-free/90 days
Monaco,visa-free/90 days
Mongolia,eVisaApply now
Montenegro,visa-free/90 days
Morocco,visa required
Mozambique,visa on arrival / eVisa/30 daysApply now
Myanmar,eVisaApply now
Namibia,visa required
Nauru,visa required
Nepal,visa on arrival / eVisa/150 daysApply now
Netherlands,visa-free/90 days
New Zealand,visa required
Nicaragua,visa-free/90 days
Niger,visa required
Nigeria,eVisaApply now
North Korea,visa required
North Macedonia,visa-free/90 days
Norway,visa-free/90 days
Oman,eVisaApply now
Pakistan,eVisaApply now
Palau,visa on arrival/30 days
Palestinian Territories,visa-free
Panama,visa-free/90 days
Papua New Guinea,visa required
Paraguay,visa-free/90 days
Peru,visa-free/90 days
Philippines,visa-free/30 days
Poland,visa-free/90 days
Portugal,visa-free/90 days
Qatar,visa required
Romania,visa-free/90 days
Russian Federation,visa-free/90 days
Rwanda,visa on arrival / eVisa/30 daysApply now
Saint Kitts and Nevis,visa-free/90 days
Saint Lucia,visa on arrival/42 days
Samoa,visa on arrival/90 days
San Marino,visa-free/90 days
Sao Tome and Principe,eVisaApply now
Saudi Arabia,visa required
Senegal,visa on arrival/30 days
Serbia,visa required
Seychelles,tourist registration/90 daysApply now
Sierra Leone,eVisaApply now
Singapore,visa-free/30 days
Slovakia,visa-free/90 days
Slovenia,visa-free/90 days
Solomon Islands,visa required
Somalia,visa on arrival/30 days
South Africa,visa required
South Korea,eTA/90 daysApply now
South Sudan,eVisaApply now
Spain,visa-free/90 days
Sri Lanka,eTA/30 daysApply now
St. Vincent and the Grenadines,visa-free/90 days
Sudan,visa required
Suriname,tourist card/90 daysApply now
Sweden,visa-free/90 days
Switzerland,visa-free/90 days
Syria,visa required
Taiwan,visa-free/90 days
Tajikistan,eVisaApply now
Tanzania,visa on arrival / eVisaApply now
Thailand,visa required
Timor-Leste,visa on arrival/30 days
Togo,visa on arrival / eVisa/15 daysApply now
Tonga,visa required
Trinidad and Tobago,visa-free/90 days
Tunisia,visa required
Turkmenistan,visa required
Tuvalu,visa on arrival/30 days
Türkiye,visa-free/90 days
Uganda,eVisaApply now
Ukraine,visa required
United Arab Emirates,visa required
United Kingdom,visa-free/180 days
United States of America,visa required
Uruguay,visa-free/90 days
Uzbekistan,visa-free/30 days
Vanuatu,visa required
Vatican City,visa-free/90 days
Venezuela,visa required
Viet Nam,eVisa/90 daysApply now
Yemen,visa required
Zambia,visa on arrival / eVisa/90 daysApply now
Zimbabwe,visa on arrival/90 days
