country,requirement
Pakistan,eTA/30 days
Sri Lanka,eTA/30 days
Australia,eVisa
Benin,eVisa
Bhutan,eVisa
Botswana,eVisa
Burkina Faso,eVisa
Colombia,eVisa
Djibouti,eVisa
Egypt,eVisa
Georgia,eVisa
Kyrgyzstan,eVisa
Moldova,eVisa
Mongolia,eVisa
Myanmar [Burma],eVisa
Singapore,eVisa
South Africa,eVisa
South Sudan,eVisa
Tajikistan,eVisa
Uganda,eVisa
Zimbabwe,eVisa
Lesotho,eVisa/14 days
Malaysia,eVisa/30 days
Türkiye,eVisa/30 days
Congo (Dem. Rep.),eVisa/90 days
Ethiopia,eVisa/90 days
Guinea,eVisa/90 days
Kenya,eVisa/90 days
Qatar,free visa on arrival/30 days
Cote d'Ivoire (Ivory Coast),pre-enrollment/90 days
Angola,pre-visa on arrival
Guyana,pre-visa on arrival
Nigeria,pre-visa on arrival
Cuba,tourist card/30 days
Seychelles,tourist registration/90 days
Jordan,visa on arrival
Mauritania,visa on arrival
Cape Verde,visa on arrival (EASE)
Tanzania,visa on arrival / eVisa
Oman,visa on arrival / eVisa/21 days
Azerbaijan,visa on arrival / eVisa/30 days
Bahrain,visa on arrival / eVisa/30 days
Cambodia,visa on arrival / eVisa/30 days
Indonesia,visa on arrival / eVisa/30 days
Laos,visa on arrival / eVisa/30 days
Malawi,visa on arrival / eVisa/30 days
Mozambique,visa on arrival / eVisa/30 days
Rwanda,visa on arrival / eVisa/30 days
Thailand,visa on arrival / eVisa/30 days
Bolivia,visa on arrival / eVisa/90 days
Madagascar,visa on arrival / eVisa/90 days
Saudi Arabia,visa on arrival / eVisa/90 days
Brunei,visa on arrival/14 days
Sao Tome and Principe,visa on arrival/15 days
Togo,visa on arrival/15 days
Nepal,visa on arrival/150 days
Bangladesh,visa on arrival/30 days
Burundi,visa on arrival/30 days
Lebanon,visa on arrival/30 days
Macao,visa on arrival/30 days
Maldives,visa on arrival/30 days
Palau,visa on arrival/30 days
Senegal,visa on arrival/30 days
Sierra Leone,visa on arrival/30 days
Somalia,visa on arrival/30 days
Timor-Leste,visa on arrival/30 days
Tuvalu,visa on arrival/30 days
Tonga,visa on arrival/31 days
Comoros,visa on arrival/45 days
Iraq,visa on arrival/60 days
Samoa,visa on arrival/90 days
Afghanistan,visa required
Algeria,visa required
Andorra,visa required
Argentina,visa required
Austria,visa required
Belgium,visa required
Belize,visa required
Brazil,visa required
Bulgaria,visa required
Cameroon,visa required
Canada,visa required
Central African Republic,visa required
Chad,visa required
Chile,visa required
Congo,visa required
Costa Rica,visa required
Croatia,visa required
Cyprus,visa required
Czech Republic,visa required
Denmark,visa required
Dominican Republic,visa required
El Salvador,visa required
Eritrea,visa required
Estonia,visa required
Eswatini,visa required
Finland,visa required
France,visa required
Gambia,visa required
Germany,visa required
Ghana,visa required
Greece,visa required
Guatemala,visa required
Guinea-Bissau,visa required
Honduras,visa required
Hong Kong,visa required
Hungary,visa required
Iceland,visa required
India,visa required
Ireland,visa required
Israel,visa required
Italy,visa required
Japan,visa required
Kiribati,visa required
Kosovo,visa required
Kuwait,visa required
Latvia,visa required
Liberia,visa required
Libya,visa required
Liechtenstein,visa required
Lithuania,visa required
Luxembourg,visa required
Mali,visa required
Malta,visa required
Marshall Islands,visa required
Mexico,visa required
Monaco,visa required
Montenegro,visa required
Namibia,visa required
Nauru,visa required
Netherlands,visa required
New Zealand,visa required
Nicaragua,visa required
Niger,visa required
North Korea,visa required
North Macedonia,visa required
Norway,visa required
Panama,visa required
Papua New Guinea,visa required
Paraguay,visa required
Peru,visa required
Philippines,visa required
Poland,visa required
Portugal,visa required
Romania,visa required
Russian Federation,visa required
San Marino,visa required
Slovakia,visa required
Slovenia,visa required
Solomon Islands,visa required
South Korea,visa required
Spain,visa required
St. Vincent and the Grenadines,visa required
Sudan,visa required
Sweden,visa required
Switzerland,visa required
Syria,visa required
Taiwan,visa required
Trinidad and Tobago,visa required
Tunisia,visa required
Turkmenistan,visa required
Ukraine,visa required
United Kingdom,visa required
United States of America,visa required
Uruguay,visa required
Vatican City,visa required
Venezuela,visa required
Viet Nam,visa required
Yemen,visa required
Equatorial Guinea,visa-free
Palestinian Territories,visa-free
Uzbekistan,visa-free/10 days
Fiji,visa-free/120 days
Kazakhstan,visa-free/14 days
Armenia,visa-free/180 days
Dominica,visa-free/180 days
Iran,visa-free/21 days
Antigua and Barbuda,visa-free/30 days
Barbados,visa-free/30 days
Belarus,visa-free/30 days
Gabon,visa-free/30 days
Grenada,visa-free/30 days
Jamaica,visa-free/30 days
Micronesia,visa-free/30 days
Serbia,visa-free/30 days
Suriname,visa-free/30 days
United Arab Emirates,visa-free/30 days
Vanuatu,visa-free/30 days
Saint Lucia,visa-free/42 days
Albania,visa-free/90 days
Bahamas,visa-free/90 days
Bosnia and Herzegovina,visa-free/90 days
Ecuador,visa-free/90 days
Haiti,visa-free/90 days
Mauritius,visa-free/90 days
Morocco,visa-free/90 days
Saint Kitts and Nevis,visa-free/90 days
Zambia,visa-free/90 days
