country,requirement
China,COVID-19 ban
Canada,eTA/180 days
Pakistan,eTA/30 days
Sri Lanka,eTA/30 days
Australia,eTA/90 days
New Zealand,eTA/90 days
United States of America,eTA/90 days
Benin,eVisa
Bhutan,eVisa
Sao Tome and Principe,eVisa
South Sudan,eVisa
India,eVisa/30 days
Iran,eVisa/30 days
Papua New Guinea,eVisa/60 days
Congo (Dem. Rep.),eVisa/90 days
Ethiopia,eVisa/90 days
Gabon,eVisa/90 days
Qatar,free visa on arrival/30 days
Rwanda,free visa on arrival/90 days
Guyana,pre-visa on arrival
Nigeria,pre-visa on arrival
Seychelles,tourist registration/90 days
Jordan,visa on arrival
Mauritania,visa on arrival
Azerbaijan,visa on arrival / eVisa/30 days
Bahrain,visa on arrival / eVisa/30 days
Egypt,visa on arrival / eVisa/30 days
Malawi,visa on arrival / eVisa/30 days
Mozambique,visa on arrival / eVisa/30 days
Oman,visa on arrival / eVisa/30 days
Bolivia,visa on arrival / eVisa/90 days
Kuwait,visa on arrival / eVisa/90 days
Madagascar,visa on arrival / eVisa/90 days
Saudi Arabia,visa on arrival / eVisa/90 days
Togo,visa on arrival/15 days
Nepal,visa on arrival/150 days
Bangladesh,visa on arrival/30 days
Burundi,visa on arrival/30 days
Lebanon,visa on arrival/30 days
Maldives,visa on arrival/30 days
Palau,visa on arrival/30 days
Sierra Leone,visa on arrival/30 days
Somalia,visa on arrival/30 days
Timor-Leste,visa on arrival/30 days
Tuvalu,visa on arrival/30 days
Tonga,visa on arrival/31 days
Comoros,visa on arrival/45 days
Marshall Islands,visa on arrival/90 days
Samoa,visa on arrival/90 days
Solomon Islands,visa on arrival/90 days
Afghanistan,visa required
Algeria,visa required
Cameroon,visa required
Central African Republic,visa required
Chad,visa required
Congo,visa required
Equatorial Guinea,visa required
Eritrea,visa required
Guinea-Bissau,visa required
Iraq,visa required
Liberia,visa required
Libya,visa required
Mali,visa required
Nauru,visa required
Niger,visa required
North Korea,visa required
Russian Federation,visa required
Sudan,visa required
Syria,visa required
Turkmenistan,visa required
Ukraine,visa required
Venezuela,visa required
Yemen,visa required
Belize,visa-free
Djibouti,visa-free
Dominican Republic,visa-free
Jamaica,visa-free
Lithuania,visa-free
Palestinian Territories,visa-free
Trinidad and Tobago,visa-free
Cape Verde,visa-free (EASE)/30 days
Fiji,visa-free/120 days
Kiribati,visa-free/120 days
Saint Lucia,visa-free/15 days
Antigua and Barbuda,visa-free/180 days
Armenia,visa-free/180 days
Barbados,visa-free/180 days
Dominica,visa-free/180 days
Mexico,visa-free/180 days
Peru,visa-free/180 days
United Kingdom,visa-free/180 days
Angola,visa-free/30 days
Belarus,visa-free/30 days
Brazil,visa-free/30 days
Brunei,visa-free/30 days
Burkina Faso,visa-free/30 days
Cambodia,visa-free/30 days
Chile,visa-free/30 days
Cuba,visa-free/30 days
Eswatini,visa-free/30 days
Guinea,visa-free/30 days
Indonesia,visa-free/30 days
Kazakhstan,visa-free/30 days
Laos,visa-free/30 days
Macao,visa-free/30 days
Malaysia,visa-free/30 days
Micronesia,visa-free/30 days
Mongolia,visa-free/30 days
