country,requirement
Mexico,eTA/180 days
Sri Lanka,eTA/30 days
Australia,eVisa
Bahamas,eVisa
Benin,eVisa
Bhutan,eVisa
Botswana,eVisa
Burkina Faso,eVisa
Djibouti,eVisa
Myanmar [Burma],eVisa
Pakistan,eVisa
Sao Tome and Principe,eVisa
Singapore,eVisa
South Sudan,eVisa
Uganda,eVisa
Lesotho,eVisa/14 days
India,eVisa/30 days
Iran,eVisa/30 days
Congo (Dem. Rep.),eVisa/90 days
Ethiopia,eVisa/90 days
Gabon,eVisa/90 days
Guinea,eVisa/90 days
Kenya,eVisa/90 days
Malawi,eVisa/90 days
Qatar,free visa on arrival/90 days
Cote d'Ivoire (Ivory Coast),pre-enrollment/90 days
Angola,pre-visa on arrival
Guyana,pre-visa on arrival
Nigeria,pre-visa on arrival
Cuba,tourist card/30 days
Seychelles,tourist registration/90 days
Jordan,visa on arrival
Mauritania,visa on arrival
Cape Verde,visa on arrival (EASE)
Tanzania,visa on arrival / eVisa
Bahrain,visa on arrival / eVisa/30 days
Cambodia,visa on arrival / eVisa/30 days
Egypt,visa on arrival / eVisa/30 days
Indonesia,visa on arrival / eVisa/30 days
Laos,visa on arrival / eVisa/30 days
Mozambique,visa on arrival / eVisa/30 days
Oman,visa on arrival / eVisa/30 days
Rwanda,visa on arrival / eVisa/30 days
Bolivia,visa on arrival / eVisa/90 days
Kuwait,visa on arrival / eVisa/90 days
Madagascar,visa on arrival / eVisa/90 days
Saudi Arabia,visa on arrival / eVisa/90 days
Zambia,visa on arrival / eVisa/90 days
Togo,visa on arrival/15 days
Nepal,visa on arrival/150 days
Bangladesh,visa on arrival/30 days
Burundi,visa on arrival/30 days
Lebanon,visa on arrival/30 days
Macao,visa on arrival/30 days
Maldives,visa on arrival/30 days
Palau,visa on arrival/30 days
Senegal,visa on arrival/30 days
Sierra Leone,visa on arrival/30 days
Somalia,visa on arrival/30 days
Timor-Leste,visa on arrival/30 days
Tuvalu,visa on arrival/30 days
Tonga,visa on arrival/31 days
Comoros,visa on arrival/45 days
Samoa,visa on arrival/90 days
Zimbabwe,visa on arrival/90 days
Afghanistan,visa required
Algeria,visa required
Belize,visa required
Cameroon,visa required
Canada,visa required
Central African Republic,visa required
Chad,visa required
China,visa required
Congo,visa required
Equatorial Guinea,visa required
Eritrea,visa required
Ghana,visa required
Guinea-Bissau,visa required
Iraq,visa required
Japan,visa required
Kiribati,visa required
Liberia,visa required
Libya,visa required
Mali,visa required
Mongolia,visa required
Morocco,visa required
Nauru,visa required
New Zealand,visa required
Niger,visa required
North Korea,visa required
Papua New Guinea,visa required
Philippines,visa required
Saint Lucia,visa required
Solomon Islands,visa required
South Africa,visa required
South Korea,visa required
Sudan,visa required
Syria,visa required
Taiwan,visa required
Trinidad and Tobago,visa required
Turkmenistan,visa required
United Kingdom,visa required
United States of America,visa required
Venezuela,visa required
Viet Nam,visa required
Yemen,visa required
Armenia,visa-free
Belarus,visa-free
Dominican Republic,visa-free
Palestinian Territories,visa-free
Uzbekistan,visa-free
Fiji,visa-free/120 days
Hong Kong,visa-free/14 days
Antigua and Barbuda,visa-free/180 days
Peru,visa-free/180 days
Barbados,visa-free/28 days
Bosnia and Herzegovina,visa-free/30 days
Brunei,visa-free/30 days
Eswatini,visa-free/30 days
Jamaica,visa-free/30 days
Malaysia,visa-free/30 days
Micronesia,visa-free/30 days
Thailand,visa-free/30 days
United Arab Emirates,visa-free/30 days
Georgia,visa-free/360 days
Albania,visa-free/90 days
Andorra,visa-free/90 days
Argentina,visa-free/90 days
Austria,visa-free/90 days
Azerbaijan,visa-free/90 days
Belgium,visa-free/90 days
Brazil,visa-free/90 days
Bulgaria,visa-free/90 days
Chile,visa-free/90 days
Colombia,visa-free/90 days
Costa Rica,visa-free/90 days
Croatia,visa-free/90 days
Cyprus,visa-free/90 days
Czech Republic,visa-free/90 days
Denmark,visa-free/90 days
Dominica,visa-free/90 days
Ecuador,visa-free/90 days
El Salvador,visa-free/90 days
Estonia,visa-free/90 days
Finland,visa-free/90 days
France,visa-free/90 days
Gambia,visa-free/90 days
Germany,visa-free/90 days
Greece,visa-free/90 days
Grenada,visa-free/90 days
Guatemala,visa-free/90 days
Haiti,visa-free/90 days
Honduras,visa-free/90 days
Hungary,visa-free/90 days
Iceland,visa-free/90 days
Ireland,visa-free/90 days
Israel,visa-free/90 days
Italy,visa-free/90 days
Kazakhstan,visa-free/90 days
Kosovo,visa-free/90 days
Kyrgyzstan,visa-free/90 days
Latvia,visa-free/90 days
Liechtenstein,visa-free/90 days
Lithuania,visa-free/90 days
Luxembourg,visa-free/90 days
Malta,visa-free/90 days
Marshall Islands,visa-free/90 days
Mauritius,visa-free/90 days
Moldova,visa-free/90 days
Monaco,visa-free/90 days
Montenegro,visa-free/90 days
Namibia,visa-free/90 days
Netherlands,visa-free/90 days
Nicaragua,visa-free/90 days
North Macedonia,visa-free/90 days
Norway,visa-free/90 days
Panama,visa-free/90 days
Paraguay,visa-free/90 days
Poland,visa-free/90 days
Portugal,visa-free/90 days
Romania,visa-free/90 days
Russian Federation,visa-free/90 days
Saint Kitts and Nevis,visa-free/90 days
San Marino,visa-free/90 days
Serbia,visa-free/90 days
Slovakia,visa-free/90 days
Slovenia,visa-free/90 days
Spain,visa-free/90 days
St. Vincent and the Grenadines,visa-free/90 days
Suriname,visa-free/90 days
Sweden,visa-free/90 days
