country,requirement
Sri Lanka,eTA/30 days
Albania,eVisa
Antigua and Barbuda,eVisa
Australia,eVisa
Bahamas,eVisa
Bahrain,eVisa
Bhutan,eVisa
Botswana,eVisa
Colombia,eVisa
Djibouti,eVisa
Ecuador,eVisa
Georgia,eVisa
Jordan,eVisa
Kenya,eVisa
Kyrgyzstan,eVisa
Moldova,eVisa
Mozambique,eVisa
Oman,eVisa
Saint Kitts and Nevis,eVisa
Sao Tome and Principe,eVisa
Singapore,eVisa
South Sudan,eVisa
Tajikistan,eVisa
Tanzania,eVisa
Uganda,eVisa
Uzbekistan,eVisa
Zambia,eVisa
Zimbabwe,eVisa
Lesotho,eVisa/14 days
Congo (Dem. Rep.),eVisa/90 days
Ethiopia,eVisa/90 days
Gabon,eVisa/90 days
Guinea,eVisa/90 days
Malawi,eVisa/90 days
Canada,not admitted
Cote d'Ivoire (Ivory Coast),pre-enrollment/90 days
Angola,pre-visa on arrival
Guyana,pre-visa on arrival
Sierra Leone,pre-visa on arrival
Seychelles,tourist registration/90 days
Mauritania,visa on arrival
Nigeria,visa on arrival
Cape Verde,visa on arrival (EASE)
Cambodia,visa on arrival / eVisa/30 days
Laos,visa on arrival / eVisa/30 days
Rwanda,visa on arrival / eVisa/30 days
Bolivia,visa on arrival / eVisa/90 days
Madagascar,visa on arrival / eVisa/90 days
Togo,visa on arrival/15 days
Bangladesh,visa on arrival/30 days
Burkina Faso,visa on arrival/30 days
Burundi,visa on arrival/30 days
Ghana,visa on arrival/30 days
Lebanon,visa on arrival/30 days
Macao,visa on arrival/30 days
Maldives,visa on arrival/30 days
Palau,visa on arrival/30 days
Timor-Leste,visa on arrival/30 days
Tuvalu,visa on arrival/30 days
Comoros,visa on arrival/45 days
Samoa,visa on arrival/90 days
Afghanistan,visa required
Algeria,visa required
Andorra,visa required
Argentina,visa required
Armenia,visa required
Austria,visa required
Azerbaijan,visa required
Barbados,visa required
Belarus,visa required
Belgium,visa required
Belize,visa required
Bosnia and Herzegovina,visa required
Brazil,visa required
Brunei,visa required
Bulgaria,visa required
Cameroon,visa required
Central African Republic,visa required
Chad,visa required
Chile,visa required
China,visa required
Congo,visa required
Costa Rica,visa required
Croatia,visa required
Cuba,visa required
Cyprus,visa required
Czech Republic,visa required
Denmark,visa required
Dominican Republic,visa required
Egypt,visa required
El Salvador,visa required
Equatorial Guinea,visa required
Eritrea,visa required
Estonia,visa required
Eswatini,visa required
Fiji,visa required
Finland,visa required
France,visa required
Germany,visa required
Greece,visa required
Grenada,visa required
Guatemala,visa required
Guinea-Bissau,visa required
Honduras,visa required
Hong Kong,visa required
Hungary,visa required
Iceland,visa required
India,visa required
Indonesia,visa required
Iran,visa required
Iraq,visa required
Ireland,visa required
Israel,visa required
Italy,visa required
Jamaica,visa required
Japan,visa required
Kazakhstan,visa required
Kiribati,visa required
Kosovo,visa required
Kuwait,visa required
Latvia,visa required
Liberia,visa required
Libya,visa required
Liechtenstein,visa required
Lithuania,visa required
Luxembourg,visa required
Mali,visa required
Malta,visa required
Marshall Islands,visa required
Mauritius,visa required
Mexico,visa required
Monaco,visa required
Mongolia,visa required
Montenegro,visa required
Morocco,visa required
Myanmar [Burma],visa required
Namibia,visa required
Nauru,visa required
Nepal,visa required
Netherlands,visa required
New Zealand,visa required
Nicaragua,visa required
Niger,visa required
North Korea,visa required
North Macedonia,visa required
Norway,visa required
Pakistan,visa required
Panama,visa required
Papua New Guinea,visa required
Paraguay,visa required
Peru,visa required
Philippines,visa required
Poland,visa required
Portugal,visa required
Qatar,visa required
Romania,visa required
Russian Federation,visa required
Saint Lucia,visa required
San Marino,visa required
Saudi Arabia,visa required
Senegal,visa required
Serbia,visa required
Slovakia,visa required
Slovenia,visa required
Solomon Islands,visa required
South Africa,visa required
South Korea,visa required
Spain,visa required
Sudan,visa required
Sweden,visa required
Switzerland,visa required
Syria,visa required
Taiwan,visa required
Thailand,visa required
Tonga,visa required
Trinidad and Tobago,visa required
Tunisia,visa required
Turkmenistan,visa required
Türkiye,visa required
Ukraine,visa required
United Arab Emirates,visa required
United Kingdom,visa required
United States of America,visa required
Uruguay,visa required
Vanuatu,visa required
Vatican City,visa required
Venezuela,visa required
Viet Nam,visa required
Yemen,visa required
Palestinian Territories,visa-free
Dominica,visa-free/21 days
Malaysia,visa-free/30 days
Micronesia,visa-free/30 days
Benin,visa-free/90 days
Gambia,visa-free/90 days
Haiti,visa-free/90 days
St. Vincent and the Grenadines,visa-free/90 days
Suriname,visa-free/90 days
