symbol,first,last,change,change_percentage
SGS,6.5,50.96,6.84,684
SCO,3.7,10.1,1.73,173
BTG,6.93,12.7,0.83,83
VIC,9.39,15.52,0.65,65
STS,10.18,16.32,0.6,60
SAF,3.13,4.94,0.58,58
VNF,6.96,10.27,0.48,48
SBS,23.6,35.0,0.48,48
CTI,15.53,23.03,0.48,48
MSN,26.25,38.6,0.47,47
DLG,15.99,23.08,0.44,44
BVS,15.0,21.67,0.44,44
TCM,5.3,7.55,0.42,42
LCD,5.1,7.03,0.38,38
DBM,13.41,18.5,0.38,38
VBH,13.74,18.26,0.33,33
HCC,3.75,4.98,0.33,33
WSB,8.14,10.65,0.31,31
TBX,35.15,45.93,0.31,31
SBT,3.86,5.02,0.3,30
VDL,8.1,10.35,0.28,28
TRC,23.18,29.65,0.28,28
AGR,8.65,10.96,0.27,27
PFL,10.9,13.7,0.26,26
VFC,11.6,14.51,0.25,25
HQC,22.48,27.99,0.25,25
DPM,8.85,11.02,0.25,25
BMJ,4.01,5.0,0.25,25
SAV,7.25,8.89,0.23,23
PVD,16.76,20.66,0.23,23
PSC,7.27,8.96,0.23,23
CTG,6.58,8.09,0.23,23
TRA,8.92,10.87,0.22,22
TCT,6.73,8.16,0.21,21
SCR,10.82,13.05,0.21,21
SSI,6.85,8.23,0.2,20
LUT,26.7,32.0,0.2,20
DPR,17.18,20.46,0.19,19
BVH,40.67,48.58,0.19,19
PGD,6.79,8.04,0.18,18
IMP,11.85,13.93,0.18,18
BTS,6.86,8.09,0.18,18
TMS,6.47,7.53,0.16,16
SRF,1.99,2.3,0.16,16
PTC,3.83,4.44,0.16,16
NTP,7.6,8.85,0.16,16
NT2,3.79,4.39,0.16,16
ACC,6.28,7.21,0.15,15
VKC,6.73,7.66,0.14,14
VFG,7.24,8.24,0.14,14
SPD,4.72,5.36,0.14,14
DVP,6.91,7.86,0.14,14
DQC,7.11,8.11,0.14,14
VND,2.71,3.05,0.13,13
TCR,6.79,7.65,0.13,13
EIB,7.6,8.56,0.13,13
ATA,24.6,27.8,0.13,13
VNL,4.74,5.32,0.12,12
SHB,3.42,3.83,0.12,12
PMS,5.39,6.01,0.12,12
DAC,41.5,46.5,0.12,12
GDT,2.79,3.11,0.11,11
VCB,10.68,11.7,0.1,10
THB,4.63,5.07,0.1,10
ITC,13.25,14.59,0.1,10
HPT,6.17,6.76,0.1,10
HAI,10.38,11.45,0.1,10
WCS,16.51,17.98,0.09,9
SCD,17.94,19.55,0.09,9
REE,6.33,6.92,0.09,9
RCL,13.89,15.09,0.09,9
PGS,7.35,8.02,0.09,9
HRC,27.69,30.21,0.09,9
HAG,58.74,64.3,0.09,9
VNR,4.72,5.09,0.08,8
PHR,7.99,8.62,0.08,8
LSS,12.6,13.56,0.08,8
HAD,9.06,9.79,0.08,8
CTS,4.04,4.38,0.08,8
ACB,5.08,5.48,0.08,8
SVI,5.41,5.77,0.07,7
NVB,7.6,8.12,0.07,7
NBB,26.02,27.93,0.07,7
KBC,22.25,23.87,0.07,7
FMC,2.01,2.15,0.07,7
DXP,5.22,5.58,0.07,7
CTB,3.25,3.47,0.07,7
