symbol,first,last,change,change_percentage
SIC,3.08,4.47,0.45,45
SPI,9.8,13.7,0.4,40
DTC,6.04,7.9,0.31,31
ICI,4.69,5.95,0.27,27
ATA,5.3,6.7,0.26,26
IME,28.86,35.52,0.23,23
BPC,10.1,12.38,0.23,23
SGS,3.39,4.13,0.22,22
SJM,1.9,2.3,0.21,21
SVN,4.0,4.8,0.2,20
TBD,15.47,18.44,0.19,19
HTC,12.48,14.82,0.19,19
LM3,3.4,4.0,0.18,18
VDN,11.94,13.83,0.16,16
VC6,4.68,5.44,0.16,16
PXT,6.9,8.0,0.16,16
ND2,5.42,6.3,0.16,16
MPT,8.56,9.95,0.16,16
DID,3.99,4.63,0.16,16
SAV,2.77,3.18,0.15,15
PTE,4.7,5.4,0.15,15
PIV,8.17,9.38,0.15,15
HU1,3.75,4.33,0.15,15
BBS,9.38,10.78,0.15,15
PTL,2.1,2.4,0.14,14
PFL,1.5,1.7,0.13,13
LDG,4.79,5.42,0.13,13
HU4,1.81,2.05,0.13,13
HAX,5.1,5.75,0.13,13
BMJ,3.43,3.88,0.13,13
VHC,12.0,13.5,0.12,12
TDW,16.65,18.58,0.12,12
SSN,12.0,13.4,0.12,12
PJT,5.41,6.04,0.12,12
CCL,2.39,2.67,0.12,12
ACM,3.87,4.34,0.12,12
THB,8.78,9.75,0.11,11
SMA,3.51,3.89,0.11,11
NVB,4.39,4.87,0.11,11
KSH,3.6,4.0,0.11,11
AAM,6.54,7.27,0.11,11
VTI,2.9,3.2,0.1,10
TSB,6.91,7.6,0.1,10
SJC,6.3,6.9,0.1,10
SGH,8.19,9.01,0.1,10
SGC,26.77,29.38,0.1,10
QNC,6.3,6.9,0.1,10
PVR,3.1,3.4,0.1,10
PEN,5.09,5.59,0.1,10
HHG,5.03,5.51,0.1,10
H11,7.62,8.4,0.1,10
DDM,1.0,1.1,0.1,10
AAA,11.3,12.46,0.1,10
UDC,3.34,3.63,0.09,9
TKU,3.47,3.77,0.09,9
TDS,5.37,5.85,0.09,9
SPM,14.1,15.35,0.09,9
PVL,2.2,2.4,0.09,9
NDC,17.44,18.95,0.09,9
MCO,2.3,2.5,0.09,9
LHG,12.82,13.95,0.09,9
HVX,4.58,4.99,0.09,9
HAS,6.08,6.62,0.09,9
CTI,16.25,17.71,0.09,9
ALT,8.03,8.79,0.09,9
VC2,7.6,8.17,0.08,8
SRF,9.69,10.43,0.08,8
KBC,9.62,10.39,0.08,8
HSG,9.63,10.43,0.08,8
HIG,5.52,5.95,0.08,8
FID,13.08,14.11,0.08,8
DP3,13.48,14.61,0.08,8
DCS,3.6,3.9,0.08,8
CLW,12.51,13.45,0.08,8
C47,6.82,7.35,0.08,8
VTB,6.7,7.17,0.07,7
VPS,9.7,10.39,0.07,7
TC6,4.01,4.31,0.07,7
POM,6.02,6.42,0.07,7
MAC,6.89,7.35,0.07,7
LIG,5.46,5.83,0.07,7
KDM,12.1,13.0,0.07,7
DVP,39.92,42.57,0.07,7
BLF,3.91,4.2,0.07,7
BDB,3.32,3.55,0.07,7
VSG,1.6,1.7,0.06,6
VC5,1.8,1.9,0.06,6
TTZ,4.25,4.51,0.06,6
TRA,55.88,59.17,0.06,6
THT,3.89,4.14,0.06,6
TFC,10.25,10.9,0.06,6
SSC,33.25,35.29,0.06,6
SJ1,7.29,7.72,0.06,6
SDK,12.62,13.44,0.06,6
QCC,5.01,5.3,0.06,6
PSP,8.48,9.02,0.06,6
PMP,8.14,8.66,0.06,6
MWG,9.39,9.92,0.06,6
LUT,3.4,3.6,0.06,6
KSD,3.5,3.7,0.06,6
KKC,8.47,9.02,0.06,6
HOT,22.3,23.65,0.06,6
HDA,7.11,7.56,0.06,6
HCM,8.29,8.75,0.06,6
COM,28.68,30.43,0.06,6
CNT,1.6,1.7,0.06,6
ANV,2.41,2.55,0.06,6
AMC,17.61,18.73,0.06,6
VKC,11.69,12.29,0.05,5
TNC,5.87,6.19,0.05,5
TLG,29.93,31.52,0.05,5
RCD,9.15,9.64,0.05,5
PXA,2.2,2.3,0.05,5
POT,12.04,12.61,0.05,5
ONE,4.38,4.59,0.05,5
NGC,8.26,8.7,0.05,5
KTL,12.48,13.07,0.05,5
KPF,4.97,5.2,0.05,5
KHL,1.9,2.0,0.05,5
HLG,8.1,8.5,0.05,5
HCT,8.73,9.15,0.05,5
