symbol,first,last,change,change_percentage
SCC,0.5,5.5,10.0,1000
SSN,2.3,8.1,2.52,252
PMW,12.82,33.34,1.6,160
PMJ,4.53,10.34,1.28,128
ABR,7.1,15.7,1.21,121
SNC,6.89,14.32,1.08,108
VIH,9.8,17.96,0.83,83
CID,5.7,10.4,0.82,82
PPP,6.89,12.38,0.8,80
KIP,9.05,15.68,0.73,73
BTN,4.2,7.2,0.71,71
SJG,4.88,8.1,0.66,66
SIP,45.3,74.39,0.64,64
LM7,4.5,7.2,0.6,60
CTX,7.18,11.49,0.6,60
LBE,8.77,13.97,0.59,59
TMB,5.09,8.02,0.58,58
VCX,1.6,2.5,0.56,56
LM8,13.37,20.88,0.56,56
EIN,2.7,4.2,0.56,56
TNW,4.95,7.66,0.55,55
DAH,8.51,13.15,0.55,55
CTR,12.32,19.11,0.55,55
TAW,8.74,13.19,0.51,51
HMG,9.0,13.5,0.5,50
BEL,5.81,8.72,0.5,50
FRM,8.97,13.27,0.48,48
CNN,16.16,23.89,0.48,48
HTM,7.26,10.69,0.47,47
HFB,7.82,11.46,0.47,47
VIF,12.45,18.09,0.45,45
L35,6.7,9.7,0.45,45
NBW,14.86,21.34,0.44,44
VDT,11.08,15.88,0.43,43
NDP,16.22,23.26,0.43,43
PTT,3.6,5.1,0.42,42
BKH,35.81,50.85,0.42,42
KMT,4.7,6.64,0.41,41
DHT,26.24,37.06,0.41,41
FRC,11.18,15.55,0.39,39
POV,5.34,7.39,0.38,38
SAS,22.67,31.03,0.37,37
D11,9.88,13.55,0.37,37
XHC,16.0,21.84,0.36,36
TMX,9.25,12.56,0.36,36
TIP,21.08,28.64,0.36,36
CCR,13.13,17.67,0.35,35
CC4,8.24,11.16,0.35,35
DIH,14.71,19.78,0.34,34
NAP,8.59,11.42,0.33,33
VCM,19.58,25.94,0.32,32
NTC,75.18,99.53,0.32,32
CMI,1.06,1.4,0.32,32
PHN,15.49,20.31,0.31,31
HNM,4.2,5.5,0.31,31
DNE,6.21,8.13,0.31,31
NST,10.86,14.09,0.3,30
TGG,3.0,3.86,0.29,29
GTS,5.12,6.6,0.29,29
CAD,0.31,0.4,0.29,29
VTK,11.29,14.41,0.28,28
SZE,7.66,9.84,0.28,28
NHT,20.12,25.67,0.28,28
TTG,6.0,7.6,0.27,27
ASA,1.1,1.4,0.27,27
PIS,7.81,9.82,0.26,26
BDT,11.33,14.27,0.26,26
VIW,6.4,8.0,0.25,25
VCS,50.13,62.58,0.25,25
V15,0.32,0.4,0.25,25
SVN,1.2,1.5,0.25,25
SJM,0.8,1.0,0.25,25
L12,7.15,8.97,0.25,25
DNL,9.93,12.41,0.25,25
DCS,0.4,0.5,0.25,25
ATB,0.8,1.0,0.25,25
ANT,5.3,6.6,0.25,25
VMG,2.1,2.6,0.24,24
PWS,20.86,25.97,0.24,24
BIC,16.36,20.25,0.24,24
AFX,4.1,5.1,0.24,24
PSL,11.8,14.53,0.23,23
POT,14.86,18.26,0.23,23
NQN,11.89,14.68,0.23,23
SIC,8.09,9.89,0.22,22
MKP,41.2,50.14,0.22,22
C69,13.1,16.03,0.22,22
SII,17.95,21.65,0.21,21
RCD,13.87,16.79,0.21,21
PXS,4.96,5.99,0.21,21
PCN,3.4,4.1,0.21,21
KHS,8.12,9.84,0.21,21
GEG,16.5,19.9,0.21,21
VGL,17.64,21.13,0.2,20
VC6,6.43,7.71,0.2,20
VC1,11.29,13.5,0.2,20
SZL,35.75,42.84,0.2,20
SMB,23.83,28.59,0.2,20
SHE,6.1,7.33,0.2,20
ITC,8.48,10.14,0.2,20
HU6,6.11,7.33,0.2,20
DTC,11.44,13.76,0.2,20
BSL,8.45,10.14,0.2,20
ALT,11.85,14.23,0.2,20
VPS,8.72,10.35,0.19,19
VEC,11.1,13.2,0.19,19
SZC,17.22,20.45,0.19,19
NTP,18.26,21.48,0.18,18
MIM,10.15,12.0,0.18,18
MBG,5.12,6.04,0.18,18
HDA,5.5,6.48,0.18,18
GTD,6.0,7.1,0.18,18
CMX,13.61,16.05,0.18,18
SRT,3.6,4.2,0.17,17
SAF,28.46,33.41,0.17,17
PHR,45.24,53.09,0.17,17
LKW,18.5,21.71,0.17,17
KOS,16.55,19.36,0.17,17
IDV,15.41,17.98,0.17,17
EVF,4.27,4.98,0.17,17
CKV,11.32,13.24,0.17,17
AGP,13.68,15.98,0.17,17
VLB,25.82,29.91,0.16,16
SFN,17.12,19.8,0.16,16
HAX,8.97,10.4,0.16,16
GVR,11.52,13.41,0.16,16
DGT,23.3,27.0,0.16,16
DC1,5.68,6.61,0.16,16
BBS,7.01,8.14,0.16,16
WSB,31.29,35.83,0.15,15
VNT,33.13,38.06,0.15,15
VFR,4.1,4.7,0.15,15
VAT,2.0,2.3,0.15,15
TVM,7.32,8.42,0.15,15
TVC,9.2,10.58,0.15,15
TVB,7.73,8.87,0.15,15
TNB,4.05,4.66,0.15,15
SGS,17.28,19.85,0.15,15
SCI,7.3,8.42,0.15,15
NET,21.66,24.88,0.15,15
MDF,5.77,6.61,0.15,15
KHD,30.42,34.95,0.15,15
IME,26.7,30.7,0.15,15
H11,8.0,9.2,0.15,15
DTT,10.57,12.13,0.15,15
DPG,25.0,28.85,0.15,15
CMD,11.17,12.8,0.15,15
BHP,9.06,10.39,0.15,15
BDW,10.28,11.82,0.15,15
BCM,23.53,27.0,0.15,15
APP,5.69,6.57,0.15,15
ADP,6.39,7.34,0.15,15
ABI,17.34,19.99,0.15,15
VSM,7.67,8.77,0.14,14
VLF,0.7,0.8,0.14,14
VCP,23.88,27.21,0.14,14
TSC,1.49,1.7,0.14,14
TRC,25.37,28.91,0.14,14
TOT,3.63,4.13,0.14,14
TOP,0.7,0.8,0.14,14
TNS,2.1,2.4,0.14,14
TA6,4.65,5.32,0.14,14
SEA,12.18,13.86,0.14,14
NUE,5.23,5.95,0.14,14
MTV,9.88,11.27,0.14,14
