symbol,first,last,change,change_percentage
SPI,8.4,14.0,0.67,67
SDV,2.87,4.76,0.66,66
TPP,2.0,3.17,0.58,58
TPH,2.17,3.31,0.53,53
HDM,2.13,3.15,0.48,48
DHM,15.33,22.34,0.46,46
C92,3.54,5.12,0.45,45
ADP,0.95,1.38,0.45,45
SCO,4.6,6.6,0.43,43
SD1,2.7,3.8,0.41,41
QHD,1.52,2.09,0.37,37
STT,2.24,2.98,0.33,33
VSI,2.44,3.17,0.3,30
NDC,1.83,2.34,0.28,28
BBC,11.75,15.09,0.28,28
VE2,4.05,5.11,0.26,26
SGS,1.81,2.26,0.25,25
BXH,2.0,2.5,0.25,25
VTB,2.54,3.16,0.24,24
SDN,3.8,4.73,0.24,24
FCN,4.51,5.57,0.24,24
DNM,4.32,5.37,0.24,24
DHC,1.14,1.41,0.24,24
KDC,10.37,12.8,0.23,23
HAT,10.62,13.02,0.23,23
CMV,5.02,6.11,0.22,22
WSB,8.69,10.55,0.21,21
AME,1.35,1.64,0.21,21
S12,2.36,2.83,0.2,20
TCO,4.43,5.26,0.19,19
QTC,3.27,3.89,0.19,19
INN,3.54,4.2,0.19,19
PVR,3.3,3.9,0.18,18
HEV,3.8,4.49,0.18,18
HAD,7.59,8.99,0.18,18
VKC,2.64,3.1,0.17,17
FDC,12.24,14.34,0.17,17
DTA,2.76,3.24,0.17,17
VIX,1.27,1.47,0.16,16
VCM,2.73,3.18,0.16,16
TTG,4.17,4.83,0.16,16
SD2,2.77,3.21,0.16,16
PPS,2.99,3.48,0.16,16
PPC,3.23,3.76,0.16,16
MCC,5.64,6.56,0.16,16
HLA,3.7,4.3,0.16,16
DMC,8.88,10.27,0.16,16
DAD,3.17,3.67,0.16,16
CLG,3.71,4.3,0.16,16
SGD,2.83,3.25,0.15,15
PMC,10.73,12.31,0.15,15
GTH,3.94,4.54,0.15,15
GSP,2.05,2.35,0.15,15
EID,3.17,3.65,0.15,15
PSC,2.79,3.17,0.14,14
AMV,1.04,1.19,0.14,14
TMP,4.17,4.72,0.13,13
SED,3.77,4.26,0.13,13
NSC,20.35,23.0,0.13,13
GHC,8.87,9.98,0.13,13
ASP,2.02,2.29,0.13,13
VLF,8.93,10.01,0.12,12
TCL,3.72,4.18,0.12,12
SVT,5.2,5.82,0.12,12
SDT,2.79,3.13,0.12,12
LCC,1.6,1.8,0.12,12
JVC,13.13,14.73,0.12,12
HCC,2.37,2.65,0.12,12
DIH,4.89,5.5,0.12,12
DAE,3.81,4.27,0.12,12
BSC,6.01,6.73,0.12,12
TLG,3.51,3.89,0.11,11
THB,3.91,4.34,0.11,11
SHC,2.7,3.0,0.11,11
PCG,3.49,3.89,0.11,11
ONE,1.96,2.17,0.11,11
NAG,1.74,1.94,0.11,11
HPB,3.87,4.29,0.11,11
DZM,3.41,3.78,0.11,11
CKV,3.98,4.41,0.11,11
BHC,1.9,2.1,0.11,11
ABI,2.5,2.77,0.11,11
TIG,1.15,1.27,0.1,10
TCM,2.23,2.46,0.1,10
PTS,2.92,3.22,0.1,10
PMT,18.84,20.7,0.1,10
MDF,2.9,3.19,0.1,10
DDN,3.57,3.93,0.1,10
C47,3.62,3.98,0.1,10
ADC,1.93,2.13,0.1,10
VNR,4.84,5.29,0.09,9
TNG,1.04,1.13,0.09,9
TKC,1.94,2.12,0.09,9
SFI,4.47,4.88,0.09,9
PTL,2.2,2.4,0.09,9
PTD,5.17,5.63,0.09,9
NVT,4.6,5.0,0.09,9
MAS,2.83,3.08,0.09,9
DXP,5.67,6.17,0.09,9
DIC,4.09,4.45,0.09,9
CYC,2.2,2.4,0.09,9
BTT,9.93,10.79,0.09,9
BED,4.24,4.62,0.09,9
SDJ,1.3,1.4,0.08,8
SD4,2.32,2.51,0.08,8
SAF,4.49,4.83,0.08,8
PTB,1.72,1.86,0.08,8
LDP,6.82,7.34,0.08,8
LBM,2.1,2.26,0.08,8
HCT,4.13,4.48,0.08,8
DCL,1.94,2.09,0.08,8
CTG,9.12,9.81,0.08,8
CCM,6.8,7.35,0.08,8
CAP,1.89,2.04,0.08,8
VC7,1.59,1.7,0.07,7
TIS,5.4,5.8,0.07,7
SVI,9.59,10.24,0.07,7
SMB,3.35,3.58,0.07,7
SGC,7.57,8.08,0.07,7
NET,6.01,6.45,0.07,7
MHL,6.23,6.67,0.07,7
LUT,7.1,7.6,0.07,7
HNM,4.43,4.73,0.07,7
DBC,3.76,4.04,0.07,7
CAN,13.43,14.37,0.07,7
ALT,8.77,9.36,0.07,7
VFC,5.53,5.87,0.06,6
TYA,1.27,1.35,0.06,6
TDW,11.13,11.81,0.06,6
TDN,2.02,2.14,0.06,6
TCT,12.27,12.97,0.06,6
SMC,4.26,4.5,0.06,6
SLS,6.54,6.93,0.06,6
SC5,6.69,7.08,0.06,6
PID,6.5,6.9,0.06,6
PDR,2.91,3.09,0.06,6
NNC,4.55,4.81,0.06,6
ELC,12.12,12.87,0.06,6
EBS,2.59,2.74,0.06,6
BTH,5.0,5.3,0.06,6
ANV,1.61,1.71,0.06,6
AAM,8.96,9.48,0.06,6
VSC,4.18,4.38,0.05,5
VIT,0.79,0.83,0.05,5
VIE,4.0,4.2,0.05,5
VHC,5.32,5.59,0.05,5
VC1,4.72,4.95,0.05,5
TTF,4.17,4.36,0.05,5
TMC,5.11,5.34,0.05,5
TIX,6.79,7.15,0.05,5
SVC,2.16,2.26,0.05,5
SFC,7.58,7.94,0.05,5
SEB,4.12,4.31,0.05,5
SAP,11.73,12.28,0.05,5
PGI,3.25,3.41,0.05,5
PET,3.69,3.89,0.05,5
MTH,5.12,5.36,0.05,5
L18,2.66,2.78,0.05,5
HTL,1.0,1.05,0.05,5
HRC,19.38,20.42,0.05,5
HHS,6.86,7.21,0.05,5
HDG,2.04,2.15,0.05,5
CTN,3.85,4.04,0.05,5
BMP,9.33,9.76,0.05,5
VTV,1.65,1.72,0.04,4
VNS,6.52,6.77,0.04,4
VNC,5.77,5.99,0.04,4
VCC,2.66,2.76,0.04,4
TTC,2.08,2.17,0.04,4
STC,3.56,3.7,0.04,4
SPM,21.03,21.81,0.04,4
SFN,4.33,4.52,0.04,4
SDU,5.08,5.27,0.04,4
SCJ,2.08,2.16,0.04,4
PRC,3.07,3.2,0.04,4
OPC,5.17,5.38,0.04,4
NTP,5.97,6.23,0.04,4
MDC,3.12,3.26,0.04,4
L61,4.49,4.68,0.04,4
ITQ,12.09,12.57,0.04,4
ILC,3.27,3.4,0.04,4
ICG,2.78,2.9,0.04,4
HHC,8.0,8.29,0.04,4
HDA,1.76,1.83,0.04,4
GLT,3.42,3.54,0.04,4
DQC,6.57,6.81,0.04,4
CLW,6.18,6.42,0.04,4
BTW,8.3,8.6,0.04,4
VDS,1.95,2.0,0.03,3
SGT,2.34,2.41,0.03,3
SAV,1.7,1.75,0.03,3
RIC,6.2,6.4,0.03,3
PSP,4.32,4.47,0.03,3
PCT,1.85,1.91,0.03,3
MCO,3.9,4.0,0.03,3
MAC,1.71,1.76,0.03,3
L10,3.06,3.16,0.03,3
KKC,3.52,3.61,0.03,3
HTV,4.52,4.64,0.03,3
HMH,3.92,4.02,0.03,3
HCI,14.82,15.24,0.03,3
HAI,5.79,5.97,0.03,3
GDT,2.71,2.79,0.03,3
DXG,2.29,2.37,0.03,3
DVP,9.11,9.36,0.03,3
D2D,2.89,2.99,0.03,3
CTD,15.91,16.34,0.03,3
CMG,1.89,1.94,0.03,3
CLC,3.44,3.55,0.03,3
BBS,3.15,3.24,0.03,3
VRC,3.71,3.79,0.02,2
VNM,23.02,23.39,0.02,2
VMD,6.49,6.63,0.02,2
VE3,2.4,2.44,0.02,2
VDL,6.7,6.85,0.02,2
V12,1.75,1.78,0.02,2
TMX,2.37,2.41,0.02,2
TIE,5.7,5.83,0.02,2
TH1,23.23,23.68,0.02,2
TCR,3.78,3.87,0.02,2
TBC,4.85,4.97,0.02,2
SZL,5.43,5.52,0.02,2
SRF,2.74,2.79,0.02,2
SMT,1.98,2.02,0.02,2
SD5,1.3,1.32,0.02,2
RCL,5.58,5.68,0.02,2
PLC,4.99,5.09,0.02,2
PAN,5.64,5.77,0.02,2
KHP,2.61,2.65,0.02,2
HTC,2.61,2.65,0.02,2
HT1,2.13,2.18,0.02,2
HSG,2.33,2.37,0.02,2
HDO,5.6,5.7,0.02,2
DTT,4.14,4.21,0.02,2
DHA,3.59,3.67,0.02,2
DBM,11.18,11.43,0.02,2
CSC,1.3,1.32,0.02,2
CPC,4.96,5.04,0.02,2
VCB,9.72,9.8,0.01,1
VBC,2.52,2.55,0.01,1
UIC,3.42,3.46,0.01,1
TV1,4.88,4.95,0.01,1
SQC,79.6,80.0,0.01,1
SCD,6.42,6.49,0.01,1
PVS,6.73,6.83,0.01,1
MCF,3.48,3.51,0.01,1
LM8,4.93,4.98,0.01,1
LHC,2.15,2.18,0.01,1
KSB,3.34,3.36,0.01,1
DSN,10.67,10.73,0.01,1
CTB,3.62,3.65,0.01,1
AAA,3.36,3.39,0.01,1
VTA,1.4,1.4,0.0,0
VSG,0.9,0.9,0.0,0
VNL,4.84,4.84,0.0,0
VHG,1.76,1.76,0.0,0
VGP,6.87,6.87,0.0,0
TTP,20.83,20.83,0.0,0
TST,3.67,3.67,0.0,0
TSC,1.51,1.51,0.0,0
TRC,19.08,19.08,0.0,0
TGP,1.97,1.97,0.0,0
TC6,2.56,2.56,0.0,0
ST8,1.75,1.75,0.0,0
SJE,2.64,2.64,0.0,0
SJD,3.29,3.29,0.0,0
SJC,4.46,4.46,0.0,0
SJ1,4.26,4.26,0.0,0
SHN,0.82,0.82,0.0,0
SD9,3.55,3.55,0.0,0
QNC,5.12,5.12,0.0,0
PXI,3.39,3.39,0.0,0
PSG,1.0,1.0,0.0,0
PNJ,6.67,6.65,-0.0,0
PJT,2.15,2.15,0.0,0
PIT,5.17,5.17,0.0,0
PHS,2.5,2.5,0.0,0
PHR,7.43,7.43,0.0,0
PHH,3.35,3.35,0.0,0
PFL,2.2,2.2,0.0,0
NVB,5.51,5.51,0.0,0
MTG,2.96,2.96,0.0,0
MBB,3.33,3.33,0.0,0
LM7,3.29,3.29,0.0,0
LIG,2.97,2.97,0.0,0
HTP,3.08,3.08,0.0,0
HSI,6.7,6.7,0.0,0
HPG,1.28,1.28,0.0,0
HIG,3.11,3.11,0.0,0
HHG,1.54,1.54,0.0,0
GMX,2.46,2.46,0.0,0
GMC,3.09,3.09,0.0,0
DPR,18.2,18.25,0.0,0
DNC,1.5,1.5,0.0,0
DIG,3.69,3.69,0.0,0
DID,4.36,4.36,0.0,0
DC4,2.45,2.45,0.0,0
DBT,2.81,2.81,0.0,0
DAG,3.72,3.72,0.0,0
COM,14.08,14.08,0.0,0
CMS,4.84,4.84,0.0,0
CMC,3.6,3.6,0.0,0
CII,17.03,17.03,0.0,0
CCI,3.31,3.31,0.0,0
CAD,1.4,1.4,0.0,0
C21,8.49,8.49,0.0,0
BRC,4.99,4.99,0.0,0
BPC,3.66,3.66,0.0,0
APG,1.09,1.09,0.0,0
ACC,7.67,7.7,0.0,0
VSH,6.59,6.53,-0.01,-1
VLA,2.4,2.37,-0.01,-1
VCS,1.44,1.43,-0.01,-1
VCF,81.89,81.33,-0.01,-1
TRA,18.55,18.44,-0.01,-1
SSC,19.24,18.98,-0.01,-1
SII,10.54,10.45,-0.01,-1
REE,7.18,7.09,-0.01,-1
PVC,6.32,6.26,-0.01,-1
OCH,11.82,11.76,-0.01,-1
NKG,2.63,2.6,-0.01,-1
NAV,3.05,3.01,-0.01,-1
LIX,4.79,4.76,-0.01,-1
KHA,4.94,4.89,-0.01,-1
DRL,8.46,8.39,-0.01,-1
CT6,3.86,3.81,-0.01,-1
CNG,7.92,7.85,-0.01,-1
BVS,7.05,6.97,-0.01,-1
BST,2.84,2.8,-0.01,-1
BMC,22.29,22.0,-0.01,-1
VHL,2.69,2.64,-0.02,-2
VCT,10.2,10.0,-0.02,-2
VC5,3.55,3.48,-0.02,-2
VC2,3.18,3.11,-0.02,-2
TVD,2.45,2.39,-0.02,-2
TNB,2.05,2.0,-0.02,-2
THG,1.11,1.09,-0.02,-2
SD6,2.84,2.78,-0.02,-2
SAM,2.64,2.6,-0.02,-2
RDP,3.52,3.46,-0.02,-2
RAL,11.05,10.82,-0.02,-2
PVX,4.3,4.2,-0.02,-2
PTC,1.42,1.39,-0.02,-2
POV,3.3,3.24,-0.02,-2
NTL,6.88,6.73,-0.02,-2
NST,5.47,5.36,-0.02,-2
NBC,2.79,2.74,-0.02,-2
LAS,7.74,7.6,-0.02,-2
L44,4.21,4.14,-0.02,-2
HU3,2.45,2.39,-0.02,-2
HOM,3.66,3.59,-0.02,-2
HBC,2.22,2.18,-0.02,-2
GAS,23.88,23.45,-0.02,-2
FMC,2.25,2.21,-0.02,-2
DXV,3.54,3.46,-0.02,-2
DHG,23.91,23.37,-0.02,-2
CTC,4.88,4.8,-0.02,-2
CMT,5.2,5.1,-0.02,-2
BTP,2.58,2.54,-0.02,-2
ASM,2.48,2.42,-0.02,-2
ASA,13.62,13.33,-0.02,-2
WCS,19.46,18.97,-0.03,-3
VFG,7.47,7.21,-0.03,-3
TXM,2.39,2.32,-0.03,-3
TPC,3.48,3.36,-0.03,-3
THT,2.06,1.99,-0.03,-3
SHP,2.7,2.61,-0.03,-3
PVD,14.81,14.39,-0.03,-3
PPI,3.42,3.33,-0.03,-3
PMS,2.04,1.97,-0.03,-3
PHC,1.09,1.06,-0.03,-3
PGT,3.1,3.0,-0.03,-3
PGC,2.44,2.36,-0.03,-3
PDC,3.1,3.0,-0.03,-3
PAC,3.76,3.63,-0.03,-3
NHC,4.33,4.2,-0.03,-3
NBP,5.73,5.53,-0.03,-3
MIC,11.0,10.7,-0.03,-3
MHC,1.15,1.11,-0.03,-3
LCG,3.16,3.07,-0.03,-3
IDJ,1.24,1.2,-0.03,-3
IDI,2.41,2.34,-0.03,-3
HVT,2.9,2.8,-0.03,-3
HLG,8.9,8.6,-0.03,-3
HJS,2.59,2.51,-0.03,-3
HBS,7.0,6.8,-0.03,-3
DPM,12.25,11.9,-0.03,-3
DPC,7.77,7.51,-0.03,-3
DHT,4.47,4.32,-0.03,-3
CTS,2.62,2.53,-0.03,-3
CMX,2.14,2.08,-0.03,-3
BMJ,1.81,1.76,-0.03,-3
BMI,3.11,3.03,-0.03,-3
BIC,4.03,3.9,-0.03,-3
ARM,6.89,6.66,-0.03,-3
ALV,2.52,2.44,-0.03,-3
VPC,2.4,2.3,-0.04,-4
VNT,6.09,5.85,-0.04,-4
VMC,2.59,2.48,-0.04,-4
VIP,2.26,2.18,-0.04,-4
VHH,2.8,2.7,-0.04,-4
TNM,2.48,2.39,-0.04,-4
SSI,4.29,4.11,-0.04,-4
SRC,4.35,4.16,-0.04,-4
