symbol,first,last,change,change_percentage
DDM,1.3,1.7,0.31,31
TTG,2.64,3.37,0.28,28
SRA,0.66,0.84,0.27,27
QHD,1.55,1.96,0.26,26
LUT,4.9,6.0,0.22,22
SDP,2.46,2.97,0.21,21
PVA,4.6,5.5,0.2,20
PVL,2.6,3.1,0.19,19
PPS,2.57,3.06,0.19,19
PFL,2.1,2.5,0.19,19
VIG,1.7,2.0,0.18,18
TTF,3.78,4.46,0.18,18
TIG,1.11,1.31,0.18,18
PTC,1.39,1.64,0.18,18
HIG,2.96,3.5,0.18,18
VHG,1.5,1.76,0.17,17
PXM,2.4,2.8,0.17,17
HDA,1.72,2.02,0.17,17
CNT,6.0,7.0,0.17,17
PSP,3.31,3.85,0.16,16
PHS,2.75,3.18,0.16,16
HHG,1.28,1.48,0.16,16
SD8,2.0,2.3,0.15,15
GMD,5.81,6.66,0.15,15
S96,2.8,3.2,0.14,14
PVV,2.2,2.5,0.14,14
BVG,2.8,3.2,0.14,14
VST,2.4,2.7,0.13,13
TLH,1.84,2.08,0.13,13
MTG,2.87,3.25,0.13,13
MPC,4.4,4.97,0.13,13
LM7,2.82,3.2,0.13,13
LCS,6.33,7.18,0.13,13
D2D,2.67,3.01,0.13,13
V15,2.5,2.8,0.12,12
SPC,6.34,7.13,0.12,12
PGI,3.25,3.65,0.12,12
NDN,1.03,1.15,0.12,12
LM3,2.5,2.8,0.12,12
ITA,3.73,4.18,0.12,12
AVF,5.37,5.99,0.12,12
TIE,5.3,5.89,0.11,11
PXA,2.57,2.86,0.11,11
LCM,10.79,12.01,0.11,11
HQC,2.54,2.83,0.11,11
FLC,3.67,4.07,0.11,11
DLG,2.79,3.1,0.11,11
VPH,0.81,0.89,0.1,10
SRB,2.1,2.3,0.1,10
SJM,2.0,2.2,0.1,10
PGT,3.1,3.4,0.1,10
NAV,2.83,3.1,0.1,10
LTC,3.3,3.62,0.1,10
KBC,3.65,4.0,0.1,10
TDW,7.31,7.99,0.09,9
SHN,1.0,1.09,0.09,9
PAC,3.66,3.99,0.09,9
IN4,6.42,7.01,0.09,9
CTX,2.13,2.33,0.09,9
CTI,4.06,4.44,0.09,9
CSC,1.24,1.35,0.09,9
CLW,6.13,6.7,0.09,9
AAA,3.49,3.81,0.09,9
VHC,5.32,5.77,0.08,8
TST,3.58,3.86,0.08,8
TNT,1.38,1.49,0.08,8
SD6,2.73,2.94,0.08,8
PSG,1.3,1.4,0.08,8
KMR,2.23,2.4,0.08,8
HBC,2.28,2.46,0.08,8
DIG,3.6,3.9,0.08,8
BTT,9.37,10.12,0.08,8
BSI,2.4,2.59,0.08,8
VNA,3.0,3.2,0.07,7
VHH,2.8,3.0,0.07,7
VE9,1.71,1.83,0.07,7
VCR,2.7,2.9,0.07,7
TS4,3.01,3.21,0.07,7
TRC,18.89,20.14,0.07,7
TBX,8.28,8.83,0.07,7
SDD,2.9,3.1,0.07,7
SCR,3.5,3.73,0.07,7
SAP,13.09,13.99,0.07,7
PXT,4.3,4.6,0.07,7
PXL,3.0,3.2,0.07,7
PXI,3.47,3.73,0.07,7
PVX,4.3,4.6,0.07,7
PV2,4.3,4.6,0.07,7
PAN,5.0,5.36,0.07,7
LDP,6.65,7.09,0.07,7
KDC,9.76,10.41,0.07,7
HAP,1.57,1.68,0.07,7
EVE,7.47,8.0,0.07,7
DTL,12.22,13.13,0.07,7
DCT,3.0,3.2,0.07,7
B82,5.0,5.36,0.07,7
ALV,2.44,2.6,0.07,7
ACC,7.5,7.99,0.07,7
WCS,19.16,20.38,0.06,6
VNF,7.55,7.98,0.06,6
TLT,1.26,1.34,0.06,6
SMT,1.9,2.02,0.06,6
SDY,1.7,1.8,0.06,6
SCC,3.4,3.6,0.06,6
PPP,4.19,4.45,0.06,6
PPI,3.55,3.77,0.06,6
PNJ,6.17,6.57,0.06,6
PNC,2.81,2.97,0.06,6
MCC,6.95,7.37,0.06,6
LGL,1.77,1.87,0.06,6
KSD,1.7,1.8,0.06,6
ICF,3.2,3.4,0.06,6
HDG,2.21,2.34,0.06,6
ECI,3.1,3.29,0.06,6
DCS,3.5,3.7,0.06,6
CMG,1.79,1.89,0.06,6
ATA,4.9,5.2,0.06,6
WSS,3.9,4.1,0.05,5
VNI,4.0,4.2,0.05,5
VNE,4.35,4.56,0.05,5
VGS,1.94,2.03,0.05,5
VFC,5.87,6.15,0.05,5
VC2,2.94,3.08,0.05,5
UNI,7.78,8.15,0.05,5
UDC,4.12,4.32,0.05,5
TGP,1.12,1.18,0.05,5
TDH,3.38,3.55,0.05,5
STL,3.9,4.1,0.05,5
STG,2.84,2.97,0.05,5
STC,3.38,3.55,0.05,5
SMA,2.42,2.55,0.05,5
SDN,3.55,3.72,0.05,5
RDP,3.19,3.34,0.05,5
PVT,2.07,2.18,0.05,5
PSI,3.7,3.9,0.05,5
MDG,2.06,2.17,0.05,5
MCG,4.1,4.3,0.05,5
KSH,6.4,6.7,0.05,5
HU3,2.36,2.48,0.05,5
HTC,2.61,2.73,0.05,5
HAX,0.79,0.83,0.05,5
DNP,1.73,1.82,0.05,5
DLR,4.51,4.73,0.05,5
CTS,2.66,2.78,0.05,5
CTA,3.62,3.81,0.05,5
BTW,8.08,8.45,0.05,5
AAM,8.82,9.28,0.05,5
TSC,1.56,1.62,0.04,4
TNA,2.08,2.17,0.04,4
TCR,3.78,3.95,0.04,4
SRF,2.74,2.84,0.04,4
SED,3.4,3.55,0.04,4
SD1,2.6,2.7,0.04,4
SC5,6.79,7.03,0.04,4
RAL,10.82,11.28,0.04,4
QCG,6.31,6.58,0.04,4
PTL,2.3,2.4,0.04,4
NTP,5.91,6.13,0.04,4
NBP,5.94,6.19,0.04,4
ITQ,10.63,11.03,0.04,4
ILC,3.33,3.47,0.04,4
HUT,3.87,4.02,0.04,4
HLG,8.8,9.18,0.04,4
HAS,3.85,4.0,0.04,4
HAI,5.97,6.23,0.04,4
GTA,3.38,3.51,0.04,4
FCN,4.35,4.51,0.04,4
ELC,11.52,12.02,0.04,4
DZM,3.78,3.92,0.04,4
DQC,6.61,6.89,0.04,4
DIH,5.09,5.3,0.04,4
DHA,3.59,3.75,0.04,4
CLG,4.04,4.21,0.04,4
APC,8.2,8.52,0.04,4
AGR,4.59,4.77,0.04,4
VTV,1.65,1.7,0.03,3
VNH,3.6,3.7,0.03,3
VIP,2.33,2.41,0.03,3
VCS,1.44,1.48,0.03,3
ST8,1.49,1.53,0.03,3
SRC,4.54,4.67,0.03,3
SHS,1.11,1.14,0.03,3
SFI,4.45,4.59,0.03,3
SD9,3.71,3.82,0.03,3
SD5,1.33,1.37,0.03,3
PJT,2.21,2.27,0.03,3
NET,6.45,6.67,0.03,3
MAC,1.76,1.81,0.03,3
LIG,3.25,3.34,0.03,3
IDJ,1.4,1.44,0.03,3
IDI,2.51,2.58,0.03,3
HTV,4.41,4.56,0.03,3
HT1,2.29,2.35,0.03,3
HSI,7.2,7.4,0.03,3
HLA,3.7,3.8,0.03,3
HHS,6.53,6.73,0.03,3
GSP,1.86,1.92,0.03,3
EIB,10.82,11.19,0.03,3
DHC,1.35,1.39,0.03,3
DBM,10.87,11.18,0.03,3
CTC,5.05,5.21,0.03,3
BCC,2.68,2.75,0.03,3
BBS,2.95,3.03,0.03,3
BBC,12.5,12.92,0.03,3
ASP,1.87,1.92,0.03,3
ASM,2.63,2.7,0.03,3
APS,3.07,3.17,0.03,3
AMV,1.08,1.11,0.03,3
UIC,3.46,3.54,0.02,2
TTP,21.49,21.82,0.02,2
TPH,2.57,2.62,0.02,2
TNB,2.05,2.1,0.02,2
TMC,4.64,4.73,0.02,2
TLG,3.31,3.38,0.02,2
TDC,2.66,2.7,0.02,2
TCL,3.47,3.55,0.02,2
SZL,5.43,5.52,0.02,2
SVI,9.17,9.34,0.02,2
