symbol,first,last,change,change_percentage
SSF,7.2,60.9,7.46,746
SVT,3.62,13.51,2.73,273
FBA,1.7,4.2,1.47,147
CJC,10.14,20.95,1.07,107
CCM,6.27,12.61,1.01,101
KCE,3.51,7.01,1.0,100
HLG,2.5,5.0,1.0,100
VC3,3.48,6.84,0.97,97
VID,2.55,4.66,0.83,83
TTP,27.89,47.59,0.71,71
TRS,12.48,21.23,0.7,70
SKG,13.83,23.43,0.69,69
SGS,3.17,5.37,0.69,69
PSL,3.15,5.26,0.67,67
L14,3.67,6.12,0.67,67
SPH,4.2,6.9,0.64,64
C92,14.38,23.3,0.62,62
HCC,5.4,8.53,0.58,58
BED,8.08,12.72,0.57,57
TTF,11.4,17.5,0.54,54
SDJ,1.9,2.9,0.53,53
TDS,2.6,3.95,0.52,52
STG,5.52,8.31,0.51,51
HKB,5.78,8.57,0.48,48
VCA,2.02,2.97,0.47,47
SFN,10.15,14.63,0.44,44
IN4,13.73,19.62,0.43,43
PTT,3.3,4.69,0.42,42
VE4,6.03,8.42,0.4,40
TNB,2.52,3.52,0.4,40
SLS,11.14,15.65,0.4,40
RDP,7.78,10.9,0.4,40
QCC,3.74,5.23,0.4,40
PTP,3.02,4.23,0.4,40
VSI,4.99,6.92,0.39,39
VC7,3.69,5.13,0.39,39
KMT,4.25,5.86,0.38,38
BIC,13.09,17.9,0.37,37
THG,4.69,6.38,0.36,36
PPE,8.8,12.0,0.36,36
NCT,44.07,60.13,0.36,36
BXH,8.43,11.46,0.36,36
NHA,2.51,3.38,0.35,35
EMC,6.91,9.33,0.35,35
BMP,28.59,38.7,0.35,35
HTL,31.77,42.61,0.34,34
VTV,6.75,8.99,0.33,33
KTL,5.99,7.96,0.33,33
ELC,10.2,13.6,0.33,33
CEO,7.8,10.34,0.33,33
BMI,8.21,10.95,0.33,33
VDT,5.02,6.64,0.32,32
PHP,13.48,17.84,0.32,32
PGD,13.65,18.06,0.32,32
SD3,6.94,9.07,0.31,31
HRC,26.86,35.2,0.31,31
QHD,10.86,14.07,0.3,30
TTG,11.87,15.29,0.29,29
STC,12.28,15.78,0.29,29
NDX,3.69,4.75,0.29,29
VSC,13.63,17.5,0.28,28
PTI,11.59,14.88,0.28,28
VDS,3.14,4.0,0.27,27
SJE,9.66,12.29,0.27,27
LIX,14.94,19.03,0.27,27
DLR,6.91,8.75,0.27,27
CTD,49.67,63.13,0.27,27
CT3,4.1,5.2,0.27,27
CLC,9.91,12.6,0.27,27
PCT,6.32,7.99,0.26,26
MDG,2.75,3.47,0.26,26
DQC,31.54,39.89,0.26,26
