symbol,first,last,change,change_percentage
ICC,18.45,30.76,0.67,67
S12,2.9,4.2,0.45,45
DNW,7.27,9.24,0.27,27
TGP,1.32,1.66,0.26,26
PNC,10.54,12.97,0.23,23
VLG,3.21,3.85,0.2,20
SGH,11.91,14.32,0.2,20
QCC,3.83,4.59,0.2,20
DTT,6.73,8.09,0.2,20
PBP,7.25,8.66,0.19,19
OGC,1.4,1.66,0.19,19
HRT,7.4,8.8,0.19,19
STT,10.0,11.85,0.18,18
L61,7.27,8.49,0.17,17
PNG,12.77,14.77,0.16,16
VNI,4.8,5.5,0.15,15
SDK,14.93,17.15,0.15,15
BEL,3.98,4.59,0.15,15
AGM,8.07,9.32,0.15,15
TPS,8.39,9.6,0.14,14
PTD,13.81,15.76,0.14,14
NNT,9.6,10.93,0.14,14
DTA,2.76,3.15,0.14,14
BSP,11.01,12.57,0.14,14
BIC,29.91,33.96,0.14,14
VCS,31.78,35.77,0.13,13
VC5,1.7,1.9,0.12,12
SJM,1.6,1.8,0.12,12
DGW,2.98,3.33,0.12,12
CIG,2.9,3.25,0.12,12
SCD,45.61,50.72,0.11,11
MAC,7.01,7.8,0.11,11
HDM,13.9,15.46,0.11,11
ATS,7.3,8.1,0.11,11
VE4,8.09,8.92,0.1,10
SVC,14.41,15.86,0.1,10
SMT,16.91,18.64,0.1,10
SMA,3.32,3.64,0.1,10
SFC,14.22,15.63,0.1,10
PTE,2.1,2.3,0.1,10
NGC,7.13,7.83,0.1,10
CVT,17.19,18.92,0.1,10
CMT,10.0,11.0,0.1,10
CDO,23.24,25.56,0.1,10
WSS,4.3,4.7,0.09,9
SSN,20.2,22.1,0.09,9
PTP,6.74,7.33,0.09,9
MCF,7.04,7.7,0.09,9
DIH,7.44,8.08,0.09,9
TTF,9.52,10.3,0.08,8
SDN,20.96,22.74,0.08,8
QTC,16.66,17.91,0.08,8
PSD,4.81,5.18,0.08,8
PCN,3.29,3.55,0.08,8
NAV,4.63,5.02,0.08,8
DHG,56.59,61.35,0.08,8
CDN,14.39,15.6,0.08,8
ANV,2.04,2.2,0.08,8
WSB,24.96,26.66,0.07,7
SVI,30.23,32.38,0.07,7
SED,11.97,12.81,0.07,7
PVO,4.29,4.57,0.07,7
MCP,11.17,11.92,0.07,7
ITD,10.73,11.46,0.07,7
DTL,17.65,18.85,0.07,7
VTC,6.22,6.62,0.06,6
VIC,29.86,31.59,0.06,6
V12,5.57,5.93,0.06,6
TV1,13.29,14.03,0.06,6
TNG,5.29,5.6,0.06,6
TNA,12.55,13.32,0.06,6
TBC,13.86,14.63,0.06,6
SVT,6.78,7.21,0.06,6
SDX,19.6,20.8,0.06,6
PCE,7.66,8.13,0.06,6
NBW,12.92,13.68,0.06,6
LKW,12.97,13.72,0.06,6
ICF,2.8,2.96,0.06,6
HTV,11.79,12.47,0.06,6
HBD,7.34,7.77,0.06,6
FCM,2.81,2.98,0.06,6
CTA,1.8,1.9,0.06,6
VPS,11.76,12.38,0.05,5
VNF,20.3,21.25,0.05,5
VNC,25.53,26.83,0.05,5
VMD,18.38,19.35,0.05,5
VCF,80.82,84.81,0.05,5
VC6,4.46,4.68,0.05,5
PIT,7.54,7.9,0.05,5
NVB,4.47,4.71,0.05,5
NNC,34.33,35.99,0.05,5
NHC,17.82,18.65,0.05,5
ND2,7.12,7.45,0.05,5
LCG,2.48,2.61,0.05,5
DHM,13.27,13.93,0.05,5
CX8,7.3,7.66,0.05,5
C32,32.36,34.05,0.05,5
BMJ,3.73,3.93,0.05,5
ADP,15.23,15.94,0.05,5
VGP,21.46,22.39,0.04,4
VE2,9.84,10.23,0.04,4
UDJ,3.63,3.78,0.04,4
TKC,7.62,7.93,0.04,4
TDW,21.35,22.18,0.04,4
SDJ,2.4,2.5,0.04,4
SDD,2.5,2.6,0.04,4
SD6,8.04,8.39,0.04,4
SC5,16.04,16.66,0.04,4
PVL,2.4,2.5,0.04,4
HPG,6.71,6.95,0.04,4
HAX,6.08,6.31,0.04,4
DRL,17.99,18.75,0.04,4
DNP,14.05,14.68,0.04,4
DHA,18.8,19.55,0.04,4
CLC,20.16,20.94,0.04,4
CCI,7.64,7.92,0.04,4
BMP,61.15,63.51,0.04,4
VHC,22.02,22.6,0.03,3
TTB,4.73,4.88,0.03,3
TRC,14.54,15.0,0.03,3
TLT,15.43,15.9,0.03,3
TIP,10.0,10.28,0.03,3
STC,14.34,14.78,0.03,3
SMC,6.32,6.51,0.03,3
SD3,9.26,9.55,0.03,3
