symbol,first,last,change,change_percentage
SCO,7.4,10.6,0.43,43
LCC,5.8,6.3,0.09,9
NHC,5.16,5.59,0.08,8
SHP,2.7,2.9,0.07,7
QTC,4.63,4.97,0.07,7
NSC,12.32,13.13,0.07,7
HPT,6.13,6.55,0.07,7
TNB,8.41,8.88,0.06,6
TMS,6.57,6.95,0.06,6
QST,2.42,2.57,0.06,6
PIV,12.43,13.15,0.06,6
MAS,3.85,4.1,0.06,6
HDO,20.7,22.0,0.06,6
BST,2.99,3.18,0.06,6
VIC,10.03,10.51,0.05,5
TYA,2.51,2.63,0.05,5
HQC,22.48,23.57,0.05,5
C92,20.14,21.06,0.05,5
VBC,4.73,4.93,0.04,4
SFC,10.94,11.38,0.04,4
SCC,13.3,13.8,0.04,4
PTC,3.64,3.8,0.04,4
LDP,11.91,12.33,0.04,4
HNM,11.81,12.31,0.04,4
HLY,27.72,28.81,0.04,4
ADP,3.6,3.73,0.04,4
VMD,9.38,9.68,0.03,3
TH1,31.27,32.17,0.03,3
HEV,4.02,4.16,0.03,3
COM,17.52,17.98,0.03,3
APG,5.25,5.42,0.03,3
VNT,5.62,5.76,0.02,2
TGP,3.77,3.83,0.02,2
SQC,83.0,85.0,0.02,2
PSC,8.05,8.18,0.02,2
PJC,5.98,6.07,0.02,2
MHL,15.22,15.51,0.02,2
KDH,13.04,13.26,0.02,2
DDN,7.89,8.04,0.02,2
CAN,14.63,14.92,0.02,2
BVH,47.45,48.2,0.02,2
ACE,5.14,5.24,0.02,2
VTL,17.62,17.74,0.01,1
VIR,6.86,6.93,0.01,1
VCM,6.19,6.25,0.01,1
VBH,13.07,13.26,0.01,1
TRC,23.8,24.01,0.01,1
TNM,6.15,6.23,0.01,1
PVD,17.11,17.34,0.01,1
PSP,5.94,6.01,0.01,1
NNC,4.14,4.19,0.01,1
HGM,18.38,18.59,0.01,1
ELC,18.05,18.22,0.01,1
DAC,41.0,41.5,0.01,1
CTG,6.68,6.72,0.01,1
BMI,5.0,5.03,0.01,1
ACC,5.47,5.5,0.01,1
VTS,48.1,48.0,-0.0,0
VSC,3.55,3.55,0.0,0
VNR,4.8,4.8,0.0,0
TV2,0.59,0.59,0.0,0
TTP,22.51,22.51,0.0,0
TPH,3.63,3.63,0.0,0
TMC,9.84,9.84,0.0,0
SFN,4.69,4.69,0.0,0
SBT,4.1,4.1,0.0,0
S27,14.6,14.6,0.0,0
PTS,6.85,6.85,0.0,0
PGD,6.62,6.64,0.0,0
NTP,7.48,7.49,0.0,0
NT2,3.87,3.87,0.0,0
MCC,9.64,9.64,0.0,0
IHK,4.16,4.16,0.0,0
HPP,13.89,13.89,0.0,0
HPG,1.89,1.89,0.0,0
HDM,1.66,1.66,0.0,0
HBD,4.76,4.76,0.0,0
HAG,63.51,63.51,0.0,0
GIL,3.9,3.9,0.0,0
DPR,17.04,17.04,0.0,0
DLG,19.02,19.02,0.0,0
DHG,15.34,15.34,0.0,0
CTD,36.75,36.75,0.0,0
CKV,5.79,5.79,0.0,0
CJC,10.49,10.49,0.0,0
CID,13.58,13.58,0.0,0
ABT,12.98,12.99,0.0,0
AAM,8.82,8.78,-0.0,0
VNM,10.13,10.01,-0.01,-1
VMC,10.54,10.46,-0.01,-1
TET,15.22,15.03,-0.01,-1
TCR,6.62,6.53,-0.01,-1
TCM,5.3,5.27,-0.01,-1
TBC,4.61,4.57,-0.01,-1
SVI,5.41,5.34,-0.01,-1
STC,3.43,3.4,-0.01,-1
SJ1,4.06,4.03,-0.01,-1
SHC,8.5,8.4,-0.01,-1
SCD,17.66,17.52,-0.01,-1
SBS,25.6,25.4,-0.01,-1
PTP,4.98,4.93,-0.01,-1
PNJ,5.15,5.12,-0.01,-1
NET,6.08,6.0,-0.01,-1
NAV,4.47,4.43,-0.01,-1
MSN,28.57,28.31,-0.01,-1
LSS,12.72,12.56,-0.01,-1
LGC,8.66,8.54,-0.01,-1
HVT,2.83,2.8,-0.01,-1
HVG,7.22,7.14,-0.01,-1
HOM,6.75,6.68,-0.01,-1
GDT,2.82,2.79,-0.01,-1
DXP,5.18,5.14,-0.01,-1
DVP,7.12,7.02,-0.01,-1
DTC,34.54,34.09,-0.01,-1
CTI,16.01,15.82,-0.01,-1
BTW,5.63,5.56,-0.01,-1
B82,9.05,8.92,-0.01,-1
ACL,4.78,4.71,-0.01,-1
VNS,8.84,8.67,-0.02,-2
VNL,4.49,4.42,-0.02,-2
VHL,9.27,9.08,-0.02,-2
VFG,6.99,6.86,-0.02,-2
TIX,7.43,7.26,-0.02,-2
TBX,42.59,41.75,-0.02,-2
ST8,2.3,2.26,-0.02,-2
SSC,16.28,16.0,-0.02,-2
SRF,2.03,1.98,-0.02,-2
SCL,13.15,12.91,-0.02,-2
QNC,19.86,19.43,-0.02,-2
POM,20.07,19.66,-0.02,-2
PGS,6.5,6.39,-0.02,-2
PDR,7.1,6.93,-0.02,-2
OPC,3.52,3.46,-0.02,-2
OCH,17.01,16.67,-0.02,-2
NVB,7.15,6.99,-0.02,-2
NBB,25.39,24.91,-0.02,-2
MKP,30.37,29.63,-0.02,-2
MIM,19.33,18.97,-0.02,-2
MDC,3.28,3.2,-0.02,-2
KSB,5.35,5.26,-0.02,-2
KDC,13.12,12.87,-0.02,-2
ILC,12.27,12.0,-0.02,-2
HRC,27.19,26.68,-0.02,-2
HMH,3.41,3.34,-0.02,-2
HDG,5.79,5.66,-0.02,-2
HDC,6.71,6.56,-0.02,-2
GTT,10.3,10.1,-0.02,-2
GMD,12.18,11.92,-0.02,-2
DXG,5.2,5.11,-0.02,-2
CLC,3.6,3.52,-0.02,-2
BT6,62.24,60.86,-0.02,-2
BPC,6.5,6.35,-0.02,-2
WSB,8.04,7.79,-0.03,-3
WCS,18.84,18.31,-0.03,-3
VTA,6.5,6.3,-0.03,-3
VNG,14.99,14.6,-0.03,-3
VCB,10.65,10.33,-0.03,-3
TXM,7.31,7.1,-0.03,-3
TPC,3.42,3.31,-0.03,-3
TNA,3.05,2.97,-0.03,-3
TLG,4.38,4.26,-0.03,-3
TIG,9.12,8.86,-0.03,-3
THB,4.6,4.46,-0.03,-3
TDN,2.18,2.12,-0.03,-3
SVC,4.99,4.83,-0.03,-3
STG,5.24,5.06,-0.03,-3
STB,10.81,10.47,-0.03,-3
SPM,53.66,51.8,-0.03,-3
SMC,5.56,5.41,-0.03,-3
SMB,7.26,7.07,-0.03,-3
SHB,3.51,3.42,-0.03,-3
PPI,17.76,17.18,-0.03,-3
PHR,8.27,8.05,-0.03,-3
ORS,6.54,6.34,-0.03,-3
ONE,2.76,2.69,-0.03,-3
NGC,4.89,4.74,-0.03,-3
LIX,8.0,7.76,-0.03,-3
KBC,22.6,21.97,-0.03,-3
IDV,1.19,1.16,-0.03,-3
HSI,12.0,11.7,-0.03,-3
HHG,7.45,7.19,-0.03,-3
FPT,9.34,9.08,-0.03,-3
DPC,10.07,9.8,-0.03,-3
DMC,9.69,9.4,-0.03,-3
DIG,9.29,9.0,-0.03,-3
DHT,6.35,6.15,-0.03,-3
DAG,5.32,5.17,-0.03,-3
D2D,6.46,6.24,-0.03,-3
CYC,6.8,6.6,-0.03,-3
CX8,10.96,10.62,-0.03,-3
CNT,22.1,21.4,-0.03,-3
CHP,3.57,3.47,-0.03,-3
BTH,15.2,14.8,-0.03,-3
