symbol,first,last,change,change_percentage
YBC,5.2,21.3,3.1,310
CVN,2.81,11.29,3.02,302
PTH,5.04,15.24,2.02,202
FIR,3.96,10.12,1.56,156
PTE,1.5,3.7,1.47,147
TSJ,6.43,15.24,1.37,137
DAS,4.19,9.58,1.29,129
CMX,4.04,9.05,1.24,124
CAT,2.72,5.95,1.19,119
SCJ,2.6,5.6,1.15,115
GVT,5.3,11.24,1.12,112
TTL,5.57,11.51,1.07,107
KAC,7.35,15.0,1.04,104
HUG,6.41,13.06,1.04,104
TQN,11.74,23.62,1.01,101
LAI,3.6,6.93,0.92,92
NTL,6.58,12.54,0.91,91
POB,7.04,13.41,0.9,90
ECI,6.88,12.99,0.89,89
VPA,4.0,7.4,0.85,85
BMF,18.32,33.8,0.84,84
MLS,7.86,14.23,0.81,81
MH3,13.45,24.15,0.8,80
JOS,1.0,1.8,0.8,80
VET,47.74,84.78,0.78,78
VFC,11.9,20.9,0.76,76
AME,8.9,15.7,0.76,76
VE8,5.2,9.1,0.75,75
MPT,2.54,4.45,0.75,75
DPC,13.4,23.28,0.74,74
KTC,12.65,21.94,0.73,73
BEL,6.96,12.01,0.73,73
CIP,19.9,34.3,0.72,72
BTN,4.19,7.16,0.71,71
WTC,1.63,2.77,0.7,70
SDA,3.0,5.1,0.7,70
PCN,4.6,7.8,0.7,70
CMV,6.6,11.19,0.7,70
PCM,2.75,4.66,0.69,69
ACL,7.41,12.49,0.69,69
VTI,4.1,6.9,0.68,68
FHS,13.29,22.24,0.67,67
YTC,55.54,91.93,0.66,66
GTS,3.94,6.55,0.66,66
TID,15.72,26.01,0.65,65
VPR,8.82,14.46,0.64,64
DIH,12.71,20.83,0.64,64
SGH,40.52,66.23,0.63,63
SRA,6.16,9.95,0.62,62
SPC,7.03,11.32,0.61,61
QPH,14.24,22.71,0.59,59
TFC,3.42,5.39,0.58,58
LG9,5.37,8.5,0.58,58
VTL,18.72,29.4,0.57,57
ICI,4.94,7.74,0.57,57
GER,1.99,3.12,0.57,57
SBD,7.3,11.36,0.56,56
NST,11.44,17.82,0.56,56
HHC,76.0,118.8,0.56,56
DHB,4.1,6.4,0.56,56
CGV,2.5,3.9,0.56,56
ACS,7.47,11.65,0.56,56
VIE,11.0,17.0,0.55,55
KHW,11.59,18.0,0.55,55
CNN,13.89,21.5,0.55,55
VRG,2.92,4.47,0.53,53
RCC,7.86,12.06,0.53,53
NS2,18.62,28.46,0.53,53
IST,10.23,15.42,0.51,51
SD8,0.2,0.3,0.5,50
KGM,6.14,9.21,0.5,50
CMS,3.6,5.4,0.5,50
CAD,0.4,0.6,0.5,50
HAF,44.0,65.6,0.49,49
HAC,2.96,4.31,0.46,46
PNC,11.79,17.09,0.45,45
NTW,15.3,22.03,0.44,44
VCR,3.0,4.3,0.43,43
SDB,1.4,2.0,0.43,43
PHH,9.0,12.9,0.43,43
DND,19.3,27.63,0.43,43
PCC,9.71,13.8,0.42,42
HNP,13.27,18.79,0.42,42
BDB,5.53,7.84,0.42,42
KSD,4.6,6.5,0.41,41
TSG,5.19,7.26,0.4,40
TAW,12.74,17.85,0.4,40
CTF,10.64,14.91,0.4,40
SVG,12.29,17.14,0.39,39
NAV,3.59,4.98,0.39,39
GTH,7.04,9.77,0.39,39
BXH,7.16,9.95,0.39,39
SJM,0.8,1.1,0.38,38
VTP,33.23,45.48,0.37,37
UNI,6.9,9.4,0.36,36
SBL,15.21,20.7,0.36,36
NAF,9.88,13.48,0.36,36
MTA,1.4,1.9,0.36,36
TET,23.23,31.27,0.35,35
SD3,2.3,3.1,0.35,35
ISH,9.7,13.13,0.35,35
HKT,1.7,2.3,0.35,35
CCM,17.3,23.38,0.35,35
C47,10.77,14.52,0.35,35
VC3,8.01,10.71,0.34,34
TKC,15.91,21.35,0.34,34
EME,50.96,68.08,0.34,34
CSC,10.06,13.46,0.34,34
TVG,0.45,0.6,0.33,33
SID,14.44,19.25,0.33,33
BST,24.3,32.31,0.33,33
RCD,12.04,15.84,0.32,32
QHD,10.5,13.83,0.32,32
DZM,1.9,2.5,0.32,32
CBS,7.06,9.29,0.32,32
QNU,3.24,4.25,0.31,31
ICG,5.34,6.98,0.31,31
HLB,45.38,59.58,0.31,31
CMW,8.69,11.41,0.31,31
API,7.52,9.84,0.31,31
VNY,4.4,5.7,0.3,30
SHX,5.0,6.5,0.3,30
PHR,19.59,25.52,0.3,30
LMI,5.4,7.01,0.3,30
HDW,7.44,9.66,0.3,30
GLT,40.31,52.47,0.3,30
BBT,15.8,20.5,0.3,30
ANV,17.63,22.84,0.3,30
KOS,13.78,17.72,0.29,29
CDP,8.6,11.07,0.29,29
TMW,10.44,13.35,0.28,28
PRO,11.8,15.1,0.28,28
MVB,1.41,1.81,0.28,28
HPX,13.35,17.1,0.28,28
DDG,7.83,9.99,0.28,28
BWE,16.74,21.51,0.28,28
TJC,6.24,7.94,0.27,27
L12,2.61,3.32,0.27,27
KDM,3.3,4.2,0.27,27
DFC,27.0,34.4,0.27,27
BDW,7.37,9.34,0.27,27
SB1,9.9,12.48,0.26,26
EFI,3.5,4.4,0.26,26
BAX,15.09,19.07,0.26,26
TUG,5.13,6.39,0.25,25
PVA,0.4,0.5,0.25,25
PTT,5.91,7.38,0.25,25
DTC,10.6,13.2,0.25,25
DHM,4.17,5.2,0.25,25
PVL,1.7,2.1,0.24,24
MQN,15.37,19.05,0.24,24
MKP,40.99,50.77,0.24,24
MHL,4.9,6.1,0.24,24
HPI,11.4,14.1,0.24,24
HBD,8.47,10.48,0.24,24
THT,4.34,5.35,0.23,23
SWC,10.55,12.99,0.23,23
SVT,3.79,4.66,0.23,23
RAT,4.7,5.77,0.23,23
L10,19.03,23.41,0.23,23
UDC,4.02,4.9,0.22,22
STL,0.9,1.1,0.22,22
SD7,3.2,3.9,0.22,22
SAB,201.24,245.94,0.22,22
S99,5.12,6.26,0.22,22
LUT,2.7,3.3,0.22,22
CTC,3.6,4.4,0.22,22
VE2,9.33,11.32,0.21,21
VCG,14.61,17.75,0.21,21
TST,5.46,6.6,0.21,21
PVP,3.88,4.68,0.21,21
PPY,12.1,14.59,0.21,21
NDC,30.09,36.42,0.21,21
KTL,16.3,19.79,0.21,21
KHA,28.5,34.45,0.21,21
HU1,7.14,8.61,0.21,21
HNA,9.7,11.7,0.21,21
HHP,10.21,12.33,0.21,21
CLH,7.25,8.74,0.21,21
CHS,4.88,5.91,0.21,21
AMV,12.07,14.61,0.21,21
VTE,4.17,4.99,0.2,20
VMG,2.0,2.4,0.2,20
TTP,18.01,21.62,0.2,20
