key,name,html_url,url
contributor_covenant,Contributor Covenant,,https://api.github.com/codes_of_conduct/contributor_covenant
citizen_code_of_conduct,Citizen Code Of Conduct,,https://api.github.com/codes_of_conduct/citizen_code_of_conduct
