symbol,first,last,change,change_percentage
ITA,65.45,80.91,0.24,24
SCD,12.49,15.01,0.2,20
SGH,17.98,20.41,0.14,14
MIC,58.3,65.1,0.12,12
BLF,9.82,11.0,0.12,12
VNR,4.82,5.33,0.11,11
VIC,4.86,5.29,0.09,9
DPR,12.96,14.02,0.08,8
DTC,15.44,16.55,0.07,7
ONE,5.74,5.97,0.04,4
TRC,23.73,24.51,0.03,3
TC6,4.13,4.2,0.02,2
SD4,9.03,9.15,0.01,1
LUT,21.3,21.6,0.01,1
LBM,2.68,2.7,0.01,1
YBC,18.0,17.6,-0.02,-2
NHC,4.37,4.27,-0.02,-2
VNM,5.73,5.57,-0.03,-3
SBT,3.4,3.31,-0.03,-3
ANV,11.19,10.87,-0.03,-3
SDN,6.53,6.28,-0.04,-4
LGC,13.72,13.07,-0.05,-5
VHG,16.85,15.81,-0.06,-6
DMC,33.1,31.15,-0.06,-6
SSC,11.45,10.62,-0.07,-7
PMS,7.87,7.28,-0.07,-7
DAC,23.5,21.9,-0.07,-7
VTL,10.69,9.7,-0.09,-9
VGP,7.6,6.9,-0.09,-9
SHC,22.0,20.0,-0.09,-9
L43,11.87,10.84,-0.09,-9
DTT,8.38,7.65,-0.09,-9
TSC,13.3,11.94,-0.1,-10
DHG,15.46,13.99,-0.1,-10
HLY,27.13,24.2,-0.11,-11
DPM,12.36,11.01,-0.11,-11
VTS,27.6,24.4,-0.12,-12
CYC,12.1,10.7,-0.12,-12
CAP,0.66,0.58,-0.12,-12
VKP,44.0,38.3,-0.13,-13
PVD,24.5,21.42,-0.13,-13
ABT,6.72,5.87,-0.13,-13
VTV,2.79,2.39,-0.14,-14
VBH,17.3,14.8,-0.14,-14
LBE,3.75,3.24,-0.14,-14
NSC,9.51,8.04,-0.15,-15
HSI,21.3,18.0,-0.15,-15
AGF,17.46,14.42,-0.17,-17
VTC,13.48,11.12,-0.18,-18
TYA,6.7,5.5,-0.18,-18
RAL,13.08,10.69,-0.18,-18
HMC,4.12,3.38,-0.18,-18
VSH,8.54,6.96,-0.19,-19
TCR,13.75,11.08,-0.19,-19
L62,21.32,17.33,-0.19,-19
TMC,5.44,4.33,-0.2,-20
NGC,8.76,7.0,-0.2,-20
CID,18.56,14.76,-0.2,-20
HNM,18.41,14.57,-0.21,-21
C92,15.7,12.39,-0.21,-21
CAN,9.01,7.0,-0.22,-22
VIP,9.16,7.04,-0.23,-23
ICF,14.0,10.8,-0.23,-23
HPG,1.41,1.08,-0.23,-23
CII,16.31,12.63,-0.23,-23
BCC,10.11,7.74,-0.23,-23
IMP,24.97,18.92,-0.24,-24
HAS,15.33,11.66,-0.24,-24
GTA,6.25,4.73,-0.24,-24
DHA,5.51,4.17,-0.24,-24
TMS,8.28,6.21,-0.25,-25
TJC,7.77,5.82,-0.25,-25
DXP,2.32,1.74,-0.25,-25
VID,7.13,5.31,-0.26,-26
SJC,15.66,11.57,-0.26,-26
HJS,3.86,2.87,-0.26,-26
GIL,3.35,2.48,-0.26,-26
DPC,9.25,6.84,-0.26,-26
PAC,6.16,4.51,-0.27,-27
HDC,4.0,2.93,-0.27,-27
BTH,16.4,12.0,-0.27,-27
PET,5.22,3.75,-0.28,-28
ACL,4.67,3.37,-0.28,-28
VSC,2.33,1.65,-0.29,-29
SCC,19.9,14.2,-0.29,-29
QNC,29.14,20.81,-0.29,-29
PSC,6.56,4.66,-0.29,-29
KDC,11.21,7.95,-0.29,-29
HCC,1.37,0.97,-0.29,-29
DST,11.38,8.04,-0.29,-29
COM,10.67,7.61,-0.29,-29
VCS,2.43,1.7,-0.3,-30
CTB,4.52,3.15,-0.3,-30
BTS,15.84,11.06,-0.3,-30
HEV,4.88,3.39,-0.31,-31
HAI,11.73,8.11,-0.31,-31
GMC,2.56,1.76,-0.31,-31
BT6,56.71,39.0,-0.31,-31
VFR,18.52,12.53,-0.32,-32
TNC,7.17,4.91,-0.32,-32
SFN,5.11,3.48,-0.32,-32
PPC,12.99,8.79,-0.32,-32
PGS,3.18,2.17,-0.32,-32
VTB,7.48,5.04,-0.33,-33
SJ1,4.41,2.97,-0.33,-33
SDC,12.13,8.15,-0.33,-33
SAM,6.78,4.51,-0.33,-33
MHC,7.05,4.7,-0.33,-33
BPC,5.86,3.9,-0.33,-33
BBS,5.01,3.37,-0.33,-33
ALT,19.41,13.0,-0.33,-33
SMC,9.47,6.25,-0.34,-34
DCT,15.8,10.5,-0.34,-34
B82,13.91,9.14,-0.34,-34
TTC,7.12,4.63,-0.35,-35
TNA,2.47,1.61,-0.35,-35
SRA,5.2,3.4,-0.35,-35
SFC,9.42,6.1,-0.35,-35
SD5,3.37,2.18,-0.35,-35
SAF,3.6,2.35,-0.35,-35
PIT,19.34,12.5,-0.35,-35
HAX,5.77,3.75,-0.35,-35
FMC,3.35,2.19,-0.35,-35
DXV,10.85,7.07,-0.35,-35
ASP,9.18,5.94,-0.35,-35
VTA,14.9,9.6,-0.36,-36
TKU,4.65,2.97,-0.36,-36
SDY,23.7,15.1,-0.36,-36
PJT,3.92,2.5,-0.36,-36
MEC,19.24,12.27,-0.36,-36
LAF,25.4,16.3,-0.36,-36
HHC,14.62,9.3,-0.36,-36
BMP,5.58,3.56,-0.36,-36
VTO,7.87,4.97,-0.37,-37
VE9,6.93,4.35,-0.37,-37
PGC,3.34,2.12,-0.37,-37
HTV,6.64,4.21,-0.37,-37
HRC,34.49,21.8,-0.37,-37
TS4,6.6,4.07,-0.38,-38
SVC,7.09,4.39,-0.38,-38
PVE,18.54,11.51,-0.38,-38
PLC,2.56,1.59,-0.38,-38
MPC,3.36,2.08,-0.38,-38
LTC,18.09,11.25,-0.38,-38
KHP,3.93,2.44,-0.38,-38
SRB,12.7,7.8,-0.39,-39
SGC,10.7,6.48,-0.39,-39
SD3,26.69,16.28,-0.39,-39
POT,11.32,6.87,-0.39,-39
MCP,7.99,4.84,-0.39,-39
L18,4.2,2.56,-0.39,-39
HUT,15.62,9.57,-0.39,-39
EBS,5.64,3.45,-0.39,-39
DRC,2.88,1.75,-0.39,-39
XMC,11.72,7.07,-0.4,-40
VC2,12.3,7.39,-0.4,-40
TDH,32.23,19.34,-0.4,-40
SAP,16.61,10.02,-0.4,-40
LSS,8.53,5.16,-0.4,-40
HT1,10.62,6.32,-0.4,-40
DBC,3.03,1.81,-0.4,-40
CTN,22.79,13.65,-0.4,-40
VHC,3.66,2.15,-0.41,-41
UIC,5.97,3.53,-0.41,-41
STB,25.42,14.88,-0.41,-41
SSI,6.58,3.88,-0.41,-41
SJD,4.35,2.56,-0.41,-41
SD6,15.79,9.26,-0.41,-41
SAV,7.94,4.69,-0.41,-41
RCL,12.42,7.29,-0.41,-41
PJC,2.42,1.42,-0.41,-41
DAE,5.46,3.21,-0.41,-41
TPC,5.61,3.24,-0.42,-42
PNC,13.91,8.04,-0.42,-42
GMD,17.73,10.27,-0.42,-42
VMC,5.67,3.23,-0.43,-43
VC7,4.54,2.61,-0.43,-43
STC,6.0,3.4,-0.43,-43
SGT,35.69,20.22,-0.43,-43
SCJ,32.27,18.3,-0.43,-43
DCS,15.0,8.5,-0.43,-43
S55,6.93,3.85,-0.44,-44
PTS,7.76,4.34,-0.44,-44
KHA,9.39,5.27,-0.44,-44
HBD,4.96,2.79,-0.44,-44
SJM,22.2,12.1,-0.45,-45
L10,7.6,4.18,-0.45,-45
HTP,12.26,6.78,-0.45,-45
CJC,14.78,8.19,-0.45,-45
BBT,13.9,7.6,-0.45,-45
TNG,1.92,1.03,-0.46,-46
SGD,7.05,3.84,-0.46,-46
SFI,12.21,6.64,-0.46,-46
SDD,19.0,10.2,-0.46,-46
HBC,3.52,1.9,-0.46,-46
HAP,10.71,5.73,-0.46,-46
TXM,13.83,7.39,-0.47,-47
SDJ,29.3,15.6,-0.47,-47
PVI,14.91,7.94,-0.47,-47
DNP,2.49,1.32,-0.47,-47
VNE,17.42,9.12,-0.48,-48
SJE,5.57,2.88,-0.48,-48
NST,6.92,3.57,-0.48,-48
FPT,5.74,3.01,-0.48,-48
TCT,16.27,8.33,-0.49,-49
PVS,14.89,7.62,-0.49,-49
NTP,5.26,2.66,-0.49,-49
MCO,20.9,10.6,-0.49,-49
IFS,23.61,12.0,-0.49,-49
ACB,6.72,3.42,-0.49,-49
VDL,12.31,6.16,-0.5,-50
TPH,9.12,4.6,-0.5,-50
ST8,3.73,1.87,-0.5,-50
REE,6.94,3.44,-0.5,-50
PVT,9.67,4.83,-0.5,-50
NAV,10.07,5.02,-0.5,-50
DIC,26.0,12.93,-0.5,-50
VFC,27.08,13.19,-0.51,-51
VC6,6.33,3.13,-0.51,-51
UNI,23.26,11.51,-0.51,-51
TTF,43.8,21.41,-0.51,-51
TCM,7.89,3.87,-0.51,-51
RIC,42.2,20.7,-0.51,-51
PVC,14.5,7.12,-0.51,-51
VNC,10.22,4.91,-0.52,-52
VC3,2.86,1.38,-0.52,-52
SDT,5.58,2.68,-0.52,-52
DQC,22.55,10.9,-0.52,-52
BMC,30.61,14.54,-0.52,-52
STP,5.98,2.8,-0.53,-53
VC5,15.12,6.98,-0.54,-54
TTP,32.3,15.01,-0.54,-54
SIC,8.25,3.81,-0.54,-54
SD2,32.97,15.27,-0.54,-54
HCT,18.91,8.61,-0.54,-54
CLC,6.59,3.04,-0.54,-54
CDC,16.35,7.59,-0.54,-54
BMI,14.1,6.42,-0.54,-54
S12,30.6,13.79,-0.55,-55
PTC,9.44,4.2,-0.56,-56
NBC,4.26,1.87,-0.56,-56
CMC,32.6,14.4,-0.56,-56
SJS,83.45,36.03,-0.57,-57
SD9,18.94,7.92,-0.58,-58
SC5,21.73,8.95,-0.59,-59
S96,38.2,15.7,-0.59,-59
TLT,26.37,10.63,-0.6,-60
S99,27.34,10.84,-0.6,-60
ILC,33.2,13.13,-0.6,-60
SDA,39.66,15.36,-0.61,-61
BBC,49.45,19.35,-0.61,-61
BVS,39.97,15.25,-0.62,-62
TST,32.21,11.68,-0.64,-64
SD7,63.4,20.1,-0.68,-68
NTL,10.78,2.43,-0.77,-77
KMR,39.67,0.0,-1.0,-100
