symbol,first,last,change,change_percentage
DTV,0.88,8.95,9.17,917
ICC,12.48,51.55,3.13,313
BSC,10.44,31.43,2.01,201
S12,1.3,3.8,1.92,192
SGH,9.67,26.75,1.77,177
VHH,1.1,2.8,1.55,155
SIC,4.61,11.06,1.4,140
DDM,0.7,1.6,1.29,129
DZM,4.92,10.83,1.2,120
BHP,5.55,12.02,1.17,117
VNI,3.3,7.0,1.12,112
DTC,6.04,12.55,1.08,108
BXH,10.14,20.85,1.06,106
TGP,2.5,4.99,1.0,100
VHF,8.51,16.38,0.92,92
TPH,4.44,8.14,0.83,83
SVT,4.97,9.04,0.82,82
DC2,2.33,4.2,0.8,80
DTL,15.1,26.5,0.75,75
SD3,6.3,10.89,0.73,73
SGR,2.21,3.8,0.72,72
SRA,0.28,0.47,0.68,68
SPH,6.51,10.94,0.68,68
NKG,7.62,12.66,0.66,66
CI5,8.71,14.42,0.66,66
BWA,3.74,6.18,0.65,65
BCP,3.67,6.01,0.64,64
LM3,3.9,6.3,0.62,62
LBM,11.41,17.87,0.57,57
HKP,5.76,8.93,0.55,55
CVT,12.87,19.33,0.5,50
ADP,10.1,15.11,0.5,50
CDO,22.14,33.0,0.49,49
SCD,35.67,52.91,0.48,48
SPD,2.72,3.97,0.46,46
QTC,13.67,19.97,0.46,46
LKW,9.17,13.38,0.46,46
BIC,20.1,29.34,0.46,46
BFC,14.97,21.85,0.46,46
SMB,11.16,16.16,0.45,45
PHH,7.3,10.6,0.45,45
DL1,4.6,6.68,0.45,45
STG,12.04,17.39,0.44,44
IMP,23.04,33.22,0.44,44
HU3,3.48,5.01,0.44,44
KTT,4.2,6.0,0.43,43
VCS,26.11,37.13,0.42,42
HBC,8.32,11.79,0.42,42
D2D,8.42,11.96,0.42,42
SSN,15.2,21.5,0.41,41
SDJ,1.7,2.4,0.41,41
KDC,21.22,29.82,0.41,41
BVS,9.7,13.71,0.41,41
HUT,7.06,9.87,0.4,40
TH1,11.9,16.5,0.39,39
SDX,15.0,20.8,0.39,39
PGI,9.3,12.89,0.39,39
CKD,4.98,6.94,0.39,39
HLY,8.79,12.14,0.38,38
WSB,21.44,29.38,0.37,37
VOC,12.54,17.18,0.37,37
SDP,4.1,5.6,0.37,37
QPH,4.79,6.58,0.37,37
PPP,5.4,7.39,0.37,37
ST8,7.74,10.53,0.36,36
NNC,26.98,36.57,0.36,36
HPG,5.24,7.13,0.36,36
CNT,1.4,1.9,0.36,36
CCR,8.85,12.06,0.36,36
PMT,4.31,5.83,0.35,35
ICI,3.88,5.23,0.35,35
CYC,3.5,4.69,0.34,34
CDC,4.29,5.77,0.34,34
BSI,5.56,7.44,0.34,34
VKC,13.5,17.99,0.33,33
TMX,5.22,6.92,0.33,33
SJS,16.77,22.23,0.33,33
RCD,9.15,12.19,0.33,33
DGC,10.34,13.79,0.33,33
VGC,9.56,12.62,0.32,32
SGT,2.34,3.1,0.32,32
DST,16.72,22.13,0.32,32
CTD,129.7,171.79,0.32,32
TNM,2.38,3.12,0.31,31
PJT,4.72,6.16,0.31,31
NNG,14.5,19.0,0.31,31
BTU,5.28,6.93,0.31,31
TV2,6.77,8.81,0.3,30
SMN,4.88,6.32,0.3,30
NTP,27.14,35.41,0.3,30
MTP,6.71,8.7,0.3,30
HU6,5.7,7.43,0.3,30
GIL,18.53,24.11,0.3,30
DAG,8.18,10.64,0.3,30
BSP,13.38,17.35,0.3,30
BMP,54.23,70.53,0.3,30
SRF,10.24,13.18,0.29,29
SMC,6.07,7.84,0.29,29
IDV,9.33,12.08,0.29,29
CMG,6.77,8.7,0.29,29
VFC,11.0,14.1,0.28,28
SED,11.73,15.04,0.28,28
C32,26.73,34.24,0.28,28
BRC,5.54,7.09,0.28,28
BDG,7.09,9.09,0.28,28
SJ1,7.68,9.73,0.27,27
HCC,10.14,12.86,0.27,27
API,3.02,3.85,0.27,27
QCC,4.06,5.12,0.26,26
PEQ,3.11,3.93,0.26,26
HID,10.52,13.27,0.26,26
VND,1.91,2.38,0.25,25
VKP,0.4,0.5,0.25,25
VIT,7.98,9.95,0.25,25
VGP,15.38,19.18,0.25,25
V11,0.8,1.0,0.25,25
THG,15.88,19.92,0.25,25
PXM,0.4,0.5,0.25,25
PVO,3.81,4.76,0.25,25
LHC,10.76,13.41,0.25,25
INN,23.49,29.34,0.25,25
VRC,5.3,6.59,0.24,24
VHC,19.4,24.07,0.24,24
KDH,7.92,9.8,0.24,24
HTV,9.95,12.38,0.24,24
GMX,6.42,7.99,0.24,24
DHM,11.96,14.86,0.24,24
ATG,12.4,15.4,0.24,24
VNC,26.25,32.28,0.23,23
VLG,3.74,4.61,0.23,23
TDS,6.38,7.82,0.23,23
PVS,12.24,15.0,0.23,23
PGT,4.3,5.3,0.23,23
NAF,20.48,25.22,0.23,23
KBC,10.81,13.34,0.23,23
CSV,15.17,18.61,0.23,23
VNS,22.22,27.14,0.22,22
VFR,13.5,16.5,0.22,22
UDJ,3.13,3.83,0.22,22
SMT,16.11,19.67,0.22,22
