symbol,first,last,change,change_percentage
EPC,12.0,36.2,2.02,202
VHH,3.2,9.3,1.91,191
CFV,26.1,55.4,1.12,112
TRT,9.0,17.3,0.92,92
SDU,19.6,36.9,0.88,88
BMF,16.2,29.7,0.83,83
LEC,8.11,14.55,0.79,79
VFC,20.0,33.4,0.67,67
DWC,10.1,16.9,0.67,67
NBW,20.2,33.2,0.64,64
THW,12.7,20.6,0.62,62
BMN,9.0,14.5,0.61,61
PJS,14.4,21.6,0.5,50
LCM,2.8,4.2,0.5,50
SPB,21.57,32.09,0.49,49
CX8,5.9,8.8,0.49,49
SJC,2.4,3.5,0.46,46
PCN,5.7,8.3,0.46,46
DSP,7.1,10.4,0.46,46
DSC,22.5,32.4,0.44,44
VTS,19.0,26.2,0.38,38
NHV,29.1,40.0,0.37,37
DAN,20.6,28.3,0.37,37
DNT,29.31,39.75,0.36,36
SPV,13.2,17.5,0.33,33
KTL,17.85,23.61,0.32,32
HSA,40.0,52.9,0.32,32
VIW,15.0,19.7,0.31,31
L40,15.6,20.4,0.31,31
FCS,4.0,5.2,0.3,30
BST,12.85,16.76,0.3,30
VDN,16.9,21.6,0.28,28
VPC,7.1,8.8,0.24,24
VCW,36.23,45.0,0.24,24
QHW,22.39,27.7,0.24,24
YBC,8.8,10.7,0.22,22
BKH,28.0,34.3,0.22,22
PCC,14.81,17.72,0.2,20
MGG,29.17,34.86,0.2,20
HBH,7.5,9.0,0.2,20
CNN,26.7,32.0,0.2,20
BTG,7.1,8.5,0.2,20
ADC,17.09,20.45,0.2,20
VXB,14.4,17.2,0.19,19
VCX,5.8,6.9,0.19,19
VC1,10.1,11.9,0.18,18
PMC,61.49,72.45,0.18,18
LPT,10.6,12.5,0.18,18
BXH,11.89,13.9,0.17,17
VNX,48.1,56.0,0.16,16
TVP,28.42,33.0,0.16,16
TBD,77.35,89.92,0.16,16
RIC,11.0,12.8,0.16,16
DTI,8.0,9.3,0.16,16
CTF,19.9,23.05,0.16,16
CI5,11.8,13.7,0.16,16
TW3,14.0,16.1,0.15,15
TDB,34.24,39.5,0.15,15
SP2,12.8,14.7,0.15,15
SCO,4.0,4.6,0.15,15
LMI,7.09,8.18,0.15,15
ICI,6.2,7.1,0.15,15
HPI,19.6,22.5,0.15,15
HHC,77.0,88.3,0.15,15
EMG,14.4,16.5,0.15,15
BDW,18.0,20.7,0.15,15
VNI,11.1,12.7,0.14,14
VCM,20.0,22.8,0.14,14
SSG,7.0,8.0,0.14,14
SSF,6.4,7.3,0.14,14
NAW,8.3,9.5,0.14,14
MTB,6.5,7.4,0.14,14
LAI,27.22,31.0,0.14,14
EPH,11.0,12.5,0.14,14
CID,6.5,7.4,0.14,14
CDR,7.0,8.0,0.14,14
TNM,3.8,4.3,0.13,13
SDV,35.53,40.2,0.13,13
PPT,19.95,22.5,0.13,13
PBT,9.0,10.2,0.13,13
NNC,17.2,19.5,0.13,13
INC,15.6,17.6,0.13,13
EIB,25.25,28.5,0.13,13
CLM,79.9,90.0,0.13,13
VTZ,7.74,8.7,0.12,12
VPD,21.63,24.26,0.12,12
VIN,21.5,24.0,0.12,12
TKC,6.79,7.6,0.12,12
TEG,9.05,10.15,0.12,12
SVC,47.0,52.45,0.12,12
KHS,16.5,18.4,0.12,12
DXL,8.4,9.4,0.12,12
BTH,19.5,21.8,0.12,12
VXT,19.0,21.0,0.11,11
VIT,17.5,19.4,0.11,11
TOT,10.1,11.2,0.11,11
TNC,63.1,70.0,0.11,11
TA9,14.12,15.7,0.11,11
DNC,42.22,46.95,0.11,11
VWS,15.61,17.18,0.1,10
VTX,12.6,13.8,0.1,10
VTH,7.2,7.9,0.1,10
VSA,22.81,25.09,0.1,10
VNC,35.0,38.4,0.1,10
VHL,20.9,23.0,0.1,10
TRA,85.1,93.42,0.1,10
TBT,5.0,5.5,0.1,10
LKW,42.4,46.8,0.1,10
ILS,16.3,17.9,0.1,10
HTR,10.1,11.1,0.1,10
GMA,40.5,44.4,0.1,10
FIR,35.83,39.58,0.1,10
DCR,6.3,6.9,0.1,10
XHC,33.0,36.0,0.09,9
VSG,2.3,2.5,0.09,9
TTG,5.8,6.3,0.09,9
TTD,51.39,56.12,0.09,9
MGR,10.0,10.9,0.09,9
IFS,20.7,22.5,0.09,9
ICN,93.57,102.38,0.09,9
CTT,12.88,14.08,0.09,9
BCF,36.33,39.43,0.09,9
ADP,22.87,25.04,0.09,9
THI,24.05,26.0,0.08,8
PSC,13.6,14.7,0.08,8
PCM,12.38,13.4,0.08,8
NUE,9.3,10.0,0.08,8
MDG,15.55,16.75,0.08,8
KKC,14.6,15.8,0.08,8
HPT,15.46,16.73,0.08,8
C21,13.0,14.0,0.08,8
BTV,12.5,13.5,0.08,8
VTC,14.0,15.0,0.07,7
VNY,4.6,4.9,0.07,7
SZE,13.33,14.2,0.07,7
PBP,23.65,25.2,0.07,7
MQN,27.0,28.9,0.07,7
HJC,7.0,7.5,0.07,7
GSM,14.0,15.0,0.07,7
DOP,13.8,14.8,0.07,7
DHM,10.4,11.15,0.07,7
DCF,50.0,53.5,0.07,7
BTN,4.5,4.8,0.07,7
VLA,70.0,74.0,0.06,6
TPP,10.4,11.0,0.06,6
STP,7.0,7.44,0.06,6
SDN,41.29,43.75,0.06,6
PTO,16.5,17.5,0.06,6
PRO,7.2,7.6,0.06,6
LLM,11.18,11.87,0.06,6
LGC,45.67,48.55,0.06,6
HNF,18.1,19.1,0.06,6
HCC,10.37,11.0,0.06,6
DC1,8.7,9.2,0.06,6
CLW,34.8,37.0,0.06,6
CIP,3.3,3.5,0.06,6
BLT,24.4,25.9,0.06,6
BHA,14.0,14.9,0.06,6
ACS,8.5,9.0,0.06,6
VTB,11.35,11.9,0.05,5
VPS,11.5,12.05,0.05,5
VIM,23.4,24.6,0.05,5
TSB,11.0,11.5,0.05,5
TR1,13.3,14.0,0.05,5
SCD,19.1,20.0,0.05,5
NTW,17.2,18.1,0.05,5
NBB,18.5,19.4,0.05,5
NAS,29.6,31.0,0.05,5
MVN,29.0,30.5,0.05,5
LG9,7.3,7.7,0.05,5
L43,3.8,4.0,0.05,5
KTT,9.2,9.7,0.05,5
KHD,7.5,7.9,0.05,5
HKT,6.3,6.6,0.05,5
DWS,11.43,12.0,0.05,5
DTG,20.9,21.9,0.05,5
C92,3.9,4.1,0.05,5
VNT,76.5,79.9,0.04,4
VIE,7.7,8.0,0.04,4
TVW,9.27,9.65,0.04,4
TDF,24.1,25.0,0.04,4
SPC,16.23,16.8,0.04,4
SGI,23.5,24.5,0.04,4
SGB,13.7,14.3,0.04,4
SAF,46.74,48.41,0.04,4
PTD,14.4,15.0,0.04,4
POT,26.2,27.2,0.04,4
NVL,81.5,84.9,0.04,4
MTV,19.0,19.7,0.04,4
KOS,34.2,35.65,0.04,4
HDP,13.5,14.0,0.04,4
CMG,43.96,45.8,0.04,4
BDT,37.3,38.8,0.04,4
AGF,2.8,2.9,0.04,4
ACE,33.05,34.5,0.04,4
VFR,6.6,6.8,0.03,3
VCA,14.6,15.0,0.03,3
SVG,5.8,6.0,0.03,3
SSM,5.8,6.0,0.03,3
SMN,13.7,14.1,0.03,3
SHP,25.57,26.22,0.03,3
SBD,11.05,11.33,0.03,3
SBA,22.96,23.73,0.03,3
S72,5.8,6.0,0.03,3
POS,13.32,13.7,0.03,3
PIA,27.9,28.7,0.03,3
NS2,7.7,7.9,0.03,3
NAU,7.0,7.2,0.03,3
LSG,7.5,7.7,0.03,3
HIG,7.8,8.0,0.03,3
HAT,20.0,20.5,0.03,3
DNE,10.7,11.0,0.03,3
DAE,21.7,22.4,0.03,3
CMC,7.0,7.2,0.03,3
CHP,23.16,23.77,0.03,3
CAP,80.9,83.5,0.03,3
BDG,25.24,26.0,0.03,3
AVC,35.88,36.8,0.03,3
AGX,35.41,36.6,0.03,3
VRE,27.55,28.0,0.02,2
VGR,37.75,38.43,0.02,2
VE3,9.8,10.0,0.02,2
TTE,10.55,10.8,0.02,2
SKH,24.5,25.0,0.02,2
PPY,10.65,10.9,0.02,2
NT2,27.12,27.75,0.02,2
NET,47.27,48.0,0.02,2
MNB,31.8,32.4,0.02,2
ICC,33.17,33.87,0.02,2
HGW,10.1,10.3,0.02,2
HAG,12.95,13.25,0.02,2
HAD,15.3,15.6,0.02,2
EMC,17.05,17.4,0.02,2
DSG,5.0,5.1,0.02,2
DDG,39.1,39.7,0.02,2
CNC,27.55,28.11,0.02,2
BT1,16.6,17.0,0.02,2
BSI,28.58,29.16,0.02,2
XMP,16.12,16.21,0.01,1
VSC,35.15,35.35,0.01,1
TTC,12.9,13.0,0.01,1
TNW,9.65,9.74,0.01,1
TKG,12.9,13.0,0.01,1
TBC,29.29,29.48,0.01,1
SHI,14.7,14.9,0.01,1
SC5,18.6,18.7,0.01,1
SB1,7.2,7.3,0.01,1
S4A,34.21,34.68,0.01,1
PDB,15.8,15.9,0.01,1
NXT,16.6,16.8,0.01,1
NBT,13.63,13.72,0.01,1
KTS,17.1,17.3,0.01,1
KIP,9.8,9.89,0.01,1
IMP,61.1,62.0,0.01,1
HSL,6.22,6.28,0.01,1
HNA,19.6,19.8,0.01,1
HES,16.0,16.1,0.01,1
DNP,24.9,25.2,0.01,1
DBM,28.1,28.5,0.01,1
CMD,20.19,20.46,0.01,1
CAV,52.02,52.4,0.01,1
APF,66.1,66.59,0.01,1
VTV,6.2,6.2,0.0,0
VTJ,4.5,4.5,0.0,0
VTA,6.0,6.0,0.0,0
VPI,58.5,58.76,0.0,0
VPA,4.0,4.0,0.0,0
VGL,21.0,21.0,0.0,0
VGG,41.1,40.9,-0.0,0
VET,63.93,64.0,0.0,0
V12,14.9,14.9,0.0,0
TRS,33.0,33.0,0.0,0
TPH,12.98,12.98,0.0,0
TOW,24.7,24.7,0.0,0
TMC,14.1,14.1,0.0,0
TLT,14.5,14.5,0.0,0
TCW,25.4,25.3,-0.0,0
SGH,30.0,29.9,-0.0,0
SFN,24.8,24.7,-0.0,0
SDY,2.3,2.3,0.0,0
SDK,26.0,26.0,0.0,0
SD4,4.6,4.6,0.0,0
SBM,26.36,26.45,0.0,0
S96,1.0,1.0,0.0,0
QSP,22.1,22.1,0.0,0
QPH,27.0,27.0,0.0,0
QCC,9.3,9.3,0.0,0
PXA,1.6,1.6,0.0,0
PWS,11.0,11.0,0.0,0
PVH,2.7,2.7,0.0,0
PVA,1.7,1.7,0.0,0
PNG,20.0,20.0,0.0,0
PJT,10.2,10.25,0.0,0
PIC,15.13,15.13,0.0,0
PEQ,39.0,39.0,0.0,0
PEC,8.0,8.0,0.0,0
PAC,33.79,33.89,0.0,0
NDF,1.8,1.8,0.0,0
NAG,11.23,11.2,-0.0,0
MCI,10.0,10.0,0.0,0
L35,4.1,4.1,0.0,0
ISH,19.64,19.71,0.0,0
HVA,6.3,6.3,0.0,0
HTM,16.7,16.7,0.0,0
HRC,57.0,57.0,0.0,0
HLR,10.0,10.0,0.0,0
HEC,53.8,53.6,-0.0,0
GLT,27.59,27.59,0.0,0
FT1,38.0,38.0,0.0,0
EIC,23.23,23.14,-0.0,0
DVN,18.09,18.0,-0.0,0
DTP,48.69,48.69,0.0,0
DP3,83.22,83.03,-0.0,0
DNH,42.91,42.91,0.0,0
DHP,11.04,11.04,0.0,0
DHB,12.5,12.5,0.0,0
DBD,39.89,39.84,-0.0,0
DAC,8.8,8.8,0.0,0
CTB,19.5,19.5,0.0,0
CPA,10.0,10.0,0.0,0
CMI,2.6,2.6,0.0,0
CLL,27.3,27.21,-0.0,0
CGV,3.7,3.7,0.0,0
CDP,12.0,12.0,0.0,0
CAR,32.4,32.4,0.0,0
BTB,6.0,6.0,0.0,0
BSL,12.02,12.02,0.0,0
BSH,26.8,26.8,0.0,0
BSD,21.7,21.8,0.0,0
BMC,16.95,16.95,0.0,0
BCM,89.78,89.88,0.0,0
AVF,1.0,1.0,0.0,0
AMP,9.5,9.5,0.0,0
AMC,23.5,23.5,0.0,0
ACG,67.77,67.67,-0.0,0
ACC,16.27,16.2,-0.0,0
XLV,9.29,9.2,-0.01,-1
WSB,50.2,49.9,-0.01,-1
VUA,44.9,44.6,-0.01,-1
VIP,6.96,6.9,-0.01,-1
VEA,40.48,39.94,-0.01,-1
VDP,32.73,32.27,-0.01,-1
TVS,32.0,31.7,-0.01,-1
