symbol,first,last,change,change_percentage
TMX,4.53,8.93,0.97,97
SSM,17.37,33.55,0.93,93
SHN,17.14,32.65,0.9,90
PTS,5.38,10.09,0.88,88
DXV,8.8,16.11,0.83,83
PVA,31.9,57.1,0.79,79
KSB,3.54,5.73,0.62,62
PLC,4.03,6.41,0.59,59
DQC,8.55,13.41,0.57,57
LAF,18.7,29.2,0.56,56
TKU,4.73,7.29,0.54,54
VTV,5.71,8.64,0.51,51
CVT,1.23,1.84,0.5,50
MAC,7.95,11.73,0.48,48
HUT,14.93,21.08,0.41,41
DZM,22.74,31.82,0.4,40
STG,3.6,4.89,0.36,36
SGH,13.64,18.61,0.36,36
HDG,4.65,6.28,0.35,35
BVH,22.02,29.49,0.34,34
PGC,3.35,4.47,0.33,33
CTC,9.68,12.91,0.33,33
GLT,7.17,9.49,0.32,32
TIE,13.44,17.55,0.31,31
LHG,13.32,17.48,0.31,31
SJC,20.66,26.51,0.28,28
HHC,12.08,15.51,0.28,28
DID,9.27,11.57,0.25,25
HSI,11.6,14.4,0.24,24
TJC,6.78,8.33,0.23,23
KSH,49.7,61.0,0.23,23
BMJ,5.31,6.51,0.23,23
XMC,16.72,20.36,0.22,22
DCS,20.3,24.8,0.22,22
DBC,4.5,5.43,0.21,21
UNI,30.0,35.91,0.2,20
SDG,5.2,6.23,0.2,20
VTL,12.02,14.34,0.19,19
RCL,13.94,16.58,0.19,19
PHC,4.02,4.77,0.19,19
VHL,7.56,8.92,0.18,18
TCT,9.18,10.7,0.17,17
SC5,21.89,25.51,0.17,17
PNC,6.82,7.98,0.17,17
SHS,4.25,4.93,0.16,16
CCM,22.13,25.47,0.15,15
VPH,12.07,13.74,0.14,14
VE1,13.3,15.1,0.14,14
SFC,11.82,13.53,0.14,14
PMS,4.76,5.42,0.14,14
ACE,6.47,7.36,0.14,14
TRC,24.54,27.79,0.13,13
RDP,4.42,5.01,0.13,13
MCG,35.1,39.7,0.13,13
CTD,62.53,70.75,0.13,13
CMT,50.0,56.5,0.13,13
V15,23.3,26.2,0.12,12
TPC,3.34,3.75,0.12,12
TCL,7.42,8.31,0.12,12
PJC,2.25,2.51,0.12,12
MHL,17.76,19.93,0.12,12
GGG,14.4,16.1,0.12,12
VNS,13.2,14.59,0.11,11
SHI,6.64,7.39,0.11,11
VNM,8.48,9.29,0.1,10
STC,3.68,4.03,0.1,10
SJ1,3.77,4.16,0.1,10
MIC,92.5,101.5,0.1,10
CNT,30.8,33.9,0.1,10
CMC,22.2,24.4,0.1,10
VQC,11.37,12.45,0.09,9
HEV,3.88,4.22,0.09,9
HAD,8.49,9.26,0.09,9
VIT,3.0,3.23,0.08,8
TV3,3.21,3.47,0.08,8
TTP,27.13,29.4,0.08,8
TNA,1.85,1.99,0.08,8
TDN,2.26,2.43,0.08,8
SBT,3.7,3.98,0.08,8
LBM,2.83,3.07,0.08,8
KKC,8.68,9.34,0.08,8
HNM,14.08,15.26,0.08,8
GIL,4.77,5.17,0.08,8
BXH,7.11,7.7,0.08,8
REE,8.29,8.88,0.07,7
PMC,10.56,11.34,0.07,7
DBM,10.0,10.74,0.07,7
BTH,12.5,13.4,0.07,7
VC9,16.57,17.5,0.06,6
TTF,27.71,29.46,0.06,6
TLG,4.84,5.15,0.06,6
SAM,5.49,5.8,0.06,6
QST,2.13,2.25,0.06,6
HCC,2.15,2.28,0.06,6
ANV,3.88,4.13,0.06,6
VC7,8.09,8.51,0.05,5
TST,25.81,27.03,0.05,5
PET,6.17,6.45,0.05,5
NBC,2.73,2.87,0.05,5
HCT,9.43,9.92,0.05,5
CAD,14.1,14.8,0.05,5
TLT,10.86,11.26,0.04,4
SRF,2.2,2.29,0.04,4
DDM,12.3,12.8,0.04,4
BT6,57.17,59.47,0.04,4
BBC,21.43,22.29,0.04,4
ACL,3.96,4.12,0.04,4
VSC,4.71,4.87,0.03,3
VND,2.87,2.97,0.03,3
VFG,7.1,7.3,0.03,3
TV4,3.57,3.69,0.03,3
STL,64.0,66.0,0.03,3
PHH,36.19,37.1,0.03,3
HPG,1.97,2.02,0.03,3
DPR,17.2,17.77,0.03,3
DHG,15.54,15.94,0.03,3
ABT,12.54,12.86,0.03,3
TMT,12.58,12.88,0.02,2
NT2,3.39,3.47,0.02,2
MSN,18.48,18.89,0.02,2
LBE,1.98,2.02,0.02,2
ITC,19.57,20.04,0.02,2
HVT,3.23,3.3,0.02,2
HBD,3.99,4.06,0.02,2
HBC,2.0,2.05,0.02,2
DHA,8.84,8.99,0.02,2
VNE,10.37,10.51,0.01,1
VIG,18.7,18.9,0.01,1
S99,17.42,17.65,0.01,1
NHC,6.15,6.21,0.01,1
LUT,17.9,18.1,0.01,1
ICG,14.45,14.6,0.01,1
FPT,7.98,8.07,0.01,1
BHC,12.8,12.9,0.01,1
AGF,16.56,16.75,0.01,1
VNT,6.23,6.2,-0.0,0
VDL,7.12,7.13,0.0,0
TXM,7.24,7.24,0.0,0
SFN,6.27,6.3,0.0,0
SDT,7.57,7.57,0.0,0
PSC,5.16,5.14,-0.0,0
NST,6.34,6.31,-0.0,0
L44,11.26,11.26,0.0,0
FMC,2.36,2.35,-0.0,0
DHT,3.27,3.27,0.0,0
DCT,15.6,15.6,0.0,0
CLC,4.27,4.25,-0.0,0
VC5,17.29,17.09,-0.01,-1
TCR,7.82,7.73,-0.01,-1
STP,8.38,8.32,-0.01,-1
SMC,6.83,6.77,-0.01,-1
NTL,15.16,14.96,-0.01,-1
KDC,12.18,12.09,-0.01,-1
HDC,6.51,6.46,-0.01,-1
HAG,64.7,64.3,-0.01,-1
GTH,7.35,7.28,-0.01,-1
ECI,3.13,3.1,-0.01,-1
COM,17.05,16.8,-0.01,-1
AAM,11.89,11.78,-0.01,-1
TBX,25.29,24.73,-0.02,-2
SSI,11.24,10.97,-0.02,-2
KMR,11.32,11.07,-0.02,-2
ITA,33.36,32.64,-0.02,-2
HGM,12.79,12.57,-0.02,-2
DAC,63.0,61.9,-0.02,-2
VTB,4.47,4.33,-0.03,-3
VHG,8.62,8.36,-0.03,-3
VC3,5.88,5.72,-0.03,-3
TSC,8.96,8.67,-0.03,-3
TNC,5.58,5.43,-0.03,-3
SZL,13.78,13.38,-0.03,-3
SJD,3.48,3.36,-0.03,-3
SGT,16.97,16.47,-0.03,-3
SDU,67.16,65.41,-0.03,-3
POT,8.49,8.24,-0.03,-3
PIT,12.42,12.08,-0.03,-3
NSC,14.77,14.4,-0.03,-3
NBB,23.32,22.69,-0.03,-3
HCM,7.21,6.97,-0.03,-3
EFI,25.38,24.67,-0.03,-3
DXP,6.8,6.6,-0.03,-3
DC4,6.79,6.57,-0.03,-3
DAE,3.92,3.79,-0.03,-3
CAN,8.34,8.06,-0.03,-3
ATA,28.8,28.0,-0.03,-3
VTS,68.9,65.8,-0.04,-4
TV2,0.57,0.55,-0.04,-4
THB,5.11,4.93,-0.04,-4
SGD,3.69,3.56,-0.04,-4
SGC,8.14,7.84,-0.04,-4
SDA,31.31,30.21,-0.04,-4
SD7,54.0,51.8,-0.04,-4
SD6,25.1,24.09,-0.04,-4
RAL,9.6,9.24,-0.04,-4
QTC,2.62,2.51,-0.04,-4
NGC,8.53,8.22,-0.04,-4
NAG,5.9,5.69,-0.04,-4
LHC,3.37,3.25,-0.04,-4
KBC,28.31,27.14,-0.04,-4
DXG,6.96,6.66,-0.04,-4
DCL,14.85,14.22,-0.04,-4
CTI,12.62,12.09,-0.04,-4
BPC,7.41,7.15,-0.04,-4
BKC,38.6,37.0,-0.04,-4
VID,6.25,5.92,-0.05,-5
SVC,7.55,7.21,-0.05,-5
PVI,10.13,9.64,-0.05,-5
PTC,3.43,3.27,-0.05,-5
PNJ,5.86,5.57,-0.05,-5
PHR,8.58,8.16,-0.05,-5
MKV,10.84,10.33,-0.05,-5
LIX,7.46,7.11,-0.05,-5
HSG,4.21,4.0,-0.05,-5
HAI,12.58,11.89,-0.05,-5
GMD,22.03,20.82,-0.05,-5
DTC,38.57,36.45,-0.05,-5
VBC,5.57,5.21,-0.06,-6
TC6,3.72,3.48,-0.06,-6
ST8,2.72,2.56,-0.06,-6
SDP,26.26,24.71,-0.06,-6
SAF,4.28,4.04,-0.06,-6
PVC,8.11,7.66,-0.06,-6
MTG,12.05,11.29,-0.06,-6
LCG,15.08,14.23,-0.06,-6
HLC,4.04,3.78,-0.06,-6
HAS,10.0,9.43,-0.06,-6
HAP,5.35,5.01,-0.06,-6
GTA,4.38,4.1,-0.06,-6
GMC,3.32,3.13,-0.06,-6
CJC,12.96,12.14,-0.06,-6
CAP,0.79,0.74,-0.06,-6
VTO,4.89,4.53,-0.07,-7
VST,21.4,20.0,-0.07,-7
TS4,14.15,13.16,-0.07,-7
TMS,6.99,6.47,-0.07,-7
PGS,4.67,4.34,-0.07,-7
MDC,3.96,3.68,-0.07,-7
KHA,12.44,11.61,-0.07,-7
ICF,15.2,14.1,-0.07,-7
HMC,3.81,3.55,-0.07,-7
EIB,10.54,9.78,-0.07,-7
DL1,5.32,4.96,-0.07,-7
