symbol,first,last,change,change_percentage
HDM,1.77,4.73,1.67,167
PMT,2.62,6.17,1.35,135
SVN,12.7,24.8,0.95,95
POT,4.31,7.78,0.81,81
BMJ,1.62,2.92,0.8,80
NBW,10.22,17.86,0.75,75
VIR,4.84,8.27,0.71,71
IJC,3.23,5.51,0.71,71
LGC,6.01,10.09,0.68,68
ND2,1.92,2.98,0.55,55
LM7,4.14,6.4,0.55,55
NDN,1.27,1.95,0.54,54
MKP,27.15,41.89,0.54,54
PNJ,4.16,6.36,0.53,53
SCO,6.7,10.0,0.49,49
HCT,4.85,7.18,0.48,48
LCM,14.77,21.48,0.45,45
VCF,36.16,52.12,0.44,44
PGS,5.25,7.47,0.42,42
PRC,2.32,3.26,0.41,41
TDC,2.17,3.04,0.4,40
PXL,4.8,6.7,0.4,40
SGH,15.55,21.49,0.38,38
HMH,2.07,2.84,0.37,37
BMC,5.92,7.97,0.35,35
TNA,1.78,2.39,0.34,34
ICG,5.85,7.79,0.33,33
TTP,17.76,23.07,0.3,30
PVE,5.88,7.67,0.3,30
STG,3.39,4.37,0.29,29
PTC,3.7,4.78,0.29,29
MAS,2.51,3.24,0.29,29
HPP,8.56,11.06,0.29,29
ACL,3.98,5.12,0.29,29
TTG,2.78,3.57,0.28,28
SDC,5.31,6.8,0.28,28
PPS,2.53,3.24,0.28,28
LHG,9.09,11.64,0.28,28
SBT,4.14,5.26,0.27,27
DAE,2.07,2.63,0.27,27
APG,2.24,2.85,0.27,27
VLA,1.44,1.81,0.26,26
NHC,4.23,5.34,0.26,26
BXH,4.98,6.29,0.26,26
MSN,49.41,61.77,0.25,25
ECI,1.82,2.27,0.25,25
CTC,5.54,6.95,0.25,25
WSS,4.5,5.6,0.24,24
VCA,2.95,3.65,0.24,24
SED,1.95,2.41,0.24,24
IDJ,2.0,2.48,0.24,24
HOT,8.82,10.95,0.24,24
DHG,18.41,22.8,0.24,24
CTB,3.56,4.43,0.24,24
UDJ,2.35,2.9,0.23,23
DHT,2.93,3.59,0.23,23
BST,1.89,2.32,0.23,23
TBX,11.06,13.48,0.22,22
KSH,20.3,24.8,0.22,22
ANV,1.95,2.37,0.22,22
VSH,4.12,5.0,0.21,21
SRB,5.2,6.3,0.21,21
MCP,4.31,5.21,0.21,21
LCD,4.39,5.33,0.21,21
TCT,5.68,6.82,0.2,20
QHD,1.93,2.32,0.2,20
PV2,5.0,6.0,0.2,20
PHC,2.35,2.81,0.2,20
KCE,3.31,3.97,0.2,20
GDT,2.52,3.02,0.2,20
ASM,6.82,8.18,0.2,20
VSI,2.02,2.41,0.19,19
V21,14.54,17.31,0.19,19
UDC,5.59,6.67,0.19,19
SSI,4.43,5.29,0.19,19
S55,2.93,3.49,0.19,19
D11,7.2,8.55,0.19,19
BTH,8.1,9.6,0.19,19
PVI,6.65,7.83,0.18,18
HVG,4.7,5.53,0.18,18
CMX,4.17,4.94,0.18,18
BHT,12.91,15.19,0.18,18
AAM,7.16,8.46,0.18,18
VHC,4.87,5.71,0.17,17
VCM,2.27,2.65,0.17,17
PVL,6.4,7.5,0.17,17
MIC,15.5,18.2,0.17,17
LTC,5.5,6.45,0.17,17
HCM,2.25,2.64,0.17,17
GIL,4.42,5.17,0.17,17
PXT,5.7,6.6,0.16,16
VNM,12.59,14.52,0.15,15
VNC,4.74,5.47,0.15,15
TCM,4.38,5.02,0.15,15
OPC,3.4,3.9,0.15,15
LCS,8.98,10.35,0.15,15
CAN,12.29,14.14,0.15,15
VDL,6.02,6.85,0.14,14
TTC,1.25,1.43,0.14,14
THT,1.4,1.59,0.14,14
STB,8.56,9.72,0.14,14
SJD,1.97,2.25,0.14,14
PVG,7.72,8.77,0.14,14
DIG,3.96,4.52,0.14,14
PXS,5.19,5.85,0.13,13
HTI,1.81,2.05,0.13,13
HJS,2.16,2.44,0.13,13
FPT,6.15,6.93,0.13,13
DNP,0.96,1.08,0.13,13
VND,1.32,1.48,0.12,12
VIG,4.1,4.6,0.12,12
TV3,2.07,2.31,0.12,12
NNC,2.87,3.22,0.12,12
HUT,4.61,5.16,0.12,12
BSC,4.59,5.12,0.12,12
BLF,3.64,4.09,0.12,12
BKC,10.4,11.7,0.12,12
ARM,3.83,4.28,0.12,12
SHC,2.8,3.1,0.11,11
PVT,2.44,2.71,0.11,11
COM,13.9,15.49,0.11,11
CJC,7.41,8.23,0.11,11
VIE,10.5,11.5,0.1,10
VCB,10.04,11.0,0.1,10
TPP,1.18,1.3,0.1,10
SPM,33.34,36.61,0.1,10
QCG,17.58,19.3,0.1,10
MCF,3.0,3.29,0.1,10
LBE,1.5,1.65,0.1,10
IMP,9.84,10.79,0.1,10
EIB,8.14,8.92,0.1,10
ST8,1.24,1.35,0.09,9
SSF,1.98,2.15,0.09,9
PVC,7.11,7.72,0.09,9
PDC,4.5,4.9,0.09,9
NST,4.37,4.78,0.09,9
KSB,4.37,4.75,0.09,9
HU3,2.98,3.24,0.09,9
HPT,5.49,6.0,0.09,9
DTA,5.33,5.81,0.09,9
DIC,6.61,7.18,0.09,9
VTV,1.61,1.74,0.08,8
VSC,3.69,3.98,0.08,8
TRA,8.1,8.74,0.08,8
TNC,6.23,6.71,0.08,8
STP,4.06,4.39,0.08,8
SD9,4.83,5.21,0.08,8
RAL,5.9,6.4,0.08,8
PHS,3.35,3.61,0.08,8
BVS,10.84,11.74,0.08,8
BCE,2.39,2.59,0.08,8
APC,9.9,10.71,0.08,8
ABT,12.59,13.6,0.08,8
VGP,5.58,5.99,0.07,7
TXM,2.9,3.11,0.07,7
PAN,3.21,3.42,0.07,7
OCH,9.96,10.63,0.07,7
LSS,10.76,11.56,0.07,7
LCC,2.8,3.0,0.07,7
HLC,2.65,2.83,0.07,7
DBC,2.3,2.46,0.07,7
APS,4.28,4.56,0.07,7
AAA,3.43,3.67,0.07,7
VGS,3.08,3.27,0.06,6
VBH,16.34,17.3,0.06,6
TC6,2.17,2.31,0.06,6
SD8,5.3,5.6,0.06,6
PFL,7.1,7.5,0.06,6
KTS,7.51,7.99,0.06,6
GTT,6.2,6.6,0.06,6
DPM,9.4,9.92,0.06,6
DAD,2.09,2.21,0.06,6
D2D,2.62,2.79,0.06,6
BTT,6.89,7.29,0.06,6
VNF,6.84,7.21,0.05,5
VFR,10.35,10.82,0.05,5
VCT,6.3,6.6,0.05,5
TBC,4.13,4.34,0.05,5
SEB,1.67,1.75,0.05,5
SDT,3.04,3.19,0.05,5
MTG,4.11,4.3,0.05,5
LIG,3.81,4.0,0.05,5
KKC,4.27,4.48,0.05,5
GMC,2.0,2.1,0.05,5
FMC,1.91,2.0,0.05,5
DSN,5.04,5.3,0.05,5
DNM,3.98,4.16,0.05,5
CT6,5.46,5.74,0.05,5
CMG,3.92,4.11,0.05,5
CII,10.63,11.13,0.05,5
BPC,2.99,3.15,0.05,5
B82,5.09,5.36,0.05,5
ADC,0.95,1.0,0.05,5
VID,3.05,3.16,0.04,4
TNM,2.56,2.65,0.04,4
TNG,1.45,1.51,0.04,4
SD7,14.1,14.6,0.04,4
PXM,7.3,7.6,0.04,4
PTP,2.67,2.77,0.04,4
PTI,5.07,5.26,0.04,4
PSP,3.47,3.62,0.04,4
PLC,4.39,4.58,0.04,4
PGD,8.24,8.56,0.04,4
NSC,13.09,13.67,0.04,4
LAF,16.3,17.0,0.04,4
L61,4.74,4.93,0.04,4
INN,2.75,2.86,0.04,4
HHC,7.9,8.25,0.04,4
HAX,1.3,1.35,0.04,4
HAS,3.92,4.08,0.04,4
GDW,7.66,7.95,0.04,4
DQC,5.51,5.74,0.04,4
DMC,7.24,7.53,0.04,4
CCM,8.24,8.58,0.04,4
AGF,8.85,9.19,0.04,4
ACB,4.51,4.68,0.04,4
VNL,4.11,4.22,0.03,3
TMC,5.74,5.94,0.03,3
SSG,7.4,7.6,0.03,3
REE,4.81,4.94,0.03,3
RDP,2.37,2.44,0.03,3
QCC,1.55,1.6,0.03,3
PSG,7.8,8.0,0.03,3
NBC,1.72,1.77,0.03,3
MAC,2.29,2.35,0.03,3
IVS,6.03,6.2,0.03,3
HTV,3.07,3.16,0.03,3
HTC,2.3,2.37,0.03,3
HEV,2.75,2.83,0.03,3
HAT,9.35,9.6,0.03,3
GTH,6.41,6.61,0.03,3
FDC,15.56,16.03,0.03,3
ELC,10.79,11.16,0.03,3
DTT,4.35,4.49,0.03,3
DIH,5.79,5.96,0.03,3
DCS,7.3,7.5,0.03,3
ACE,4.14,4.28,0.03,3
VTO,2.03,2.07,0.02,2
VNG,15.67,15.96,0.02,2
VMG,4.3,4.4,0.02,2
TDW,4.12,4.22,0.02,2
SDD,6.0,6.1,0.02,2
SD2,4.28,4.38,0.02,2
PDR,5.56,5.68,0.02,2
ORS,2.67,2.73,0.02,2
HVT,2.61,2.67,0.02,2
HSG,1.21,1.23,0.02,2
HMC,2.35,2.4,0.02,2
HGM,18.61,18.96,0.02,2
EBS,1.99,2.02,0.02,2
DXV,4.64,4.71,0.02,2
CMV,6.05,6.18,0.02,2
BMP,7.22,7.33,0.02,2
VIP,2.43,2.46,0.01,1
UIC,3.17,3.2,0.01,1
TPC,2.69,2.71,0.01,1
TDH,5.92,5.99,0.01,1
TCL,4.06,4.09,0.01,1
SVI,5.42,5.48,0.01,1
SQC,86.0,87.2,0.01,1
SMC,3.8,3.84,0.01,1
SJE,2.89,2.92,0.01,1
SFI,3.26,3.29,0.01,1
S96,11.4,11.5,0.01,1
PVX,11.3,11.4,0.01,1
PVR,8.2,8.3,0.01,1
PMC,6.52,6.59,0.01,1
MPC,3.24,3.26,0.01,1
LM8,3.75,3.79,0.01,1
KMT,3.38,3.42,0.01,1
KDC,8.97,9.03,0.01,1
HPB,3.35,3.39,0.01,1
HLY,14.32,14.49,0.01,1
HLG,11.08,11.17,0.01,1
HBS,13.9,14.0,0.01,1
DL1,3.55,3.57,0.01,1
DID,6.29,6.37,0.01,1
CPC,3.69,3.73,0.01,1
CCI,3.59,3.61,0.01,1
BT6,10.33,10.42,0.01,1
BBC,9.5,9.58,0.01,1
VTB,2.7,2.7,0.0,0
VSG,2.9,2.9,0.0,0
VNS,6.23,6.23,0.0,0
VNE,3.8,3.8,0.0,0
TYA,1.59,1.59,0.0,0
TIG,2.64,2.63,-0.0,0
SZL,4.96,4.96,0.0,0
SDK,5.61,5.61,0.0,0
SCR,4.27,4.27,0.0,0
S12,5.19,5.19,0.0,0
PGC,1.36,1.36,0.0,0
NGC,3.1,3.1,0.0,0
LCG,6.14,6.14,0.0,0
LBM,1.44,1.44,0.0,0
HTP,2.9,2.9,0.0,0
HSI,8.6,8.6,0.0,0
HLA,7.3,7.3,0.0,0
EID,2.4,2.4,0.0,0
DCL,4.28,4.28,0.0,0
