symbol,first,last,change,change_percentage
KHL,1.9,2.5,0.32,32
IN4,29.29,38.56,0.32,32
PEC,10.05,13.19,0.31,31
SNC,10.05,12.28,0.22,22
TIS,5.2,6.3,0.21,21
PVL,1.9,2.3,0.21,21
TLH,2.08,2.49,0.2,20
TKU,3.04,3.64,0.2,20
TBD,13.05,15.56,0.19,19
MSR,7.71,9.16,0.19,19
MCC,10.18,12.16,0.19,19
ACE,8.54,10.04,0.18,18
MTA,3.6,4.2,0.17,17
DMC,35.55,41.63,0.17,17
VTI,6.8,7.9,0.16,16
LCM,2.5,2.9,0.16,16
BTW,12.23,14.16,0.16,16
VLG,3.97,4.56,0.15,15
VGG,40.68,46.78,0.15,15
TRC,13.72,15.71,0.15,15
THG,10.04,11.53,0.15,15
BMJ,1.95,2.24,0.15,15
SPD,4.84,5.51,0.14,14
SAF,18.22,20.71,0.14,14
PPP,4.91,5.59,0.14,14
HFC,6.11,6.98,0.14,14
DDV,8.19,9.3,0.14,14
CAV,22.45,25.68,0.14,14
TMS,29.65,33.48,0.13,13
SCC,3.9,4.4,0.13,13
NKG,3.45,3.9,0.13,13
FID,10.52,11.94,0.13,13
DNP,7.01,7.93,0.13,13
CDC,3.65,4.12,0.13,13
BFC,12.02,13.53,0.13,13
VNS,18.78,21.02,0.12,12
VC3,8.24,9.25,0.12,12
SJM,1.6,1.8,0.12,12
NOS,0.8,0.9,0.12,12
CTN,2.5,2.8,0.12,12
VC2,5.56,6.17,0.11,11
TYA,5.14,5.72,0.11,11
SMC,3.08,3.41,0.11,11
SD8,0.9,1.0,0.11,11
HBD,8.85,9.86,0.11,11
GTA,10.4,11.55,0.11,11
DLG,5.81,6.44,0.11,11
DBC,6.72,7.45,0.11,11
VFR,14.8,16.3,0.1,10
PPY,12.71,13.94,0.1,10
PCG,6.98,7.66,0.1,10
NHC,17.46,19.25,0.1,10
NBP,10.33,11.34,0.1,10
KTS,13.86,15.3,0.1,10
EVE,15.08,16.55,0.1,10
CYC,2.9,3.2,0.1,10
VPC,1.1,1.2,0.09,9
