symbol,first,last,change,change_percentage
PPI,0.4,0.6,0.5,50
DVC,4.5,6.71,0.49,49
NET,27.55,39.63,0.44,44
CCM,17.09,24.36,0.43,43
VGR,14.31,18.56,0.3,30
PXI,2.24,2.91,0.3,30
NAV,8.45,10.94,0.29,29
HEM,9.6,12.38,0.29,29
POV,5.17,6.57,0.27,27
DNC,14.23,17.99,0.26,26
PVV,0.4,0.5,0.25,25
PGD,28.75,35.82,0.25,25
NHP,0.4,0.5,0.25,25
ILA,1.56,1.93,0.24,24
VHG,0.5,0.6,0.2,20
PVG,6.83,8.1,0.19,19
PSE,4.5,5.34,0.19,19
HTM,14.13,16.78,0.19,19
SPC,13.93,16.38,0.18,18
CSC,19.01,22.38,0.18,18
PVH,0.6,0.7,0.17,17
PTV,8.4,9.8,0.17,17
BTB,6.0,7.0,0.17,17
ATB,0.6,0.7,0.17,17
SD2,3.8,4.4,0.16,16
BCP,12.0,13.9,0.16,16
PPP,11.75,13.48,0.15,15
KLF,1.3,1.5,0.15,15
HMS,19.22,22.03,0.15,15
HAF,15.6,17.9,0.15,15
BWS,27.07,31.18,0.15,15
VPC,0.7,0.8,0.14,14
TOP,0.7,0.8,0.14,14
THB,9.28,10.55,0.14,14
ST8,10.51,11.98,0.14,14
MCP,13.0,14.83,0.14,14
FIT,4.88,5.57,0.14,14
CLW,17.82,20.26,0.14,14
CI5,4.2,4.8,0.14,14
BTV,27.52,31.32,0.14,14
ACS,5.6,6.4,0.14,14
SCR,4.82,5.43,0.13,13
PGN,5.0,5.63,0.13,13
PBT,16.38,18.48,0.13,13
MST,4.47,5.04,0.13,13
HNI,14.22,16.03,0.13,13
HAI,2.54,2.87,0.13,13
CDP,6.06,6.87,0.13,13
AMD,1.78,2.02,0.13,13
XMC,7.8,8.72,0.12,12
VPS,10.44,11.68,0.12,12
PWA,9.91,11.05,0.12,12
PTL,4.11,4.62,0.12,12
MTG,2.5,2.8,0.12,12
ISH,13.1,14.63,0.12,12
DGC,8.08,9.06,0.12,12
SAC,7.05,7.84,0.11,11
PSB,2.7,3.0,0.11,11
PGS,24.16,26.7,0.11,11
MBG,24.91,27.77,0.11,11
VMS,6.73,7.39,0.1,10
TKU,5.33,5.85,0.1,10
TIX,22.94,25.31,0.1,10
TCD,5.14,5.64,0.1,10
SRB,1.0,1.1,0.1,10
NTW,15.63,17.19,0.1,10
NHC,24.6,27.03,0.1,10
LDP,16.09,17.72,0.1,10
DCL,23.0,25.35,0.1,10
ART,2.1,2.3,0.1,10
S99,6.48,7.04,0.09,9
L35,8.5,9.3,0.09,9
HPI,14.7,16.0,0.09,9
HDB,9.91,10.78,0.09,9
EMS,16.37,17.82,0.09,9
DPC,10.67,11.63,0.09,9
DC4,10.87,11.89,0.09,9
CC1,5.98,6.51,0.09,9
TSC,2.29,2.48,0.08,8
JVC,4.2,4.55,0.08,8
HLD,10.37,11.15,0.08,8
HLC,5.1,5.51,0.08,8
FCN,8.4,9.11,0.08,8
EVF,3.77,4.06,0.08,8
CTW,20.5,22.22,0.08,8
BKC,4.9,5.3,0.08,8
BDG,14.06,15.2,0.08,8
API,4.81,5.2,0.08,8
VNX,49.26,52.84,0.07,7
TRC,32.45,34.77,0.07,7
TNB,4.73,5.07,0.07,7
TNA,16.47,17.59,0.07,7
TFC,3.49,3.72,0.07,7
SMA,12.15,12.99,0.07,7
SID,13.2,14.1,0.07,7
SBV,5.77,6.16,0.07,7
PDR,12.28,13.09,0.07,7
OPC,16.0,17.05,0.07,7
MAS,45.1,48.4,0.07,7
HAP,2.51,2.68,0.07,7
DWS,16.78,17.98,0.07,7
DRH,3.39,3.64,0.07,7
DPR,31.43,33.66,0.07,7
CMV,6.74,7.21,0.07,7
CKA,11.07,11.84,0.07,7
BVG,1.5,1.6,0.07,7
VIP,3.78,4.01,0.06,6
TLG,32.46,34.4,0.06,6
TIG,4.35,4.61,0.06,6
TDP,11.39,12.1,0.06,6
TDH,8.06,8.54,0.06,6
SPV,8.35,8.88,0.06,6
SGP,7.03,7.42,0.06,6
SBL,13.28,14.03,0.06,6
PDN,56.31,59.52,0.06,6
KHP,5.64,5.98,0.06,6
IDJ,2.68,2.84,0.06,6
HIG,5.62,5.98,0.06,6
DNM,7.25,7.67,0.06,6
AST,77.94,82.53,0.06,6
AGF,3.22,3.42,0.06,6
VRG,7.56,7.91,0.05,5
VMD,18.52,19.5,0.05,5
VBB,13.33,14.04,0.05,5
TVN,6.3,6.6,0.05,5
TGG,1.79,1.88,0.05,5
TEG,4.89,5.12,0.05,5
SLS,34.77,36.39,0.05,5
SC5,18.27,19.16,0.05,5
SBH,19.21,20.16,0.05,5
PMS,9.22,9.66,0.05,5
PCM,10.64,11.12,0.05,5
LTG,17.6,18.55,0.05,5
LO5,1.9,2.0,0.05,5
IJC,10.15,10.64,0.05,5
HBD,12.76,13.4,0.05,5
DRI,4.68,4.93,0.05,5
CMT,8.6,9.0,0.05,5
CCP,19.9,20.8,0.05,5
CCI,11.18,11.75,0.05,5
VTR,43.0,44.8,0.04,4
VHL,21.03,21.81,0.04,4
VC7,3.92,4.07,0.04,4
UDJ,5.47,5.69,0.04,4
TVB,7.29,7.61,0.04,4
TTH,2.6,2.7,0.04,4
TS4,3.99,4.15,0.04,4
TNS,2.3,2.4,0.04,4
TNI,10.65,11.1,0.04,4
TL4,6.11,6.37,0.04,4
STC,10.35,10.72,0.04,4
SHB,3.12,3.23,0.04,4
PSP,5.28,5.47,0.04,4
PGI,10.55,11.01,0.04,4
PC1,10.57,11.02,0.04,4
NTL,16.44,17.11,0.04,4
MDG,9.16,9.5,0.04,4
LSS,4.17,4.33,0.04,4
ILB,14.01,14.55,0.04,4
IDV,19.55,20.35,0.04,4
HPG,10.45,10.86,0.04,4
HAR,3.77,3.91,0.04,4
EVE,8.7,9.06,0.04,4
DTA,5.71,5.94,0.04,4
DPG,28.09,29.08,0.04,4
CTD,60.63,62.93,0.04,4
CLX,10.79,11.27,0.04,4
CLC,23.69,24.54,0.04,4
BLI,5.38,5.62,0.04,4
X26,12.95,13.36,0.03,3
VHE,5.83,6.0,0.03,3
VCS,63.49,65.25,0.03,3
VC2,9.36,9.65,0.03,3
STG,14.5,15.0,0.03,3
SRA,5.54,5.72,0.03,3
SJE,12.89,13.3,0.03,3
SEA,12.1,12.52,0.03,3
QTC,11.23,11.61,0.03,3
PVS,14.58,15.02,0.03,3
PVO,3.36,3.46,0.03,3
PNJ,55.93,57.46,0.03,3
PMP,7.11,7.35,0.03,3
PDV,3.23,3.32,0.03,3
NTC,90.68,93.47,0.03,3
NKG,4.01,4.13,0.03,3
NHA,3.06,3.16,0.03,3
LDG,7.95,8.22,0.03,3
IVS,10.5,10.8,0.03,3
IFS,18.25,18.85,0.03,3
ICG,5.38,5.53,0.03,3
HCM,15.56,16.03,0.03,3
ELC,4.52,4.66,0.03,3
DS3,2.48,2.56,0.03,3
DNE,7.39,7.64,0.03,3
DIH,16.75,17.33,0.03,3
DHC,23.8,24.49,0.03,3
DGW,6.15,6.31,0.03,3
DBD,36.22,37.34,0.03,3
DAG,5.61,5.78,0.03,3
D11,15.47,15.97,0.03,3
CTG,14.76,15.14,0.03,3
CSI,14.4,14.9,0.03,3
CNC,14.84,15.31,0.03,3
BWE,21.25,21.95,0.03,3
BSA,9.57,9.89,0.03,3
AAA,11.19,11.47,0.03,3
VSN,32.6,33.2,0.02,2
VSA,13.43,13.65,0.02,2
VRE,34.0,34.6,0.02,2
VRC,23.2,23.7,0.02,2
VNP,4.9,5.0,0.02,2
VNE,3.52,3.58,0.02,2
VIX,2.31,2.35,0.02,2
VID,2.7,2.75,0.02,2
VCW,29.59,30.05,0.02,2
VCB,63.56,64.62,0.02,2
TDW,21.01,21.46,0.02,2
TCB,22.7,23.15,0.02,2
SZE,8.29,8.46,0.02,2
SWC,12.6,12.8,0.02,2
SVC,14.47,14.7,0.02,2
SSC,51.61,52.74,0.02,2
SRF,11.57,11.81,0.02,2
SPM,11.28,11.56,0.02,2
SMB,30.15,30.77,0.02,2
SHI,5.74,5.87,0.02,2
SHA,3.39,3.46,0.02,2
SGT,3.77,3.85,0.02,2
SCD,26.57,27.05,0.02,2
SAB,211.75,215.45,0.02,2
PSL,15.64,16.03,0.02,2
PPS,4.92,5.0,0.02,2
PJT,8.02,8.17,0.02,2
PAC,21.86,22.25,0.02,2
NVL,31.21,31.71,0.02,2
NTH,21.56,22.0,0.02,2
NHT,22.94,23.34,0.02,2
NCS,26.1,26.5,0.02,2
NBC,5.09,5.17,0.02,2
NAW,6.0,6.1,0.02,2
NAG,3.04,3.11,0.02,2
MWG,35.29,36.08,0.02,2
MPC,7.42,7.58,0.02,2
MBB,11.49,11.73,0.02,2
L14,37.79,38.63,0.02,2
KDH,20.36,20.86,0.02,2
HU3,6.77,6.9,0.02,2
HT1,12.4,12.62,0.02,2
HSG,5.66,5.79,0.02,2
HMH,6.93,7.07,0.02,2
HMC,6.68,6.8,0.02,2
HEJ,20.25,20.72,0.02,2
HAG,3.63,3.72,0.02,2
FTS,7.48,7.6,0.02,2
