symbol,first,last,change,change_percentage
CMS,4.4,31.5,6.16,616
CEO,10.0,70.9,6.09,609
LIC,10.2,66.5,5.52,552
PTO,3.11,19.61,5.31,531
TBH,17.8,97.0,4.45,445
GER,5.69,25.2,3.43,343
S27,1.8,7.5,3.17,317
PVL,4.0,16.0,3.0,300
LCM,3.02,11.95,2.96,296
VHD,12.7,45.5,2.58,258
PTC,6.11,21.56,2.53,253
STL,1.3,4.5,2.46,246
DCF,5.9,20.0,2.39,239
PFL,4.5,15.2,2.38,238
NHV,6.89,22.98,2.34,234
KHP,6.28,20.28,2.23,223
DIC,2.0,6.4,2.2,220
DIG,25.0,79.27,2.17,217
VRC,10.15,31.0,2.05,205
PLO,2.2,6.7,2.05,205
PSG,1.3,3.9,2.0,200
CNT,9.0,27.0,2.0,200
CSI,18.8,56.0,1.98,198
LDG,6.88,20.1,1.92,192
L14,78.26,226.01,1.89,189
POB,26.06,72.88,1.8,180
VHG,3.4,9.5,1.79,179
PVH,1.4,3.9,1.79,179
HAR,5.1,14.2,1.78,178
LDP,13.6,37.5,1.76,176
PPI,1.0,2.7,1.7,170
V11,0.9,2.4,1.67,167
HFX,1.5,4.0,1.67,167
HAG,5.0,13.3,1.66,166
S12,1.1,2.9,1.64,164
PVA,1.1,2.9,1.64,164
DST,4.7,12.2,1.6,160
PVX,2.7,7.0,1.59,159
VMC,10.02,25.83,1.58,158
SD1,1.4,3.6,1.57,157
HQC,3.49,8.8,1.52,152
CII,18.5,46.4,1.51,151
DAG,6.13,15.3,1.5,150
PXI,3.56,8.88,1.49,149
LG9,5.6,13.9,1.48,148
DLD,11.3,27.9,1.47,147
CDO,3.4,8.4,1.47,147
PVR,2.2,5.4,1.45,145
NHA,21.86,53.66,1.45,145
TTE,8.64,21.0,1.43,143
HD6,14.41,34.99,1.43,143
MCG,4.4,10.6,1.41,141
SSN,6.3,15.1,1.4,140
PXM,1.0,2.4,1.4,140
HHG,3.8,9.1,1.39,139
TL4,8.68,20.7,1.38,138
NSL,7.75,18.44,1.38,138
PTL,7.08,16.8,1.37,137
SRB,3.6,8.5,1.36,136
CAD,1.4,3.3,1.36,136
BLF,3.2,7.5,1.34,134
BT6,3.9,9.1,1.33,133
ITA,7.15,16.6,1.32,132
TNI,4.0,9.24,1.31,131
SAM,10.41,23.72,1.28,128
IDI,6.51,14.87,1.28,128
VCT,4.4,10.0,1.27,127
ALV,3.3,7.5,1.27,127
PV2,4.3,9.7,1.26,126
SDB,1.2,2.7,1.25,125
QCG,6.95,15.65,1.25,125
CI5,6.8,15.2,1.24,124
S96,1.0,2.2,1.2,120
PXL,9.9,21.8,1.2,120
VHH,4.7,10.3,1.19,119
TSD,5.7,12.5,1.19,119
TVW,8.03,17.41,1.17,117
SDP,3.4,7.3,1.15,115
HCI,26.8,57.7,1.15,115
CLG,1.3,2.8,1.15,115
VC3,19.8,42.47,1.14,114
KTT,8.4,18.0,1.14,114
DLG,4.38,9.36,1.14,114
ASA,5.8,12.4,1.14,114
SD8,1.5,3.2,1.13,113
V15,0.9,1.9,1.11,111
ILA,5.96,12.6,1.11,111
ICI,4.5,9.5,1.11,111
GTT,0.9,1.9,1.11,111
FTM,3.81,8.05,1.11,111
FRT,31.58,66.55,1.11,111
VCC,15.85,33.34,1.1,110
TLD,6.15,12.9,1.1,110
NTB,1.0,2.1,1.1,110
C4G,8.0,16.78,1.1,110
AVF,1.0,2.1,1.1,110
SDA,13.4,28.0,1.09,109
ICG,6.94,14.46,1.08,108
TLI,5.4,11.2,1.07,107
MCO,4.1,8.5,1.07,107
L12,6.23,12.9,1.07,107
PID,1.8,3.7,1.06,106
LCD,8.9,18.3,1.06,106
BVL,20.8,42.8,1.06,106
VPH,6.28,12.72,1.03,103
PDB,11.33,23.04,1.03,103
VIG,8.6,17.4,1.02,102
TNT,9.42,19.0,1.02,102
HID,6.66,13.4,1.01,101
L44,1.0,2.0,1.0,100
HUT,10.4,20.8,1.0,100
HLA,1.0,2.0,1.0,100
FCN,13.52,27.01,1.0,100
CMC,7.0,13.9,0.99,99
ACC,16.51,32.49,0.97,97
TVS,30.82,60.5,0.96,96
HHS,5.68,11.15,0.96,96
G36,11.6,22.7,0.96,96
SPB,20.35,39.69,0.95,95
SDJ,3.8,7.4,0.95,95
QBS,4.27,8.32,0.95,95
CT6,4.2,8.2,0.95,95
TID,28.97,56.08,0.94,94
NOS,1.4,2.7,0.93,93
NGC,7.4,14.3,0.93,93
GEX,20.61,39.72,0.93,93
DHB,5.7,11.0,0.93,93
C47,12.9,24.8,0.92,92
VPC,3.4,6.5,0.91,91
HTN,22.17,42.25,0.91,91
HBC,14.56,27.88,0.91,91
HAI,4.25,8.1,0.91,91
FIC,17.8,34.0,0.91,91
DPS,1.1,2.1,0.91,91
VTS,8.1,15.4,0.9,90
TTF,7.09,13.5,0.9,90
SDX,2.1,4.0,0.9,90
CIG,7.2,13.7,0.9,90
CGV,4.1,7.8,0.9,90
SVN,4.6,8.7,0.89,89
SIG,6.5,12.3,0.89,89
LIG,9.81,18.48,0.88,88
VIX,12.11,22.65,0.87,87
TTN,12.19,22.85,0.87,87
PVV,2.1,3.9,0.86,86
FCM,6.17,11.48,0.86,86
DXG,18.8,35.0,0.86,86
CTN,1.4,2.6,0.86,86
CC1,8.67,16.09,0.86,86
VXB,13.5,25.0,0.85,85
VC9,8.0,14.8,0.85,85
SJM,5.2,9.6,0.85,85
OGC,6.15,11.4,0.85,85
LUT,5.1,9.4,0.84,84
HVG,2.5,4.6,0.84,84
TA6,8.6,15.7,0.83,83
SGO,1.1,2.0,0.82,82
RTB,14.6,26.61,0.82,82
IPA,29.71,54.0,0.82,82
VE3,7.9,14.3,0.81,81
VC5,1.6,2.9,0.81,81
VC1,12.4,22.5,0.81,81
SD7,4.8,8.7,0.81,81
PVY,2.6,4.7,0.81,81
PSW,10.45,18.93,0.81,81
LO5,1.6,2.9,0.81,81
DXV,4.65,8.4,0.81,81
DRH,12.02,21.72,0.81,81
KLF,4.5,8.1,0.8,80
HTT,2.0,3.6,0.8,80
BHC,2.5,4.5,0.8,80
SDD,4.7,8.4,0.79,79
SD3,4.8,8.6,0.79,79
TIG,12.7,22.66,0.78,78
SD6,4.9,8.7,0.78,78
SCR,11.11,19.77,0.78,78
L18,30.05,53.49,0.78,78
TAR,21.82,38.64,0.77,77
RCC,8.04,14.25,0.77,77
LGL,7.34,13.0,0.77,77
FID,5.2,9.2,0.77,77
VC2,31.27,55.09,0.76,76
GKM,23.14,40.73,0.76,76
CTS,18.89,33.16,0.76,76
APS,22.3,39.3,0.76,76
TMT,10.11,17.73,0.75,75
SJC,2.0,3.5,0.75,75
PVE,3.2,5.6,0.75,75
NLG,36.13,62.74,0.74,74
HPH,6.9,12.0,0.74,74
DC4,12.81,22.24,0.74,74
AMD,4.71,8.2,0.74,74
VIE,5.9,10.2,0.73,73
HNG,7.1,12.25,0.73,73
CTP,5.9,10.2,0.73,73
CTI,15.6,26.95,0.73,73
MDF,13.32,22.93,0.72,72
LTC,2.9,5.0,0.72,72
KSD,4.3,7.4,0.72,72
BTN,4.3,7.4,0.72,72
ART,9.5,16.3,0.72,72
VNE,9.02,15.45,0.71,71
JOS,1.7,2.9,0.71,71
HEV,15.68,26.83,0.71,71
BAF,13.04,22.34,0.71,71
EVG,9.66,16.41,0.7,70
CYC,3.7,6.3,0.7,70
BXH,9.95,16.96,0.7,70
VTI,3.2,5.4,0.69,69
VEF,131.9,222.8,0.69,69
VCR,29.0,49.0,0.69,69
MEC,3.6,6.1,0.69,69
HLS,10.05,16.94,0.69,69
YEG,15.15,25.5,0.68,68
WSS,10.8,18.1,0.68,68
SNZ,28.2,47.36,0.68,68
ITC,12.64,21.27,0.68,68
FLC,10.7,18.0,0.68,68
BCG,13.12,22.08,0.68,68
APG,12.29,20.65,0.68,68
TIE,5.7,9.5,0.67,67
TDG,6.33,10.55,0.67,67
TCR,4.68,7.8,0.67,67
LM3,1.8,3.0,0.67,67
KVC,4.8,8.0,0.67,67
G20,1.2,2.0,0.67,67
DVG,14.2,23.7,0.67,67
VND,19.68,32.59,0.66,66
TSC,8.77,14.43,0.65,65
TCI,14.3,23.6,0.65,65
SD4,5.2,8.6,0.65,65
PXT,4.8,7.9,0.65,65
DCS,2.3,3.8,0.65,65
API,20.91,34.54,0.65,65
AAS,17.8,29.4,0.65,65
SBD,10.01,16.43,0.64,64
KSF,46.8,76.8,0.64,64
DIH,34.92,57.37,0.64,64
NAG,6.92,11.25,0.63,63
CTD,67.3,109.5,0.63,63
TTL,8.31,13.5,0.62,62
TTG,4.8,7.8,0.62,62
SJF,7.44,12.05,0.62,62
PCF,5.2,8.4,0.62,62
NDF,1.6,2.6,0.62,62
MHL,4.7,7.6,0.62,62
KHL,1.3,2.1,0.62,62
VIT,14.78,23.8,0.61,61
TTZ,4.9,7.9,0.61,61
RGC,24.5,39.4,0.61,61
KAC,6.4,10.3,0.61,61
JVC,6.3,10.15,0.61,61
HAF,15.3,24.7,0.61,61
BSI,25.57,41.22,0.61,61
VC6,8.18,13.09,0.6,60
TTH,5.0,8.0,0.6,60
SD9,9.0,14.4,0.6,60
PIS,11.44,18.36,0.6,60
DLT,11.58,18.57,0.6,60
AME,9.1,14.6,0.6,60
VW3,8.55,13.61,0.59,59
VGC,31.29,49.83,0.59,59
TTB,7.15,11.35,0.59,59
LBC,10.97,17.49,0.59,59
DTD,25.33,40.23,0.59,59
CSC,70.9,112.42,0.59,59
BMJ,13.0,20.7,0.59,59
AGR,15.8,25.1,0.59,59
SGR,20.66,32.62,0.58,58
CID,6.5,10.3,0.58,58
PTI,37.5,59.0,0.57,57
NED,8.8,13.8,0.57,57
DID,8.62,13.53,0.57,57
CTX,7.5,11.8,0.57,57
CAN,35.08,54.94,0.57,57
