symbol,first,last,change,change_percentage
S96,13.0,54.0,3.15,315
VC3,1.96,6.71,2.42,242
VGS,5.16,15.66,2.03,203
SJC,11.32,33.73,1.98,198
SSM,7.56,20.52,1.71,171
UNI,14.22,37.64,1.65,165
CSM,7.38,19.2,1.6,160
KKC,5.7,14.67,1.57,157
KSH,17.6,44.8,1.55,155
VMC,5.76,14.64,1.54,154
VC6,3.52,8.83,1.51,151
STL,35.6,87.1,1.45,145
GMD,11.51,27.79,1.41,141
SD2,9.24,21.88,1.37,137
VC7,3.11,7.34,1.36,136
SJE,3.72,8.67,1.33,133
MIC,49.4,115.1,1.33,133
VC1,6.67,15.5,1.32,132
SIC,5.06,11.67,1.31,131
S12,12.18,27.86,1.29,129
HSG,2.22,5.02,1.26,126
VC5,9.02,20.27,1.25,125
SDY,20.0,45.0,1.25,125
DRC,5.25,11.65,1.22,122
SD3,15.3,33.8,1.21,121
VHC,3.41,7.42,1.18,118
VCG,11.88,25.92,1.18,118
KDC,5.54,11.86,1.14,114
VCC,2.74,5.82,1.12,112
SJS,71.36,148.19,1.08,108
PVA,19.5,40.4,1.07,107
SD4,9.15,18.76,1.05,105
XMC,9.7,19.8,1.04,104
VNM,4.77,9.73,1.04,104
VNI,30.0,61.0,1.03,103
DIG,9.82,19.89,1.03,103
PAC,6.73,13.59,1.02,102
DXP,4.09,8.22,1.01,101
VPH,7.22,14.44,1.0,100
TST,12.43,24.77,0.99,99
CTN,13.08,26.06,0.99,99
SDT,4.17,8.25,0.98,98
SD7,29.7,58.9,0.98,98
DCS,9.1,18.0,0.98,98
HAG,51.6,100.03,0.94,94
SD6,13.27,25.58,0.93,93
SD8,13.0,25.0,0.92,92
NBB,11.97,23.01,0.92,92
HLA,21.2,40.5,0.91,91
DHA,4.76,9.07,0.91,91
TS4,7.73,14.7,0.9,90
TTF,18.41,34.79,0.89,89
SJM,14.7,27.8,0.89,89
MEC,17.56,33.19,0.89,89
STP,3.6,6.75,0.88,88
HUT,8.73,16.41,0.88,88
HTV,3.61,6.79,0.88,88
HDC,3.18,5.95,0.87,87
EBS,3.23,6.0,0.86,86
MPC,3.05,5.65,0.85,85
V11,11.7,21.5,0.84,84
PVG,8.91,16.42,0.84,84
CCM,15.42,28.19,0.83,83
TNG,1.52,2.77,0.82,82
SDD,11.3,20.6,0.82,82
ABT,7.23,13.15,0.82,82
PGS,3.13,5.68,0.81,81
CDC,8.08,14.63,0.81,81
BMP,6.36,11.48,0.81,81
VFR,10.54,18.99,0.8,80
L61,7.46,13.4,0.8,80
PET,4.63,8.31,0.79,79
SDA,16.39,29.12,0.78,78
SD9,11.91,21.24,0.78,78
CII,15.58,27.71,0.78,78
NTL,7.23,12.77,0.77,77
TMC,6.3,11.11,0.76,76
GIL,2.43,4.26,0.75,75
B82,6.57,11.48,0.75,75
VSC,2.77,4.79,0.73,73
LCG,8.84,15.29,0.73,73
