symbol,first,last,change,change_percentage
CIP,5.1,16.3,2.2,220
GTH,3.2,8.97,1.8,180
SRA,2.46,6.84,1.78,178
HVG,2.59,6.67,1.58,158
KIP,13.09,33.53,1.56,156
PXA,0.6,1.5,1.5,150
SAP,3.9,9.2,1.36,136
VBH,8.3,18.5,1.23,123
VTE,2.21,4.82,1.18,118
VGL,8.88,19.33,1.18,118
PRO,5.7,11.8,1.07,107
MBG,2.08,4.28,1.06,106
CT3,6.19,12.68,1.05,105
BST,11.02,22.13,1.01,101
PTT,2.78,5.38,0.94,94
DTI,11.56,22.45,0.94,94
CID,2.8,5.4,0.93,93
AMV,6.07,11.53,0.9,90
AGF,3.47,6.6,0.9,90
DHB,1.9,3.6,0.89,89
SRB,1.3,2.4,0.85,85
HHC,42.2,76.6,0.82,82
VLF,0.5,0.9,0.8,80
HPT,3.55,6.33,0.78,78
ACL,3.94,7.01,0.78,78
TPS,15.09,26.41,0.75,75
BII,0.8,1.4,0.75,75
TNG,5.58,9.66,0.73,73
NAC,1.1,1.88,0.71,71
C47,6.33,10.84,0.71,71
TXM,7.1,11.99,0.69,69
SDD,1.9,3.2,0.68,68
UPH,14.78,24.63,0.67,67
VVN,4.4,7.3,0.66,66
BDB,3.06,5.08,0.66,66
VHC,24.89,41.17,0.65,65
FT1,14.35,23.72,0.65,65
STT,5.19,8.5,0.64,64
HNG,10.45,17.15,0.64,64
DHM,2.45,4.0,0.63,63
ART,6.5,10.5,0.62,62
PTP,4.16,6.61,0.59,59
DGT,14.5,23.0,0.59,59
VFC,9.0,14.0,0.56,56
PVD,9.13,14.26,0.56,56
PVB,12.78,19.95,0.56,56
NAW,10.1,15.8,0.56,56
LDG,8.45,13.09,0.55,55
POS,5.62,8.65,0.54,54
HTP,4.1,6.3,0.54,54
CEN,27.05,41.72,0.54,54
SDN,22.97,35.25,0.53,53
OGC,1.98,3.03,0.53,53
L35,3.3,5.0,0.52,52
TV2,15.99,24.15,0.51,51
TCM,11.82,17.81,0.51,51
HSA,17.6,26.5,0.51,51
YTC,36.87,55.44,0.5,50
HJC,3.0,4.5,0.5,50
CTF,7.07,10.64,0.5,50
VGV,5.96,8.91,0.49,49
MIM,10.24,15.22,0.49,49
VRC,16.95,24.95,0.47,47
SBT,11.82,17.34,0.47,47
OCH,4.5,6.6,0.47,47
FRM,8.52,12.55,0.47,47
DTG,9.61,14.04,0.46,46
VLB,19.27,27.97,0.45,45
TOP,1.1,1.6,0.45,45
HVA,3.1,4.5,0.45,45
TCK,3.2,4.6,0.44,44
TMT,6.3,9.04,0.43,43
RTB,5.73,8.19,0.43,43
PMJ,4.28,6.12,0.43,43
IME,8.4,12.0,0.43,43
TTF,3.95,5.6,0.42,42
SNC,6.51,9.27,0.42,42
PVC,4.72,6.71,0.42,42
MEC,2.4,3.4,0.42,42
LUT,1.9,2.7,0.42,42
KCB,1.9,2.7,0.42,42
BID,18.62,26.48,0.42,42
SJE,11.3,15.97,0.41,41
PXS,5.01,7.0,0.4,40
L10,13.89,19.44,0.4,40
VND,3.77,5.24,0.39,39
VIX,2.04,2.84,0.39,39
VAV,14.46,20.08,0.39,39
TIE,6.59,9.17,0.39,39
THI,24.93,34.69,0.39,39
PVS,12.81,17.8,0.39,39
CTX,9.55,13.23,0.39,39
TMX,4.93,6.78,0.38,38
DGC,8.06,11.15,0.38,38
ABC,5.85,8.07,0.38,38
VCP,14.87,20.3,0.37,37
PXT,1.9,2.6,0.37,37
MRF,14.63,20.03,0.37,37
DDV,6.34,8.71,0.37,37
CIG,3.1,4.25,0.37,37
VIW,7.0,9.5,0.36,36
PHR,14.24,19.33,0.36,36
IHK,7.14,9.69,0.36,36
HAS,5.51,7.5,0.36,36
FMC,14.6,19.82,0.36,36
CMX,2.8,3.81,0.36,36
ARM,34.08,46.4,0.36,36
V21,15.8,21.3,0.35,35
PVT,10.82,14.57,0.35,35
MST,3.09,4.17,0.35,35
HU6,4.05,5.46,0.35,35
FLC,4.6,6.19,0.35,35
CTS,5.92,8.02,0.35,35
BSG,7.31,9.9,0.35,35
VGI,21.0,28.2,0.34,34
TNI,7.83,10.5,0.34,34
PEQ,13.41,18.0,0.34,34
HDG,11.19,15.02,0.34,34
GAS,74.71,99.75,0.34,34
BDG,10.12,13.58,0.34,34
VPG,5.17,6.86,0.33,33
VEA,18.57,24.73,0.33,33
TNT,1.83,2.43,0.33,33
SBS,1.8,2.4,0.33,33
PXM,0.3,0.4,0.33,33
PIA,14.04,18.65,0.33,33
PEN,4.56,6.05,0.33,33
NOS,0.3,0.4,0.33,33
IFS,8.93,11.9,0.33,33
FCS,9.0,12.0,0.33,33
DBC,6.9,9.15,0.33,33
CAP,14.16,18.8,0.33,33
PNJ,41.14,54.18,0.32,32
MSR,15.27,20.18,0.32,32
MPT,2.0,2.64,0.32,32
HT1,8.15,10.73,0.32,32
PPH,8.08,10.56,0.31,31
NST,8.26,10.86,0.31,31
ICC,29.0,38.04,0.31,31
HVN,24.39,31.97,0.31,31
GMC,10.55,13.86,0.31,31
GIL,15.64,20.55,0.31,31
SHS,3.35,4.36,0.3,30
POW,12.21,15.93,0.3,30
NVL,28.43,37.0,0.3,30
HNM,2.7,3.5,0.3,30
HFB,4.3,5.57,0.3,30
HCM,16.65,21.64,0.3,30
DIH,10.7,13.95,0.3,30
APP,7.84,10.2,0.3,30
ANT,6.7,8.7,0.3,30
SBD,6.4,8.23,0.29,29
MTH,6.88,8.89,0.29,29
MAS,40.73,52.56,0.29,29
L45,3.1,4.0,0.29,29
L14,17.62,22.77,0.29,29
HRB,15.45,19.91,0.29,29
CCP,28.0,36.0,0.29,29
BVH,68.3,88.05,0.29,29
ATG,1.7,2.2,0.29,29
VGT,8.9,11.35,0.28,28
ST8,8.8,11.3,0.28,28
SKG,14.21,18.23,0.28,28
LHG,13.87,17.75,0.28,28
VSC,12.82,16.24,0.27,27
VEF,49.5,62.7,0.27,27
VDS,4.39,5.57,0.27,27
STK,9.05,11.48,0.27,27
SRC,8.98,11.38,0.27,27
SAC,8.45,10.76,0.27,27
MPC,13.78,17.49,0.27,27
L43,2.2,2.8,0.27,27
