symbol,first,last,change,change_percentage
VFC,3.72,9.61,1.58,158
KST,0.79,1.57,0.99,99
YBC,4.6,9.0,0.96,96
PHH,4.2,7.7,0.83,83
NAG,1.48,2.7,0.82,82
SGS,1.24,2.21,0.78,78
VIE,3.1,5.4,0.74,74
HDM,7.03,11.83,0.68,68
QCC,1.6,2.67,0.67,67
MKV,8.14,13.48,0.66,66
MHC,1.99,3.28,0.65,65
SGT,1.58,2.48,0.57,57
SCL,12.27,19.26,0.57,57
TSC,2.36,3.65,0.55,55
HT1,3.63,5.59,0.54,54
CTI,4.92,7.58,0.54,54
LTC,6.28,9.59,0.53,53
DHT,4.52,6.91,0.53,53
PXT,3.9,5.9,0.51,51
PPI,4.17,6.25,0.5,50
NBB,9.29,13.86,0.49,49
DZM,3.42,5.08,0.49,49
CTX,2.67,3.94,0.48,48
CMG,2.23,3.29,0.48,48
VE8,2.88,4.23,0.47,47
IDI,2.58,3.77,0.46,46
CSC,1.7,2.48,0.46,46
LAF,10.3,14.9,0.45,45
L62,3.46,5.0,0.45,45
NHC,5.25,7.58,0.44,44
TC6,3.69,5.25,0.42,42
BT6,6.5,9.2,0.42,42
UDC,4.61,6.48,0.41,41
CMT,8.0,11.3,0.41,41
PVX,3.3,4.6,0.39,39
PVB,13.84,19.17,0.39,39
DRH,1.8,2.5,0.39,39
CVT,2.28,3.16,0.39,39
LGC,4.74,6.55,0.38,38
HDO,3.9,5.4,0.38,38
ADC,3.81,5.24,0.38,38
PHC,1.09,1.49,0.37,37
CT6,3.93,5.39,0.37,37
VCG,7.05,9.6,0.36,36
BXH,5.08,6.89,0.36,36
QHD,3.62,4.88,0.35,35
ALT,6.24,8.42,0.35,35
SHN,3.72,4.99,0.34,34
HBC,3.33,4.43,0.33,33
DGT,4.72,6.29,0.33,33
CMI,14.82,19.64,0.33,33
TKC,2.48,3.28,0.32,32
NHA,1.08,1.43,0.32,32
KSH,5.3,7.0,0.32,32
KHL,3.1,4.1,0.32,32
FLC,5.94,7.86,0.32,32
PTP,3.12,4.08,0.31,31
KSD,3.5,4.6,0.31,31
FDC,14.92,19.48,0.31,31
DNP,2.19,2.86,0.31,31
S12,3.78,4.91,0.3,30
CIG,3.3,4.3,0.3,30
S96,3.5,4.5,0.29,29
S74,7.67,9.91,0.29,29
ND2,2.12,2.73,0.29,29
HHG,2.08,2.69,0.29,29
DCS,4.5,5.8,0.29,29
CII,15.22,19.68,0.29,29
VNF,6.85,8.77,0.28,28
TST,4.05,5.18,0.28,28
SHB,2.88,3.68,0.28,28
PDC,3.6,4.6,0.28,28
KHA,10.68,13.68,0.28,28
IJC,5.24,6.73,0.28,28
ICG,3.81,4.89,0.28,28
HDG,4.06,5.21,0.28,28
HCT,7.59,9.72,0.28,28
CLG,9.18,11.72,0.28,28
SAV,3.76,4.79,0.27,27
MTG,4.59,5.83,0.27,27
HUT,5.06,6.43,0.27,27
ACE,5.0,6.33,0.27,27
VHG,8.4,10.6,0.26,26
UNI,6.76,8.52,0.26,26
TS4,8.25,10.39,0.26,26
CTB,5.73,7.24,0.26,26
API,4.46,5.64,0.26,26
VMD,6.59,8.21,0.25,25
SHI,1.62,2.02,0.25,25
SDU,6.54,8.2,0.25,25
SD7,8.9,11.1,0.25,25
NDN,1.75,2.18,0.25,25
FCM,7.09,8.88,0.25,25
DTA,3.05,3.81,0.25,25
VTV,3.24,4.01,0.24,24
VID,2.38,2.94,0.24,24
TTZ,3.98,4.95,0.24,24
TMT,2.98,3.71,0.24,24
SZL,10.82,13.41,0.24,24
PXA,2.38,2.95,0.24,24
INC,2.76,3.42,0.24,24
IHK,3.8,4.73,0.24,24
HU3,3.18,3.95,0.24,24
BVN,6.13,7.59,0.24,24
TNG,2.29,2.81,0.23,23
SHS,1.45,1.79,0.23,23
SAM,4.09,5.04,0.23,23
SAF,8.11,9.99,0.23,23
MCG,5.6,6.9,0.23,23
HAG,20.09,24.73,0.23,23
CNT,3.5,4.3,0.23,23
BED,5.0,6.15,0.23,23
BBC,28.5,35.19,0.23,23
V12,3.83,4.69,0.22,22
SVC,4.46,5.43,0.22,22
SDD,3.6,4.4,0.22,22
NGC,4.5,5.47,0.22,22
KMR,6.03,7.36,0.22,22
VIG,3.3,4.0,0.21,21
STG,3.99,4.84,0.21,21
SCR,4.85,5.85,0.21,21
PXS,12.03,14.54,0.21,21
PTS,2.38,2.87,0.21,21
POV,4.11,4.97,0.21,21
MDF,3.55,4.28,0.21,21
MAS,14.45,17.52,0.21,21
ITC,4.48,5.41,0.21,21
HAP,3.05,3.69,0.21,21
DIG,4.92,5.94,0.21,21
DHP,3.2,3.87,0.21,21
VTC,2.05,2.45,0.2,20
VTB,4.76,5.69,0.2,20
VDS,1.59,1.91,0.2,20
PSC,3.01,3.6,0.2,20
PGC,4.81,5.79,0.2,20
NT2,2.52,3.03,0.2,20
LHG,4.07,4.89,0.2,20
KCE,2.25,2.7,0.2,20
HLA,4.0,4.8,0.2,20
DXV,3.6,4.33,0.2,20
DXG,4.42,5.3,0.2,20
DIC,5.72,6.84,0.2,20
DHC,2.58,3.1,0.2,20
CMS,7.1,8.5,0.2,20
BTW,10.01,12.01,0.2,20
ASM,2.57,3.09,0.2,20
TDN,2.48,2.95,0.19,19
NNC,7.97,9.46,0.19,19
MDG,2.6,3.1,0.19,19
KBC,7.58,9.05,0.19,19
HU1,3.62,4.32,0.19,19
HLD,5.26,6.25,0.19,19
GMX,3.08,3.67,0.19,19
DHM,7.94,9.44,0.19,19
CYC,5.7,6.8,0.19,19
CNG,17.94,21.28,0.19,19
CCL,1.78,2.11,0.19,19
BMI,6.21,7.38,0.19,19
VIR,5.72,6.73,0.18,18
VGS,3.29,3.89,0.18,18
VE9,2.3,2.71,0.18,18
TV3,3.53,4.15,0.18,18
TIE,14.3,16.9,0.18,18
TDH,5.5,6.48,0.18,18
SHA,1.64,1.94,0.18,18
PVD,32.6,38.5,0.18,18
NBC,3.92,4.62,0.18,18
LDP,14.82,17.49,0.18,18
HSG,7.11,8.4,0.18,18
DST,3.15,3.73,0.18,18
CTS,3.19,3.77,0.18,18
TMS,9.29,10.85,0.17,17
THB,8.45,9.86,0.17,17
TDC,3.95,4.63,0.17,17
SPC,5.97,6.97,0.17,17
SD5,4.59,5.36,0.17,17
SD1,3.6,4.2,0.17,17
PVV,2.9,3.4,0.17,17
FPT,10.18,11.95,0.17,17
CKV,5.67,6.63,0.17,17
CJC,9.46,11.11,0.17,17
AGF,13.89,16.28,0.17,17
VND,1.71,1.98,0.16,16
SDP,5.34,6.19,0.16,16
PSB,3.8,4.4,0.16,16
MAC,3.23,3.76,0.16,16
L14,0.62,0.72,0.16,16
HDC,3.96,4.6,0.16,16
BST,6.58,7.66,0.16,16
VTA,3.4,3.9,0.15,15
VPC,2.7,3.1,0.15,15
VE3,4.55,5.24,0.15,15
TNM,3.33,3.84,0.15,15
THT,3.03,3.49,0.15,15
OGC,11.2,12.9,0.15,15
NVT,6.8,7.8,0.15,15
LUT,4.8,5.5,0.15,15
LM8,11.96,13.78,0.15,15
LCS,6.1,7.0,0.15,15
LCG,3.12,3.6,0.15,15
IDJ,1.84,2.12,0.15,15
HVG,13.74,15.76,0.15,15
HOM,5.65,6.49,0.15,15
HAD,13.62,15.7,0.15,15
GSP,4.6,5.27,0.15,15
DC4,3.74,4.31,0.15,15
CVN,1.72,1.98,0.15,15
CDC,2.12,2.43,0.15,15
VNR,10.42,11.85,0.14,14
TV2,0.98,1.12,0.14,14
SD6,8.8,10.05,0.14,14
QTC,7.71,8.79,0.14,14
QNC,5.21,5.92,0.14,14
QCG,5.77,6.58,0.14,14
PVT,6.69,7.64,0.14,14
PVL,2.9,3.3,0.14,14
PV2,2.9,3.3,0.14,14
PTI,6.89,7.84,0.14,14
PPE,2.8,3.2,0.14,14
PIV,2.25,2.56,0.14,14
PCT,2.94,3.35,0.14,14
ORS,1.47,1.67,0.14,14
NTB,2.9,3.3,0.14,14
MPC,3.84,4.38,0.14,14
KDH,4.21,4.81,0.14,14
HMC,2.58,2.93,0.14,14
HCC,2.59,2.95,0.14,14
HAR,7.21,8.19,0.14,14
DAE,7.9,9.04,0.14,14
APP,6.63,7.55,0.14,14
VTO,3.13,3.55,0.13,13
VPH,2.35,2.66,0.13,13
VMC,3.38,3.83,0.13,13
VLA,3.54,4.01,0.13,13
VE4,4.35,4.9,0.13,13
VC9,4.03,4.55,0.13,13
VC1,5.51,6.25,0.13,13
TLH,3.86,4.35,0.13,13
TGP,1.57,1.77,0.13,13
SIC,1.7,1.92,0.13,13
SFN,7.79,8.82,0.13,13
SD3,3.47,3.92,0.13,13
PSI,7.1,8.0,0.13,13
OCH,27.7,31.4,0.13,13
MBB,4.11,4.65,0.13,13
LIG,3.33,3.76,0.13,13
LGL,2.04,2.3,0.13,13
IVS,5.34,6.03,0.13,13
HJS,4.59,5.2,0.13,13
HIG,4.12,4.67,0.13,13
FMC,4.06,4.58,0.13,13
CX8,2.48,2.8,0.13,13
CCI,4.99,5.66,0.13,13
ST8,3.33,3.74,0.12,12
SSM,7.66,8.56,0.12,12
RIC,6.4,7.2,0.12,12
RCL,9.17,10.29,0.12,12
PXI,5.04,5.64,0.12,12
PVA,3.3,3.7,0.12,12
NTL,8.29,9.29,0.12,12
NKG,2.6,2.9,0.12,12
NBW,8.79,9.86,0.12,12
MCO,3.2,3.6,0.12,12
ITQ,4.22,4.71,0.12,12
HVT,6.3,7.05,0.12,12
HLC,4.59,5.13,0.12,12
HCM,7.01,7.84,0.12,12
DBT,4.64,5.18,0.12,12
BTS,3.62,4.04,0.12,12
ATA,4.0,4.5,0.12,12
VKC,3.93,4.37,0.11,11
VCR,2.7,3.0,0.11,11
VC6,3.18,3.52,0.11,11
UIC,7.0,7.76,0.11,11
TKU,4.13,4.6,0.11,11
TIX,8.37,9.31,0.11,11
STP,3.32,3.69,0.11,11
SD9,8.18,9.12,0.11,11
PXL,3.5,3.9,0.11,11
PFL,2.8,3.1,0.11,11
MSN,47.36,52.5,0.11,11
LHC,5.93,6.56,0.11,11
IMP,15.12,16.8,0.11,11
IDV,2.23,2.48,0.11,11
GIL,6.68,7.4,0.11,11
FIT,5.12,5.69,0.11,11
FCN,12.81,14.25,0.11,11
DVP,21.14,23.43,0.11,11
BPC,6.24,6.93,0.11,11
BCC,4.12,4.58,0.11,11
VTL,9.95,10.94,0.1,10
VNH,5.2,5.7,0.1,10
VHL,6.43,7.1,0.1,10
VCB,12.18,13.35,0.1,10
UDJ,3.18,3.49,0.1,10
TPH,3.78,4.16,0.1,10
TCR,4.5,4.97,0.1,10
SVI,21.43,23.57,0.1,10
SSI,7.21,7.92,0.1,10
SGC,16.64,18.32,0.1,10
SDK,4.96,5.47,0.1,10
SD4,4.7,5.19,0.1,10
SCJ,4.24,4.67,0.1,10
PVE,5.78,6.33,0.1,10
PJT,2.78,3.05,0.1,10
PJC,2.97,3.27,0.1,10
PGI,4.45,4.91,0.1,10
NLG,8.86,9.76,0.1,10
LM3,3.0,3.3,0.1,10
HTV,7.53,8.31,0.1,10
HTC,5.1,5.59,0.1,10
HNM,8.66,9.55,0.1,10
DHA,4.07,4.47,0.1,10
BIC,8.4,9.28,0.1,10
WSS,4.4,4.8,0.09,9
VNE,4.77,5.18,0.09,9
VIP,5.18,5.66,0.09,9
VE2,4.21,4.58,0.09,9
VC3,1.16,1.27,0.09,9
VBH,14.5,15.8,0.09,9
TCO,5.02,5.46,0.09,9
SRC,9.02,9.86,0.09,9
