symbol,first,last,change,change_percentage
TCT,11.51,13.62,0.18,18
SDA,152.99,175.81,0.15,15
SD7,113.0,124.6,0.1,10
HLY,50.25,54.44,0.08,8
VNR,16.32,16.94,0.04,4
ALT,40.04,41.45,0.04,4
BMC,122.71,124.49,0.01,1
RAL,40.95,40.31,-0.02,-2
BVS,152.48,149.12,-0.02,-2
STB,98.54,95.15,-0.03,-3
SSI,12.35,11.98,-0.03,-3
LGC,22.72,22.13,-0.03,-3
ACB,13.47,13.02,-0.03,-3
SGD,21.6,20.75,-0.04,-4
SFI,42.25,40.37,-0.04,-4
SAM,23.44,22.48,-0.04,-4
EBS,25.5,24.5,-0.04,-4
TDH,70.37,66.54,-0.05,-5
TCR,31.7,30.07,-0.05,-5
VNM,9.28,8.71,-0.06,-6
SSC,43.08,40.44,-0.06,-6
HAI,21.07,19.81,-0.06,-6
MEC,56.12,52.11,-0.07,-7
VID,29.36,27.03,-0.08,-8
SDT,17.64,16.16,-0.08,-8
ITA,130.0,120.0,-0.08,-8
TS4,18.46,16.75,-0.09,-9
SJD,9.8,8.95,-0.09,-9
SAV,17.76,16.15,-0.09,-9
DRC,7.37,6.73,-0.09,-9
BTS,32.1,29.25,-0.09,-9
BMI,37.06,33.75,-0.09,-9
COM,19.78,17.73,-0.1,-10
VIP,29.45,26.18,-0.11,-11
SMC,14.19,12.69,-0.11,-11
SGH,18.19,16.18,-0.11,-11
MPC,7.47,6.63,-0.11,-11
LBM,5.21,4.63,-0.11,-11
FMC,11.68,10.41,-0.11,-11
DHG,11.88,10.62,-0.11,-11
BPC,12.05,10.71,-0.11,-11
TMS,11.47,10.08,-0.12,-12
KDC,16.66,14.63,-0.12,-12
IFS,48.11,42.26,-0.12,-12
DTT,30.06,26.37,-0.12,-12
PAC,6.47,5.63,-0.13,-13
GMD,45.55,39.56,-0.13,-13
DHA,14.92,13.01,-0.13,-13
CII,32.7,28.61,-0.13,-13
BT6,66.39,58.09,-0.13,-13
BCC,24.39,21.12,-0.13,-13
SGC,20.73,17.9,-0.14,-14
LAF,22.8,19.5,-0.14,-14
HAX,6.97,5.99,-0.14,-14
SFC,19.35,16.38,-0.15,-15
REE,22.16,18.75,-0.15,-15
PPC,24.9,21.07,-0.15,-15
NTP,18.75,15.85,-0.15,-15
HAS,64.4,54.68,-0.15,-15
BBS,10.01,8.53,-0.15,-15
VTV,8.38,7.01,-0.16,-16
VSH,20.77,17.49,-0.16,-16
TTP,65.83,55.37,-0.16,-16
STP,8.86,7.43,-0.16,-16
SDC,28.61,24.14,-0.16,-16
POT,40.43,34.07,-0.16,-16
PGC,10.16,8.57,-0.16,-16
NBC,4.66,3.92,-0.16,-16
NAV,58.41,48.93,-0.16,-16
DNP,9.53,7.97,-0.16,-16
VTL,18.2,15.05,-0.17,-17
SJ1,8.05,6.72,-0.17,-17
SFN,14.73,12.19,-0.17,-17
PVD,36.04,29.86,-0.17,-17
NHC,7.51,6.22,-0.17,-17
MCO,77.0,64.0,-0.17,-17
KHP,8.44,7.04,-0.17,-17
HNM,52.18,43.42,-0.17,-17
HBD,9.6,7.98,-0.17,-17
HBC,5.07,4.22,-0.17,-17
AGF,63.29,52.35,-0.17,-17
UNI,46.84,38.63,-0.18,-18
SIC,16.45,13.48,-0.18,-18
PMS,10.8,8.86,-0.18,-18
GIL,9.9,8.08,-0.18,-18
FPT,20.42,16.69,-0.18,-18
VNC,20.67,16.71,-0.19,-19
TNA,4.04,3.27,-0.19,-19
STC,20.96,16.99,-0.19,-19
SHC,40.0,32.5,-0.19,-19
SAP,47.84,38.73,-0.19,-19
PLC,7.92,6.39,-0.19,-19
GMC,7.17,5.8,-0.19,-19
DIC,33.61,27.29,-0.19,-19
CLC,9.82,8.0,-0.19,-19
CAN,20.1,16.24,-0.19,-19
ABT,20.21,16.43,-0.19,-19
VTB,18.39,14.74,-0.2,-20
TXM,32.95,26.43,-0.2,-20
SCC,46.0,37.0,-0.2,-20
PNC,23.86,19.02,-0.2,-20
MHC,21.39,17.15,-0.2,-20
MCP,13.69,10.89,-0.2,-20
HJS,9.78,7.84,-0.2,-20
DCT,40.0,32.0,-0.2,-20
BMP,15.15,12.05,-0.2,-20
VFC,30.18,23.83,-0.21,-21
SD6,39.5,31.04,-0.21,-21
VTA,33.0,25.9,-0.22,-22
VFR,51.27,39.78,-0.22,-22
SD3,59.69,46.35,-0.22,-22
NSC,26.12,20.48,-0.22,-22
KHA,21.29,16.69,-0.22,-22
DMC,36.16,28.09,-0.22,-22
VMC,18.06,13.97,-0.23,-23
TPH,26.3,20.36,-0.23,-23
TKU,12.93,9.9,-0.23,-23
SJS,276.87,212.14,-0.23,-23
SDN,12.06,9.29,-0.23,-23
SAF,5.28,4.07,-0.23,-23
PTC,26.67,20.62,-0.23,-23
IMP,25.75,19.89,-0.23,-23
CTB,7.12,5.47,-0.23,-23
BBT,25.8,19.9,-0.23,-23
VTS,45.7,34.6,-0.24,-24
TMC,13.81,10.56,-0.24,-24
NST,16.92,12.92,-0.24,-24
HTV,14.37,10.91,-0.24,-24
CTN,73.27,55.77,-0.24,-24
VGP,17.19,12.82,-0.25,-25
PJT,11.81,8.83,-0.25,-25
HMC,9.47,7.06,-0.25,-25
ILC,90.14,66.34,-0.26,-26
HTP,28.34,20.95,-0.26,-26
CMC,63.0,46.6,-0.26,-26
BBC,48.02,35.33,-0.26,-26
CYC,23.0,16.9,-0.27,-27
CJC,26.01,18.86,-0.27,-27
VC2,45.05,32.66,-0.28,-28
TTC,13.37,9.61,-0.28,-28
SCD,44.67,32.11,-0.28,-28
S55,20.18,14.46,-0.28,-28
VTC,35.18,24.54,-0.3,-30
PTS,16.16,11.31,-0.3,-30
PJC,6.05,4.24,-0.3,-30
TYA,23.71,16.34,-0.31,-31
SD9,49.56,34.23,-0.31,-31
PSC,12.73,8.73,-0.31,-31
DAC,37.5,25.7,-0.31,-31
SDY,62.1,42.0,-0.32,-32
SD5,11.46,7.78,-0.32,-32
DPC,22.13,15.09,-0.32,-32
DAE,15.41,10.45,-0.32,-32
HAP,22.29,14.98,-0.33,-33
S99,63.32,41.95,-0.34,-34
VBH,43.54,27.87,-0.36,-36
CID,47.8,28.97,-0.39,-39
TLT,98.4,58.65,-0.4,-40
SJE,20.45,11.98,-0.41,-41
DTC,23.42,11.15,-0.52,-52
HRC,191.31,88.11,-0.54,-54
LTC,98.31,43.26,-0.56,-56
