symbol,first,last,change,change_percentage
NDC,3.16,9.16,1.9,190
IHK,1.85,4.88,1.64,164
TKU,1.75,4.23,1.42,142
TBX,9.39,21.8,1.32,132
CAP,2.12,4.8,1.26,126
TTZ,8.85,19.81,1.24,124
GMD,7.0,14.47,1.07,107
LIX,4.99,10.26,1.06,106
QTC,3.66,7.43,1.03,103
HAR,12.32,24.82,1.01,101
ILC,3.4,6.8,1.0,100
HSG,2.63,4.91,0.87,87
PTB,1.92,3.58,0.86,86
VBH,9.13,16.91,0.85,85
SCD,6.91,12.3,0.78,78
VBC,3.0,5.3,0.77,77
VTA,1.5,2.6,0.73,73
LGC,3.62,6.2,0.71,71
HLY,7.71,12.98,0.68,68
VOS,2.4,4.0,0.67,67
TCT,14.03,23.15,0.65,65
NSC,26.65,43.85,0.65,65
DBT,2.92,4.79,0.64,64
CJC,6.63,10.88,0.64,64
L14,0.43,0.7,0.63,63
CLG,4.79,7.81,0.63,63
BTP,2.75,4.43,0.61,61
OPC,6.23,9.83,0.58,58
BKC,8.0,12.5,0.56,56
VDT,2.51,3.9,0.55,55
PRC,2.98,4.61,0.55,55
LHC,2.37,3.68,0.55,55
TRA,19.36,29.78,0.54,54
MAS,5.56,8.57,0.54,54
SD5,1.43,2.19,0.53,53
SSF,1.71,2.6,0.52,52
KMT,2.53,3.82,0.51,51
VID,1.55,2.33,0.5,50
SCO,6.8,10.2,0.5,50
DSN,12.52,18.83,0.5,50
DRC,8.4,12.58,0.5,50
GTT,7.7,11.5,0.49,49
PPP,3.93,5.8,0.48,48
PJC,2.29,3.38,0.48,48
BMP,10.48,15.48,0.48,48
DNM,5.73,8.44,0.47,47
SBA,2.12,3.07,0.45,45
HLC,3.87,5.62,0.45,45
VC9,2.87,4.13,0.44,44
SMT,2.33,3.36,0.44,44
KCE,2.0,2.86,0.43,43
DXP,7.04,10.04,0.43,43
DST,1.8,2.57,0.43,43
VNS,7.75,10.98,0.42,42
TLG,3.91,5.54,0.42,42
PMC,13.4,18.97,0.42,42
LBE,2.24,3.16,0.41,41
BMI,3.15,4.43,0.41,41
TNA,1.82,2.55,0.4,40
TMW,1.32,1.85,0.4,40
STS,3.12,4.36,0.4,40
RAL,11.95,16.73,0.4,40
KST,0.81,1.13,0.4,40
VHL,2.38,3.3,0.39,39
DVP,10.29,14.27,0.39,39
VSC,4.89,6.75,0.38,38
ABI,2.66,3.68,0.38,38
VCC,2.95,4.04,0.37,37
TH1,24.69,33.89,0.37,37
SD6,3.59,4.92,0.37,37
QST,2.22,3.04,0.37,37
HTL,1.22,1.67,0.37,37
GAS,24.19,33.19,0.37,37
PPC,4.67,6.36,0.36,36
V12,2.12,2.86,0.35,35
PAN,6.25,8.42,0.35,35
ITA,4.46,6.0,0.35,35
TCL,4.2,5.63,0.34,34
NNC,5.27,7.08,0.34,34
HAX,0.73,0.98,0.34,34
DCL,2.57,3.45,0.34,34
VNM,23.66,31.55,0.33,33
TV3,2.06,2.73,0.33,33
MCF,3.82,5.07,0.33,33
CT6,4.03,5.35,0.33,33
CAN,15.45,20.55,0.33,33
V21,7.15,9.46,0.32,32
SVI,10.9,14.38,0.32,32
S12,2.93,3.87,0.32,32
INN,4.42,5.84,0.32,32
VCF,89.13,116.99,0.31,31
LM8,5.4,7.09,0.31,31
KBC,4.28,5.62,0.31,31
SFI,5.0,6.51,0.3,30
LAS,7.74,10.08,0.3,30
HVT,3.21,4.16,0.3,30
HTV,4.94,6.44,0.3,30
DIH,6.52,8.46,0.3,30
BXH,2.7,3.5,0.3,30
HTP,3.27,4.22,0.29,29
CYC,2.1,2.7,0.29,29
CX8,2.17,2.8,0.29,29
BTT,10.28,13.31,0.29,29
BTG,5.0,6.44,0.29,29
PDN,5.95,7.64,0.28,28
H11,2.83,3.62,0.28,28
BBC,14.17,18.17,0.28,28
VDN,4.04,5.14,0.27,27
TMT,2.75,3.48,0.27,27
PET,4.4,5.61,0.27,27
HGM,22.37,28.32,0.27,27
CSM,8.08,10.24,0.27,27
BMC,24.54,31.06,0.27,27
ADP,1.85,2.35,0.27,27
SFN,4.75,5.99,0.26,26
PAC,4.11,5.17,0.26,26
KHP,2.81,3.53,0.26,26
HRC,19.84,25.03,0.26,26
CTD,16.56,20.94,0.26,26
VNR,5.1,6.37,0.25,25
VES,0.8,1.0,0.25,25
VCM,3.6,4.49,0.25,25
QHD,2.31,2.89,0.25,25
LM7,3.11,3.9,0.25,25
CMX,2.14,2.68,0.25,25
BST,3.24,4.04,0.25,25
TVD,2.63,3.26,0.24,24
TV4,2.71,3.37,0.24,24
TTC,2.31,2.86,0.24,24
TNG,1.27,1.58,0.24,24
TIE,7.35,9.09,0.24,24
NTP,6.95,8.63,0.24,24
KKC,3.69,4.58,0.24,24
DLR,4.17,5.15,0.24,24
ARM,6.97,8.62,0.24,24
THG,1.16,1.43,0.23,23
STT,3.73,4.6,0.23,23
MSN,51.99,63.83,0.23,23
HPG,1.48,1.82,0.23,23
HIG,3.35,4.12,0.23,23
HEV,4.98,6.13,0.23,23
HBC,2.52,3.11,0.23,23
DPM,12.89,15.86,0.23,23
BVH,31.51,38.78,0.23,23
VE3,2.49,3.03,0.22,22
VCG,5.61,6.86,0.22,22
SMC,4.47,5.47,0.22,22
HPP,9.13,11.17,0.22,22
HAG,17.7,21.51,0.22,22
DTA,3.43,4.19,0.22,22
DAG,4.13,5.02,0.22,22
CPC,5.3,6.48,0.22,22
VIP,2.49,3.02,0.21,21
SAF,5.11,6.17,0.21,21
REE,8.25,10.02,0.21,21
HLD,2.99,3.63,0.21,21
D11,4.29,5.19,0.21,21
CNG,8.29,10.03,0.21,21
C47,4.47,5.41,0.21,21
VHG,2.29,2.74,0.2,20
TCM,2.61,3.13,0.2,20
NOS,1.5,1.8,0.2,20
LDP,7.2,8.64,0.2,20
LAF,4.0,4.8,0.2,20
HVX,3.75,4.49,0.2,20
HLA,5.1,6.1,0.2,20
DAD,4.35,5.22,0.2,20
BIC,4.58,5.49,0.2,20
VCB,11.7,13.96,0.19,19
SSC,20.55,24.41,0.19,19
SED,4.28,5.09,0.19,19
S74,4.99,5.93,0.19,19
HT1,2.35,2.79,0.19,19
HMH,4.14,4.91,0.19,19
CMG,2.32,2.76,0.19,19
C21,8.61,10.25,0.19,19
AGF,10.47,12.48,0.19,19
ACC,8.24,9.78,0.19,19
WCS,21.73,25.64,0.18,18
VTI,1.8,2.13,0.18,18
TIG,1.55,1.83,0.18,18
SRF,2.9,3.43,0.18,18
SJD,3.39,4.0,0.18,18
SDT,3.66,4.31,0.18,18
RDP,3.58,4.22,0.18,18
PSP,4.24,5.01,0.18,18
MCP,7.08,8.37,0.18,18
L61,5.02,5.92,0.18,18
KSB,3.53,4.18,0.18,18
KDC,13.29,15.62,0.18,18
HVG,8.35,9.87,0.18,18
CLW,6.36,7.51,0.18,18
BLF,3.09,3.64,0.18,18
TMP,4.72,5.51,0.17,17
SII,12.5,14.6,0.17,17
SGH,13.2,15.44,0.17,17
ORS,1.6,1.87,0.17,17
OGC,9.99,11.7,0.17,17
L10,3.8,4.44,0.17,17
HU3,2.64,3.1,0.17,17
HOM,4.15,4.85,0.17,17
GDW,6.38,7.45,0.17,17
C92,4.27,5.0,0.17,17
VST,2.5,2.9,0.16,16
VDL,7.42,8.58,0.16,16
NET,6.57,7.6,0.16,16
MTG,3.06,3.54,0.16,16
HTC,3.02,3.5,0.16,16
DPP,2.94,3.4,0.16,16
BCC,2.88,3.33,0.16,16
VTB,3.16,3.62,0.15,15
VLF,8.93,10.27,0.15,15
VIT,1.03,1.18,0.15,15
VIE,4.6,5.3,0.15,15
VC5,4.36,5.0,0.15,15
STC,3.84,4.4,0.15,15
SHS,1.3,1.5,0.15,15
PGC,2.63,3.03,0.15,15
IN4,6.18,7.13,0.15,15
GTH,5.94,6.81,0.15,15
DHG,25.53,29.3,0.15,15
YBC,14.8,16.9,0.14,14
TLH,2.36,2.69,0.14,14
SJE,3.04,3.47,0.14,14
GTA,3.24,3.69,0.14,14
DQC,7.54,8.58,0.14,14
VSH,6.65,7.54,0.13,13
UIC,3.81,4.32,0.13,13
TRC,22.07,24.91,0.13,13
LCD,3.68,4.17,0.13,13
DC4,2.82,3.19,0.13,13
BCE,2.97,3.37,0.13,13
VNT,7.14,8.02,0.12,12
VLA,2.51,2.8,0.12,12
TV1,4.88,5.47,0.12,12
TNC,7.88,8.82,0.12,12
PVD,16.04,17.95,0.12,12
HJS,2.82,3.16,0.12,12
BPC,3.95,4.44,0.12,12
VXB,3.93,4.38,0.11,11
VSI,3.01,3.34,0.11,11
VIX,1.22,1.35,0.11,11
UDJ,3.22,3.57,0.11,11
TV2,0.47,0.52,0.11,11
TBC,4.97,5.52,0.11,11
ST8,2.02,2.25,0.11,11
SLS,6.61,7.34,0.11,11
PPI,3.67,4.08,0.11,11
MAC,1.87,2.08,0.11,11
LBM,2.46,2.72,0.11,11
HCC,2.96,3.28,0.11,11
GDT,3.41,3.78,0.11,11
DBM,11.18,12.42,0.11,11
CMS,5.76,6.37,0.11,11
APP,4.42,4.92,0.11,11
API,1.18,1.31,0.11,11
AMV,1.11,1.23,0.11,11
SGD,3.51,3.87,0.1,10
SDG,7.05,7.72,0.1,10
PTL,3.1,3.4,0.1,10
PGD,7.52,8.25,0.1,10
NBC,2.98,3.27,0.1,10
HOT,17.62,19.32,0.1,10
EFI,5.5,6.03,0.1,10
BDB,2.96,3.27,0.1,10
VSG,1.1,1.2,0.09,9
VIG,2.3,2.5,0.09,9
RIC,5.5,6.0,0.09,9
PXS,4.68,5.09,0.09,9
PSC,3.96,4.32,0.09,9
PHR,7.87,8.58,0.09,9
NBB,8.32,9.03,0.09,9
LO5,3.2,3.5,0.09,9
DNP,1.77,1.93,0.09,9
BRC,4.9,5.35,0.09,9
VPH,1.13,1.22,0.08,8
VNC,6.3,6.79,0.08,8
PVS,7.78,8.37,0.08,8
HDA,1.97,2.13,0.08,8
GER,1.18,1.27,0.08,8
ELC,14.2,15.34,0.08,8
ECI,3.9,4.22,0.08,8
EBS,2.91,3.13,0.08,8
DPR,18.43,19.83,0.08,8
CHP,3.04,3.28,0.08,8
ADC,2.48,2.67,0.08,8
VMC,3.71,3.96,0.07,7
VGP,7.04,7.56,0.07,7
TYA,1.48,1.59,0.07,7
TTF,5.23,5.6,0.07,7
TPH,2.72,2.92,0.07,7
SRC,4.67,5.02,0.07,7
SIC,1.53,1.64,0.07,7
SDV,6.28,6.71,0.07,7
SAV,1.88,2.01,0.07,7
MEC,3.61,3.85,0.07,7
DMC,10.41,11.14,0.07,7
DC2,3.93,4.2,0.07,7
DBC,4.04,4.33,0.07,7
CTN,4.42,4.71,0.07,7
COM,14.86,15.96,0.07,7
VTO,2.04,2.17,0.06,6
TNM,2.65,2.82,0.06,6
SHP,3.38,3.57,0.06,6
PTH,0.72,0.76,0.06,6
LTC,3.85,4.09,0.06,6
INC,1.99,2.1,0.06,6
HU1,3.64,3.86,0.06,6
HAP,1.9,2.02,0.06,6
C32,4.27,4.53,0.06,6
BHC,1.7,1.8,0.06,6
ASP,2.44,2.59,0.06,6
VIC,17.01,17.83,0.05,5
THB,4.55,4.76,0.05,5
SHB,2.49,2.61,0.05,5
