symbol,first,last,change,change_percentage
VNX,0.39,0.73,0.87,87
SCO,8.1,13.4,0.65,65
VXB,4.28,6.15,0.44,44
FLC,6.37,8.95,0.41,41
CYC,2.2,3.1,0.41,41
DNT,6.86,9.44,0.38,38
BMJ,1.93,2.58,0.34,34
DNP,1.51,1.96,0.3,30
CLG,7.39,9.63,0.3,30
SGC,6.82,8.77,0.29,29
LGC,6.99,8.98,0.28,28
LM7,6.21,7.91,0.27,27
ARM,4.11,5.24,0.27,27
CT6,4.58,5.58,0.22,22
VC1,4.46,5.33,0.2,20
PRC,3.42,4.11,0.2,20
HCT,6.74,7.94,0.18,18
DTC,19.54,23.11,0.18,18
SVI,6.03,7.08,0.17,17
VC3,1.67,1.93,0.16,16
LCC,2.5,2.9,0.16,16
SRF,1.81,2.09,0.15,15
SDV,3.19,3.63,0.14,14
VCM,2.65,3.0,0.13,13
TH1,15.28,17.25,0.13,13
NDC,1.9,2.15,0.13,13
LHC,1.32,1.49,0.13,13
CMT,7.1,8.0,0.13,13
VBC,2.49,2.78,0.12,12
ST8,1.26,1.41,0.12,12
SFC,6.64,7.43,0.12,12
PIV,4.01,4.49,0.12,12
DPC,5.93,6.65,0.12,12
VNS,5.1,5.67,0.11,11
DIH,4.2,4.67,0.11,11
SPC,9.19,10.09,0.1,10
BIC,3.15,3.48,0.1,10
PCG,3.73,4.05,0.09,9
HTL,1.72,1.87,0.09,9
HLG,10.98,11.93,0.09,9
VNM,14.75,15.94,0.08,8
STB,9.04,9.79,0.08,8
SDK,5.61,6.08,0.08,8
NT2,1.92,2.08,0.08,8
NSC,14.53,15.62,0.08,8
PVI,8.03,8.57,0.07,7
MHC,1.2,1.28,0.07,7
MCC,5.92,6.31,0.07,7
HHC,7.41,7.95,0.07,7
BMP,7.49,8.04,0.07,7
VSH,4.85,5.15,0.06,6
MKV,5.38,5.72,0.06,6
LM8,3.87,4.11,0.06,6
GLT,3.26,3.45,0.06,6
DL1,4.14,4.4,0.06,6
CTB,4.41,4.66,0.06,6
VE2,2.43,2.56,0.05,5
THG,1.28,1.34,0.05,5
PHS,3.35,3.53,0.05,5
LBE,1.59,1.67,0.05,5
IME,3.09,3.25,0.05,5
DTT,4.21,4.42,0.05,5
VFG,5.68,5.92,0.04,4
TNB,2.42,2.52,0.04,4
SSC,12.87,13.36,0.04,4
SEB,1.69,1.75,0.04,4
MCP,5.68,5.9,0.04,4
