symbol,first,last,change,change_percentage
SGS,6.5,50.96,6.84,684
PTT,4.34,7.29,0.68,68
BVS,13.49,21.67,0.61,61
SPC,6.55,10.2,0.56,56
VDL,6.87,10.35,0.51,51
DLR,7.31,11.05,0.51,51
VNF,6.96,10.27,0.48,48
SAF,3.4,4.94,0.45,45
CTI,15.87,23.03,0.45,45
VND,2.22,3.05,0.37,37
DAC,34.0,46.5,0.37,37
S99,9.62,13.04,0.36,36
VFC,10.91,14.51,0.33,33
PHS,7.4,9.81,0.33,33
MHC,2.7,3.54,0.31,31
SBS,27.0,35.0,0.3,30
PMS,4.64,6.01,0.3,30
SHC,6.5,8.4,0.29,29
TCM,5.96,7.55,0.27,27
NVB,6.39,8.12,0.27,27
CVN,8.29,10.54,0.27,27
TRA,8.61,10.87,0.26,26
TCT,6.49,8.16,0.26,26
SSI,6.54,8.23,0.26,26
PGS,6.39,8.02,0.26,26
LUT,25.3,32.0,0.26,26
WSB,8.49,10.65,0.25,25
SCR,10.48,13.05,0.25,25
PXM,10.8,13.5,0.25,25
HQC,22.48,27.99,0.25,25
CTG,6.51,8.09,0.24,24
BTS,6.55,8.09,0.24,24
VFR,18.32,22.5,0.23,23
RCL,12.31,15.09,0.23,23
PJC,4.91,6.02,0.23,23
ITC,11.88,14.59,0.23,23
TBC,4.53,5.53,0.22,22
SJ1,3.29,4.03,0.22,22
HCC,4.08,4.98,0.22,22
GTH,6.68,8.15,0.22,22
DQC,6.65,8.11,0.22,22
DAG,4.63,5.65,0.22,22
BDB,2.55,3.11,0.22,22
VMC,8.82,10.65,0.21,21
VIC,12.81,15.52,0.21,21
SHN,17.23,20.77,0.21,21
SBT,4.14,5.02,0.21,21
PSC,7.43,8.96,0.21,21
IJC,3.43,4.16,0.21,21
DZM,13.8,16.64,0.21,21
VCB,9.79,11.7,0.2,20
CT3,4.73,5.67,0.2,20
VHL,8.13,9.66,0.19,19
SVC,4.37,5.2,0.19,19
NTP,7.46,8.85,0.19,19
ICG,9.02,10.76,0.19,19
EIB,7.17,8.56,0.19,19
CTS,3.69,4.38,0.19,19
CSM,6.69,7.99,0.19,19
TIX,6.14,7.25,0.18,18
TDH,10.21,12.02,0.18,18
RDP,3.57,4.21,0.18,18
NHA,2.61,3.08,0.18,18
MIC,55.0,64.8,0.18,18
LCG,8.29,9.77,0.18,18
VNL,4.55,5.32,0.17,17
TLT,11.41,13.3,0.17,17
SGC,7.31,8.56,0.17,17
SEB,1.6,1.87,0.17,17
SAV,7.62,8.89,0.17,17
NBC,1.9,2.22,0.17,17
IMP,11.95,13.93,0.17,17
DIG,7.86,9.22,0.17,17
ACB,4.68,5.48,0.17,17
VRC,20.82,24.23,0.16,16
VBH,15.76,18.26,0.16,16
LAF,19.5,22.6,0.16,16
CDC,6.2,7.18,0.16,16
BBC,13.83,16.04,0.16,16
VGP,6.27,7.19,0.15,15
TDC,2.98,3.42,0.15,15
TBX,39.98,45.93,0.15,15
SRC,6.55,7.56,0.15,15
SHB,3.33,3.83,0.15,15
SAP,7.67,8.85,0.15,15
ACC,6.26,7.21,0.15,15
VKC,6.73,7.66,0.14,14
TMX,5.36,6.09,0.14,14
TLG,4.04,4.59,0.14,14
THB,4.46,5.07,0.14,14
SJS,42.12,47.97,0.14,14
MSN,33.97,38.6,0.14,14
KBC,20.92,23.87,0.14,14
ITA,13.27,15.09,0.14,14
VES,12.5,14.1,0.13,13
TRC,26.31,29.65,0.13,13
TNT,11.54,13.09,0.13,13
TGP,3.27,3.71,0.13,13
SDT,5.68,6.41,0.13,13
SCD,17.31,19.55,0.13,13
NBP,6.63,7.51,0.13,13
NBB,24.75,27.93,0.13,13
HT1,4.97,5.62,0.13,13
BMC,6.13,6.9,0.13,13
VOS,9.8,11.0,0.12,12
TTF,15.21,16.96,0.12,12
STB,9.85,11.01,0.12,12
SRF,2.06,2.3,0.12,12
S55,5.55,6.2,0.12,12
RAL,6.62,7.42,0.12,12
PVS,7.57,8.46,0.12,12
NTB,15.3,17.2,0.12,12
LGL,9.74,10.92,0.12,12
LGC,8.66,9.73,0.12,12
KAC,20.93,23.39,0.12,12
HAI,10.22,11.45,0.12,12
GMD,10.73,12.0,0.12,12
GDW,5.39,6.03,0.12,12
DXG,4.69,5.24,0.12,12
DVP,7.0,7.86,0.12,12
DPR,18.21,20.46,0.12,12
CTB,3.09,3.47,0.12,12
CKV,4.89,5.47,0.12,12
WCS,16.18,17.98,0.11,11
VXB,7.82,8.65,0.11,11
SHS,2.92,3.24,0.11,11
SDN,5.17,5.72,0.11,11
REE,6.21,6.92,0.11,11
PMT,4.56,5.07,0.11,11
PGD,7.26,8.04,0.11,11
MAC,5.81,6.45,0.11,11
KSH,35.8,39.7,0.11,11
DNP,1.74,1.93,0.11,11
CLC,3.19,3.54,0.11,11
VHH,9.0,9.9,0.1,10
TMT,7.16,7.89,0.1,10
TCO,3.47,3.81,0.1,10
STS,14.83,16.32,0.1,10
PVA,41.2,45.5,0.1,10
NGC,4.47,4.93,0.1,10
MKP,28.88,31.67,0.1,10
HPT,6.13,6.76,0.1,10
HPP,13.44,14.74,0.1,10
HAT,10.15,11.18,0.1,10
FDC,15.15,16.73,0.1,10
DPM,9.98,11.02,0.1,10
ACE,5.31,5.82,0.1,10
VST,10.8,11.8,0.09,9
VNT,5.45,5.96,0.09,9
VDS,4.23,4.59,0.09,9
SDA,12.66,13.82,0.09,9
PVC,10.73,11.69,0.09,9
IDV,1.27,1.38,0.09,9
HTC,3.62,3.93,0.09,9
HAX,1.92,2.1,0.09,9
FMC,1.97,2.15,0.09,9
DHG,14.93,16.29,0.09,9
ATA,25.6,27.8,0.09,9
VHG,9.73,10.52,0.08,8
VFG,7.61,8.24,0.08,8
V21,18.46,20.0,0.08,8
TCL,5.96,6.46,0.08,8
ST8,2.13,2.31,0.08,8
SFI,4.51,4.87,0.08,8
SD7,31.5,34.0,0.08,8
S27,10.3,11.1,0.08,8
PTS,6.74,7.3,0.08,8
NAV,4.16,4.5,0.08,8
MCC,9.64,10.41,0.08,8
LM8,5.05,5.46,0.08,8
LIG,6.7,7.23,0.08,8
LCC,5.0,5.4,0.08,8
KSB,5.13,5.53,0.08,8
KMR,6.2,6.69,0.08,8
IDJ,4.77,5.17,0.08,8
HUT,9.18,9.92,0.08,8
GDT,2.87,3.11,0.08,8
DRC,5.07,5.49,0.08,8
DL1,3.55,3.85,0.08,8
DBM,17.08,18.5,0.08,8
CMG,8.39,9.03,0.08,8
BVG,11.7,12.6,0.08,8
